’’	''	ἀεί	a)ei/	d--------
δεήσεις	deh/seis	δέησις	de/hsis	n-p---fv-
δεήσεις	deh/seis	δέησις	de/hsis	n-p---fn-
δεήσεις	deh/seis	δέησις	de/hsis	n-p---fa-
δεήσεις	deh/seis	δέω2	de/w2	v2sasa---
δεήσεις	deh/seis	δέω2	de/w2	v2sfia---
δείξειε	dei/ceie	δείκνυμι	dei/knumi	v3saoa---
δείπνων	dei/pnwn	δεῖπνον	dei=pnon	n-p---ng-
δείπνων	dei/pnwn	δεῖπνος	dei=pnos	n-p---mg-
δείσαντα	dei/santa	δείδω	dei/dw	v-papann-
δείσαντα	dei/santa	δείδω	dei/dw	v-papanv-
δείσαντα	dei/santa	δείδω	dei/dw	v-papana-
δείσαντα	dei/santa	δείδω	dei/dw	v-sapama-
δείσαντας	dei/santas	δείδω	dei/dw	v-papama-
δεόμενοι	deo/menoi	δέομαι	de/omai	v-pppemn-
δεόμενοι	deo/menoi	δέομαι	de/omai	v-pppemv-
δεόμενοι	deo/menoi	δέω1	de/w1	v-pppemn-
δεόμενοι	deo/menoi	δέω1	de/w1	v-pppemv-
δεόμενοι	deo/menoi	δέω2	de/w2	v-pppemn-
δεόμενοι	deo/menoi	δέω2	de/w2	v-pppemv-
δεόμενοι	deo/menoi	δέω2	de/w2	v-pppmmn-
δεόμενοι	deo/menoi	δέω2	de/w2	v-pppmmv-
δεῖ	dei=	δέομαι	de/omai	v2spie---
δεῖ	dei=	δέω1	de/w1	v2spie---
δεῖ	dei=	δέω1	de/w1	v2spma---
δεῖ	dei=	δέω1	de/w1	v3spia---
δεῖ	dei=	δέω1	de/w1	v3siia---
δεῖ	dei=	δέω2	de/w2	v2spie---
δεῖ	dei=	δέω2	de/w2	v2spma---
δεῖ	dei=	δέω2	de/w2	v3spia---
δεῖ	dei=	δέω2	de/w2	v3siia---
δεῖ	dei=	δεῖ	dei=	v3siia---
δεῖν	dei=n	δέω1	de/w1	v--pna---
δεῖν	dei=n	δέω2	de/w2	v--pna---
δεῖν	dei=n	δεῖ	dei=	v-spp-nn-
δεῖν	dei=n	δεῖ	dei=	v-spp-nv-
δεῖν	dei=n	δεῖ	dei=	v-spp-na-
δεῖν	dei=n	δεῖ	dei=	v--pna---
δεῖπνον	dei=pnon	δεῖπνον	dei=pnon	n-s---nn-
δεῖπνον	dei=pnon	δεῖπνον	dei=pnon	n-s---nv-
δεῖπνον	dei=pnon	δεῖπνον	dei=pnon	n-s---na-
δεῖπνον	dei=pnon	δεῖπνος	dei=pnos	n-s---ma-
δεῖπνόν	dei=pno/n	δεῖπνον	dei=pnon	n-s---nn-
δεῖπνόν	dei=pno/n	δεῖπνον	dei=pnon	n-s---nv-
δεῖπνόν	dei=pno/n	δεῖπνον	dei=pnon	n-s---na-
δεῖπνόν	dei=pno/n	δεῖπνος	dei=pnos	n-s---ma-
δεῖσθαι	dei=sqai	δέομαι	de/omai	v--pne---
δεῖσθαι	dei=sqai	δέω1	de/w1	v--pne---
δεῖσθαι	dei=sqai	δέω2	de/w2	v--pne---
δηγμούς	dhgmou/s	δηγμός	dhgmo/s	n-p---ma-
δηλοῖ	dhloi=	δηλόω	dhlo/w	v2spie---
δηλοῖ	dhloi=	δηλόω	dhlo/w	v3spoa---
δηλοῖ	dhloi=	δηλόω	dhlo/w	v3spia---
δηλοῦσι	dhlou=si	δηλόω	dhlo/w	v-pppamd-
δηλοῦσι	dhlou=si	δηλόω	dhlo/w	v-pppand-
δηλοῦσι	dhlou=si	δηλόω	dhlo/w	v3ppia---
δημαγωγοῖς	dhmagwgoi=s	δημαγωγέω	dhmagwge/w	v2spoa---
δημαγωγοῖς	dhmagwgoi=s	δημαγωγός	dhmagwgo/s	n-p---md-
δημαγωγίαν	dhmagwgi/an	δημαγωγία	dhmagwgi/a	n-s---fa-
δημαγωγίας	dhmagwgi/as	δημαγωγία	dhmagwgi/a	n-p---fa-
δημαγωγίας	dhmagwgi/as	δημαγωγία	dhmagwgi/a	n-s---fg-
δημαγωγόν	dhmagwgo/n	δημαγωγός	dhmagwgo/s	n-s---ma-
δημαγωγῶν	dhmagwgw=n	δημαγωγέω	dhmagwge/w	v-sppamn-
δημαγωγῶν	dhmagwgw=n	δημαγωγός	dhmagwgo/s	n-p---mg-
δημηγοροίη	dhmhgoroi/h	δημηγορέω	dhmhgore/w	v3spoa---
δημιουργοῦ	dhmiourgou=	δημιουργέω	dhmiourge/w	v2spme---
δημιουργοῦ	dhmiourgou=	δημιουργέω	dhmiourge/w	v2siie---
δημιουργοῦ	dhmiourgou=	δημιουργός	dhmiourgo/s	n-s---mg-
δημιουργίαν	dhmiourgi/an	δημιουργία	dhmiourgi/a	n-s---fa-
δημιουργός	dhmiourgo/s	δημιουργός	dhmiourgo/s	n-s---mn-
δημιουργῶν	dhmiourgw=n	δημιουργέω	dhmiourge/w	v-sppamn-
δημιουργῶν	dhmiourgw=n	δημιουργός	dhmiourgo/s	n-p---mg-
δημοκρατίαν	dhmokrati/an	δημοκρατία	dhmokrati/a	n-s---fa-
δημοσίων	dhmosi/wn	δημόσιος	dhmo/sios	a-p---fg-
δημοσίων	dhmosi/wn	δημόσιος	dhmo/sios	a-p---mg-
δημοσίων	dhmosi/wn	δημόσιος	dhmo/sios	a-p---ng-
δημοσίων	dhmosi/wn	δημοσιόω	dhmosio/w	v3piia---
δημοσίων	dhmosi/wn	δημοσιόω	dhmosio/w	v1siia---
δημοτικήν	dhmotikh/n	δημοτικός	dhmotiko/s	a-s---fa-
δημοτικῆς	dhmotikh=s	δημοτικός	dhmotiko/s	a-s---fg-
δημόσια	dhmo/sia	δημόσιος	dhmo/sios	a-p---nn-
δημόσια	dhmo/sia	δημόσιος	dhmo/sios	a-p---nv-
δημόσια	dhmo/sia	δημόσιος	dhmo/sios	a-p---na-
δημώδεσι	dhmw/desi	δημώδης	dhmw/dhs	n-p---md-
δημώδεσι	dhmw/desi	δημώδης	dhmw/dhs	n-p---fd-
δημώδεσι	dhmw/desi	δημώδης	dhmw/dhs	n-p---nd-
δηχθείς	dhxqei/s	δάκνω	da/knw	v-sappmn-
δηχθείς	dhxqei/s	δάκνω	da/knw	v-sappmv-
διαβολάς	diabola/s	διαβολή	diabolh/	n-p---fa-
διαβολήν	diabolh/n	διαβολή	diabolh/	n-s---fa-
διαβολῆς	diabolh=s	διαβολή	diabolh/	n-s---fg-
διαβολῇ	diabolh=|	διαβολή	diabolh/	n-s---fd-
διαβάλλοντες	diaba/llontes	διαβάλλω	diaba/llw	v-pppamn-
διαβάλλοντες	diaba/llontes	διαβάλλω	diaba/llw	v-pppamv-
διαβάς	diaba/s	διαβαίνω	diabai/nw	v-sapamn-
διαβάς	diaba/s	διαβαίνω	diabai/nw	v-sapamv-
διαγωγῆς	diagwgh=s	διαγωγεύς	diagwgeu/s	n-p---mn-
διαγωγῆς	diagwgh=s	διαγωγεύς	diagwgeu/s	n-p---mn-
διαγωγῆς	diagwgh=s	διαγωγεύς	diagwgeu/s	n-p---mv-
διαγωγῆς	diagwgh=s	διαγωγή	diagwgh/	n-s---fg-
διαγωνίσασθαι	diagwni/sasqai	διαγωνίζομαι	diagwni/zomai	v--ane---
διαγωνίσασθαι	diagwni/sasqai	διαγωνίζομαι	diagwni/zomai	v--ane---
διαδοχαῖς	diadoxai=s	διαδοχή	diadoxh/	n-p---fd-
διαδοχῆς	diadoxh=s	διαδοχή	diadoxh/	n-s---fg-
διαζώσας	diazw/sas	διαζάω	diaza/w	v-pppafa-
διαζώσας	diazw/sas	διαζάω	diaza/w	v-sppafg-
διαζώσας	diazw/sas	διαζάω	diaza/w	v-pppafa-
διαζώσας	diazw/sas	διαζάω	diaza/w	v-sppafg-
διαζώσας	diazw/sas	διαζώννυμι	diazw/nnumi	v-sapamn-
διαζώσας	diazw/sas	διαζώννυμι	diazw/nnumi	v-sapamv-
διαθέσει	diaqe/sei	διάθεσις	dia/qesis	n-d---fn-
διαθέσει	diaqe/sei	διάθεσις	dia/qesis	n-d---fv-
διαθέσει	diaqe/sei	διάθεσις	dia/qesis	n-d---fa-
διαθέσει	diaqe/sei	διάθεσις	dia/qesis	n-s---fd-
διαθέσει	diaqe/sei	διάθεσις	dia/qesis	n-s---fd-
διαιτᾶσθαι	diaita=sqai	διαιτάω	diaita/w	v--pne---
διακειμένους	diakeime/nous	διάκειμαι	dia/keimai	v-prpema-
διακειμένους	diakeime/nous	διάκειμαι	dia/keimai	v-pppema-
διακινδυνεύσας	diakinduneu/sas	διακινδυνεύω	diakinduneu/w	v-sapamn-
διακινδυνεύσας	diakinduneu/sas	διακινδυνεύω	diakinduneu/w	v-sapamv-
διακινδυνεύσας	diakinduneu/sas	διακινδυνεύω	diakinduneu/w	v-sapamn-
διακινδυνεύσας	diakinduneu/sas	διακινδυνεύω	diakinduneu/w	v-sapamv-
διακοπέντος	diakope/ntos	διακόπτω	diako/ptw	v-sappmg-
διακοπέντος	diakope/ntos	διακόπτω	diako/ptw	v-sappng-
διακοσμήσεως	diakosmh/sews	διακόσμησις	diako/smhsis	n-s---fg-
διακοσίας	diakosi/as	διακόσιοι	diako/sioi	a-p---fa-
διακοσίας	diakosi/as	διακόσιοι	diako/sioi	a-s---fg-
διακρίνας	diakri/nas	διακρίνω	diakri/nw	v-sapamn-
διακρίνας	diakri/nas	διακρίνω	diakri/nw	v-sapamv-
διαλανθάνουσι	dialanqa/nousi	διαλανθάνω	dialanqa/nw	v-pppamd-
διαλανθάνουσι	dialanqa/nousi	διαλανθάνω	dialanqa/nw	v-pppand-
διαλανθάνουσι	dialanqa/nousi	διαλανθάνω	dialanqa/nw	v3ppia---
διαλειμμάτων	dialeimma/twn	διάλειμμα	dia/leimma	n-p---ng-
διαλλαγῆναι	diallagh=nai	διαλλάσσω	dialla/ssw	v--anp---
διαλλαγῆναι	diallagh=nai	διαλλάσσω	dialla/ssw	v--anp---
διαλέγεσθαι	diale/gesqai	διαλέγω	diale/gw	v--pne---
διαλύσασθαι	dialu/sasqai	διαλύω	dialu/w	v--anm---
διαλύσεις	dialu/seis	διάλυσις	dia/lusis	n-p---fn-
διαλύσεις	dialu/seis	διάλυσις	dia/lusis	n-p---fv-
διαλύσεις	dialu/seis	διάλυσις	dia/lusis	n-p---fn-
διαλύσεις	dialu/seis	διάλυσις	dia/lusis	n-p---fa-
διαλύσεις	dialu/seis	διαλύω	dialu/w	v2sasa---
διαλύσεις	dialu/seis	διαλύω	dialu/w	v2sfia---
διαμαχουμένων	diamaxoume/nwn	διαμάχομαι	diama/xomai	v-pfpmfg-
διαμαχουμένων	diamaxoume/nwn	διαμάχομαι	diama/xomai	v-pfpmmg-
διαμαχουμένων	diamaxoume/nwn	διαμάχομαι	diama/xomai	v-pfpmng-
διαμαχουμένων	diamaxoume/nwn	διαμάχομαι	diama/xomai	v-pppefg-
διαμαχουμένων	diamaxoume/nwn	διαμάχομαι	diama/xomai	v-pppemg-
διαμαχουμένων	diamaxoume/nwn	διαμάχομαι	diama/xomai	v-pppeng-
διαμαχουμένων	diamaxoume/nwn	διαμαχέω	diamaxe/w	v-pppefg-
διαμαχουμένων	diamaxoume/nwn	διαμαχέω	diamaxe/w	v-pppemg-
διαμαχουμένων	diamaxoume/nwn	διαμαχέω	diamaxe/w	v-pppeng-
διαμεῖναι	diamei=nai	διαμένω	diame/nw	v--ana---
διαμάχεσθαι	diama/xesqai	διαμάχομαι	diama/xomai	v--pne---
διανομαῖς	dianomai=s	διανομή	dianomh/	n-p---fd-
διανομάς	dianoma/s	διανομή	dianomh/	n-p---fa-
διανομήν	dianomh/n	διανομή	dianomh/	n-s---fa-
διανέμεσθαι	diane/mesqai	διανέμω	diane/mw	v--pne---
διαπαιδαγωγῶν	diapaidagwgw=n	διαπαιδαγωγέω	diapaidagwge/w	v-sppamn-
διαπαιδαγωγῶν	diapaidagwgw=n	διαπαιδαγωγέω	diapaidagwge/w	v-sppamn-
διαπολεμήσαντος	diapolemh/santos	διαπολεμέω	diapoleme/w	v-sapamg-
διαπολεμήσαντος	diapolemh/santos	διαπολεμέω	diapoleme/w	v-sapang-
διαπολεμήσαντος	diapolemh/santos	διαπολεμέω	diapoleme/w	v-sapamg-
διαπολεμήσαντος	diapolemh/santos	διαπολεμέω	diapoleme/w	v-sapang-
διαπονηθῆναι	diaponhqh=nai	διαπονέω	diapone/w	v--anp---
διαπονηθῆναι	diaponhqh=nai	διαπονέω	diapone/w	v--anp---
διαπονηθῆναι	diaponhqh=nai	διαπονέω	diapone/w	v--ane---
διαποροῦντα	diaporou=nta	διαπορέω	diapore/w	v-pppann-
διαποροῦντα	diaporou=nta	διαπορέω	diapore/w	v-pppanv-
διαποροῦντα	diaporou=nta	διαπορέω	diapore/w	v-pppana-
διαποροῦντα	diaporou=nta	διαπορέω	diapore/w	v-sppama-
διαποροῦντα	diaporou=nta	διαπορέω	diapore/w	v-pppann-
διαποροῦντα	diaporou=nta	διαπορέω	diapore/w	v-pppanv-
διαποροῦντα	diaporou=nta	διαπορέω	diapore/w	v-pppana-
διαποροῦντα	diaporou=nta	διαπορέω	diapore/w	v-sppama-
διαπορήσας	diaporh/sas	διαπορέω	diapore/w	v-sapamn-
διαπορήσας	diaporh/sas	διαπορέω	diapore/w	v-sapamv-
διαπορήσας	diaporh/sas	διαπορέω	diapore/w	v-sapamn-
διαπορήσας	diaporh/sas	διαπορέω	diapore/w	v-sapamv-
διαπορῆσαι	diaporh=sai	διαπορέω	diapore/w	v--ana---
διαπορῆσαι	diaporh=sai	διαπορέω	diapore/w	v--ana---
διαπράσσειν	diapra/ssein	διαπράσσω	diapra/ssw	v--pna---
διαπράσσειν	diapra/ssein	διαπράσσω	diapra/ssw	v--pna---
διασκεδάσειν	diaskeda/sein	διασκεδάννυμι	diaskeda/nnumi	v--fna---
διασκεδάσειν	diaskeda/sein	διασκεδάζω	diaskeda/zw	v--fna---
διασπαρῆναι	diasparh=nai	διασπείρω	diaspei/rw	v--anp---
διαστρέφῃ	diastre/fh|	διαστρέφω	diastre/fw	v2spse---
διαστρέφῃ	diastre/fh|	διαστρέφω	diastre/fw	v2spie---
διαστρέφῃ	diastre/fh|	διαστρέφω	diastre/fw	v3spsa---
διατεθείς	diateqei/s	διατίθημι	diati/qhmi	v-sappmn-
διατεθείς	diateqei/s	διατίθημι	diati/qhmi	v-sappmv-
διατεταραγμένα	diatetaragme/na	διαταράσσω	diatara/ssw	v-prpenn-
διατεταραγμένα	diatetaragme/na	διαταράσσω	diatara/ssw	v-prpenv-
διατεταραγμένα	diatetaragme/na	διαταράσσω	diatara/ssw	v-prpena-
διατεταραγμένα	diatetaragme/na	διαταράσσω	diatara/ssw	v-drpefn-
διατεταραγμένα	diatetaragme/na	διαταράσσω	diatara/ssw	v-drpefv-
διατεταραγμένα	diatetaragme/na	διαταράσσω	diatara/ssw	v-drpefa-
διατεταραγμένα	diatetaragme/na	διαταράσσω	diatara/ssw	v-srpefn-
διατεταραγμένα	diatetaragme/na	διαταράσσω	diatara/ssw	v-srpefv-
διατηροῦσα	diathrou=sa	διατηρέω	diathre/w	v-sppafn-
διατηροῦσα	diathrou=sa	διατηρέω	diathre/w	v-sppafv-
διατηροῦσα	diathrou=sa	διατηρέω	diathre/w	v-sppafn-
διατηροῦσα	diathrou=sa	διατηρέω	diathre/w	v-sppafv-
διατριβάς	diatriba/s	διατριβή	diatribh/	n-p---fa-
διατριβήν	diatribh/n	διατριβή	diatribh/	n-s---fa-
διατίθησιν	diati/qhsin	διατίθημι	diati/qhmi	v3spia---
διαφανεῖσαν	diafanei=san	διαφαίνω	diafai/nw	v-sappfa-
διαφερόντως	diafero/ntws	διαφερόντως	diafero/ntws	d--------
διαφθαρέντων	diafqare/ntwn	διαφθείρω	diafqei/rw	v-pappmg-
διαφθαρέντων	diafqare/ntwn	διαφθείρω	diafqei/rw	v-pappng-
διαφθαρέντων	diafqare/ntwn	διαφθείρω	diafqei/rw	v3pamp---
διαφθείραντες	diafqei/rantes	διαφθείρω	diafqei/rw	v-papamn-
διαφθείραντες	diafqei/rantes	διαφθείρω	diafqei/rw	v-papamv-
διαφθείρας	diafqei/ras	διαφθείρω	diafqei/rw	v-sapamn-
διαφθείρας	diafqei/ras	διαφθείρω	diafqei/rw	v-sapamv-
διαφοράν	diafora/n	διαφορά	diafora/	n-s---fa-
διαφορᾶς	diafora=s	διαφορά	diafora/	n-s---fg-
διαφυλάττειν	diafula/ttein	διαφυλάσσω	diafula/ssw	v--pna---
διαφυλάττειν	diafula/ttein	διαφυλάσσω	diafula/ssw	v--pna---
διαφέρει	diafe/rei	διαφέρω	diafe/rw	v2spie---
διαφέρει	diafe/rei	διαφέρω	diafe/rw	v3spia---
διαφέροντας	diafe/rontas	διαφέρω	diafe/rw	v-pppama-
διαχειρίσασθαι	diaxeiri/sasqai	διαχειρίζω	diaxeiri/zw	v--anm---
διαχειρίσασθαι	diaxeiri/sasqai	διαχειρίζω	diaxeiri/zw	v--anm---
διαχρωμένην	diaxrwme/nhn	διαχράομαι	diaxra/omai	v-sppefa-
διαχρωμένην	diaxrwme/nhn	διαχράομαι	diaxra/omai	v-sppefa-
διαχρωμένην	diaxrwme/nhn	διαχράομαι	diaxra/omai	v-sppefa-
διδασκαλίαν	didaskali/an	διδασκαλία	didaskali/a	n-s---fa-
διδασκάλων	didaska/lwn	διδάσκαλος	dida/skalos	n-p---mg-
διδασκάλων	didaska/lwn	διδάσκαλος	dida/skalos	n-p---fg-
διδάσκαλος	dida/skalos	διδάσκαλος	dida/skalos	n-s---mn-
διδάσκαλος	dida/skalos	διδάσκαλος	dida/skalos	n-s---fn-
διδάσκοντας	dida/skontas	διδάσκω	dida/skw	v-pppama-
διδάσκων	dida/skwn	διδάσκω	dida/skw	v-sppamn-
διδόναι	dido/nai	δίδωμι	di/dwmi	v--pna---
διδόντων	dido/ntwn	δίδωμι	di/dwmi	v-pppamg-
διδόντων	dido/ntwn	δίδωμι	di/dwmi	v-pppang-
διδόντων	dido/ntwn	δίδωμι	di/dwmi	v3ppma---
διεβοήθη	dieboh/qh	διαβοάω	diaboa/w	v3saip---
διελέγοντο	diele/gonto	διαλέγω	diale/gw	v3piie---
διελύθη	dielu/qh	διαλύω	dialu/w	v3saip---
διελών	dielw/n	διαιρέω	diaire/w	v-sapamn-
διεπράξατο	diepra/cato	διαπράσσω	diapra/ssw	v3saim---
διεπράξατο	diepra/cato	διαπράσσω	diapra/ssw	v3saim---
διεπόρθησαν	diepo/rqhsan	διαπορθέω	diaporqe/w	v3paia---
διετέλει	diete/lei	διατελέω	diatele/w	v3siia---
διετήρησεν	dieth/rhsen	διατηρέω	diathre/w	v3saia---
διεῖπε	diei=pe	διεῖπον	diei=pon	v3saia---
διεῖπε	diei=pe	διεῖπον	diei=pon	v3saia---
διηγεῖται	dihgei=tai	διηγέομαι	dihge/omai	v3spie---
διηγεῖται	dihgei=tai	διηγέομαι	dihge/omai	v3spim---
διηνεκῆ	dihnekh=	διηνεκής	dihnekh/s	n-p---nn-
διηνεκῆ	dihnekh=	διηνεκής	dihnekh/s	n-p---nv-
διηνεκῆ	dihnekh=	διηνεκής	dihnekh/s	n-p---na-
διηνεκῆ	dihnekh=	διηνεκής	dihnekh/s	n-d---mn-
διηνεκῆ	dihnekh=	διηνεκής	dihnekh/s	n-d---mv-
διηνεκῆ	dihnekh=	διηνεκής	dihnekh/s	n-d---ma-
διηνεκῆ	dihnekh=	διηνεκής	dihnekh/s	n-d---fn-
διηνεκῆ	dihnekh=	διηνεκής	dihnekh/s	n-d---fv-
διηνεκῆ	dihnekh=	διηνεκής	dihnekh/s	n-d---fa-
διηνεκῆ	dihnekh=	διηνεκής	dihnekh/s	n-d---nn-
διηνεκῆ	dihnekh=	διηνεκής	dihnekh/s	n-d---nv-
διηνεκῆ	dihnekh=	διηνεκής	dihnekh/s	n-d---na-
διηνεκῆ	dihnekh=	διηνεκής	dihnekh/s	n-s---ma-
διηνεκῆ	dihnekh=	διηνεκής	dihnekh/s	n-s---fa-
διηπορημένον	dihporhme/non	διαπορέω	diapore/w	v-srpema-
διηπορημένον	dihporhme/non	διαπορέω	diapore/w	v-srpenn-
διηπορημένον	dihporhme/non	διαπορέω	diapore/w	v-srpenv-
διηπορημένον	dihporhme/non	διαπορέω	diapore/w	v-srpena-
δικαιολογίας	dikaiologi/as	δικαιολογία	dikaiologi/a	n-p---fa-
δικαιολογίας	dikaiologi/as	δικαιολογία	dikaiologi/a	n-s---fg-
δικαιοσύνην	dikaiosu/nhn	δικαιοσύνη	dikaiosu/nh	n-s---fa-
δικασταί	dikastai/	δικαστής	dikasth/s	n-p---mn-
δικασταί	dikastai/	δικαστής	dikasth/s	n-p---mv-
δικασταῖς	dikastai=s	δικαστής	dikasth/s	n-p---md-
δικαστικοῖς	dikastikoi=s	δικαστικός	dikastiko/s	a-p---md-
δικαστικοῖς	dikastikoi=s	δικαστικός	dikastiko/s	a-p---nd-
δικαστήριον	dikasth/rion	δικαστήριον	dikasth/rion	n-s---nn-
δικαστήριον	dikasth/rion	δικαστήριον	dikasth/rion	n-s---nv-
δικαστήριον	dikasth/rion	δικαστήριον	dikasth/rion	n-s---na-
δικαστῶν	dikastw=n	δικαστής	dikasth/s	n-p---mg-
διπλόη	diplo/h	διπλόη	diplo/h	n-s---fn-
διπλόη	diplo/h	διπλόη	diplo/h	n-s---fv-
διπλόη	diplo/h	διπλόος	diplo/os	a-s---fn-
διπλόη	diplo/h	διπλόος	diplo/os	a-s---fv-
διά	dia/	διά	dia/	r--------
διάζωσμα	dia/zwsma	διάζωσμα	dia/zwsma	n-s---nn-
διάζωσμα	dia/zwsma	διάζωσμα	dia/zwsma	n-s---nv-
διάζωσμα	dia/zwsma	διάζωσμα	dia/zwsma	n-s---na-
διάνοιαν	dia/noian	διάνοια	dia/noia	n-s---fa-
διέβαλλον	die/ballon	διαβάλλω	diaba/llw	v3piia---
διέβαλλον	die/ballon	διαβάλλω	diaba/llw	v1siia---
διέβη	die/bh	διαβαίνω	diabai/nw	v3saia---
διέθεντο	die/qento	διατίθημι	diati/qhmi	v3paim---
διέκειτο	die/keito	διάκειμαι	dia/keimai	v3siie---
διένειμε	die/neime	διανέμω	diane/mw	v3saia---
διένεμον	die/nemon	διανέμω	diane/mw	v3piia---
διένεμον	die/nemon	διανέμω	diane/mw	v1siia---
