Αἰσχύνης	*ai)sxu/nhs	αἰσχύνη	ai)sxu/nh	urn:cite2:hmt:lsj.chicago_md:n2739	n-s---fg-
κἀμῶν	ka)mw=n	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5446	a-p---mg-
κἀμῶν	ka)mw=n	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5447	a-p---mg-
κἀμῶν	ka)mw=n	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5446	a-p---ng-
κἀμῶν	ka)mw=n	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5447	a-p---ng-
κἀμῶν	ka)mw=n	ἄμη	a)/mh	urn:cite2:hmt:lsj.chicago_md:n5232	n-p---fg-
κἀμῶν	ka)mw=n	ἀμάω1	a)ma/w	urn:cite2:hmt:lsj.chicago_md:n5011	v-sppamv-
κἀμῶν	ka)mw=n	ἀμάω1	a)ma/w	urn:cite2:hmt:lsj.chicago_md:n5012	v-sppamv-
κἀμῶν	ka)mw=n	ἀμάω1	a)ma/w	urn:cite2:hmt:lsj.chicago_md:n5011	v-sppann-
κἀμῶν	ka)mw=n	ἀμάω1	a)ma/w	urn:cite2:hmt:lsj.chicago_md:n5012	v-sppann-
κἀμῶν	ka)mw=n	ἀμάω1	a)ma/w	urn:cite2:hmt:lsj.chicago_md:n5011	v-sppanv-
κἀμῶν	ka)mw=n	ἀμάω1	a)ma/w	urn:cite2:hmt:lsj.chicago_md:n5012	v-sppanv-
κἀμῶν	ka)mw=n	ἀμάω1	a)ma/w	urn:cite2:hmt:lsj.chicago_md:n5011	v-sppana-
κἀμῶν	ka)mw=n	ἀμάω1	a)ma/w	urn:cite2:hmt:lsj.chicago_md:n5012	v-sppana-
κἀμῶν	ka)mw=n	ἀμάω1	a)ma/w	urn:cite2:hmt:lsj.chicago_md:n5011	v-sppamn-
κἀμῶν	ka)mw=n	ἀμάω1	a)ma/w	urn:cite2:hmt:lsj.chicago_md:n5012	v-sppamn-
κἀμῶν	ka)mw=n	ἀμόω	a)mo/w	urn:cite2:hmt:lsj.chicago_md:n5461	v-sppamv-
κἀμῶν	ka)mw=n	ἀμόω	a)mo/w	urn:cite2:hmt:lsj.chicago_md:n5461	v-sppann-
κἀμῶν	ka)mw=n	ἀμόω	a)mo/w	urn:cite2:hmt:lsj.chicago_md:n5461	v-sppanv-
κἀμῶν	ka)mw=n	ἀμόω	a)mo/w	urn:cite2:hmt:lsj.chicago_md:n5461	v-sppana-
κἀμῶν	ka)mw=n	ἀμόω	a)mo/w	urn:cite2:hmt:lsj.chicago_md:n5461	v-sppamn-
κἀμῶν	ka)mw=n	ἀμόω	a)mo/w	urn:cite2:hmt:lsj.chicago_md:n5461	v--pna---
κἀμῶν	ka)mw=n	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v-sfpamn-
κἀμῶν	ka)mw=n	ἐμέω	e)me/w	urn:cite2:hmt:lsj.chicago_md:n34111	v-sppamn-
κἀμῶν	ka)mw=n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---fg-
κἀμῶν	ka)mw=n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---mg-
κἀμῶν	ka)mw=n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---ng-
κἀμῶν	ka)mw=n	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-p---fg-
κἀμῶν	ka)mw=n	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-p---mg-
κἀμῶν	ka)mw=n	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-p---ng-
κἀνά	ka)na/	ἀνά	a)na/	urn:cite2:hmt:lsj.chicago_md:n6213	r--------
κἀπιβουλεύσειν	ka)pibouleu/sein	ἐπιβουλεύω	e)pibouleu/w	urn:cite2:hmt:lsj.chicago_md:n38965	v--fna---
κἀπιβουλεύσειν	ka)pibouleu/sein	ἐπιβουλεύω	e)pibouleu/w	urn:cite2:hmt:lsj.chicago_md:n38965	v--fna---
κἀπικηρυχθείς	ka)pikhruxqei/s	ἐπικηρύσσω	e)pikhru/ssw	urn:cite2:hmt:lsj.chicago_md:n39715	v-sappmn-
κἀπικηρυχθείς	ka)pikhruxqei/s	ἐπικηρύσσω	e)pikhru/ssw	urn:cite2:hmt:lsj.chicago_md:n39715	v-sappmv-
κἀπικηρυχθείς	ka)pikhruxqei/s	ἐπικηρύσσω	e)pikhru/ssw	urn:cite2:hmt:lsj.chicago_md:n39715	v-sappmn-
κἀπικηρυχθείς	ka)pikhruxqei/s	ἐπικηρύσσω	e)pikhru/ssw	urn:cite2:hmt:lsj.chicago_md:n39715	v-sappmv-
κἀπογυμνάζων	ka)pogumna/zwn	ἀπογυμνάζω	a)pogumna/zw	urn:cite2:hmt:lsj.chicago_md:n12379	v-sppamn-
κἀπογυμνάζων	ka)pogumna/zwn	ἀπογυμνάζω	a)pogumna/zw	urn:cite2:hmt:lsj.chicago_md:n12379	v-sppamn-
κἀπολολύξω	ka)pololu/cw	ἐπολολύζω	e)pololu/zw	urn:cite2:hmt:lsj.chicago_md:n41796	v1sasa---
κἀπολολύξω	ka)pololu/cw	ἐπολολύζω	e)pololu/zw	urn:cite2:hmt:lsj.chicago_md:n41796	v1sfia---
κἀπολολύξω	ka)pololu/cw	ἐπολολύζω	e)pololu/zw	urn:cite2:hmt:lsj.chicago_md:n41796	v1sasa---
κἀπολολύξω	ka)pololu/cw	ἐπολολύζω	e)pololu/zw	urn:cite2:hmt:lsj.chicago_md:n41796	v1sfia---
κἀποτρέπομαι	ka)potre/pomai	ἀποτρέπω	a)potre/pw	urn:cite2:hmt:lsj.chicago_md:n14101	v1spie---
κἀπί	ka)pi/	ἐπί	e)pi/	urn:cite2:hmt:lsj.chicago_md:n38862	r--------
κἀπό	ka)po/	ἀπό	a)po/	urn:cite2:hmt:lsj.chicago_md:n12243	r--------
κάκην	ka/khn	κάκη	ka/kh	urn:cite2:hmt:lsj.chicago_md:n52083	n-s---fa-
κάκιον	ka/kion	κακός	kako/s	urn:cite2:hmt:lsj.chicago_md:n52332	a-s---mv-
κάκιον	ka/kion	κακός	kako/s	urn:cite2:hmt:lsj.chicago_md:n52332	a-s---fv-
κάκιον	ka/kion	κακός	kako/s	urn:cite2:hmt:lsj.chicago_md:n52332	a-s---nn-
κάκιον	ka/kion	κακός	kako/s	urn:cite2:hmt:lsj.chicago_md:n52332	a-s---nv-
κάκιον	ka/kion	κακός	kako/s	urn:cite2:hmt:lsj.chicago_md:n52332	a-s---na-
κάκιον	ka/kion	κηκίω	khki/w	urn:cite2:hmt:lsj.chicago_md:n57088	v3piia---
κάκιον	ka/kion	κηκίω	khki/w	urn:cite2:hmt:lsj.chicago_md:n57088	v1siia---
κάκιστε	ka/kiste	κακός	kako/s	urn:cite2:hmt:lsj.chicago_md:n52332	a-s---mv-
κάκῇ	ka/kh=|	κάκη	ka/kh	urn:cite2:hmt:lsj.chicago_md:n52083	n-s---fd-
κάκ’	ka/k'	κάκη	ka/kh	urn:cite2:hmt:lsj.chicago_md:n52083	n-p---fn-
κάκ’	ka/k'	κάκη	ka/kh	urn:cite2:hmt:lsj.chicago_md:n52083	n-p---fv-
κάκ’	ka/k'	κάκη	ka/kh	urn:cite2:hmt:lsj.chicago_md:n52083	n-s---fd-
κάνοι	ka/noi	καίνω	kai/nw	urn:cite2:hmt:lsj.chicago_md:n52020	v3saoa---
κάρτα	ka/rta	κάρτα	ka/rta	urn:cite2:hmt:lsj.chicago_md:n53477	d--------
κάρτα	ka/rta	κάρτος	ka/rtos	urn:cite2:hmt:lsj.chicago_md:n53506	n-p---nn-
κάρτα	ka/rta	κάρτος	ka/rtos	urn:cite2:hmt:lsj.chicago_md:n53506	n-p---nv-
κάρτα	ka/rta	κάρτος	ka/rtos	urn:cite2:hmt:lsj.chicago_md:n53506	n-p---na-
κάρτ’	ka/rt'	κάρτα	ka/rta	urn:cite2:hmt:lsj.chicago_md:n53477	d--------
κάσιν	ka/sin	κάσις	ka/sis	urn:cite2:hmt:lsj.chicago_md:n53604	n-s---ma-
κάσιν	ka/sin	κάσις	ka/sis	urn:cite2:hmt:lsj.chicago_md:n53604	n-s---fa-
κάσις	ka/sis	κάσις	ka/sis	urn:cite2:hmt:lsj.chicago_md:n53604	n-p---ma-
κάσις	ka/sis	κάσις	ka/sis	urn:cite2:hmt:lsj.chicago_md:n53604	n-p---fa-
κάσις	ka/sis	κάσις	ka/sis	urn:cite2:hmt:lsj.chicago_md:n53604	n-s---mn-
κάσις	ka/sis	κάσις	ka/sis	urn:cite2:hmt:lsj.chicago_md:n53604	n-s---fn-
κέαρ	ke/ar	κῆρ	kh=r	urn:cite2:hmt:lsj.chicago_md:n57168	n-s---nv-
κέαρ	ke/ar	κῆρ	kh=r	urn:cite2:hmt:lsj.chicago_md:n57168	n-s---na-
κέαρ	ke/ar	κῆρ	kh=r	urn:cite2:hmt:lsj.chicago_md:n57168	n-s---nn-
κέκληνται	ke/klhntai	καλέω	kale/w	urn:cite2:hmt:lsj.chicago_md:n52571	v3prie---
κέρδει	ke/rdei	κέρδος	ke/rdos	urn:cite2:hmt:lsj.chicago_md:n56840	n-d---nn-
κέρδει	ke/rdei	κέρδος	ke/rdos	urn:cite2:hmt:lsj.chicago_md:n56840	n-d---nv-
κέρδει	ke/rdei	κέρδος	ke/rdos	urn:cite2:hmt:lsj.chicago_md:n56840	n-d---na-
κέρδει	ke/rdei	κέρδος	ke/rdos	urn:cite2:hmt:lsj.chicago_md:n56840	n-s---nd-
κέρδει	ke/rdei	κέρδος	ke/rdos	urn:cite2:hmt:lsj.chicago_md:n56840	n-s---nd-
κέρδει	ke/rdei	κερδαίνω	kerdai/nw	urn:cite2:hmt:lsj.chicago_md:n56823	v2spma---
κέρδει	ke/rdei	κερδαίνω	kerdai/nw	urn:cite2:hmt:lsj.chicago_md:n56823	v3siia---
κέρδος	ke/rdos	κέρδος	ke/rdos	urn:cite2:hmt:lsj.chicago_md:n56840	n-s---nn-
κέρδος	ke/rdos	κέρδος	ke/rdos	urn:cite2:hmt:lsj.chicago_md:n56840	n-s---nv-
κέρδος	ke/rdos	κέρδος	ke/rdos	urn:cite2:hmt:lsj.chicago_md:n56840	n-s---na-
κήδεσαί	kh/desai/	κήδω	kh/dw	urn:cite2:hmt:lsj.chicago_md:n57073	v2samm---
κήδε’	kh/de'	κήδεος	kh/deos	urn:cite2:hmt:lsj.chicago_md:n57055	n-p---nn-
κήδε’	kh/de'	κήδεος	kh/deos	urn:cite2:hmt:lsj.chicago_md:n57055	n-p---nv-
κήδε’	kh/de'	κήδεος	kh/deos	urn:cite2:hmt:lsj.chicago_md:n57055	n-p---na-
κήδε’	kh/de'	κήδεος	kh/deos	urn:cite2:hmt:lsj.chicago_md:n57055	n-s---mv-
κήδε’	kh/de'	κήδεος	kh/deos	urn:cite2:hmt:lsj.chicago_md:n57055	n-s---fv-
κήδε’	kh/de'	κήδω	kh/dw	urn:cite2:hmt:lsj.chicago_md:n57073	v2spie---
κήδε’	kh/de'	κήδω	kh/dw	urn:cite2:hmt:lsj.chicago_md:n57073	v3spia---
κήδε’	kh/de'	κήδω	kh/dw	urn:cite2:hmt:lsj.chicago_md:n57073	v2spme---
κήδε’	kh/de'	κήδω	kh/dw	urn:cite2:hmt:lsj.chicago_md:n57073	v2spie---
κήδε’	kh/de'	κήδω	kh/dw	urn:cite2:hmt:lsj.chicago_md:n57073	v2siie---
κήδε’	kh/de'	κῆδος	kh=dos	urn:cite2:hmt:lsj.chicago_md:n57070	n-p---nn-
κήδε’	kh/de'	κῆδος	kh=dos	urn:cite2:hmt:lsj.chicago_md:n57070	n-p---nv-
κήδε’	kh/de'	κῆδος	kh=dos	urn:cite2:hmt:lsj.chicago_md:n57070	n-p---na-
κήδε’	kh/de'	κῆδος	kh=dos	urn:cite2:hmt:lsj.chicago_md:n57070	n-d---nn-
κήδε’	kh/de'	κῆδος	kh=dos	urn:cite2:hmt:lsj.chicago_md:n57070	n-d---nv-
κήδε’	kh/de'	κῆδος	kh=dos	urn:cite2:hmt:lsj.chicago_md:n57070	n-d---na-
κήδε’	kh/de'	κῆδος	kh=dos	urn:cite2:hmt:lsj.chicago_md:n57070	n-s---nd-
κήδε’	kh/de'	κῆδος	kh=dos	urn:cite2:hmt:lsj.chicago_md:n57070	n-s---nd-
κήδε’	kh/de'	κῆδος	kh=dos	urn:cite2:hmt:lsj.chicago_md:n57070	n-d---nn-
κήδε’	kh/de'	κῆδος	kh=dos	urn:cite2:hmt:lsj.chicago_md:n57070	n-d---nv-
κήδε’	kh/de'	κῆδος	kh=dos	urn:cite2:hmt:lsj.chicago_md:n57070	n-d---na-
κίνδυνον	ki/ndunon	κίνδυνος	ki/ndunos	urn:cite2:hmt:lsj.chicago_md:n57457	n-s---ma-
κόλπῳ	ko/lpw|	κόλπος	ko/lpos	urn:cite2:hmt:lsj.chicago_md:n58718	n-s---md-
κόμπαζ’	ko/mpaz'	κομπάζω	kompa/zw	urn:cite2:hmt:lsj.chicago_md:n58824	v2spma---
κόμπαζ’	ko/mpaz'	κομπάζω	kompa/zw	urn:cite2:hmt:lsj.chicago_md:n58824	v3siia---
κόμπον	ko/mpon	κόμπος	ko/mpos	urn:cite2:hmt:lsj.chicago_md:n58840	n-s---ma-
κόμπος	ko/mpos	κόμπος	ko/mpos	urn:cite2:hmt:lsj.chicago_md:n58840	n-s---mn-
κόναβος	ko/nabos	κόναβος	ko/nabos	urn:cite2:hmt:lsj.chicago_md:n58858	n-s---mn-
κόνις	ko/nis	κόνις	ko/nis	urn:cite2:hmt:lsj.chicago_md:n58902	n-p---fa-
κόνις	ko/nis	κόνις	ko/nis	urn:cite2:hmt:lsj.chicago_md:n58902	n-s---fn-
κόσμον	ko/smon	κόσμος	ko/smos	urn:cite2:hmt:lsj.chicago_md:n59339	n-s---ma-
κύβοις	ku/bois	κύβος	ku/bos	urn:cite2:hmt:lsj.chicago_md:n60535	n-p---md-
κύκλον	ku/klon	κύκλος	ku/klos	urn:cite2:hmt:lsj.chicago_md:n60646	n-s---ma-
κύκλου	ku/klou	κύκλος	ku/klos	urn:cite2:hmt:lsj.chicago_md:n60646	n-s---mg-
κύκλου	ku/klou	κυκλόω	kuklo/w	urn:cite2:hmt:lsj.chicago_md:n60657	v2spma---
κύκλου	ku/klou	κυκλόω	kuklo/w	urn:cite2:hmt:lsj.chicago_md:n60657	v3siia---
κύκλῳ	ku/klw|	κύκλος	ku/klos	urn:cite2:hmt:lsj.chicago_md:n60646	n-s---md-
κύματι	ku/mati	κῦμα	ku=ma	urn:cite2:hmt:lsj.chicago_md:n60736	n-s---nd-
κύτος	ku/tos	κύτος	ku/tos	urn:cite2:hmt:lsj.chicago_md:n61138	n-s---nn-
κύτος	ku/tos	κύτος	ku/tos	urn:cite2:hmt:lsj.chicago_md:n61138	n-s---nv-
κύτος	ku/tos	κύτος	ku/tos	urn:cite2:hmt:lsj.chicago_md:n61138	n-s---na-
κώδων	kw/dwn	κώδων	kw/dwn	urn:cite2:hmt:lsj.chicago_md:n61198	n-s---mn-
κώδων	kw/dwn	κώδων	kw/dwn	urn:cite2:hmt:lsj.chicago_md:n61198	n-s---mv-
κώδων	kw/dwn	κώδων	kw/dwn	urn:cite2:hmt:lsj.chicago_md:n61198	n-s---fn-
κώδων	kw/dwn	κώδων	kw/dwn	urn:cite2:hmt:lsj.chicago_md:n61198	n-s---fv-
κώδωνες	kw/dwnes	κώδων	kw/dwn	urn:cite2:hmt:lsj.chicago_md:n61198	n-p---mn-
κώδωνες	kw/dwnes	κώδων	kw/dwn	urn:cite2:hmt:lsj.chicago_md:n61198	n-p---mv-
κώδωνες	kw/dwnes	κώδων	kw/dwn	urn:cite2:hmt:lsj.chicago_md:n61198	n-p---fn-
κώδωνες	kw/dwnes	κώδων	kw/dwn	urn:cite2:hmt:lsj.chicago_md:n61198	n-p---fv-
κᾀσχρῶν	ka)|sxrw=n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-p---fg-
κᾀσχρῶν	ka)|sxrw=n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-p---mg-
κᾀσχρῶν	ka)|sxrw=n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-p---ng-
κᾀσχρῶν	ka)|sxrw=n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-p---mg-
κᾀσχρῶν	ka)|sxrw=n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-p---fg-
κᾀσχρῶν	ka)|sxrw=n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-p---ng-
κῆρα	kh=ra	κήρ	kh/r	urn:cite2:hmt:lsj.chicago_md:n57167	n-s---fa-
κῆρα	kh=ra	κήρ	kh/r	urn:cite2:hmt:lsj.chicago_md:n57167	n-s---fa-
κῆρ’	kh=r'	κήρ	kh/r	urn:cite2:hmt:lsj.chicago_md:n57167	n-s---fa-
κῆρ’	kh=r'	κήρ	kh/r	urn:cite2:hmt:lsj.chicago_md:n57167	n-s---fa-
κῆρ’	kh=r'	κήρ	kh/r	urn:cite2:hmt:lsj.chicago_md:n57167	n-d---fn-
κῆρ’	kh=r'	κήρ	kh/r	urn:cite2:hmt:lsj.chicago_md:n57167	n-d---fn-
κῆρ’	kh=r'	κήρ	kh/r	urn:cite2:hmt:lsj.chicago_md:n57167	n-d---fv-
κῆρ’	kh=r'	κήρ	kh/r	urn:cite2:hmt:lsj.chicago_md:n57167	n-d---fv-
κῆρ’	kh=r'	κήρ	kh/r	urn:cite2:hmt:lsj.chicago_md:n57167	n-d---fa-
κῆρ’	kh=r'	κήρ	kh/r	urn:cite2:hmt:lsj.chicago_md:n57167	n-d---fa-
κῆρ’	kh=r'	κήρ	kh/r	urn:cite2:hmt:lsj.chicago_md:n57167	n-d---fa-
κῆρ’	kh=r'	κήρ	kh/r	urn:cite2:hmt:lsj.chicago_md:n57167	n-d---fa-
κῆρ’	kh=r'	κήρα	kh/ra	urn:cite2:hmt:lsj.chicago_md:n57169	n-p---fn-
κῆρ’	kh=r'	κήρα	kh/ra	urn:cite2:hmt:lsj.chicago_md:n57169	n-p---fv-
κῆρ’	kh=r'	κῆρ	kh=r	urn:cite2:hmt:lsj.chicago_md:n57168	n-s---nd-
κῦδος	ku=dos	κῦδος	ku=dos	urn:cite2:hmt:lsj.chicago_md:n60556	n-s---nn-
κῦδος	ku=dos	κῦδος	ku=dos	urn:cite2:hmt:lsj.chicago_md:n60556	n-s---nv-
κῦδος	ku=dos	κῦδος	ku=dos	urn:cite2:hmt:lsj.chicago_md:n60556	n-s---na-
κῦμα	ku=ma	κῦμα	ku=ma	urn:cite2:hmt:lsj.chicago_md:n60736	n-s---nn-
κῦμα	ku=ma	κῦμα	ku=ma	urn:cite2:hmt:lsj.chicago_md:n60736	n-s---nv-
κῦμα	ku=ma	κῦμα	ku=ma	urn:cite2:hmt:lsj.chicago_md:n60736	n-s---na-
κῦμ’	ku=m'	κῦμα	ku=ma	urn:cite2:hmt:lsj.chicago_md:n60736	n-s---nn-
κῦμ’	ku=m'	κῦμα	ku=ma	urn:cite2:hmt:lsj.chicago_md:n60736	n-s---nv-
κῦμ’	ku=m'	κῦμα	ku=ma	urn:cite2:hmt:lsj.chicago_md:n60736	n-s---na-
λαβεῖν	labei=n	λαμβάνω	lamba/nw	urn:cite2:hmt:lsj.chicago_md:n61791	v--ana---
λαβέ	labe/	λαμβάνω	lamba/nw	urn:cite2:hmt:lsj.chicago_md:n61791	v2sama---
λακάζειν	laka/zein	λακάζω	laka/zw	urn:cite2:hmt:lsj.chicago_md:n61695	v--pna---
λαμπρά	lampra/	λαμπρός	lampro/s	urn:cite2:hmt:lsj.chicago_md:n61855	a-p---nn-
λαμπρά	lampra/	λαμπρός	lampro/s	urn:cite2:hmt:lsj.chicago_md:n61855	a-p---nv-
λαμπρά	lampra/	λαμπρός	lampro/s	urn:cite2:hmt:lsj.chicago_md:n61855	a-p---na-
λαμπρά	lampra/	λαμπρός	lampro/s	urn:cite2:hmt:lsj.chicago_md:n61855	a-d---fn-
λαμπρά	lampra/	λαμπρός	lampro/s	urn:cite2:hmt:lsj.chicago_md:n61855	a-d---fv-
λαμπρά	lampra/	λαμπρός	lampro/s	urn:cite2:hmt:lsj.chicago_md:n61855	a-d---fa-
λαμπρά	lampra/	λαμπρός	lampro/s	urn:cite2:hmt:lsj.chicago_md:n61855	a-s---fn-
λαμπρά	lampra/	λαμπρός	lampro/s	urn:cite2:hmt:lsj.chicago_md:n61855	a-s---fv-
λαμπρόν	lampro/n	λαμπρός	lampro/s	urn:cite2:hmt:lsj.chicago_md:n61855	a-s---ma-
λαμπρόν	lampro/n	λαμπρός	lampro/s	urn:cite2:hmt:lsj.chicago_md:n61855	a-s---nn-
λαμπρόν	lampro/n	λαμπρός	lampro/s	urn:cite2:hmt:lsj.chicago_md:n61855	a-s---nv-
λαμπρόν	lampro/n	λαμπρός	lampro/s	urn:cite2:hmt:lsj.chicago_md:n61855	a-s---na-
λαμπάς	lampa/s	λαμπάσ1	lampa/s	urn:cite2:hmt:lsj.chicago_md:n61830	n-s---fn-
λαμπάς	lampa/s	λαμπάσ1	lampa/s	urn:cite2:hmt:lsj.chicago_md:n61831	n-s---fn-
λαμπάς	lampa/s	λαμπάσ2	lampa/s	urn:cite2:hmt:lsj.chicago_md:n61830	n-s---fn-
λαμπάς	lampa/s	λαμπάσ2	lampa/s	urn:cite2:hmt:lsj.chicago_md:n61831	n-s---fn-
λαοδάμας	laoda/mas	λαοδάμας	laoda/mas	urn:cite2:hmt:lsj.chicago_md:n61908	a-s---mn-
λαοδάμας	laoda/mas	λαοδάμας	laoda/mas	urn:cite2:hmt:lsj.chicago_md:n61908	a-s---mv-
λαπάξειν	lapa/cein	λαπάσσω	lapa/ssw	urn:cite2:hmt:lsj.chicago_md:n61948	v--fna---
λαφύροις	lafu/rois	λάφυρα	la/fura	urn:cite2:hmt:lsj.chicago_md:n62093	n-p---nd-
λαχαί	laxai/	λαχή	laxh/	urn:cite2:hmt:lsj.chicago_md:n62144	n-p---fn-
λαχαί	laxai/	λαχή	laxh/	urn:cite2:hmt:lsj.chicago_md:n62144	n-p---fv-
λαχεῖν	laxei=n	λαγχάνω	lagxa/nw	urn:cite2:hmt:lsj.chicago_md:n61542	v--ana---
λαχόν	laxo/n	λαγχάνω	lagxa/nw	urn:cite2:hmt:lsj.chicago_md:n61542	v-sapamv-
λαχόν	laxo/n	λαγχάνω	lagxa/nw	urn:cite2:hmt:lsj.chicago_md:n61542	v-sapann-
λαχόν	laxo/n	λαγχάνω	lagxa/nw	urn:cite2:hmt:lsj.chicago_md:n61542	v-sapanv-
λαχόν	laxo/n	λαγχάνω	lagxa/nw	urn:cite2:hmt:lsj.chicago_md:n61542	v-sapana-
λαχόντα	laxo/nta	λαγχάνω	lagxa/nw	urn:cite2:hmt:lsj.chicago_md:n61542	v-papann-
λαχόντα	laxo/nta	λαγχάνω	lagxa/nw	urn:cite2:hmt:lsj.chicago_md:n61542	v-papanv-
λαχόντα	laxo/nta	λαγχάνω	lagxa/nw	urn:cite2:hmt:lsj.chicago_md:n61542	v-papana-
λαχόντα	laxo/nta	λαγχάνω	lagxa/nw	urn:cite2:hmt:lsj.chicago_md:n61542	v-sapama-
λαχόντες	laxo/ntes	λαγχάνω	lagxa/nw	urn:cite2:hmt:lsj.chicago_md:n61542	v-papamn-
λαχόντες	laxo/ntes	λαγχάνω	lagxa/nw	urn:cite2:hmt:lsj.chicago_md:n61542	v-papamv-
λαχών	laxw/n	λαγχάνω	lagxa/nw	urn:cite2:hmt:lsj.chicago_md:n61542	v-sapamn-
λαός	lao/s	λαός	lao/s	urn:cite2:hmt:lsj.chicago_md:n61925	n-s---mn-
λαΐδος	lai+/dos	ληίς	lhi/s	urn:cite2:hmt:lsj.chicago_md:n62864	n-s---fg-
λελεγμένου	lelegme/nou	λέγω3	le/gw	urn:cite2:hmt:lsj.chicago_md:n62205	v-srpemg-
λελεγμένου	lelegme/nou	λέγω3	le/gw	urn:cite2:hmt:lsj.chicago_md:n62205	v-srpeng-
λελιμμένοι	lelimme/noi	λίπτομαι	li/ptomai	urn:cite2:hmt:lsj.chicago_md:n63583	v-prpemn-
λελιμμένοι	lelimme/noi	λίπτομαι	li/ptomai	urn:cite2:hmt:lsj.chicago_md:n63583	v-prpemv-
λελιμμένος	lelimme/nos	λίπτομαι	li/ptomai	urn:cite2:hmt:lsj.chicago_md:n63583	v-srpemn-
λευστῆρα	leusth=ra	λευστήρ	leusth/r	urn:cite2:hmt:lsj.chicago_md:n62786	n-s---ma-
λεχαίων	lexai/wn	λεχαῖος	lexai=os	urn:cite2:hmt:lsj.chicago_md:n62793	a-p---fg-
λεχαίων	lexai/wn	λεχαῖος	lexai=os	urn:cite2:hmt:lsj.chicago_md:n62793	a-p---mg-
λεχαίων	lexai/wn	λεχαῖος	lexai=os	urn:cite2:hmt:lsj.chicago_md:n62793	a-p---ng-
λείβοντες	lei/bontes	λείβω	lei/bw	urn:cite2:hmt:lsj.chicago_md:n62218	v-pppamn-
λείβοντες	lei/bontes	λείβω	lei/bw	urn:cite2:hmt:lsj.chicago_md:n62218	v-pppamv-
λεόντων	leo/ntwn	λέων	le/wn	urn:cite2:hmt:lsj.chicago_md:n62816	n-p---mg-
λεύκασπις	leu/kaspis	λεύκασπις	leu/kaspis	urn:cite2:hmt:lsj.chicago_md:n62636	n-s---mn-
λεύκασπις	leu/kaspis	λεύκασπις	leu/kaspis	urn:cite2:hmt:lsj.chicago_md:n62636	n-s---fn-
λεών	lew/n	λαός	lao/s	urn:cite2:hmt:lsj.chicago_md:n61925	n-s---ma-
λεώς	lew/s	λαός	lao/s	urn:cite2:hmt:lsj.chicago_md:n61925	n-p---ma-
λεώς	lew/s	λαός	lao/s	urn:cite2:hmt:lsj.chicago_md:n61925	n-p---mn-
λεώς	lew/s	λαός	lao/s	urn:cite2:hmt:lsj.chicago_md:n61925	n-p---mv-
λεώς	lew/s	λαός	lao/s	urn:cite2:hmt:lsj.chicago_md:n61925	n-p---ma-
λεώς	lew/s	λαός	lao/s	urn:cite2:hmt:lsj.chicago_md:n61925	n-s---mn-
λεώς	lew/s	λαός	lao/s	urn:cite2:hmt:lsj.chicago_md:n61925	n-s---mv-
ληφθῶ	lhfqw=	λαμβάνω	lamba/nw	urn:cite2:hmt:lsj.chicago_md:n61791	v1sasp---
λιγαίνειν	ligai/nein	λιγαίνω	ligai/nw	urn:cite2:hmt:lsj.chicago_md:n63073	v--pna---
λιγνύν	lignu/n	λιγνύς	lignu/s	urn:cite2:hmt:lsj.chicago_md:n63081	n-s---fa-
λιθάς	liqa/s	λιθάς	liqa/s	urn:cite2:hmt:lsj.chicago_md:n63125	n-s---fn-
λιπών	lipw/n	λείπω	lei/pw	urn:cite2:hmt:lsj.chicago_md:n62274	v-sapamn-
λιταῖσιν	litai=sin	λιτή	lith/	urn:cite2:hmt:lsj.chicago_md:n63628	n-p---fd-
λιταῖσιν	litai=sin	λιτός	lito/s	urn:cite2:hmt:lsj.chicago_md:n63635	a-p---fd-
λιταῖσιν	litai=sin	λιτός	lito/s	urn:cite2:hmt:lsj.chicago_md:n63636	a-p---fd-
λιταῖσιν	litai=sin	λιτός	lito/s	urn:cite2:hmt:lsj.chicago_md:n63637	a-p---fd-
