Αἰτωλίς	*ai)twli/s	Αἰτωλίς	*ai)twli/s	n-s---fn-
κύματ’	ku/mat'	κῦμα	ku=ma	n-s---nd-
κύματ’	ku/mat'	κῦμα	ku=ma	n-d---nn-
κύματ’	ku/mat'	κῦμα	ku=ma	n-d---nv-
κύματ’	ku/mat'	κῦμα	ku=ma	n-d---na-
κύτει	ku/tei	κύτος	ku/tos	n-d---nn-
κύτει	ku/tei	κύτος	ku/tos	n-d---nv-
κύτει	ku/tei	κύτος	ku/tos	n-d---na-
κύτει	ku/tei	κύτος	ku/tos	n-s---nd-
κύτει	ku/tei	κύτος	ku/tos	n-s---nd-
κώπαις	kw/pais	κώπη	kw/ph	n-p---fd-
κῆρες	kh=res	κήρ	kh/r	n-p---fn-
κῆρες	kh=res	κήρ	kh/r	n-p---fv-
κῆρυξ	kh=ruc	κῆρυξ	kh=ruc	n-s---mn-
κῆρυξ	kh=ruc	κῆρυξ	kh=ruc	n-s---mv-
λαβεῖν	labei=n	λαμβάνω	lamba/nw	v--ana---
λαβόντα	labo/nta	λαμβάνω	lamba/nw	v-papann-
λαβόντα	labo/nta	λαμβάνω	lamba/nw	v-papanv-
λαβόντα	labo/nta	λαμβάνω	lamba/nw	v-papana-
λαβόντα	labo/nta	λαμβάνω	lamba/nw	v-sapama-
λαβών	labw/n	λαμβάνω	lamba/nw	v-sapamn-
λαθραῖον	laqrai=on	λαθραῖος	laqrai=os	n-s---ma-
λαθραῖον	laqrai=on	λαθραῖος	laqrai=os	n-s---fa-
λαθραῖον	laqrai=on	λαθραῖος	laqrai=os	n-s---nn-
λαθραῖον	laqrai=on	λαθραῖος	laqrai=os	n-s---nv-
λαθραῖον	laqrai=on	λαθραῖος	laqrai=os	n-s---na-
λαθραῖ’	laqrai='	λαθραῖος	laqrai=os	n-p---nn-
λαθραῖ’	laqrai='	λαθραῖος	laqrai=os	n-p---nv-
λαθραῖ’	laqrai='	λαθραῖος	laqrai=os	n-p---na-
λαθραῖ’	laqrai='	λαθραῖος	laqrai=os	n-s---mv-
λαθραῖ’	laqrai='	λαθραῖος	laqrai=os	n-s---fv-
λαθίπονον	laqi/ponon	λαθίπονος	laqi/ponos	n-s---ma-
λαθίπονον	laqi/ponon	λαθίπονος	laqi/ponos	n-s---fa-
λαθίπονον	laqi/ponon	λαθίπονος	laqi/ponos	n-s---nn-
λαθίπονον	laqi/ponon	λαθίπονος	laqi/ponos	n-s---nv-
λαθίπονον	laqi/ponon	λαθίπονος	laqi/ponos	n-s---na-
λαμπρά	lampra/	λαμπρός	lampro/s	a-p---nn-
λαμπρά	lampra/	λαμπρός	lampro/s	a-p---nv-
λαμπρά	lampra/	λαμπρός	lampro/s	a-p---na-
λαμπρά	lampra/	λαμπρός	lampro/s	a-d---fn-
λαμπρά	lampra/	λαμπρός	lampro/s	a-d---fv-
λαμπρά	lampra/	λαμπρός	lampro/s	a-d---fa-
λαμπρά	lampra/	λαμπρός	lampro/s	a-s---fn-
λαμπρά	lampra/	λαμπρός	lampro/s	a-s---fv-
λαμπρᾷ	lampra=|	λαμπρός	lampro/s	a-s---fd-
λαμπάδος	lampa/dos	λαμπάσ1	lampa/s1	n-s---fg-
λαμπάδος	lampa/dos	λαμπάσ2	lampa/s2	n-s---fg-
λατρείαν	latrei/an	λατρεία	latrei/a	n-s---fa-
λατρεύματ’	latreu/mat'	λάτρευμα	la/treuma	n-p---nn-
λατρεύματ’	latreu/mat'	λάτρευμα	la/treuma	n-p---nv-
λατρεύματ’	latreu/mat'	λάτρευμα	la/treuma	n-p---na-
λατρεύματ’	latreu/mat'	λάτρευμα	la/treuma	n-s---nd-
λατρεύματ’	latreu/mat'	λάτρευμα	la/treuma	n-d---nn-
λατρεύματ’	latreu/mat'	λάτρευμα	la/treuma	n-d---nv-
λατρεύματ’	latreu/mat'	λάτρευμα	la/treuma	n-d---na-
λατρεύοντά	latreu/onta/	λατρεύω	latreu/w	v-pppann-
λατρεύοντά	latreu/onta/	λατρεύω	latreu/w	v-pppanv-
λατρεύοντά	latreu/onta/	λατρεύω	latreu/w	v-pppana-
λατρεύοντά	latreu/onta/	λατρεύω	latreu/w	v-sppama-
λαίφεσιν	lai/fesin	λαῖφος	lai=fos	n-p---nd-
λεγούσῃ	legou/sh|	λέγω1	le/gw1	v-sppafd-
λεγούσῃ	legou/sh|	λέγω2	le/gw2	v-sppafd-
λεγούσῃ	legou/sh|	λέγω3	le/gw3	v-sppafd-
λειμῶνι	leimw=ni	λειμών	leimw/n	n-s---md-
λειμῶν’	leimw=n'	λειμών	leimw/n	n-s---ma-
λειμῶν’	leimw=n'	λειμών	leimw/n	n-s---md-
λειμῶν’	leimw=n'	λειμών	leimw/n	n-d---mn-
λειμῶν’	leimw=n'	λειμών	leimw/n	n-d---mv-
λειμῶν’	leimw=n'	λειμών	leimw/n	n-d---ma-
λευκόν	leuko/n	λευκόν	leuko/n	n-s---nn-
λευκόν	leuko/n	λευκόν	leuko/n	n-s---nv-
λευκόν	leuko/n	λευκόν	leuko/n	n-s---na-
λευκόν	leuko/n	λευκός	leuko/s	a-s---ma-
λευκόν	leuko/n	λευκός	leuko/s	a-s---nn-
λευκόν	leuko/n	λευκός	leuko/s	a-s---nv-
λευκόν	leuko/n	λευκός	leuko/s	a-s---na-
λεχθέν	lexqe/n	λέγω2	le/gw2	v-sappnn-
λεχθέν	lexqe/n	λέγω2	le/gw2	v-sappnv-
λεχθέν	lexqe/n	λέγω2	le/gw2	v-sappna-
λεχθέν	lexqe/n	λέγω3	le/gw3	v-sappnn-
λεχθέν	lexqe/n	λέγω3	le/gw3	v-sappnv-
λεχθέν	lexqe/n	λέγω3	le/gw3	v-sappna-
λεχθέντος	lexqe/ntos	λέγω2	le/gw2	v-sappmg-
λεχθέντος	lexqe/ntos	λέγω2	le/gw2	v-sappng-
λεχθέντος	lexqe/ntos	λέγω3	le/gw3	v-sappmg-
λεχθέντος	lexqe/ntos	λέγω3	le/gw3	v-sappng-
λεχέων	lexe/wn	λέχος	le/xos	n-p---ng-
λείας	lei/as	λεία	lei/a	n-p---fa-
λείας	lei/as	λεία	lei/a	n-s---fg-
λείας	lei/as	λεῖος	lei=os	a-p---fa-
λείας	lei/as	λεῖος	lei=os	a-s---fg-
λείπει	lei/pei	λείπω	lei/pw	v2spie---
λείπει	lei/pei	λείπω	lei/pw	v3spia---
λείποιτο	lei/poito	λείπω	lei/pw	v3spoe---
λείπου	lei/pou	λείπω	lei/pw	v2spme---
λείπου	lei/pou	λείπω	lei/pw	v2siie---
λεύσσειν	leu/ssein	λεύσσω	leu/ssw	v--pna---
λεύσσων	leu/sswn	λεύσσω	leu/ssw	v-sppamn-
λεώς	lew/s	λαός	lao/s	n-p---ma-
λεώς	lew/s	λαός	lao/s	n-p---mn-
λεώς	lew/s	λαός	lao/s	n-p---mv-
λεώς	lew/s	λαός	lao/s	n-p---ma-
λεώς	lew/s	λαός	lao/s	n-s---mn-
λεώς	lew/s	λαός	lao/s	n-s---mv-
ληρεῖν	lhrei=n	ληρέω	lhre/w	v--pna---
ληφθέντι	lhfqe/nti	λαμβάνω	lamba/nw	v-sappmd-
ληφθέντι	lhfqe/nti	λαμβάνω	lamba/nw	v-sappnd-
λιγνύος	lignu/os	λιγνύς	lignu/s	n-s---fg-
λιθοκόλλητον	liqoko/llhton	λιθοκόλλητος	liqoko/llhtos	n-s---ma-
λιθοκόλλητον	liqoko/llhton	λιθοκόλλητος	liqoko/llhtos	n-s---fa-
λιθοκόλλητον	liqoko/llhton	λιθοκόλλητος	liqoko/llhtos	n-s---nn-
λιθοκόλλητον	liqoko/llhton	λιθοκόλλητος	liqoko/llhtos	n-s---nv-
λιθοκόλλητον	liqoko/llhton	λιθοκόλλητος	liqoko/llhtos	n-s---na-
λιπών	lipw/n	λείπω	lei/pw	v-sapamn-
λογίζεται	logi/zetai	λογίζομαι	logi/zomai	v3spie---
λοιπόν	loipo/n	λοιπός	loipo/s	a-s---ma-
λοιπόν	loipo/n	λοιπός	loipo/s	a-s---nn-
λοιπόν	loipo/n	λοιπός	loipo/s	a-s---nv-
λοιπόν	loipo/n	λοιπός	loipo/s	a-s---na-
λουτρά	loutra/	λουτρόν	loutro/n	n-p---nn-
λουτρά	loutra/	λουτρόν	loutro/n	n-p---nv-
λουτρά	loutra/	λουτρόν	loutro/n	n-p---na-
λυγίζεται	lugi/zetai	λυγίζομαι	lugi/zomai	v3spie---
λυγίζεται	lugi/zetai	λυγίζω	lugi/zw	v3spie---
λυμαντήν	lumanth/n	λυμαντής	lumanth/s	n-s---ma-
λυτήριον	luth/rion	λυτήριος	luth/rios	n-s---ma-
λυτήριον	luth/rion	λυτήριος	luth/rios	n-s---fa-
λυτήριον	luth/rion	λυτήριος	luth/rios	n-s---nn-
λυτήριον	luth/rion	λυτήριος	luth/rios	n-s---nv-
λυτήριον	luth/rion	λυτήριος	luth/rios	n-s---na-
λωβητόν	lwbhto/n	λωβητός	lwbhto/s	a-s---ma-
λωβητόν	lwbhto/n	λωβητός	lwbhto/s	a-s---nn-
λωβητόν	lwbhto/n	λωβητός	lwbhto/s	a-s---nv-
λωβητόν	lwbhto/n	λωβητός	lwbhto/s	a-s---na-
λάβοι	la/boi	λαμβάνω	lamba/nw	v3saoa---
λάβω	la/bw	λαμβάνω	lamba/nw	v1sasa---
λάβῃ	la/bh|	λαμβάνω	lamba/nw	v2sase---
λάβῃ	la/bh|	λαμβάνω	lamba/nw	v3sasa---
λάθρᾳ	la/qra|	λάθρῃ	la/qrh|	d--------
λάτριν	la/trin	λάτρις	la/tris	n-s---fa-
λάφυρ’	la/fur'	λάφυρα	la/fura	n-p---nn-
λάφυρ’	la/fur'	λάφυρα	la/fura	n-p---nv-
λάφυρ’	la/fur'	λάφυρα	la/fura	n-p---na-
λάχνην	la/xnhn	λάχνη	la/xnh	n-s---fa-
λέβητι	le/bhti	λέβης	le/bhs	n-s---md-
λέγε	le/ge	λέγος	le/gos	a-s---mv-
λέγε	le/ge	λέγω1	le/gw1	v2spma---
λέγε	le/ge	λέγω1	le/gw1	v3siia---
λέγε	le/ge	λέγω2	le/gw2	v2spma---
λέγε	le/ge	λέγω2	le/gw2	v3siia---
λέγε	le/ge	λέγω3	le/gw3	v2spma---
λέγε	le/ge	λέγω3	le/gw3	v3siia---
λέγει	le/gei	λέγω1	le/gw1	v2spie---
λέγει	le/gei	λέγω1	le/gw1	v3spia---
λέγει	le/gei	λέγω2	le/gw2	v2spie---
λέγει	le/gei	λέγω2	le/gw2	v3spia---
λέγει	le/gei	λέγω3	le/gw3	v2spie---
λέγει	le/gei	λέγω3	le/gw3	v3spia---
λέγειν	le/gein	λέγω1	le/gw1	v--pna---
λέγειν	le/gein	λέγω2	le/gw2	v--pna---
λέγειν	le/gein	λέγω3	le/gw3	v--pna---
λέγεις	le/geis	λέγω1	le/gw1	v2spia---
λέγεις	le/geis	λέγω2	le/gw2	v2spia---
λέγεις	le/geis	λέγω3	le/gw3	v2spia---
λέγοι	le/goi	λέγος	le/gos	a-p---mn-
λέγοι	le/goi	λέγος	le/gos	a-p---mv-
λέγοι	le/goi	λέγω1	le/gw1	v3spoa---
λέγοι	le/goi	λέγω2	le/gw2	v3spoa---
λέγοι	le/goi	λέγω3	le/gw3	v3spoa---
λέγοις	le/gois	λέγος	le/gos	a-p---md-
λέγοις	le/gois	λέγος	le/gos	a-p---nd-
λέγοις	le/gois	λέγω1	le/gw1	v2spoa---
λέγοις	le/gois	λέγω2	le/gw2	v2spoa---
λέγοις	le/gois	λέγω3	le/gw3	v2spoa---
λέγοντος	le/gontos	λέγω1	le/gw1	v-sppamg-
λέγοντος	le/gontos	λέγω1	le/gw1	v-sppang-
λέγοντος	le/gontos	λέγω2	le/gw2	v-sppamg-
λέγοντος	le/gontos	λέγω2	le/gw2	v-sppang-
λέγοντος	le/gontos	λέγω3	le/gw3	v-sppamg-
λέγοντος	le/gontos	λέγω3	le/gw3	v-sppang-
λέγουσιν	le/gousin	λέγω1	le/gw1	v-pppamd-
λέγουσιν	le/gousin	λέγω1	le/gw1	v-pppand-
λέγουσιν	le/gousin	λέγω1	le/gw1	v3ppia---
λέγουσιν	le/gousin	λέγω2	le/gw2	v-pppamd-
λέγουσιν	le/gousin	λέγω2	le/gw2	v-pppand-
λέγουσιν	le/gousin	λέγω2	le/gw2	v3ppia---
λέγουσιν	le/gousin	λέγω3	le/gw3	v-pppamd-
λέγουσιν	le/gousin	λέγω3	le/gw3	v-pppand-
λέγουσιν	le/gousin	λέγω3	le/gw3	v3ppia---
λέγω	le/gw	λέγος	le/gos	a-d---mn-
λέγω	le/gw	λέγος	le/gos	a-d---mv-
λέγω	le/gw	λέγος	le/gos	a-d---ma-
λέγω	le/gw	λέγος	le/gos	a-d---nn-
λέγω	le/gw	λέγος	le/gos	a-d---nv-
λέγω	le/gw	λέγος	le/gos	a-d---na-
λέγω	le/gw	λέγος	le/gos	a-s---mg-
λέγω	le/gw	λέγος	le/gos	a-s---ng-
λέγω	le/gw	λέγω1	le/gw1	v1spsa---
λέγω	le/gw	λέγω1	le/gw1	v1spia---
λέγω	le/gw	λέγω2	le/gw2	v1spsa---
λέγω	le/gw	λέγω2	le/gw2	v1spia---
λέγω	le/gw	λέγω3	le/gw3	v1spsa---
λέγω	le/gw	λέγω3	le/gw3	v1spia---
λέγων	le/gwn	λέγος	le/gos	a-p---fg-
λέγων	le/gwn	λέγος	le/gos	a-p---mg-
λέγων	le/gwn	λέγος	le/gos	a-p---ng-
λέγων	le/gwn	λέγω1	le/gw1	v-sppamn-
λέγων	le/gwn	λέγω2	le/gw2	v-sppamn-
λέγων	le/gwn	λέγω3	le/gw3	v-sppamn-
λέκτρον	le/ktron	λέκτρον	le/ktron	n-s---nn-
λέκτρον	le/ktron	λέκτρον	le/ktron	n-s---nv-
λέκτρον	le/ktron	λέκτρον	le/ktron	n-s---na-
λέλοιπεν	le/loipen	λείπω	lei/pw	v3sria---
λέλοιπεν	le/loipen	λείπω	lei/pw	v3plia---
λέξειεν	le/ceien	λέγω1	le/gw1	v3saoa---
λέξειεν	le/ceien	λέγω3	le/gw3	v3saoa---
λέξεις	le/ceis	λέξις	le/cis	n-p---fn-
λέξεις	le/ceis	λέξις	le/cis	n-p---fv-
λέξεις	le/ceis	λέξις	le/cis	n-p---fn-
λέξεις	le/ceis	λέξις	le/cis	n-p---fa-
λέξεις	le/ceis	λέγω1	le/gw1	v2sasa---
λέξεις	le/ceis	λέγω1	le/gw1	v2sfia---
λέξεις	le/ceis	λέγω2	le/gw2	v2sfia---
λέξεις	le/ceis	λέγω3	le/gw3	v2sasa---
λέξεις	le/ceis	λέγω3	le/gw3	v2sfia---
λέοντ’	le/ont'	λέων	le/wn	n-s---ma-
λέοντ’	le/ont'	λέων	le/wn	n-s---md-
λέοντ’	le/ont'	λέων	le/wn	n-d---mn-
λέοντ’	le/ont'	λέων	le/wn	n-d---mv-
λέοντ’	le/ont'	λέων	le/wn	n-d---ma-
λέχη	le/xh	λέχος	le/xos	n-p---nn-
λέχη	le/xh	λέχος	le/xos	n-p---nv-
λέχη	le/xh	λέχος	le/xos	n-p---na-
λέχη	le/xh	λέχος	le/xos	n-d---nn-
λέχη	le/xh	λέχος	le/xos	n-d---nv-
λέχη	le/xh	λέχος	le/xos	n-d---na-
λέχος	le/xos	λέχος	le/xos	n-s---nn-
λέχος	le/xos	λέχος	le/xos	n-s---nv-
λέχος	le/xos	λέχος	le/xos	n-s---na-
λέχους	le/xous	λέχος	le/xos	n-s---ng-
λήσεις	lh/seis	λανθάνω	lanqa/nw	v2sasa---
λήσεις	lh/seis	λανθάνω	lanqa/nw	v2sfia---
λήσεις	lh/seis	λῆσις	lh=sis	n-p---fn-
λήσεις	lh/seis	λῆσις	lh=sis	n-p---fv-
λήσεις	lh/seis	λῆσις	lh=sis	n-p---fn-
λήσεις	lh/seis	λῆσις	lh=sis	n-p---fa-
λίμναν	li/mnan	λίμνη	li/mnh	n-s---fa-
λόγοις	lo/gois	λόγος	lo/gos	n-p---md-
λόγον	lo/gon	λόγος	lo/gos	n-s---ma-
λόγος	lo/gos	λόγος	lo/gos	n-s---mn-
λόγου	lo/gou	λόγος	lo/gos	n-s---mg-
λόγου	lo/gou	λογόω	logo/w	v2spma---
λόγου	lo/gou	λογόω	logo/w	v3siia---
λόγους	lo/gous	λόγος	lo/gos	n-p---ma-
λόγους	lo/gous	λογόω	logo/w	v2siia---
λόγχα	lo/gxa	λόγχη	lo/gxh	n-d---fn-
λόγχα	lo/gxa	λόγχη	lo/gxh	n-d---fv-
λόγχα	lo/gxa	λόγχη	lo/gxh	n-d---fa-
λόγχα	lo/gxa	λόγχη	lo/gxh	n-s---fn-
λόγχα	lo/gxa	λόγχη	lo/gxh	n-s---fv-
λόγχας	lo/gxas	λόγχη	lo/gxh	n-p---fa-
λόγχας	lo/gxas	λόγχη	lo/gxh	n-s---fg-
λόγχη	lo/gxh	λόγχη	lo/gxh	n-s---fn-
λόγχη	lo/gxh	λόγχη	lo/gxh	n-s---fv-
λόγων	lo/gwn	λόγος	lo/gos	n-p---mg-
λόγων	lo/gwn	λογάω	loga/w	v3piia---
λόγων	lo/gwn	λογάω	loga/w	v1siia---
λόγῳ	lo/gw|	λόγος	lo/gos	n-s---md-
λύει	lu/ei	λύω	lu/w	v2spie---
λύει	lu/ei	λύω	lu/w	v3spia---
λύει	lu/ei	λύω	lu/w	v2spie---
λύει	lu/ei	λύω	lu/w	v3spia---
λύει	lu/ei	λυάω	lua/w	v2spma---
λύει	lu/ei	λυάω	lua/w	v3siia---
λύπην	lu/phn	λύπη	lu/ph	n-s---fa-
λύσιν	lu/sin	λύσις	lu/sis	n-s---fa-
λύσω	lu/sw	λύω	lu/w	v1sasa---
λύσω	lu/sw	λύω	lu/w	v1sfia---
λύσω	lu/sw	λύω	lu/w	v2saim---
λώβαν	lw/ban	λώβη	lw/bh	n-s---fa-
λώφημα	lw/fhma	λώφημα	lw/fhma	n-s---nn-
λώφημα	lw/fhma	λώφημα	lw/fhma	n-s---nv-
λώφημα	lw/fhma	λώφημα	lw/fhma	n-s---na-
λῆξον	lh=con	λήγω	lh/gw	v2sama---
λῆξον	lh=con	λήγω	lh/gw	v-sfpamv-
λῆξον	lh=con	λήγω	lh/gw	v-sfpann-
λῆξον	lh=con	λήγω	lh/gw	v-sfpanv-
λῆξον	lh=con	λήγω	lh/gw	v-sfpana-
λῴους	lw/|ous	λῷος	lw=|os	n-p---ma-
λῴους	lw/|ous	λωίων	lwi/wn	a-p---mn-
λῴους	lw/|ous	λωίων	lwi/wn	a-p---ma-
λῴους	lw/|ous	λωίων	lwi/wn	a-p---fn-
λῴους	lw/|ous	λωίων	lwi/wn	a-p---fa-
λῴους	lw/|ous	λωίων	lwi/wn	a-p---ma-
λῴους	lw/|ous	λωίων	lwi/wn	a-p---fa-
λῴους	lw/|ous	λωίων	lwi/wn	a-p---ma-
λῴους	lw/|ous	λωίων	lwi/wn	a-p---fa-
μαθεῖν	maqei=n	μανθάνω	manqa/nw	v--ana---
μαθήσεται	maqh/setai	μανθάνω	manqa/nw	v3sfim---
μαθών	maqw/n	μανθάνω	manqa/nw	v-sapamn-
μακροῖς	makroi=s	μακρός	makro/s	a-p---md-
μακροῖς	makroi=s	μακρός	makro/s	a-p---nd-
μακροῦ	makrou=	μακρός	makro/s	a-s---mg-
μακροῦ	makrou=	μακρός	makro/s	a-s---ng-
μακρά	makra/	μακρός	makro/s	a-p---nn-
μακρά	makra/	μακρός	makro/s	a-p---nv-
μακρά	makra/	μακρός	makro/s	a-p---na-
μακρά	makra/	μακρός	makro/s	a-d---fn-
μακρά	makra/	μακρός	makro/s	a-d---fv-
μακρά	makra/	μακρός	makro/s	a-d---fa-
μακρά	makra/	μακρός	makro/s	a-s---fn-
μακρά	makra/	μακρός	makro/s	a-s---fv-
μακράν	makra/n	μακράν	makra/n	d--------
μακράν	makra/n	μακρός	makro/s	a-s---fa-
μακρῷ	makrw=|	μακρός	makro/s	a-s---md-
μακρῷ	makrw=|	μακρός	makro/s	a-s---nd-
μαλλῷ	mallw=|	μαλλός	mallo/s	n-s---md-
μανθάνω	manqa/nw	μανθάνω	manqa/nw	v1spsa---
μανθάνω	manqa/nw	μανθάνω	manqa/nw	v1spia---
μαντείας	mantei/as	μαντεία	mantei/a	n-p---fa-
μαντείας	mantei/as	μαντεία	mantei/a	n-s---fg-
μαντείας	mantei/as	μαντεῖος	mantei=os	a-p---fa-
μαντείας	mantei/as	μαντεῖος	mantei=os	a-s---fg-
μαντεῖα	mantei=a	μαντεῖον	mantei=on	n-p---nn-
μαντεῖα	mantei=a	μαντεῖον	mantei=on	n-p---nv-
μαντεῖα	mantei=a	μαντεῖον	mantei=on	n-p---na-
μαντεῖα	mantei=a	μαντεῖος	mantei=os	a-p---nn-
μαντεῖα	mantei=a	μαντεῖος	mantei=os	a-p---nv-
μαντεῖα	mantei=a	μαντεῖος	mantei=os	a-p---na-
μαντεῖα	mantei=a	μαντεῖος	mantei=os	n-p---nn-
μαντεῖα	mantei=a	μαντεῖος	mantei=os	n-p---nv-
μαντεῖα	mantei=a	μαντεῖος	mantei=os	n-p---na-
μανίας	mani/as	μανία	mani/a	n-p---fa-
μανίας	mani/as	μανία	mani/a	n-s---fg-
μανίας	mani/as	μανιάω	mania/w	v2siia---
μαργᾷ	marga=|	μαργάω	marga/w	v2spse---
μαργᾷ	marga=|	μαργάω	marga/w	v2spie---
μαργᾷ	marga=|	μαργάω	marga/w	v3spsa---
μαργᾷ	marga=|	μαργάω	marga/w	v3spia---
μαρτυρεῖν	marturei=n	μαρτυρέω	marture/w	v--pna---
μαρτυρήσει	marturh/sei	μαρτύρησις	martu/rhsis	n-d---fn-
μαρτυρήσει	marturh/sei	μαρτύρησις	martu/rhsis	n-d---fv-
μαρτυρήσει	marturh/sei	μαρτύρησις	martu/rhsis	n-d---fa-
μαρτυρήσει	marturh/sei	μαρτύρησις	martu/rhsis	n-s---fd-
μαρτυρήσει	marturh/sei	μαρτύρησις	martu/rhsis	n-s---fd-
μαρτυρήσει	marturh/sei	μαρτύρομαι	martu/romai	v2sfie---
μαρτυρήσει	marturh/sei	μαρτυρέω	marture/w	v3sasa---
μαρτυρήσει	marturh/sei	μαρτυρέω	marture/w	v2sfim---
μαρτυρήσει	marturh/sei	μαρτυρέω	marture/w	v3sfia---
μαρτύρων	martu/rwn	μάρτυρος	ma/rturos	n-p---mg-
μαρτύρων	martu/rwn	μάρτυς	ma/rtus	n-p---mg-
μαρτύρων	martu/rwn	μάρτυς	ma/rtus	n-p---fg-
μαστήρ	masth/r	μαστήρ	masth/r	n-s---mn-
μαστῶν	mastw=n	μαστάζω	masta/zw	v-sfpamv-
μαστῶν	mastw=n	μαστάζω	masta/zw	v-sfpann-
μαστῶν	mastw=n	μαστάζω	masta/zw	v-sfpanv-
μαστῶν	mastw=n	μαστάζω	masta/zw	v-sfpana-
μαστῶν	mastw=n	μαστάζω	masta/zw	v-sfpamn-
μαστῶν	mastw=n	μαστός	masto/s	n-p---mg-
ματαία	matai/a	μάταιος	ma/taios	a-d---fn-
ματαία	matai/a	μάταιος	ma/taios	a-d---fv-
ματαία	matai/a	μάταιος	ma/taios	a-d---fa-
ματαία	matai/a	μάταιος	ma/taios	a-s---fn-
ματαία	matai/a	μάταιος	ma/taios	a-s---fv-
ματαίαις	matai/ais	μάταιος	ma/taios	a-p---fd-
ματαίως	matai/ws	μάταιος	ma/taios	x--------
ματαίως	matai/ws	μάταιος	ma/taios	a-p---ma-
ματαίως	matai/ws	μάταιος	ma/taios	x--------
ματαίως	matai/ws	μάταιος	ma/taios	n-p---ma-
ματαίως	matai/ws	μάταιος	ma/taios	n-p---fa-
ματαίως	matai/ws	ματαιόω	mataio/w	v2siia---
ματρός	matro/s	μήτηρ	mh/thr	n-s---fg-
ματρός	matro/s	μήτηρ	mh/thr	n-s---fg-
μαίνομαι	mai/nomai	μαίνομαι	mai/nomai	v1spie---
με	me	ἐγώ	e)gw/	p-s---ma-
με	me	ἐγώ	e)gw/	p-s---fa-
μεγάλα	mega/la	μέγας	me/gas	a-d---fn-
μεγάλα	mega/la	μέγας	me/gas	a-d---fv-
μεγάλα	mega/la	μέγας	me/gas	a-d---fa-
μεγάλα	mega/la	μέγας	me/gas	a-s---fn-
μεγάλα	mega/la	μέγας	me/gas	a-s---fv-
μεγάλα	mega/la	μέγας	me/gas	a-p---nn-
μεγάλα	mega/la	μέγας	me/gas	a-p---nv-
μεγάλα	mega/la	μέγας	me/gas	a-p---na-
μεγάλα	mega/la	μέγας	me/gas	a-p---nv-
μεγάλα	mega/la	μέγας	me/gas	a-d---fv-
μεγάλα	mega/la	μέγας	me/gas	a-s---fv-
μεγάλαν	mega/lan	μέγας	me/gas	a-s---fa-
μεγάλην	mega/lhn	μέγας	me/gas	a-s---fa-
μεγάλους	mega/lous	μέγας	me/gas	a-p---ma-
μεθεῖτο	meqei=to	μεθίημι	meqi/hmi	v3saim---
μεθεῖτο	meqei=to	μεθίημι	meqi/hmi	v3slie---
μεθύστερον	mequ/steron	μεθύστερος	mequ/steros	a-s---ma-
μεθύστερον	mequ/steron	μεθύστερος	mequ/steros	a-s---nn-
μεθύστερον	mequ/steron	μεθύστερος	mequ/steros	a-s---nv-
μεθύστερον	mequ/steron	μεθύστερος	mequ/steros	a-s---na-
μελαγχαίτα	melagxai/ta	μελαγχαίτης	melagxai/ths	n-d---mn-
μελαγχαίτα	melagxai/ta	μελαγχαίτης	melagxai/ths	n-d---mv-
μελαγχαίτα	melagxai/ta	μελαγχαίτης	melagxai/ths	n-d---ma-
μελαγχαίτα	melagxai/ta	μελαγχαίτης	melagxai/ths	n-s---mg-
μελαγχόλους	melagxo/lous	μελάγχολος	mela/gxolos	n-p---ma-
μελαγχόλους	melagxo/lous	μελάγχολος	mela/gxolos	n-p---fa-
μελλόνυμφος	mello/numfos	μελλόνυμφος	mello/numfos	n-s---mn-
μελλόνυμφος	mello/numfos	μελλόνυμφος	mello/numfos	n-s---fn-
μελέῳ	mele/w|	μέλεος	me/leos	a-s---md-
μελέῳ	mele/w|	μέλεος	me/leos	a-s---nd-
μελέῳ	mele/w|	μέλεος	me/leos	n-s---md-
μελέῳ	mele/w|	μέλεος	me/leos	n-s---fd-
