Αἰσχύλῳ	*ai)sxu/lw|	Αἰσχύλος	*ai)sxu/los	n-s---md-
καλλίστης	kalli/sths	καλός	kalo/s	a-s---fg-
καλούντων	kalou/ntwn	καλέω	kale/w	v-pfpamg-
καλούντων	kalou/ntwn	καλέω	kale/w	v-pfpang-
καλούντων	kalou/ntwn	καλέω	kale/w	v-pppamg-
καλούντων	kalou/ntwn	καλέω	kale/w	v-pppang-
καλούντων	kalou/ntwn	καλέω	kale/w	v3ppma---
καλούς	kalou/s	καλός	kalo/s	a-p---ma-
καλοῦμεν	kalou=men	καλέω	kale/w	v1pfia---
καλοῦμεν	kalou=men	καλέω	kale/w	v1ppia---
καλοῦμεν	kalou=men	καλέω	kale/w	v1piia---
καλοῦντος	kalou=ntos	καλέω	kale/w	v-sfpamg-
καλοῦντος	kalou=ntos	καλέω	kale/w	v-sfpang-
καλοῦντος	kalou=ntos	καλέω	kale/w	v-sppamg-
καλοῦντος	kalou=ntos	καλέω	kale/w	v-sppang-
καλπίδων	kalpi/dwn	κάλπις	ka/lpis	n-p---fg-
καλά	kala/	καλός	kalo/s	a-p---nn-
καλά	kala/	καλός	kalo/s	a-p---nv-
καλά	kala/	καλός	kalo/s	a-p---na-
καλά	kala/	καλός	kalo/s	a-d---fn-
καλά	kala/	καλός	kalo/s	a-d---fv-
καλά	kala/	καλός	kalo/s	a-d---fa-
καλά	kala/	καλός	kalo/s	a-s---fn-
καλά	kala/	καλός	kalo/s	a-s---fv-
καλέσω	kale/sw	καλέω	kale/w	v1sasa---
καλέσω	kale/sw	καλέω	kale/w	v1sfia---
καλέσω	kale/sw	καλέω	kale/w	v2saim---
καλή	kalh/	καλός	kalo/s	a-s---fn-
καλή	kalh/	καλός	kalo/s	a-s---fv-
καλόν	kalo/n	καλός	kalo/s	a-s---ma-
καλόν	kalo/n	καλός	kalo/s	a-s---nn-
καλόν	kalo/n	καλός	kalo/s	a-s---nv-
καλόν	kalo/n	καλός	kalo/s	a-s---na-
καλός	kalo/s	καλός	kalo/s	a-s---mn-
καλῶ	kalw=	καλέω	kale/w	v1sfia---
καλῶ	kalw=	καλέω	kale/w	v1spsa---
καλῶ	kalw=	καλέω	kale/w	v1spia---
καλῶ	kalw=	καλός	kalo/s	a-s---mg-
καλῶ	kalw=	καλός	kalo/s	a-s---ng-
καλῶς	kalw=s	καλός	kalo/s	x--------
καματηρός	kamathro/s	καματηρός	kamathro/s	a-s---mn-
κανηφορῇ	kanhforh=|	κανηφορέω	kanhfore/w	v2spse---
κανηφορῇ	kanhforh=|	κανηφορέω	kanhfore/w	v2spie---
κανηφορῇ	kanhforh=|	κανηφορέω	kanhfore/w	v3spsa---
κανθηλίου	kanqhli/ou	κανθήλιον	kanqh/lion	n-s---ng-
κανθηλίου	kanqhli/ou	κανθήλιος	kanqh/lios	n-s---mg-
καομέναις	kaome/nais	καίω	kai/w	v-pppefd-
καομένου	kaome/nou	καίω	kai/w	v-sppemg-
καομένου	kaome/nou	καίω	kai/w	v-sppeng-
καπηλεῖον	kaphlei=on	καπηλεῖον	kaphlei=on	n-s---nn-
καπηλεῖον	kaphlei=on	καπηλεῖον	kaphlei=on	n-s---nv-
καπηλεῖον	kaphlei=on	καπηλεῖον	kaphlei=on	n-s---na-
καπνοῦ	kapnou=	καπνόομαι	kapno/omai	v2spme---
καπνοῦ	kapnou=	καπνόομαι	kapno/omai	v2siie---
καπνοῦ	kapnou=	καπνός	kapno/s	n-s---mg-
καπνόν	kapno/n	καπνός	kapno/s	n-s---ma-
καπνῷ	kapnw=|	καπνός	kapno/s	n-s---md-
καρδίαν	kardi/an	καρδία	kardi/a	n-s---fa-
καρδίαν	kardi/an	καρδιάω	kardia/w	v3piia---
καρδίαν	kardi/an	καρδιάω	kardia/w	v1siia---
καταβατέον	katabate/on	καταβατέον	katabate/on	n-s---ma-
καταβατέον	katabate/on	καταβατέον	katabate/on	n-s---nn-
καταβατέον	katabate/on	καταβατέον	katabate/on	n-s---nv-
καταβατέον	katabate/on	καταβατέον	katabate/on	n-s---na-
καταβατέον	katabate/on	καταβατέος	katabate/os	n-s---ma-
καταβατέον	katabate/on	καταβατέος	katabate/os	n-s---fa-
καταβατέον	katabate/on	καταβατέος	katabate/os	n-s---nn-
καταβατέον	katabate/on	καταβατέος	katabate/os	n-s---nv-
καταβατέον	katabate/on	καταβατέος	katabate/os	n-s---na-
καταβήσει	katabh/sei	καθάπτω	kaqa/ptw	v2sfip---
καταβήσει	katabh/sei	καταβαίνω	katabai/nw	v3sasa---
καταβήσει	katabh/sei	καταβαίνω	katabai/nw	v3sfia---
καταβήσει	katabh/sei	καταβαίνω	katabai/nw	v2sfim---
καταβᾶσά	kataba=sa/	καταβαίνω	katabai/nw	v-sapafn-
καταβᾶσά	kataba=sa/	καταβαίνω	katabai/nw	v-sapafv-
καταγέλαστος	katage/lastos	καταγέλαστος	katage/lastos	n-s---mn-
καταγέλαστος	katage/lastos	καταγέλαστος	katage/lastos	n-s---fn-
καταγέλαστ’	katage/last'	καταγέλαστος	katage/lastos	n-p---nn-
καταγέλαστ’	katage/last'	καταγέλαστος	katage/lastos	n-p---nv-
καταγέλαστ’	katage/last'	καταγέλαστος	katage/lastos	n-p---na-
καταγέλαστ’	katage/last'	καταγέλαστος	katage/lastos	n-s---mv-
καταγέλαστ’	katage/last'	καταγέλαστος	katage/lastos	n-s---fv-
καταθεῖσα	kataqei=sa	κατατίθημι	katati/qhmi	v-sapafn-
καταθεῖσα	kataqei=sa	κατατίθημι	katati/qhmi	v-sapafv-
καταθεῖσαν	kataqei=san	κατατίθημι	katati/qhmi	v-sapafa-
κατακαύσω	katakau/sw	κατακαίω	katakai/w	v1sasa---
κατακαύσω	katakau/sw	κατακαίω	katakai/w	v1sfia---
κατακαύσω	katakau/sw	κατακαίω	katakai/w	v2saim---
κατακεισόμεθ’	katakeiso/meq'	κατάκειμαι	kata/keimai	v1pfim---
κατακλινῶ	kataklinw=	κατακλίνω	katakli/nw	v1sasp---
κατακλινῶ	kataklinw=	κατακλίνω	katakli/nw	v1sfia---
κατακλίνει	katakli/nei	κατακλίνω	katakli/nw	v3sasa---
κατακλίνει	katakli/nei	κατακλίνω	katakli/nw	v2spie---
κατακλίνει	katakli/nei	κατακλίνω	katakli/nw	v3spia---
κατακλίνηθι	katakli/nhqi	κατακλίνω	katakli/nw	v2samp---
κατακοπτόμενα	katakopto/mena	κατακόπτω	katako/ptw	v-pppenn-
κατακοπτόμενα	katakopto/mena	κατακόπτω	katako/ptw	v-pppenv-
κατακοπτόμενα	katakopto/mena	κατακόπτω	katako/ptw	v-pppena-
καταλαβεῖν	katalabei=n	καταλαμβάνω	katalamba/nw	v--ana---
καταληψόμεθα	katalhyo/meqa	καταλαμβάνω	katalamba/nw	v1pfim---
καταλάβοι	katala/boi	καταλαμβάνω	katalamba/nw	v3saoa---
καταλέγειν	katale/gein	καταλέγω	katale/gw	v--pna---
καταλέλειπται	katale/leiptai	καταλιμπάνω	katalimpa/nw	v3srie---
καταλέλοιφ’	katale/loif'	καταλιμπάνω	katalimpa/nw	v1sria---
καταλέλοιφ’	katale/loif'	καταλιμπάνω	katalimpa/nw	v2srma---
καταλέλοιφ’	katale/loif'	καταλιμπάνω	katalimpa/nw	v3sria---
καταλῦσαι	katalu=sai	καταλύω	katalu/w	v--ana---
καταμιγνύντας	katamignu/ntas	καταμίγνυμι	katami/gnumi	v-pppama-
καταπνεύσῃ	katapneu/sh|	καταπνέω	katapne/w	v-sppafd-
καταπνεύσῃ	katapneu/sh|	καταπνέω	katapne/w	v2sasm---
καταπνεύσῃ	katapneu/sh|	καταπνέω	katapne/w	v3sasa---
καταπνεύσῃ	katapneu/sh|	καταπνέω	katapne/w	v2sfim---
καταρασάμενος	katarasa/menos	καταράομαι	katara/omai	v-sapemn-
καταρασάμενος	katarasa/menos	καταράομαι	katara/omai	v-sapemn-
καταρασάμενος	katarasa/menos	καταράομαι	katara/omai	v-sapmmn-
κατασβέσαιμι	katasbe/saimi	κατασβέννυμι	katasbe/nnumi	v1saoa---
κατασβέσεις	katasbe/seis	κατάσβεσις	kata/sbesis	n-p---fn-
κατασβέσεις	katasbe/seis	κατάσβεσις	kata/sbesis	n-p---fv-
κατασβέσεις	katasbe/seis	κατάσβεσις	kata/sbesis	n-p---fn-
κατασβέσεις	katasbe/seis	κατάσβεσις	kata/sbesis	n-p---fa-
κατασβέσεις	katasbe/seis	κατασβέννυμι	katasbe/nnumi	v2sasa---
κατασβέσεις	katasbe/seis	κατασβέννυμι	katasbe/nnumi	v2sfia---
κατατεινόμενος	katateino/menos	κατατείνω	katatei/nw	v-sppemn-
κατειλυσπωμένην	kateiluspwme/nhn	κατειλυσπάομαι	kateiluspa/omai	v-sppefa-
κατειλήφασιν	kateilh/fasin	καταλαμβάνω	katalamba/nw	v3pria---
κατεκλίνης	katekli/nhs	κατακλίνω	katakli/nw	v2saip---
κατείβεται	katei/betai	κατείβω	katei/bw	v3spie---
καττῶν	kattw=n	κάττα	ka/tta	n-p---fg-
κατωνάκας	katwna/kas	κατωνάκη	katwna/kh	n-p---fa-
κατωνάκας	katwna/kas	κατωνάκη	katwna/kh	n-s---fg-
κατωνάκης	katwna/khs	κατωνάκη	katwna/kh	n-s---fg-
κατά	kata/	κατά	kata/	r--------
κατάβηθι	kata/bhqi	καθάπτω	kaqa/ptw	v2samp---
κατάβηθι	kata/bhqi	καταβαίνω	katabai/nw	v2sama---
κατάβηθ’	kata/bhq'	καθάπτω	kaqa/ptw	v2samp---
κατάβηθ’	kata/bhq'	καθάπτω	kaqa/ptw	v2pamp---
κατάβηθ’	kata/bhq'	καθάπτω	kaqa/ptw	v2paip---
κατάβηθ’	kata/bhq'	καθάπτω	kaqa/ptw	v2samp---
κατάβηθ’	kata/bhq'	καθάπτω	kaqa/ptw	v2paip---
κατάβηθ’	kata/bhq'	καταβαίνω	katabai/nw	v2pama---
κατάβηθ’	kata/bhq'	καταβαίνω	katabai/nw	v2sama---
κατάβηθ’	kata/bhq'	καταβαίνω	katabai/nw	v2paia---
κατάγματα	kata/gmata	κάταγμα	ka/tagma	n-p---nn-
κατάγματα	kata/gmata	κάταγμα	ka/tagma	n-p---nv-
κατάγματα	kata/gmata	κάταγμα	ka/tagma	n-p---na-
κατάκεισο	kata/keiso	κατάκειμαι	kata/keimai	v2spme---
κατάκεισο	kata/keiso	κατάκειμαι	kata/keimai	v2siie---
κατάκεισ’	kata/keis'	κατάκειμαι	kata/keimai	v2spme---
κατάκεισ’	kata/keis'	κατάκειμαι	kata/keimai	v2spie---
κατάκεισ’	kata/keis'	κατάκειμαι	kata/keimai	v2siie---
κατάλιφ’	kata/lif'	καταλιμπάνω	katalimpa/nw	v2sama---
κατάλιφ’	kata/lif'	καταλιμπάνω	katalimpa/nw	v3saia---
κατάρατε	kata/rate	κατάρατος	kata/ratos	n-s---mv-
κατάρατε	kata/rate	κατάρατος	kata/ratos	n-s---fv-
κατάρατε	kata/rate	καταίρω	katai/rw	v2pama---
κατάρατε	kata/rate	καταίρω	katai/rw	v2paia---
κατάρατε	kata/rate	καταίρω	katai/rw	v2paia---
κατάρχομεν	kata/rxomen	κατάρχω	kata/rxw	v1piia---
κατάρχομεν	kata/rxomen	κατάρχω	kata/rxw	v1ppia---
κατάρχομεν	kata/rxomen	κατάρχω	kata/rxw	v1piia---
κατέκλινεν	kate/klinen	κατακλίνω	katakli/nw	v3paip---
κατέκλινεν	kate/klinen	κατακλίνω	katakli/nw	v3saia---
κατέκλινεν	kate/klinen	κατακλίνω	katakli/nw	v3siia---
κατέλαβον	kate/labon	καταλαμβάνω	katalamba/nw	v3paia---
κατέλαβον	kate/labon	καταλαμβάνω	katalamba/nw	v1saia---
κατέπινεν	kate/pinen	καταπίνω	katapi/nw	v3siia---
κατέσπασα	kate/spasa	κατασπάω	kataspa/w	v1saia---
κατέσχε	kate/sxe	κατέχω	kate/xw	v3saia---
κατέχειν	kate/xein	κατέχω	kate/xw	v--pna---
κατῆλθε	kath=lqe	κατέρχομαι	kate/rxomai	v3saia---
κατῆλθε	kath=lqe	κατέρχομαι	kate/rxomai	v3saia---
καἴ	kai)/	αἴ	ai)/	x--------
καἴ	kai)/	εἰ	ei)	c--------
καί	kai/	καί	kai/	c--------
καίπερ	kai/per	καίπερ	kai/per	g--------
καίτοι	kai/toi	καίτοι	kai/toi	g--------
κεκαλλωπισμέναι	kekallwpisme/nai	καλλωπίζω	kallwpi/zw	v-prpefn-
κεκαλλωπισμέναι	kekallwpisme/nai	καλλωπίζω	kallwpi/zw	v-prpefv-
κεκαλλωπισμέναι	kekallwpisme/nai	καλλωπίζω	kallwpi/zw	v-srpefd-
κεκαλλωπισμένη	kekallwpisme/nh	καλλωπίζω	kallwpi/zw	v-srpefn-
κεκαλλωπισμένη	kekallwpisme/nh	καλλωπίζω	kallwpi/zw	v-srpefv-
κεκινῆσθαι	kekinh=sqai	κινέω	kine/w	v--rne---
κεκλῄμεθ’	keklh/|meq'	κλείω1	klei/w1	v1prie---
κεκλῄμεθ’	keklh/|meq'	κλείω1	klei/w1	v1plie---
κεκρύφθαι	kekru/fqai	κρύπτω	kru/ptw	v--rne---
κελήτων	kelh/twn	κέλης	ke/lhs	n-p---mg-
κεραμεών	keramew/n	κεραμεών	keramew/n	n-s---mn-
κεραμεών	keramew/n	κεραμεών	keramew/n	n-s---mv-
κεφαλάς	kefala/s	κεφαλή	kefalh/	n-p---fa-
κεφαλήν	kefalh/n	κεφαλή	kefalh/	n-s---fa-
κεχηνότι	kexhno/ti	χάσκω	xa/skw	v-srpamd-
κεχηνότι	kexhno/ti	χάσκω	xa/skw	v-srpand-
κεἰ	kei)	εἰ	ei)	c--------
κεἴ	kei)/	εἰ	ei)	c--------
κεῖται	kei=tai	κέω	ke/w	v3spie---
κεῖται	kei=tai	κεῖμαι	kei=mai	v3spie---
κινδυνεύομεν	kinduneu/omen	κινδυνεύω	kinduneu/w	v1ppia---
κινδυνεύομεν	kinduneu/omen	κινδυνεύω	kinduneu/w	v1piia---
κινοῦσα	kinou=sa	κινέω	kine/w	v-sppafn-
κινοῦσα	kinou=sa	κινέω	kine/w	v-sppafv-
κινήσομεν	kinh/somen	κινέω	kine/w	v1pasa---
κινήσομεν	kinh/somen	κινέω	kine/w	v1pfia---
κλαδί	kladi/	κλάδος	kla/dos	n-s---nd-
κλαύσει	klau/sei	κλαίω	klai/w	v3sasa---
κλαύσει	klau/sei	κλαίω	klai/w	v2sfim---
κλαύσει	klau/sei	κλαῦσις	klau=sis	n-d---fn-
κλαύσει	klau/sei	κλαῦσις	klau=sis	n-d---fv-
κλαύσει	klau/sei	κλαῦσις	klau=sis	n-d---fa-
κλαύσει	klau/sei	κλαῦσις	klau=sis	n-s---fd-
κλαύσει	klau/sei	κλαῦσις	klau=sis	n-s---fd-
κλαύσεται	klau/setai	κλαίω	klai/w	v3sasm---
κλαύσεται	klau/setai	κλαίω	klai/w	v3sfim---
κλινίδιον	klini/dion	κλινίδιον	klini/dion	n-s---nn-
κλινίδιον	klini/dion	κλινίδιον	klini/dion	n-s---nv-
κλινίδιον	klini/dion	κλινίδιον	klini/dion	n-s---na-
κλωστήρων	klwsth/rwn	κλωστήρ	klwsth/r	n-p---mg-
κλωστῆρ’	klwsth=r'	κλωστήρ	klwsth/r	n-s---ma-
κλωστῆρ’	klwsth=r'	κλωστήρ	klwsth/r	n-s---md-
κλωστῆρ’	klwsth=r'	κλωστήρ	klwsth/r	n-d---mn-
κλωστῆρ’	klwsth=r'	κλωστήρ	klwsth/r	n-d---mv-
κλωστῆρ’	klwsth=r'	κλωστήρ	klwsth/r	n-d---ma-
κλάῃς	kla/h|s	κλαίω	klai/w	v2spsa---
κλέπτειν	kle/ptein	κλέπτω	kle/ptw	v--pna---
κλίνης	kli/nhs	κλίνη	kli/nh	n-s---fg-
κλίνης	kli/nhs	κλίνω	kli/nw	v2saip---
κλῄθροισι	klh/|qroisi	κλεῖθρον	klei=qron	n-p---nd-
κλῄθροισι	klh/|qroisi	κλήιθρον	klh/iqron	n-p---nd-
κνεφαία	knefai/a	κνεφαῖος	knefai=os	a-d---fn-
κνεφαία	knefai/a	κνεφαῖος	knefai=os	a-d---fv-
κνεφαία	knefai/a	κνεφαῖος	knefai=os	a-d---fa-
κνεφαία	knefai/a	κνεφαῖος	knefai=os	a-s---fn-
κνεφαία	knefai/a	κνεφαῖος	knefai=os	a-s---fv-
κνωδάλοις	knwda/lois	κνώδαλον	knw/dalon	n-p---nd-
κοθόρνῳ	koqo/rnw|	κόθορνος	ko/qornos	n-s---md-
κοιμᾶσθ’	koima=sq'	κοιμάω	koima/w	v2spsa---
κοιμᾶσθ’	koima=sq'	κοιμάω	koima/w	v2ppme---
κοιμᾶσθ’	koima=sq'	κοιμάω	koima/w	v2ppse---
κοιμᾶσθ’	koima=sq'	κοιμάω	koima/w	v2ppie---
κοιμᾶσθ’	koima=sq'	κοιμάω	koima/w	v2ppsa---
κοιμᾶσθ’	koima=sq'	κοιμάω	koima/w	v--pne---
κοιμᾶσθ’	koima=sq'	κοιμάω	koima/w	v2piie---
κοινήν	koinh/n	κοινός	koino/s	a-s---fa-
κοινῇ	koinh=|	κοινῇ	koinh=|	d--------
κοινῇ	koinh=|	κοινός	koino/s	a-s---fd-
κοινῇ	koinh=|	κοινόω	koino/w	v2spse---
κοινῇ	koinh=|	κοινόω	koino/w	v2spie---
κοινῇ	koinh=|	κοινόω	koino/w	v3spsa---
κοινῇ	koinh=|	κοινόω	koino/w	v3spia---
κομψότατα	komyo/tata	κομψός	komyo/s	a-------s
κομψότατα	komyo/tata	κομψός	komyo/s	a-p---nns
κομψότατα	komyo/tata	κομψός	komyo/s	a-p---nvs
κομψότατα	komyo/tata	κομψός	komyo/s	a-p---nas
κομήτην	komh/thn	κομάω	koma/w	v3diia---
κομήτην	komh/thn	κομήτης	komh/ths	n-s---ma-
κονδύλοις	kondu/lois	κόνδυλος	ko/ndulos	n-p---md-
κονίας	koni/as	κόνιος	ko/nios	a-p---fa-
κονίας	koni/as	κόνιος	ko/nios	a-s---fg-
κονίας	koni/as	κονία	koni/a	n-p---fa-
κονίας	koni/as	κονία	koni/a	n-s---fg-
κονίας	koni/as	κονιάω	konia/w	v2siia---
κονίσαλος	koni/salos	κονίσαλος	koni/salos	n-s---mn-
κοπραγωγεῖν	kopragwgei=n	κοπραγωγέω	kopragwge/w	v--pna---
κορακίνους	koraki/nous	κοράκινος	kora/kinos	a-p---ma-
κορακίνους	koraki/nous	κορακῖνος	koraki=nos	n-p---ma-
κορκορυγήν	korkorugh/n	κορκορυγή	korkorugh/	n-s---fa-
κορμοῦ	kormou=	κορμός	kormo/s	n-s---mg-
κορῶν	korw=n	κόρη	ko/rh	n-p---fg-
κορῶν	korw=n	κορέω	kore/w	v-sppamn-
κοὐ	kou)	οὐ	ou)	d--------
κοὐδέποθ’	kou)de/poq'	οὐδέποτε	ou)de/pote	d--------
κοὐκ	kou)k	οὐ	ou)	d--------
κοὐκέτι	kou)ke/ti	οὐκέτι	ou)ke/ti	d--------
κοὐχ	kou)x	οὐ	ou)	d--------
κοὐχί	kou)xi/	οὐ	ou)	d--------
κοῖλον	koi=lon	κόιλος	ko/ilos	a-s---ma-
κοῖλον	koi=lon	κόιλος	ko/ilos	a-s---nn-
κοῖλον	koi=lon	κόιλος	ko/ilos	a-s---nv-
κοῖλον	koi=lon	κόιλος	ko/ilos	a-s---na-
κοῖλον	koi=lon	κοῖλος	koi=los	a-s---ma-
κοῖλον	koi=lon	κοῖλος	koi=los	a-s---nn-
κοῖλον	koi=lon	κοῖλος	koi=los	a-s---nv-
κοῖλον	koi=lon	κοῖλος	koi=los	a-s---na-
κοῦφα	kou=fa	κοῦφος	kou=fos	a-p---nn-
κοῦφα	kou=fa	κοῦφος	kou=fos	a-p---nv-
κοῦφα	kou=fa	κοῦφος	kou=fos	a-p---na-
κρατίσταν	krati/stan	κράτιστος	kra/tistos	a-s---fa-
κριηδόν	krihdo/n	κριηδόν	krihdo/n	d--------
κροκωτοφοροῦσα	krokwtoforou=sa	κροκωτοφορέω	krokwtofore/w	v-sppafn-
κροκωτοφοροῦσα	krokwtoforou=sa	κροκωτοφορέω	krokwtofore/w	v-sppafv-
κροκωτοφοροῦσαι	krokwtoforou=sai	κροκωτοφορέω	krokwtofore/w	v-pppafn-
κροκωτοφοροῦσαι	krokwtoforou=sai	κροκωτοφορέω	krokwtofore/w	v-pppafv-
κροκωτίδια	krokwti/dia	κροκωτίδιον	krokwti/dion	n-p---nn-
κροκωτίδια	krokwti/dia	κροκωτίδιον	krokwti/dion	n-p---nv-
κροκωτίδια	krokwti/dia	κροκωτίδιον	krokwti/dion	n-p---na-
κροκωτόν	krokwto/n	κροκωτός	krokwto/s	a-s---ma-
κροκωτόν	krokwto/n	κροκωτός	krokwto/s	a-s---nn-
κροκωτόν	krokwto/n	κροκωτός	krokwto/s	a-s---nv-
κροκωτόν	krokwto/n	κροκωτός	krokwto/s	a-s---na-
κρούσω	krou/sw	κρούω	krou/w	v1sasa---
κρούσω	krou/sw	κρούω	krou/w	v1sfia---
κρούσω	krou/sw	κρούω	krou/w	v2saim---
κράτιστα	kra/tista	κράτιστος	kra/tistos	a-p---nn-
κράτιστα	kra/tista	κράτιστος	kra/tistos	a-p---nv-
κράτιστα	kra/tista	κράτιστος	kra/tistos	a-p---na-
κρέ’	kre/'	κρέας	kre/as	n-p---nn-
κρέ’	kre/'	κρέας	kre/as	n-p---nv-
κρέ’	kre/'	κρέας	kre/as	n-p---na-
κρήνης	krh/nhs	κρήνη	krh/nh	n-s---fg-
κρόκης	kro/khs	κρόκη	kro/kh	n-s---fg-
κρόμμυόν	kro/mmuo/n	κρόμμυον	kro/mmuon	n-s---nn-
κρόμμυόν	kro/mmuo/n	κρόμμυον	kro/mmuon	n-s---nv-
κρόμμυόν	kro/mmuo/n	κρόμμυον	kro/mmuon	n-s---na-
κρότον	kro/ton	κρότος	kro/tos	n-s---ma-
κρύψῃς	kru/yh|s	κρύπτω	kru/ptw	v2sasa---
κτήσομαι	kth/somai	κτάομαι	kta/omai	v1sasm---
κτήσομαι	kth/somai	κτάομαι	kta/omai	v1sfim---
κτήσομαι	kth/somai	κτέομαι	kte/omai	v1sase---
κτήσομαι	kth/somai	κτέομαι	kte/omai	v1sfie---
κτύπος	ktu/pos	κτύπος	ktu/pos	n-s---mn-
κυεῖν	kuei=n	κυέω	kue/w	v--pna---
κυλοιδιᾶν	kuloidia=n	κυλοιδιάω	kuloidia/w	v-sppamv-
κυλοιδιᾶν	kuloidia=n	κυλοιδιάω	kuloidia/w	v-sppann-
κυλοιδιᾶν	kuloidia=n	κυλοιδιάω	kuloidia/w	v-sppanv-
κυλοιδιᾶν	kuloidia=n	κυλοιδιάω	kuloidia/w	v-sppana-
κυλοιδιᾶν	kuloidia=n	κυλοιδιάω	kuloidia/w	v-sppamn-
κυλοιδιᾶν	kuloidia=n	κυλοιδιάω	kuloidia/w	v--pna---
κυλοιδιᾶν	kuloidia=n	κυλοιδιάω	kuloidia/w	v--pna---
κυναγέ	kunage/	κυναγός	kunago/s	n-s---mv-
κυναγέ	kunage/	κυναγός	kunago/s	n-s---fv-
κυνῆν	kunh=n	κυνάω	kuna/w	v--pna---
κυνῆν	kunh=n	κυνάω	kuna/w	v--pna---
κυνῆν	kunh=n	κυνέη	kune/h	n-s---fa-
κυνῆν	kunh=n	κυνέω	kune/w	v--pna---
κυνῆς	kunh=s	κυνάω	kuna/w	v2spia---
κυνῆς	kunh=s	κυνάω	kuna/w	v2spia---
κυνῆς	kunh=s	κυνέη	kune/h	n-s---fg-
κυνῆς	kunh=s	κυνέω	kune/w	v2spia---
κυρσανίως	kursani/ws	κυρσάνιος	kursa/nios	n-p---ma-
κυρσάνιε	kursa/nie	κυρσάνιος	kursa/nios	n-s---mv-
κυάμους	kua/mous	κύαμος	ku/amos	n-p---ma-
κυῶ	kuw=	κυέω	kue/w	v1spsa---
κυῶ	kuw=	κυέω	kue/w	v1spia---
κωκύσεσθε	kwku/sesqe	κωκύω	kwku/w	v2pfim---
κωλύεις	kwlu/eis	κωλύω	kwlu/w	v2spia---
κωμῆτις	kwmh=tis	κωμῆτις	kwmh=tis	n-s---fn-
κωπῆς	kwph=s	κωπάω	kwpa/w	v2spia---
κωπῆς	kwph=s	κωπάω	kwpa/w	v2spia---
κωπῆς	kwph=s	κωπέω	kwpe/w	v2spia---
κωπῆς	kwph=s	κωπεύς	kwpeu/s	n-p---mn-
κωπῆς	kwph=s	κωπεύς	kwpeu/s	n-p---mn-
κωπῆς	kwph=s	κωπεύς	kwpeu/s	n-p---mv-
κωρύκους	kwru/kous	Κώρυκος	*kw/rukos	n-p---ma-
κωρύκους	kwru/kous	κώρυκος	kw/rukos	n-p---ma-
κἀγαθούς	ka)gaqou/s	ἀγαθός	a)gaqo/s	a-p---ma-
κἀγαθῶν	ka)gaqw=n	ἀγαθός	a)gaqo/s	a-p---fg-
κἀγαθῶν	ka)gaqw=n	ἀγαθός	a)gaqo/s	a-p---mg-
κἀγαθῶν	ka)gaqw=n	ἀγαθός	a)gaqo/s	a-p---ng-
κἀγαθῶν	ka)gaqw=n	ἀγαθόω	a)gaqo/w	v-sppamv-
κἀγαθῶν	ka)gaqw=n	ἀγαθόω	a)gaqo/w	v-sppann-
κἀγαθῶν	ka)gaqw=n	ἀγαθόω	a)gaqo/w	v-sppanv-
κἀγαθῶν	ka)gaqw=n	ἀγαθόω	a)gaqo/w	v-sppana-
κἀγαθῶν	ka)gaqw=n	ἀγαθόω	a)gaqo/w	v-sppamn-
κἀγαθῶν	ka)gaqw=n	ἀγαθόω	a)gaqo/w	v--pna---
κἀγανώτερον	ka)ganw/teron	ἄγανος	a)/ganos	n-s---ma-
κἀγανώτερον	ka)ganw/teron	ἄγανος	a)/ganos	n-s---nn-
