Γαιηόχου	*gaiho/xou	Γαιήοχος	*gaih/oxos	n-s---mg-
οὐρανῷ	ou)ranw=|	οὐρανός	ou)rano/s	n-s---md-
οὐρείην	ou)rei/hn	ὄρειος	o)/reios	a-s---fa-
οὐρείην	ou)rei/hn	οὔρειος	ou)/reios	a-s---fa-
οὐχ	ou)x	οὐ	ou)	d--------
οὔ	ou)/	οὐ	ou)	d--------
οὔατα	ou)/ata	οὖς	ou)=s	n-p---nn-
οὔατα	ou)/ata	οὖς	ou)=s	n-p---nv-
οὔατα	ou)/ata	οὖς	ou)=s	n-p---na-
οὔδει	ou)/dei	οὖδας	ou)=das	n-s---nd-
οὔδει	ou)/dei	οὖδας	ou)=das	n-s---nd-
οὔδεϊ	ou)/dei+	οὖδας	ou)=das	n-s---nd-
οὔδεϊ	ou)/dei+	οὖδας	ou)=das	n-s---nd-
οὔρεος	ou)/reos	ὄρος	o)/ros	n-s---ng-
οὔσας	ou)/sas	εἰμί	ei)mi/	v-pppafa-
οὔσας	ou)/sas	εἰμί	ei)mi/	v-sppafg-
οὔτε	ou)/te	οὔτε	ou)/te	d--------
οὔτι	ou)/ti	οὔτι	ou)/ti	d--------
οὔτι	ou)/ti	οὔτις	ou)/tis	n-s---nn-
οὔτι	ou)/ti	οὔτις	ou)/tis	n-s---nv-
οὔτι	ou)/ti	οὔτις	ou)/tis	n-s---na-
οὔτ’	ou)/t'	οὔτε	ou)/te	d--------
οὔτ’	ou)/t'	οὔτι	ou)/ti	d--------
οὔτ’	ou)/t'	οὔτις	ou)/tis	n-s---nn-
οὔτ’	ou)/t'	οὔτις	ou)/tis	n-s---nv-
οὔτ’	ou)/t'	οὔτις	ou)/tis	n-s---na-
οὕτω	ou(/tw	οὕτως	ou(/tws	d--------
οὖλα	ou)=la	ὅλοξ	o(/loc	a-p---nn-
οὖλα	ou)=la	ὅλοξ	o(/loc	a-p---nv-
οὖλα	ou)=la	ὅλοξ	o(/loc	a-p---na-
οὖλα	ou)=la	οὖλον	ou)=lon	n-p---nn-
οὖλα	ou)=la	οὖλον	ou)=lon	n-p---nv-
οὖλα	ou)=la	οὖλον	ou)=lon	n-p---na-
οὖλα	ou)=la	οὖλοσ1	ou)=los1	a-p---nn-
οὖλα	ou)=la	οὖλοσ1	ou)=los1	a-p---nv-
οὖλα	ou)=la	οὖλοσ1	ou)=los1	a-p---na-
οὖλα	ou)=la	οὖλοσ2	ou)=los2	a-p---nn-
οὖλα	ou)=la	οὖλοσ2	ou)=los2	a-p---nv-
οὖλα	ou)=la	οὖλοσ2	ou)=los2	a-p---na-
οὖλα	ou)=la	οὖλοσ3	ou)=los3	a-p---nn-
οὖλα	ou)=la	οὖλοσ3	ou)=los3	a-p---nv-
οὖλα	ou)=la	οὖλοσ3	ou)=los3	a-p---na-
οὖν	ou)=n	οὖν	ou)=n	g--------
οὗτος	ou(=tos	οὗτος	ou(=tos	n-s---mn-
οὗτος	ou(=tos	οὗτος	ou(=tos	n-s---mv-
παλαιγενές	palaigene/s	παλαιγενής	palaigenh/s	n-s---mv-
παλαιγενές	palaigene/s	παλαιγενής	palaigenh/s	n-s---fv-
παλαιγενές	palaigene/s	παλαιγενής	palaigenh/s	n-s---nn-
παλαιγενές	palaigene/s	παλαιγενής	palaigenh/s	n-s---nv-
παλαιγενές	palaigene/s	παλαιγενής	palaigenh/s	n-s---na-
παλάμῃ	pala/mh|	παλάμη	pala/mh	n-s---fd-
παλάμῃσι	pala/mh|si	παλάμη	pala/mh	n-p---fd-
παλίσκιον	pali/skion	παλίνσκιος	pali/nskios	n-s---ma-
παλίσκιον	pali/skion	παλίνσκιος	pali/nskios	n-s---fa-
παλίσκιον	pali/skion	παλίνσκιος	pali/nskios	n-s---nn-
παλίσκιον	pali/skion	παλίνσκιος	pali/nskios	n-s---nv-
παλίσκιον	pali/skion	παλίνσκιος	pali/nskios	n-s---na-
παλίσκιον	pali/skion	παλίσκιος	pali/skios	n-s---ma-
παλίσκιον	pali/skion	παλίσκιος	pali/skios	n-s---fa-
παλίσκιον	pali/skion	παλίσκιος	pali/skios	n-s---nn-
παλίσκιον	pali/skion	παλίσκιος	pali/skios	n-s---nv-
παλίσκιον	pali/skion	παλίσκιος	pali/skios	n-s---na-
παννύχιος	pannu/xios	παννύχιος	pannu/xios	a-s---mn-
παννύχιος	pannu/xios	παννύχιος	pannu/xios	n-s---mn-
παννύχιος	pannu/xios	παννύχιος	pannu/xios	n-s---fn-
παντοίῃ	pantoi/h|	παντοῖος	pantoi=os	a-s---fd-
παντοῖα	pantoi=a	παντοῖος	pantoi=os	a-p---nn-
παντοῖα	pantoi=a	παντοῖος	pantoi=os	a-p---nv-
παντοῖα	pantoi=a	παντοῖος	pantoi=os	a-p---na-
παπτήνας	papth/nas	παπταίνω	paptai/nw	v-sapamn-
παπτήνας	papth/nas	παπταίνω	paptai/nw	v-sapamv-
παραιβόλα	paraibo/la	παράβολος	para/bolos	n-p---nn-
παραιβόλα	paraibo/la	παράβολος	para/bolos	n-p---nv-
παραιβόλα	paraibo/la	παράβολος	para/bolos	n-p---na-
παρθένοι	parqe/noi	παρθένος	parqe/nos	n-p---fn-
παρθένοι	parqe/noi	παρθένος	parqe/nos	n-p---fv-
παρά	para/	παρά	para/	r--------
παρά	para/	πηρός	phro/s	a-p---nn-
παρά	para/	πηρός	phro/s	a-p---nv-
παρά	para/	πηρός	phro/s	a-p---na-
παρά	para/	πηρός	phro/s	a-d---fn-
παρά	para/	πηρός	phro/s	a-d---fv-
παρά	para/	πηρός	phro/s	a-d---fa-
παρά	para/	πηρός	phro/s	a-s---fn-
παρά	para/	πηρός	phro/s	a-s---fv-
παρέκ	pare/k	παρέξ	pare/c	r--------
πατρός	patro/s	πατήρ	path/r	n-s---mg-
πατέρα	pate/ra	πατήρ	path/r	n-s---ma-
πατήρ	path/r	πατήρ	path/r	n-s---mn-
παῖ	pai=	παῖς	pai=s	n-s---mv-
παῖ	pai=	παῖς	pai=s	n-s---fv-
παῖδα	pai=da	παῖς	pai=s	n-s---ma-
παῖδα	pai=da	παῖς	pai=s	n-s---fa-
παῖδά	pai=da/	παῖς	pai=s	n-s---ma-
παῖδά	pai=da/	παῖς	pai=s	n-s---fa-
παῖδ’	pai=d'	παῖς	pai=s	n-s---ma-
παῖδ’	pai=d'	παῖς	pai=s	n-s---fa-
παῖδ’	pai=d'	παῖς	pai=s	n-d---mn-
παῖδ’	pai=d'	παῖς	pai=s	n-d---mv-
παῖδ’	pai=d'	παῖς	pai=s	n-d---ma-
παῖδ’	pai=d'	παῖς	pai=s	n-d---fn-
παῖδ’	pai=d'	παῖς	pai=s	n-d---fv-
παῖδ’	pai=d'	παῖς	pai=s	n-d---fa-
παῖς	pai=s	πᾶς	pa=s	n-s---mn-
παῖς	pai=s	πᾶς	pa=s	n-s---mv-
παῖς	pai=s	παῖς	pai=s	n-s---mn-
παῖς	pai=s	παῖς	pai=s	n-s---fn-
παῦρα	pau=ra	παῦρος	pau=ros	n-p---nn-
παῦρα	pau=ra	παῦρος	pau=ros	n-p---nv-
παῦρα	pau=ra	παῦρος	pau=ros	n-p---na-
πεδίοιο	pedi/oio	πέδιον	pe/dion	n-s---ng-
πεδίοιο	pedi/oio	πεδάω	peda/w	v2spoe---
πεδίοιο	pedi/oio	πεδίον	pedi/on	n-s---ng-
πεδίονδε	pedi/onde	πεδίονδε	pedi/onde	d--------
πεδί’	pedi/'	μέτειμι2	me/teimi2	v3siia---
πεδί’	pedi/'	πεδίον	pedi/on	n-p---nn-
πεδί’	pedi/'	πεδίον	pedi/on	n-p---nv-
πεδί’	pedi/'	πεδίον	pedi/on	n-p---na-
πειρήνας	peirh/nas	πειραίνω	peirai/nw	v-sapamn-
πειρήνας	peirh/nas	πειραίνω	peirai/nw	v-sapamv-
πειρήσω	peirh/sw	πειράω	peira/w	v1sasa---
πειρήσω	peirh/sw	πειράω	peira/w	v1sfia---
πειρήσω	peirh/sw	πειράω	peira/w	v2saim---
πειρώμενος	peirw/menos	πειράω	peira/w	v-sppemn-
πειρώμενος	peirw/menos	πειράζω	peira/zw	v-sfpmmn-
πεντήκοντα	penth/konta	πεντήκοντα	penth/konta	m--------
πεντήκοντ’	penth/kont'	πεντήκοντα	penth/konta	m--------
πεπαλαγμέναι	pepalagme/nai	παλάσσω	pala/ssw	v-prpefn-
πεπαλαγμέναι	pepalagme/nai	παλάσσω	pala/ssw	v-prpefv-
πεπαλαγμέναι	pepalagme/nai	παλάσσω	pala/ssw	v-srpefd-
πεπαρμένα	peparme/na	πείρω	pei/rw	v-prpenn-
πεπαρμένα	peparme/na	πείρω	pei/rw	v-prpenv-
πεπαρμένα	peparme/na	πείρω	pei/rw	v-prpena-
πεπαρμένα	peparme/na	πείρω	pei/rw	v-drpefn-
πεπαρμένα	peparme/na	πείρω	pei/rw	v-drpefv-
πεπαρμένα	peparme/na	πείρω	pei/rw	v-drpefa-
πεπαρμένα	peparme/na	πείρω	pei/rw	v-srpefn-
πεπαρμένα	peparme/na	πείρω	pei/rw	v-srpefv-
περ	per	πέρ	pe/r	g--------
περιζαμενῶς	perizamenw=s	περιζαμενής	perizamenh/s	x--------
περιζαμενῶς	perizamenw=s	περιζαμενῶς	perizamenw=s	d--------
περικαλλέα	perikalle/a	περικαλλής	perikallh/s	n-p---nn-
περικαλλέα	perikalle/a	περικαλλής	perikallh/s	n-p---nv-
περικαλλέα	perikalle/a	περικαλλής	perikallh/s	n-p---na-
περικαλλέα	perikalle/a	περικαλλής	perikallh/s	n-s---ma-
περικαλλέα	perikalle/a	περικαλλής	perikallh/s	n-s---fa-
περικαλλέας	perikalle/as	περικαλλής	perikallh/s	n-p---ma-
περικαλλέας	perikalle/as	περικαλλής	perikallh/s	n-p---fa-
περιτροπέων	peritrope/wn	περιτροπέω	peritrope/w	v-sppamn-
περιτροπέων	peritrope/wn	περιτροπέω	peritrope/w	v-sppamn-
περιτροπέων	peritrope/wn	περιτροπή	peritroph/	n-p---fg-
περιφραδές	perifrade/s	περιφραδής	perifradh/s	n-s---mv-
περιφραδές	perifrade/s	περιφραδής	perifradh/s	n-s---fv-
περιφραδές	perifrade/s	περιφραδής	perifradh/s	n-s---nn-
περιφραδές	perifrade/s	περιφραδής	perifradh/s	n-s---nv-
περιφραδές	perifrade/s	περιφραδής	perifradh/s	n-s---na-
περήσειν	perh/sein	περάω1	pera/w1	v--fna---
περήσῃ	perh/sh|	περάω1	pera/w1	v2sasm---
περήσῃ	perh/sh|	περάω1	pera/w1	v3sasa---
περήσῃ	perh/sh|	περάω1	pera/w1	v2sfim---
περί	peri/	περί	peri/	r--------
περίστρεφε	peri/strefe	περιστρέφω	peristre/fw	v2spma---
περίστρεφε	peri/strefe	περιστρέφω	peristre/fw	v3siia---
περῆν	perh=n	περάω1	pera/w1	v--pna---
περῆν	perh=n	περάω1	pera/w1	v--pna---
περῆν	perh=n	περάω2	pera/w2	v--pna---
περῆν	perh=n	περίειμι1	peri/eimi1	v1siia---
περῆν	perh=n	περίειμι1	peri/eimi1	v3piia---
περῆν	perh=n	περίειμι1	peri/eimi1	v3siia---
περῆσαι	perh=sai	περάω1	pera/w1	v--ana---
περ’	per'	περί	peri/	r--------
πετάλοισι	peta/loisi	πέταλον	pe/talon	n-p---nd-
πετάλοισι	peta/loisi	πέταλος	pe/talos	a-p---md-
πετάλοισι	peta/loisi	πέταλος	pe/talos	a-p---nd-
πεφύασι	pefu/asi	φύω	fu/w	v3pria---
πείθεο	pei/qeo	πείθω	pei/qw	v2spme---
πείθεο	pei/qeo	πείθω	pei/qw	v2siie---
πιθήσας	piqh/sas	πείθω	pei/qw	v-sapamn-
πιθήσας	piqh/sas	πείθω	pei/qw	v-sapamv-
πιθήσας	piqh/sas	πιθέω	piqe/w	v-sapamn-
πιθήσας	piqh/sas	πιθέω	piqe/w	v-sapamv-
πιστωθείς	pistwqei/s	πιστόω	pisto/w	v-sappmn-
πιστωθείς	pistwqei/s	πιστόω	pisto/w	v-sappmv-
πιστόν	pisto/n	πιστόν	pisto/n	n-s---nn-
πιστόν	pisto/n	πιστόν	pisto/n	n-s---nv-
πιστόν	pisto/n	πιστόν	pisto/n	n-s---na-
πιστόν	pisto/n	πιστόσ1	pisto/s1	a-s---ma-
πιστόν	pisto/n	πιστόσ1	pisto/s1	a-s---nn-
πιστόν	pisto/n	πιστόσ1	pisto/s1	a-s---nv-
πιστόν	pisto/n	πιστόσ1	pisto/s1	a-s---na-
πιστόν	pisto/n	πιστόσ2	pisto/s2	a-s---ma-
πιστόν	pisto/n	πιστόσ2	pisto/s2	a-s---nn-
πιστόν	pisto/n	πιστόσ2	pisto/s2	a-s---nv-
πιστόν	pisto/n	πιστόσ2	pisto/s2	a-s---na-
πιφαύσκειν	pifau/skein	πιφαύσκω	pifau/skw	v--pna---
πλανοδίας	planodi/as	πλανόδιος	plano/dios	a-p---fa-
πλανοδίας	planodi/as	πλανόδιος	plano/dios	a-s---fg-
πλαταμῶνι	platamw=ni	πλαταμών	platamw/n	n-s---md-
πλευρῇσιν	pleurh=|sin	πλευρά	pleura/	n-p---fd-
πλείων	plei/wn	πλέω	ple/w	v-sppamn-
πλείων	plei/wn	πλέως	ple/ws	a-p---fg-
πλείων	plei/wn	πλέως	ple/ws	a-p---mg-
πλείων	plei/wn	πλέως	ple/ws	a-p---ng-
πλείων	plei/wn	πλείων	plei/wn	a-s---mn-
πλείων	plei/wn	πλείων	plei/wn	a-s---fn-
πλούσιον	plou/sion	πλούσιος	plou/sios	a-s---ma-
πλούσιον	plou/sion	πλούσιος	plou/sios	a-s---nn-
πλούσιον	plou/sion	πλούσιος	plou/sios	a-s---nv-
πλούσιον	plou/sion	πλούσιος	plou/sios	a-s---na-
πλούτου	plou/tou	πλοῦτοσ1	plou=tos1	n-s---mg-
πλέον	ple/on	πλέος	ple/os	n-s---ma-
πλέον	ple/on	πλέος	ple/os	n-s---nn-
πλέον	ple/on	πλέος	ple/os	n-s---nv-
πλέον	ple/on	πλέος	ple/os	n-s---na-
πλέον	ple/on	πλέω	ple/w	v-sppamv-
πλέον	ple/on	πλέω	ple/w	v-sppann-
πλέον	ple/on	πλέω	ple/w	v-sppanv-
πλέον	ple/on	πλέω	ple/w	v-sppana-
πλέον	ple/on	πλέω	ple/w	v3piia---
πλέον	ple/on	πλέω	ple/w	v1siia---
πλέον	ple/on	πλέως	ple/ws	a-s---ma-
πλέον	ple/on	πλέως	ple/ws	a-s---nn-
πλέον	ple/on	πλέως	ple/ws	a-s---nv-
πλέον	ple/on	πλέως	ple/ws	a-s---na-
πλέον	ple/on	πλείων	plei/wn	a-s---mv-
πλέον	ple/on	πλείων	plei/wn	a-s---fv-
πλέον	ple/on	πλείων	plei/wn	a-s---nn-
πλέον	ple/on	πλείων	plei/wn	a-s---nv-
πλέον	ple/on	πλείων	plei/wn	a-s---na-
πλήκτρῳ	plh/ktrw|	πλῆκτρον	plh=ktron	n-s---nd-
ποικιλομῆτα	poikilomh=ta	ποικιλομήτης	poikilomh/ths	n-s---mv-
ποικιλομῆτα	poikilomh=ta	ποικιλομήτης	poikilomh/ths	n-s---mn-
ποιήεντος	poih/entos	ποιήεις	poih/eis	n-s---mg-
ποιήεντος	poih/entos	ποιήεις	poih/eis	n-s---ng-
ποιήσας	poih/sas	ποιέω	poie/w	v-sapamn-
ποιήσας	poih/sas	ποιέω	poie/w	v-sapamv-
ποιήσατο	poih/sato	ποιέω	poie/w	v3saim---
ποιήσομαι	poih/somai	ποιέω	poie/w	v1sasm---
ποιήσομαι	poih/somai	ποιέω	poie/w	v1sfim---
πολιοῖο	polioi=o	πολίζω	poli/zw	v2sfom---
πολιοῖο	polioi=o	πολιός	polio/s	a-s---mg-
πολιοῖο	polioi=o	πολιός	polio/s	a-s---ng-
πολιοῖο	polioi=o	πολιός	polio/s	n-s---mg-
πολιοῖο	polioi=o	πολιός	polio/s	n-s---fg-
πολιοῖο	polioi=o	πολιός	polio/s	n-s---ng-
πολιοῖο	polioi=o	πολιόω	polio/w	v2spoe---
πολιῶν	poliw=n	πολίζω	poli/zw	v-sfpamn-
πολιῶν	poliw=n	πολιά	polia/	n-p---fg-
πολιῶν	poliw=n	πολιάζω	polia/zw	v-sfpamv-
πολιῶν	poliw=n	πολιάζω	polia/zw	v-sfpann-
πολιῶν	poliw=n	πολιάζω	polia/zw	v-sfpanv-
πολιῶν	poliw=n	πολιάζω	polia/zw	v-sfpana-
πολιῶν	poliw=n	πολιάζω	polia/zw	v-sfpamn-
πολιῶν	poliw=n	πολιός	polio/s	a-p---fg-
πολιῶν	poliw=n	πολιός	polio/s	a-p---mg-
πολιῶν	poliw=n	πολιός	polio/s	a-p---ng-
πολιῶν	poliw=n	πολιός	polio/s	n-p---mg-
πολιῶν	poliw=n	πολιός	polio/s	n-p---fg-
πολιῶν	poliw=n	πολιός	polio/s	n-p---ng-
πολιῶν	poliw=n	πολιόω	polio/w	v-sppamv-
πολιῶν	poliw=n	πολιόω	polio/w	v-sppann-
πολιῶν	poliw=n	πολιόω	polio/w	v-sppanv-
πολιῶν	poliw=n	πολιόω	polio/w	v-sppana-
πολιῶν	poliw=n	πολιόω	polio/w	v-sppamn-
πολιῶν	poliw=n	πολιόω	polio/w	v--pna---
πολλοί	polloi/	πολύς	polu/s	a-p---mn-
πολλοί	polloi/	πολύς	polu/s	a-p---mv-
πολλούς	pollou/s	πολύς	polu/s	a-p---ma-
πολλά	polla/	πολύς	polu/s	a-d---fn-
πολλά	polla/	πολύς	polu/s	a-d---fv-
πολλά	polla/	πολύς	polu/s	a-d---fa-
πολλά	polla/	πολύς	polu/s	a-s---fn-
πολλά	polla/	πολύς	polu/s	a-s---fv-
πολλά	polla/	πολύς	polu/s	a-p---nn-
πολλά	polla/	πολύς	polu/s	a-p---nv-
πολλά	polla/	πολύς	polu/s	a-p---na-
πολλάκι	polla/ki	πολλάκις	polla/kis	d--------
πολλάκις	polla/kis	πολλάκις	polla/kis	d--------
πολλή	pollh/	πολύς	polu/s	a-s---fn-
πολλή	pollh/	πολύς	polu/s	a-s---fv-
πολλήν	pollh/n	πολύς	polu/s	a-s---fa-
πολλός	pollo/s	πολύς	polu/s	a-s---mn-
πολλῆς	pollh=s	πολύς	polu/s	a-s---fg-
πολυλήιον	polulh/ion	πολυλήιος	polulh/ios	n-s---ma-
πολυλήιον	polulh/ion	πολυλήιος	polulh/ios	n-s---fa-
πολυλήιον	polulh/ion	πολυλήιος	polulh/ios	n-s---nn-
πολυλήιον	polulh/ion	πολυλήιος	polulh/ios	n-s---nv-
πολυλήιον	polulh/ion	πολυλήιος	polulh/ios	n-s---na-
πολυμήλου	polumh/lou	πολύμηλος	polu/mhlos	n-s---mg-
πολυμήλου	polumh/lou	πολύμηλος	polu/mhlos	n-s---fg-
πολυμήλου	polumh/lou	πολύμηλος	polu/mhlos	n-s---ng-
πολυμήχανον	polumh/xanon	πολυμήχανος	polumh/xanos	n-s---ma-
πολυμήχανον	polumh/xanon	πολυμήχανος	polumh/xanos	n-s---fa-
πολυμήχανον	polumh/xanon	πολυμήχανος	polumh/xanos	n-s---nn-
πολυμήχανον	polumh/xanon	πολυμήχανος	polumh/xanos	n-s---nv-
πολυμήχανον	polumh/xanon	πολυμήχανος	polumh/xanos	n-s---na-
πολυοινήσεις	poluoinh/seis	πολυοινέω	poluoine/w	v2sasa---
πολυοινήσεις	poluoinh/seis	πολυοινέω	poluoine/w	v2sfia---
πολυπήμονος	poluph/monos	πολυπήμων	poluph/mwn	n-s----g-
πολυφλοίσβοιο	polufloi/sboio	πολύφλοισβος	polu/floisbos	n-s---mg-
πολυφλοίσβοιο	polufloi/sboio	πολύφλοισβος	polu/floisbos	n-s---fg-
πολυφλοίσβοιο	polufloi/sboio	πολύφλοισβος	polu/floisbos	n-s---ng-
πολυχρόνιοι	poluxro/nioi	πολυχρόνιος	poluxro/nios	n-p---mn-
πολυχρόνιοι	poluxro/nioi	πολυχρόνιος	poluxro/nios	n-p---mv-
πολυχρόνιοι	poluxro/nioi	πολυχρόνιος	poluxro/nios	n-p---fn-
πολυχρόνιοι	poluxro/nioi	πολυχρόνιος	poluxro/nios	n-p---fv-
πολυήρατον	poluh/raton	πολυήρατος	poluh/ratos	n-s---ma-
πολυήρατον	poluh/raton	πολυήρατος	poluh/ratos	n-s---fa-
πολυήρατον	poluh/raton	πολυήρατος	poluh/ratos	n-s---nn-
πολυήρατον	poluh/raton	πολυήρατος	poluh/ratos	n-s---nv-
πολυήρατον	poluh/raton	πολυήρατος	poluh/ratos	n-s---na-
πολύμητις	polu/mhtis	πολύμητις	polu/mhtis	n-s---mn-
πολύμητις	polu/mhtis	πολύμητις	polu/mhtis	n-s---fn-
πολύν	polu/n	πολύς	polu/s	n-s---ma-
πολύτροπε	polu/trope	πολύτροπος	polu/tropos	n-s---mv-
πολύτροπε	polu/trope	πολύτροπος	polu/tropos	n-s---fv-
πολύτροπον	polu/tropon	πολύτροπος	polu/tropos	n-s---ma-
πολύτροπον	polu/tropon	πολύτροπος	polu/tropos	n-s---fa-
πολύτροπον	polu/tropon	πολύτροπος	polu/tropos	n-s---nn-
πολύτροπον	polu/tropon	πολύτροπος	polu/tropos	n-s---nv-
πολύτροπον	polu/tropon	πολύτροπος	polu/tropos	n-s---na-
πονεύμενε	poneu/mene	πονέομαι	pone/omai	v-sppemv-
πονεύμενε	poneu/mene	πονέω	pone/w	v-sppemv-
πορθήσω	porqh/sw	πορθέω	porqe/w	v1sasa---
πορθήσω	porqh/sw	πορθέω	porqe/w	v1sfia---
πορθήσω	porqh/sw	πορθέω	porqe/w	v2saim---
πορφυρέῃ	porfure/h|	πορφύρεος	porfu/reos	a-s---fd-
πορφυρέῃ	porfure/h|	πορφύρω	porfu/rw	v3sasp---
πορφυρέῃ	porfure/h|	πορφύρω	porfu/rw	v2sfim---
πορφυρέῃ	porfure/h|	πορφυρέω	porfure/w	v2spse---
πορφυρέῃ	porfure/h|	πορφυρέω	porfure/w	v2spie---
πορφυρέῃ	porfure/h|	πορφυρέω	porfure/w	v3spsa---
ποσσί	possi/	πούς	pou/s	n-p---md-
ποσσίν	possi/n	πούς	pou/s	n-p---md-
ποσί	posi/	πούς	pou/s	n-p---md-
ποσίν	posi/n	πούς	pou/s	n-p---md-
ποταμόν	potamo/n	ποταμός	potamo/s	n-s---ma-
ποτε	pote	ποτέ	pote/	g--------
ποτέ	pote/	ποτέ	pote/	g--------
ποτέ	pote/	ποτός	poto/s	a-s---mv-
ποτί	poti/	πρός	pro/s	r--------
ποτώμεναι	potw/menai	ποτάομαι	pota/omai	v-pppefn-
ποτώμεναι	potw/menai	ποτάομαι	pota/omai	v-pppefv-
που	pou	πού	pou/	d--------
πουλυβότειραν	poulubo/teiran	πολυβότειρα	polubo/teira	n-s---fa-
πουλυβότειραν	poulubo/teiran	πουλυβότειρα	poulubo/teira	n-s---fa-
ποίην	poi/hn	πόα	po/a	n-s---fa-
ποίην	poi/hn	ποῖος	poi=os	a-s---fa-
πραπίδεσσιν	prapi/dessin	πραπίδες	prapi/des	n-p---fd-
πρεσβυτέροισι	presbute/roisi	πρέσβυς	pre/sbus	a-p---md-
πρεσβυτέροισι	presbute/roisi	πρέσβυς	pre/sbus	a-p---nd-
προβιβῶν	probibw=n	προβιβάζω	probiba/zw	v-sfpamv-
προβιβῶν	probibw=n	προβιβάζω	probiba/zw	v-sfpann-
προβιβῶν	probibw=n	προβιβάζω	probiba/zw	v-sfpanv-
προβιβῶν	probibw=n	προβιβάζω	probiba/zw	v-sfpana-
προβιβῶν	probibw=n	προβιβάζω	probiba/zw	v-sfpamn-
προβιβῶν	probibw=n	προβιβάζω	probiba/zw	v-sfpamv-
προβιβῶν	probibw=n	προβιβάζω	probiba/zw	v-sfpann-
προβιβῶν	probibw=n	προβιβάζω	probiba/zw	v-sfpanv-
προβιβῶν	probibw=n	προβιβάζω	probiba/zw	v-sfpana-
προβιβῶν	probibw=n	προβιβάζω	probiba/zw	v-sfpamn-
προβάτοισιν	proba/toisin	πρόβατον	pro/baton	n-p---nd-
προθύραια	proqu/raia	προθύραιος	proqu/raios	a-p---nn-
προθύραια	proqu/raia	προθύραιος	proqu/raios	a-p---nv-
προθύραια	proqu/raia	προθύραιος	proqu/raios	a-p---na-
προθύραια	proqu/raia	προθύραιος	proqu/raios	n-p---nn-
προθύραια	proqu/raia	προθύραιος	proqu/raios	n-p---nv-
προθύραια	proqu/raia	προθύραιος	proqu/raios	n-p---na-
προθύροιο	proqu/roio	πρόθυρον	pro/quron	n-s---ng-
προκαλεύμενος	prokaleu/menos	προκαλέω	prokale/w	v-sppemn-
προκαλεύμενος	prokaleu/menos	προκαλέω	prokale/w	v-sfpmmn-
προκαλεύμενος	prokaleu/menos	προκαλέω	prokale/w	v-sppemn-
προπάροιθε	propa/roiqe	προπάροιθε	propa/roiqe	r--------
προπάροιθεν	propa/roiqen	προπάροιθε	propa/roiqe	r--------
προσεβήσατο	prosebh/sato	προσβαίνω	prosbai/nw	v3saim---
προσηύδα	proshu/da	προσαυδάω	prosauda/w	v3siia---
προσέειπεν	prose/eipen	προσεῖπον	prosei=pon	v3saia---
προσέειπεν	prose/eipen	προσεῖπον	prosei=pon	v3saia---
προσέειπεν	prose/eipen	προσεῖπον	prosei=pon	v3saia---
προσέθηκεν	prose/qhken	προστίθημι	prosti/qhmi	v3saia---
προσέφη	prose/fh	πρόσφημι	pro/sfhmi	v3siia---
προτέρῃ	prote/rh|	πρότερος	pro/teros	a-s---fd-
