Αἰγεΐδη	*ai)gei+/dh	Αἰγεΐδης	*ai)gei/+dhs	n-s---mv-
εὑρήσεις	eu(rh/seis	εὕρησις	eu(/rhsis	n-p---fn-
εὑρήσεις	eu(rh/seis	εὕρησις	eu(/rhsis	n-p---fa-
εὑρήσεις	eu(rh/seis	εὑρίσκω	eu(ri/skw	v2sfia---
εὑρών	eu(rw/n	εὑρίσκω	eu(ri/skw	v-sapamn-
εὔνους	eu)/nous	εὔνους	eu)/nous	n-p---mn-
εὔνους	eu)/nous	εὔνους	eu)/nous	n-p---fn-
εὔνους	eu)/nous	εὔνους	eu)/nous	n-s---mn-
εὔνους	eu)/nous	εὔνους	eu)/nous	n-s---mv-
εὔνους	eu)/nous	εὔνους	eu)/nous	n-s---fn-
εὔνους	eu)/nous	εὔνους	eu)/nous	n-s---fv-
εὔπορον	eu)/poron	εὔπορος	eu)/poros	n-s---ma-
εὔπορον	eu)/poron	εὔπορος	eu)/poros	n-s---fa-
εὔπορον	eu)/poron	εὔπορος	eu)/poros	n-s---nn-
εὔπορον	eu)/poron	εὔπορος	eu)/poros	n-s---nv-
εὔπορον	eu)/poron	εὔπορος	eu)/poros	n-s---na-
εὔχομαι	eu)/xomai	εὔχομαι	eu)/xomai	v1spie---
εὔχρων	eu)/xrwn	εὔχρους	eu)/xrous	n-p---mg-
εὔχρων	eu)/xrwn	εὔχρους	eu)/xrous	n-p---fg-
εὔχρων	eu)/xrwn	εὔχρους	eu)/xrous	n-p---ng-
εὕροις	eu(/rois	εὑρίσκω	eu(ri/skw	v2saoa---
εὕστραις	eu(/strais	εὔστρα	eu)/stra	n-p---fd-
εὖ	eu)=	εὖ	eu)=	d--------
ζεῦγος	zeu=gos	ζεῦγος	zeu=gos	n-s---nn-
ζεῦγος	zeu=gos	ζεῦγος	zeu=gos	n-s---nv-
ζεῦγος	zeu=gos	ζεῦγος	zeu=gos	n-s---na-
ζηλῶ	zhlw=	ζηλέω	zhle/w	v1spsa---
ζηλῶ	zhlw=	ζηλέω	zhle/w	v1spia---
ζηλῶ	zhlw=	ζηλόω	zhlo/w	v1spsa---
ζηλῶ	zhlw=	ζηλόω	zhlo/w	v1spia---
ζητεῖν	zhtei=n	ζητέω	zhte/w	v--pna---
ζητῶμεν	zhtw=men	ζητέω	zhte/w	v1ppsa---
ζωμεύματα	zwmeu/mata	ζώμευμα	zw/meuma	n-p---nn-
ζωμεύματα	zwmeu/mata	ζώμευμα	zw/meuma	n-p---nv-
ζωμεύματα	zwmeu/mata	ζώμευμα	zw/meuma	n-p---na-
ζωμοῦ	zwmou=	ζωμός	zwmo/s	n-s---mg-
ζωμόν	zwmo/n	ζωμός	zwmo/s	n-s---ma-
ζῇ	zh=|	ζάω	za/w	v2spse---
ζῇ	zh=|	ζάω	za/w	v2spie---
ζῇ	zh=|	ζάω	za/w	v3spsa---
ζῇ	zh=|	ζάω	za/w	v3spia---
ζῇ	zh=|	ζέω	ze/w	v2spse---
ζῇ	zh=|	ζέω	ze/w	v2spie---
ζῇ	zh=|	ζέω	ze/w	v3spsa---
ζῴην	zw/|hn	ζωή	zwh/	n-s---fa-
ηὗρε	hu(=re	εὑρίσκω	eu(ri/skw	v3saia---
ηὗρες	hu(=res	εὑρίσκω	eu(ri/skw	v2saia---
θαλαττοκοπεῖς	qalattokopei=s	θαλασσοκοπέω	qalassokope/w	v2spia---
θαλεροῖς	qaleroi=s	θαλερός	qalero/s	a-p---md-
θαλεροῖς	qaleroi=s	θαλερός	qalero/s	a-p---nd-
θαλφθῇ	qalfqh=|	θάλπω	qa/lpw	v3sasp---
θαλάσσης	qala/sshs	θάλασσα	qa/lassa	n-s---fg-
θαλάττῃ	qala/tth|	θάλασσα	qa/lassa	n-s---fd-
θαμά	qama/	θαμά	qama/	d--------
θαρρήσας	qarrh/sas	θαρσέω	qarse/w	v-sapamn-
θαρρήσας	qarrh/sas	θαρσέω	qarse/w	v-sapamv-
θαρρῶν	qarrw=n	θάρσος	qa/rsos	n-p---ng-
θαρρῶν	qarrw=n	θαρσέω	qarse/w	v-sppamn-
θαυμασταῖς	qaumastai=s	θαυμαστής	qaumasth/s	n-p---md-
θαυμασταῖς	qaumastai=s	θαυμαστός	qaumasto/s	a-p---fd-
θαυμαστάς	qaumasta/s	θαυμαστής	qaumasth/s	n-p---ma-
θαυμαστάς	qaumasta/s	θαυμαστής	qaumasth/s	n-s---mn-
θαυμαστάς	qaumasta/s	θαυμαστός	qaumasto/s	a-p---fa-
θαυμάζειν	qauma/zein	θαυμάζω	qauma/zw	v--pna---
θαυμάζομεν	qauma/zomen	θαυμάζω	qauma/zw	v1ppia---
θαυμάζομεν	qauma/zomen	θαυμάζω	qauma/zw	v1piia---
θαυμάζω	qauma/zw	θαυμάζω	qauma/zw	v1spsa---
θαυμάζω	qauma/zw	θαυμάζω	qauma/zw	v1spia---
θεαταῖσιν	qeatai=sin	θεατής	qeath/s	n-p---md-
θεαταῖσιν	qeatai=sin	θεατός	qeato/s	a-p---fd-
θεατῶν	qeatw=n	θεατής	qeath/s	n-p---mg-
θεατῶν	qeatw=n	θεατός	qeato/s	a-p---fg-
θεατῶν	qeatw=n	θεατός	qeato/s	a-p---mg-
θεατῶν	qeatw=n	θεατός	qeato/s	a-p---ng-
θενών	qenw/n	θείνω	qei/nw	v-sapamn-
θεοί	qeoi/	θεός	qeo/s	n-p---mn-
θεοί	qeoi/	θεός	qeo/s	n-p---mv-
θεούς	qeou/s	θεός	qeo/s	n-p---ma-
θεοῖς	qeoi=s	θεάω	qea/w	v2spoa---
θεοῖς	qeoi=s	θεός	qeo/s	n-p---md-
θεοῖσιν	qeoi=sin	θεάω	qea/w	v-pppamd-
θεοῖσιν	qeoi=sin	θεάω	qea/w	v-pppand-
θεοῖσιν	qeoi=sin	θεός	qeo/s	n-p---md-
θεοῦ	qeou=	θεάομαι	qea/omai	v2spme---
θεοῦ	qeou=	θεάομαι	qea/omai	v2siie---
θεοῦ	qeou=	θεάω	qea/w	v2spme---
θεοῦ	qeou=	θεάω	qea/w	v2siie---
θεοῦ	qeou=	θεός	qeo/s	n-s---mg-
θεραπεύειν	qerapeu/ein	θεραπεύω	qerapeu/w	v--pna---
θεραπεύσω	qerapeu/sw	θεραπεύω	qerapeu/w	v1sasa---
θεραπεύσω	qerapeu/sw	θεραπεύω	qerapeu/w	v1sfia---
θεραπεύσω	qerapeu/sw	θεραπεύω	qerapeu/w	v2saim---
θερμά	qerma/	θερμός	qermo/s	a-p---nn-
θερμά	qerma/	θερμός	qermo/s	a-p---nv-
θερμά	qerma/	θερμός	qermo/s	a-p---na-
θερμά	qerma/	θερμός	qermo/s	a-d---fn-
θερμά	qerma/	θερμός	qermo/s	a-d---fv-
θερμά	qerma/	θερμός	qermo/s	a-d---fa-
θερμά	qerma/	θερμός	qermo/s	a-s---fn-
θερμά	qerma/	θερμός	qermo/s	a-s---fv-
θερμά	qerma/	θερμός	qermo/s	n-p---nn-
θερμά	qerma/	θερμός	qermo/s	n-p---nv-
θερμά	qerma/	θερμός	qermo/s	n-p---na-
θερμότερα	qermo/tera	θερμός	qermo/s	a-p---nn-
θερμότερα	qermo/tera	θερμός	qermo/s	a-p---nv-
θερμότερα	qermo/tera	θερμός	qermo/s	a-p---na-
θερμότερα	qermo/tera	θερμός	qermo/s	n-p---nn-
θερμότερα	qermo/tera	θερμός	qermo/s	n-p---nv-
θερμότερα	qermo/tera	θερμός	qermo/s	n-p---na-
θεσφάτοις	qesfa/tois	θέσφατος	qe/sfatos	n-p---md-
θεσφάτοις	qesfa/tois	θέσφατος	qe/sfatos	n-p---fd-
θεσφάτοις	qesfa/tois	θέσφατος	qe/sfatos	n-p---nd-
θεόν	qeo/n	θεός	qeo/s	n-s---ma-
θεός	qeo/s	θεός	qeo/s	n-s---mn-
θεύσει	qeu/sei	θέω	qe/w	v2sfim---
θεύσει	qeu/sei	θεῦσις	qeu=sis	n-d---fn-
θεύσει	qeu/sei	θεῦσις	qeu=sis	n-d---fv-
θεύσει	qeu/sei	θεῦσις	qeu=sis	n-d---fa-
θεύσει	qeu/sei	θεῦσις	qeu=sis	n-s---fd-
θεύσει	qeu/sei	θεῦσις	qeu=sis	n-s---fd-
θεώμενον	qew/menon	θεάομαι	qea/omai	v-sppema-
θεώμενον	qew/menon	θεάομαι	qea/omai	v-sppenn-
θεώμενον	qew/menon	θεάομαι	qea/omai	v-sppenv-
θεώμενον	qew/menon	θεάομαι	qea/omai	v-sppena-
θεώμενον	qew/menon	θεάω	qea/w	v-sppema-
θεώμενον	qew/menon	θεάω	qea/w	v-sppenn-
θεώμενον	qew/menon	θεάω	qea/w	v-sppenv-
θεώμενον	qew/menon	θεάω	qea/w	v-sppena-
θεώμενος	qew/menos	θεάομαι	qea/omai	v-sppemn-
θεώμενος	qew/menos	θεάω	qea/w	v-sppemn-
θεᾶσθαι	qea=sqai	θεάομαι	qea/omai	v--pne---
θεᾶσθαι	qea=sqai	θεάω	qea/w	v--pne---
θεῶν	qew=n	θέα	qe/a	n-p---fg-
θεῶν	qew=n	θεά	qea/	n-p---fg-
θεῶν	qew=n	θεάω	qea/w	v-sppamv-
θεῶν	qew=n	θεάω	qea/w	v-sppann-
θεῶν	qew=n	θεάω	qea/w	v-sppanv-
θεῶν	qew=n	θεάω	qea/w	v-sppana-
θεῶν	qew=n	θεάω	qea/w	v-sppamn-
θεῶν	qew=n	θεάω	qea/w	v-sppamn-
θεῶν	qew=n	θεός	qeo/s	n-p---mg-
θεῷ	qew=|	θεάω	qea/w	v3spoa---
θεῷ	qew=|	θεός	qeo/s	n-s---md-
θηρίων	qhri/wn	θηράω	qhra/w	v-sppamn-
θηρίων	qhri/wn	θηρίον	qhri/on	n-p---ng-
θηρίων	qhri/wn	θηριόω	qhrio/w	v3piia---
θηρίων	qhri/wn	θηριόω	qhrio/w	v1siia---
θηρώμενοι	qhrw/menoi	θηράω	qhra/w	v-pppemn-
θηρώμενοι	qhrw/menoi	θηράω	qhra/w	v-pppemv-
θοαί	qoai/	θοός	qoo/s	a-p---fn-
θοαί	qoai/	θοός	qoo/s	a-p---fv-
θορυβητικοῦ	qorubhtikou=	θορυβητικός	qorubhtiko/s	a-s---mg-
θορυβητικοῦ	qorubhtikou=	θορυβητικός	qorubhtiko/s	a-s---ng-
θούριον	qou/rion	θούριος	qou/rios	a-s---ma-
θούριον	qou/rion	θούριος	qou/rios	a-s---nn-
θούριον	qou/rion	θούριος	qou/rios	a-s---nv-
θούριον	qou/rion	θούριος	qou/rios	a-s---na-
θούριον	qou/rion	θουράω	qoura/w	v3piia---
θούριον	qou/rion	θουράω	qoura/w	v1siia---
θοᾶν	qoa=n	θοάζω	qoa/zw	v-sfpamv-
θοᾶν	qoa=n	θοάζω	qoa/zw	v-sfpann-
θοᾶν	qoa=n	θοάζω	qoa/zw	v-sfpanv-
θοᾶν	qoa=n	θοάζω	qoa/zw	v-sfpana-
θοᾶν	qoa=n	θοάζω	qoa/zw	v-sfpamn-
θοᾶν	qoa=n	θοάζω	qoa/zw	v--fna---
θοᾶν	qoa=n	θοός	qoo/s	a-p---mg-
θοᾶν	qoa=n	θοός	qoo/s	a-p---fg-
θρανεύσεται	qraneu/setai	θρανεύομαι	qraneu/omai	v3sase---
θρανεύσεται	qraneu/setai	θρανεύομαι	qraneu/omai	v3sfie---
θρασύς	qrasu/s	θρασύς	qrasu/s	a-s---mn-
θρυλῶν	qrulw=n	θρυλέω	qrule/w	v-sppamn-
θράσει	qra/sei	θράομαι	qra/omai	v2sfie---
θράσει	qra/sei	θράομαι	qra/omai	v2sfie---
θράσει	qra/sei	θράσις	qra/sis	n-d---fn-
θράσει	qra/sei	θράσις	qra/sis	n-d---fv-
θράσει	qra/sei	θράσις	qra/sis	n-d---fa-
θράσει	qra/sei	θράσις	qra/sis	n-s---fd-
θράσει	qra/sei	θράσις	qra/sis	n-s---fd-
θράσει	qra/sei	θράσος	qra/sos	n-d---nn-
θράσει	qra/sei	θράσος	qra/sos	n-d---nv-
θράσει	qra/sei	θράσος	qra/sos	n-d---na-
θράσει	qra/sei	θράσος	qra/sos	n-s---nd-
θράσει	qra/sei	θράσος	qra/sos	n-s---nd-
θράσει	qra/sei	θράζω	qra/zw	v3sasa---
θράσει	qra/sei	θράζω	qra/zw	v2sfim---
θράσει	qra/sei	θράζω	qra/zw	v3sfia---
θράσει	qra/sei	θρέομαι	qre/omai	v2sfie---
θράσους	qra/sous	θράσος	qra/sos	n-s---ng-
θρέττε	qre/tte	θρέττε	qre/tte	n-s---nn-
θρέττε	qre/tte	θρέττε	qre/tte	n-s---nv-
θρέττε	qre/tte	θρέττε	qre/tte	n-s---na-
θρέψω	qre/yw	τρέφω	tre/fw	v1sasa---
θρέψω	qre/yw	τρέφω	tre/fw	v1sfia---
θρέψω	qre/yw	τρέφω	tre/fw	v2saim---
θρύψομαι	qru/yomai	θρύπτω	qru/ptw	v1sasm---
θρύψομαι	qru/yomai	θρύπτω	qru/ptw	v1sfim---
θρῖον	qri=on	θρῖον	qri=on	n-s---nn-
θρῖον	qri=on	θρῖον	qri=on	n-s---nv-
θρῖον	qri=on	θρῖον	qri=on	n-s---na-
θυμέ	qume/	θυμός	qumo/s	n-s---mv-
θυμός	qumo/s	θυμός	qumo/s	n-s---mn-
θυννοσκοπῶν	qunnoskopw=n	θυννοσκοπέω	qunnoskope/w	v-sppamn-
θωπευματίων	qwpeumati/wn	θωπευμάτια	qwpeuma/tia	n-p---ng-
θωπευόμενός	qwpeuo/meno/s	θωπεύω	qwpeu/w	v-sppemn-
θωπείαις	qwpei/ais	θωπεία	qwpei/a	n-p---fd-
θάλατταν	qa/lattan	θάλασσα	qa/lassa	n-s---fa-
θάνατος	qa/natos	θάνατος	qa/natos	n-s---mn-
θέασαι	qe/asai	θεάομαι	qea/omai	v2spie---
θέασαι	qe/asai	θεάομαι	qea/omai	v2same---
θέασαι	qe/asai	θεάομαι	qea/omai	v2same---
θέασαι	qe/asai	θεάω	qea/w	v2spie---
θέασαι	qe/asai	θεάω	qea/w	v2samm---
θέασαι	qe/asai	θεάω	qea/w	v2samm---
θέατρον	qe/atron	θέατρον	qe/atron	n-s---nn-
θέατρον	qe/atron	θέατρον	qe/atron	n-s---nv-
θέατρον	qe/atron	θέατρον	qe/atron	n-s---na-
θέλω	qe/lw	ἐθέλω	e)qe/lw	v1spsa---
θέλω	qe/lw	ἐθέλω	e)qe/lw	v1spia---
θέοιτ’	qe/oit'	θέω	qe/w	v3spom---
θέοιτ’	qe/oit'	θέω	qe/w	v2ppoa---
θέοιτ’	qe/oit'	θεάω	qea/w	v2ppoa---
θέοιτ’	qe/oit'	τίθημι	ti/qhmi	v3s------
θέοντες	qe/ontes	θέω	qe/w	v-pppamn-
θέοντες	qe/ontes	θέω	qe/w	v-pppamv-
θέρος	qe/ros	θέρος	qe/ros	n-s---nn-
θέρος	qe/ros	θέρος	qe/ros	n-s---nv-
θέρος	qe/ros	θέρος	qe/ros	n-s---na-
θέσφατον	qe/sfaton	θέσφατος	qe/sfatos	n-s---ma-
θέσφατον	qe/sfaton	θέσφατος	qe/sfatos	n-s---fa-
θέσφατον	qe/sfaton	θέσφατος	qe/sfatos	n-s---nn-
θέσφατον	qe/sfaton	θέσφατος	qe/sfatos	n-s---nv-
θέσφατον	qe/sfaton	θέσφατος	qe/sfatos	n-s---na-
θόρυβον	qo/rubon	θόρυβος	qo/rubos	n-s---ma-
θύειν	qu/ein	θύω1	qu/w1	v--pna---
θύειν	qu/ein	θύω2	qu/w2	v--pna---
θύλακον	qu/lakon	θύλακος	qu/lakos	n-s---ma-
θύννεια	qu/nneia	θύννειος	qu/nneios	a-p---nn-
θύννεια	qu/nneia	θύννειος	qu/nneios	a-p---nv-
θύννεια	qu/nneia	θύννειος	qu/nneios	a-p---na-
θύραζε	qu/raze	θύραζε	qu/raze	d--------
θύραζε	qu/raze	θυράζω	qura/zw	v2spma---
θύραζε	qu/raze	θυράζω	qura/zw	v3siia---
θύρας	qu/ras	θύρα	qu/ra	n-p---fa-
θύρας	qu/ras	θύρα	qu/ra	n-s---fg-
θύσας	qu/sas	θύω1	qu/w1	v-sapamn-
θύσας	qu/sas	θύω1	qu/w1	v-sapamv-
θύσας	qu/sas	θύω2	qu/w2	v-sapamn-
θύσας	qu/sas	θύω2	qu/w2	v-sapamv-
καθαρπάσαντες	kaqarpa/santes	καθαρπάζω	kaqarpa/zw	v-papamn-
καθαρπάσαντες	kaqarpa/santes	καθαρπάζω	kaqarpa/zw	v-papamv-
καθαρπάσαντες	kaqarpa/santes	καθαρπάζω	kaqarpa/zw	v-papamn-
καθαρπάσαντες	kaqarpa/santes	καθαρπάζω	kaqarpa/zw	v-papamv-
καθελκύσας	kaqelku/sas	καθέλκω	kaqe/lkw	v-sapamn-
καθελκύσας	kaqelku/sas	καθέλκω	kaqe/lkw	v-sapamv-
καθείρξας	kaqei/rcas	κατείργω	katei/rgw	v-sapamn-
καθείρξας	kaqei/rcas	κατείργω	katei/rgw	v-sapamv-
καθεύδει	kaqeu/dei	καθεύδω	kaqeu/dw	v2spie---
καθεύδει	kaqeu/dei	καθεύδω	kaqeu/dw	v3spia---
καθιείς	kaqiei/s	καθίημι	kaqi/hmi	v-sppamn-
καθιείς	kaqiei/s	καθίημι	kaqi/hmi	v-sppamv-
καθιζοίμην	kaqizoi/mhn	καθίζω	kaqi/zw	v1spoe---
καθορᾷ	kaqora=|	καθοράω	kaqora/w	v2spse---
καθορᾷ	kaqora=|	καθοράω	kaqora/w	v2spie---
καθορᾷ	kaqora=|	καθοράω	kaqora/w	v3spsa---
καθορᾷ	kaqora=|	καθοράω	kaqora/w	v3spia---
καθορᾷ	kaqora=|	καθοράω	kaqora/w	v2spsm---
καθορᾷ	kaqora=|	καθοράω	kaqora/w	v2spim---
καθορᾷ	kaqora=|	καθοράω	kaqora/w	v2spse---
καθορᾷ	kaqora=|	καθοράω	kaqora/w	v2spie---
καθορᾷ	kaqora=|	καθοράω	kaqora/w	v3spsa---
καθορᾷ	kaqora=|	καθοράω	kaqora/w	v3spia---
καθορῶ	kaqorw=	καθοράω	kaqora/w	v2spme---
καθορῶ	kaqorw=	καθοράω	kaqora/w	v1spsa---
καθορῶ	kaqorw=	καθοράω	kaqora/w	v1spia---
καθορῶ	kaqorw=	καθοράω	kaqora/w	v1spsa---
καθορῶ	kaqorw=	καθοράω	kaqora/w	v1spia---
καθορῶ	kaqorw=	καθοράω	kaqora/w	v2spmm---
καθορῶ	kaqorw=	καθοράω	kaqora/w	v2spme---
καθορῶ	kaqorw=	καθοράω	kaqora/w	v1spsa---
καθορῶ	kaqorw=	καθοράω	kaqora/w	v1spia---
καθορῶ	kaqorw=	καθοράω	kaqora/w	v1spsa---
καθορῶ	kaqorw=	καθοράω	kaqora/w	v1spia---
καθορῶ	kaqorw=	καθοράω	kaqora/w	v2siie---
καθορῶ	kaqorw=	καθοράω	kaqora/w	v2siie---
καθορῶ	kaqorw=	καθοράω	kaqora/w	v2siim---
καθυβρίσαι	kaqubri/sai	καθυβρίζω	kaqubri/zw	v--ana---
καθυβρίσαι	kaqubri/sai	καθυβρίζω	kaqubri/zw	v3saoa---
καθυβρίσαι	kaqubri/sai	καθυβρίζω	kaqubri/zw	v--ana---
καθυβρίσαι	kaqubri/sai	καθυβρίζω	kaqubri/zw	v3saoa---
καθάπερ	kaqa/per	καθά	kaqa/	d--------
καθέξεις	kaqe/ceis	κάθεξις	ka/qecis	n-p---fn-
καθέξεις	kaqe/ceis	κάθεξις	ka/qecis	n-p---fv-
καθέξεις	kaqe/ceis	κάθεξις	ka/qecis	n-p---fn-
καθέξεις	kaqe/ceis	κάθεξις	ka/qecis	n-p---fa-
καθέξεις	kaqe/ceis	κατέχω	kate/xw	v2sfia---
καθήμενα	kaqh/mena	κάθημαι	ka/qhmai	v-prpmnn-
καθήμενα	kaqh/mena	κάθημαι	ka/qhmai	v-prpmnv-
καθήμενα	kaqh/mena	κάθημαι	ka/qhmai	v-prpmna-
καθήμενον	kaqh/menon	κάθημαι	ka/qhmai	v-srpmma-
καθήμενον	kaqh/menon	κάθημαι	ka/qhmai	v-srpmnn-
καθήμενον	kaqh/menon	κάθημαι	ka/qhmai	v-srpmnv-
καθήμενον	kaqh/menon	κάθημαι	ka/qhmai	v-srpmna-
καθίζου	kaqi/zou	καθίζω	kaqi/zw	v2siie---
καθίζου	kaqi/zou	καθίζω	kaqi/zw	v2spme---
καθίζου	kaqi/zou	καθίζω	kaqi/zw	v2siie---
καθίζου	kaqi/zou	καθίζω	kaqi/zw	v2siie---
καθίσταμαι	kaqi/stamai	καθίστημι	kaqi/sthmi	v1spie---
καθῆσθαί	kaqh=sqai/	κάθημαι	ka/qhmai	v--rnm---
καθῆται	kaqh=tai	κάθημαι	ka/qhmai	v3spsm---
καικίας	kaiki/as	καικίας	kaiki/as	n-p---ma-
καικίας	kaiki/as	καικίας	kaiki/as	n-s---mn-
καιναῖσιν	kainai=sin	καινός	kaino/s	a-p---fd-
καινούς	kainou/s	καινός	kaino/s	a-p---ma-
καιρός	kairo/s	καιρός	kairo/s	n-s---mn-
κακοδαίμονος	kakodai/monos	κακοδαίμων	kakodai/mwn	n-s----g-
κακοδαίμων	kakodai/mwn	κακοδαίμων	kakodai/mwn	n-s---mn-
κακοδαίμων	kakodai/mwn	κακοδαίμων	kakodai/mwn	n-s---fn-
κακά	kaka/	κακός	kako/s	a-p---nn-
κακά	kaka/	κακός	kako/s	a-p---nv-
κακά	kaka/	κακός	kako/s	a-p---na-
κακά	kaka/	κακός	kako/s	a-d---fn-
κακά	kaka/	κακός	kako/s	a-d---fv-
κακά	kaka/	κακός	kako/s	a-d---fa-
κακά	kaka/	κακός	kako/s	a-s---fn-
κακά	kaka/	κακός	kako/s	a-s---fv-
κακόβουλε	kako/boule	κακόβουλος	kako/boulos	n-s---mv-
κακόβουλε	kako/boule	κακόβουλος	kako/boulos	n-s---fv-
κακόδαιμον	kako/daimon	κακοδαίμων	kakodai/mwn	n-s---mv-
κακόδαιμον	kako/daimon	κακοδαίμων	kakodai/mwn	n-s---fv-
κακόδαιμον	kako/daimon	κακοδαίμων	kakodai/mwn	n-s---nn-
κακόδαιμον	kako/daimon	κακοδαίμων	kakodai/mwn	n-s---nv-
κακόδαιμον	kako/daimon	κακοδαίμων	kakodai/mwn	n-s---na-
κακόν	kako/n	κακός	kako/s	a-s---ma-
κακόν	kako/n	κακός	kako/s	a-s---nn-
κακόν	kako/n	κακός	kako/s	a-s---nv-
κακόν	kako/n	κακός	kako/s	a-s---na-
κακῶν	kakw=n	κάκη	ka/kh	n-p---fg-
κακῶν	kakw=n	κακάζω	kaka/zw	v-sfpamv-
κακῶν	kakw=n	κακάζω	kaka/zw	v-sfpann-
κακῶν	kakw=n	κακάζω	kaka/zw	v-sfpanv-
κακῶν	kakw=n	κακάζω	kaka/zw	v-sfpana-
κακῶν	kakw=n	κακάζω	kaka/zw	v-sfpamn-
κακῶν	kakw=n	κακός	kako/s	a-p---fg-
κακῶν	kakw=n	κακός	kako/s	a-p---mg-
κακῶν	kakw=n	κακός	kako/s	a-p---ng-
κακῶν	kakw=n	κακόω	kako/w	v-sppamv-
κακῶν	kakw=n	κακόω	kako/w	v-sppann-
κακῶν	kakw=n	κακόω	kako/w	v-sppanv-
κακῶν	kakw=n	κακόω	kako/w	v-sppana-
κακῶν	kakw=n	κακόω	kako/w	v-sppamn-
κακῶν	kakw=n	κακόω	kako/w	v--pna---
κακῶς	kakw=s	κακός	kako/s	x--------
κακῶς	kakw=s	κακόω	kako/w	v2spia---
καλαί	kalai/	κάλαις	ka/lais	n-s---fv-
καλαί	kalai/	καλός	kalo/s	a-p---fn-
καλαί	kalai/	καλός	kalo/s	a-p---fv-
καλεῖτε	kalei=te	καλέω	kale/w	v2pfia---
καλεῖτε	kalei=te	καλέω	kale/w	v2ppma---
καλεῖτε	kalei=te	καλέω	kale/w	v2ppoa---
καλεῖτε	kalei=te	καλέω	kale/w	v2ppia---
καλεῖτε	kalei=te	καλέω	kale/w	v2piia---
καλλίνικε	kalli/nike	καλλίνικος	kalli/nikos	n-s---mv-
καλλίνικε	kalli/nike	καλλίνικος	kalli/nikos	n-s---fv-
καλοί	kaloi/	καλός	kalo/s	a-p---mn-
καλοί	kaloi/	καλός	kalo/s	a-p---mv-
καλούς	kalou/s	καλός	kalo/s	a-p---ma-
καλά	kala/	καλός	kalo/s	a-p---nn-
καλά	kala/	καλός	kalo/s	a-p---nv-
καλά	kala/	καλός	kalo/s	a-p---na-
καλά	kala/	καλός	kalo/s	a-d---fn-
καλά	kala/	καλός	kalo/s	a-d---fv-
καλά	kala/	καλός	kalo/s	a-d---fa-
καλά	kala/	καλός	kalo/s	a-s---fn-
καλά	kala/	καλός	kalo/s	a-s---fv-
καλήν	kalh/n	καλός	kalo/s	a-s---fa-
καλόν	kalo/n	καλός	kalo/s	a-s---ma-
καλόν	kalo/n	καλός	kalo/s	a-s---nn-
καλόν	kalo/n	καλός	kalo/s	a-s---nv-
καλόν	kalo/n	καλός	kalo/s	a-s---na-
καλῶ	kalw=	καλέω	kale/w	v1sfia---
καλῶ	kalw=	καλέω	kale/w	v1spsa---
καλῶ	kalw=	καλέω	kale/w	v1spia---
καλῶ	kalw=	καλός	kalo/s	a-s---mg-
καλῶ	kalw=	καλός	kalo/s	a-s---ng-
καλῶν	kalw=n	κάλη	ka/lh	n-p---fg-
καλῶν	kalw=n	καλέω	kale/w	v-sfpamn-
καλῶν	kalw=n	καλέω	kale/w	v-sppamn-
καλῶν	kalw=n	καλός	kalo/s	a-p---fg-
καλῶν	kalw=n	καλός	kalo/s	a-p---mg-
καλῶν	kalw=n	καλός	kalo/s	a-p---ng-
καλῶν	kalw=n	κήλη	kh/lh	n-p---fg-
καλῶς	kalw=s	καλός	kalo/s	x--------
καρδίᾳ	kardi/a|	καρδία	kardi/a	n-p---fn-
καρδίᾳ	kardi/a|	καρδία	kardi/a	n-p---fv-
καρδίᾳ	kardi/a|	καρδία	kardi/a	n-s---fd-
καρκίνον	karki/non	καρκίνος	karki/nos	n-s---ma-
καρκίνον	karki/non	καρκίνος	karki/nos	n-s---nn-
καρκίνον	karki/non	καρκίνος	karki/nos	n-s---nv-
καρκίνον	karki/non	καρκίνος	karki/nos	n-s---na-
καρπίμους	karpi/mous	κάρπιμος	ka/rpimos	n-p---ma-
καρπίμους	karpi/mous	κάρπιμος	ka/rpimos	n-p---fa-
καρυκοποιεῖν	karukopoiei=n	καρυκοποιέω	karukopoie/w	v--pna---
καρχαρόδοντα	karxaro/donta	καρχαρόδους	karxaro/dous	n-p---nn-
καρχαρόδοντα	karxaro/donta	καρχαρόδους	karxaro/dous	n-p---nv-
καρχαρόδοντα	karxaro/donta	καρχαρόδους	karxaro/dous	n-p---na-
καρχαρόδοντα	karxaro/donta	καρχαρόδους	karxaro/dous	n-s---ma-
καρχαρόδοντα	karxaro/donta	καρχαρόδους	karxaro/dous	n-s---fa-
καρχαρόδοντα	karxaro/donta	καρχαρόδων	karxaro/dwn	n-s---ma-
