Αἰγαίαις	*ai)gai/ais	Αἰγαῖος	*ai)gai=os	urn:cite2:hmt:lsj.chicago_md:n2118	a-p---fd-
κἀμοί	ka)moi/	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-p---mn-
κἀμοί	ka)moi/	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-p---mv-
κἀμέ	ka)me/	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5446	a-s---mv-
κἀμέ	ka)me/	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5447	a-s---mv-
κἀμέ	ka)me/	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---ma-
κἀμέ	ka)me/	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---fa-
κἀμέ	ka)me/	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---mv-
κἀμέ	ka)me/	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-s---mv-
κἀμόν	ka)mo/n	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5446	a-s---ma-
κἀμόν	ka)mo/n	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5447	a-s---ma-
κἀμόν	ka)mo/n	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5446	a-s---nn-
κἀμόν	ka)mo/n	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5447	a-s---nn-
κἀμόν	ka)mo/n	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5446	a-s---nv-
κἀμόν	ka)mo/n	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5447	a-s---nv-
κἀμόν	ka)mo/n	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5446	a-s---na-
κἀμόν	ka)mo/n	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5447	a-s---na-
κἀμόν	ka)mo/n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---ma-
κἀμόν	ka)mo/n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---nn-
κἀμόν	ka)mo/n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---nv-
κἀμόν	ka)mo/n	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---na-
κἀμόν	ka)mo/n	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-s---ma-
κἀμόν	ka)mo/n	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-s---nn-
κἀμόν	ka)mo/n	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-s---nv-
κἀμόν	ka)mo/n	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-s---na-
κἀν	ka)n	ἐν	e)n	urn:cite2:hmt:lsj.chicago_md:n34700	r--------
κἀν	ka)n	εἰς	ei)s	urn:cite2:hmt:lsj.chicago_md:n31235	r--------
κἀνθάδ’	ka)nqa/d'	ἐνθάδε	e)nqa/de	urn:cite2:hmt:lsj.chicago_md:n35542	d--------
κἀνοτότυξεν	ka)noto/tucen	ἀνοτοτύζω	a)nototu/zw	urn:cite2:hmt:lsj.chicago_md:n9321	v3saia---
κἀπιβῶ	ka)pibw=	ἐπιβαίνω	e)pibai/nw	urn:cite2:hmt:lsj.chicago_md:n38876	v1sasa---
κἀπί	ka)pi/	ἐπί	e)pi/	urn:cite2:hmt:lsj.chicago_md:n38862	r--------
κἀπό	ka)po/	ἀπό	a)po/	urn:cite2:hmt:lsj.chicago_md:n12243	r--------
κἀρετμῶν	ka)retmw=n	ἐρετμόν	e)retmo/n	urn:cite2:hmt:lsj.chicago_md:n42319	n-p---ng-
κἀρετμῶν	ka)retmw=n	ἐρετμός	e)retmo/s	urn:cite2:hmt:lsj.chicago_md:n42320	n-p---mg-
κἀρετμῶν	ka)retmw=n	ἐρετμόω	e)retmo/w	urn:cite2:hmt:lsj.chicago_md:n42321	v-sppamv-
κἀρετμῶν	ka)retmw=n	ἐρετμόω	e)retmo/w	urn:cite2:hmt:lsj.chicago_md:n42321	v-sppann-
κἀρετμῶν	ka)retmw=n	ἐρετμόω	e)retmo/w	urn:cite2:hmt:lsj.chicago_md:n42321	v-sppanv-
κἀρετμῶν	ka)retmw=n	ἐρετμόω	e)retmo/w	urn:cite2:hmt:lsj.chicago_md:n42321	v-sppana-
κἀρετμῶν	ka)retmw=n	ἐρετμόω	e)retmo/w	urn:cite2:hmt:lsj.chicago_md:n42321	v-sppamn-
κἀρετμῶν	ka)retmw=n	ἐρετμόω	e)retmo/w	urn:cite2:hmt:lsj.chicago_md:n42321	v--pna---
κἀς	ka)s	εἰς	ei)s	urn:cite2:hmt:lsj.chicago_md:n31235	r--------
κἀσιών	ka)siw/n	εἴσειμι	ei)/seimi	urn:cite2:hmt:lsj.chicago_md:n31333	v-sppamn-
κἄλλως	ka)/llws	ἄλλος	a)/llos	urn:cite2:hmt:lsj.chicago_md:n4490	n-p---ma-
κἄλλως	ka)/llws	ἄλλως	a)/llws	urn:cite2:hmt:lsj.chicago_md:n4548	d--------
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5446	a-p---nn-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5447	a-p---nn-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5446	a-p---nv-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5447	a-p---nv-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5446	a-p---na-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5447	a-p---na-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5446	a-d---fn-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5447	a-d---fn-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5446	a-d---fv-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5447	a-d---fv-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5446	a-d---fa-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5447	a-d---fa-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5446	a-s---fn-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5447	a-s---fn-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5446	a-s---fv-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5447	a-s---fv-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5446	a-s---mv-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5447	a-s---mv-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5446	a-p---fn-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5447	a-p---fn-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5446	a-p---fv-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s	urn:cite2:hmt:lsj.chicago_md:n5447	a-p---fv-
κἄμ’	ka)/m'	ἄμη	a)/mh	urn:cite2:hmt:lsj.chicago_md:n5232	n-p---fn-
κἄμ’	ka)/m'	ἄμη	a)/mh	urn:cite2:hmt:lsj.chicago_md:n5232	n-p---fv-
κἄμ’	ka)/m'	ἄμη	a)/mh	urn:cite2:hmt:lsj.chicago_md:n5232	n-s---fd-
κἄμ’	ka)/m'	ἄμπ	a)/mp	urn:cite2:hmt:lsj.chicago_md:n5462	n-s---nn-
κἄμ’	ka)/m'	ἄμπ	a)/mp	urn:cite2:hmt:lsj.chicago_md:n5462	n-s---nv-
κἄμ’	ka)/m'	ἄμπ	a)/mp	urn:cite2:hmt:lsj.chicago_md:n5462	n-s---na-
κἄμ’	ka)/m'	ἀμίς	a)mi/s	urn:cite2:hmt:lsj.chicago_md:n5292	n-s---fv-
κἄμ’	ka)/m'	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---ma-
κἄμ’	ka)/m'	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---fa-
κἄμ’	ka)/m'	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---nn-
κἄμ’	ka)/m'	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---nv-
κἄμ’	ka)/m'	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---na-
κἄμ’	ka)/m'	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-d---fn-
κἄμ’	ka)/m'	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-d---fv-
κἄμ’	ka)/m'	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-d---fa-
κἄμ’	ka)/m'	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---fn-
κἄμ’	ka)/m'	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---fv-
κἄμ’	ka)/m'	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-s---mv-
κἄμ’	ka)/m'	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---fn-
κἄμ’	ka)/m'	ἐμός	e)mo/s	urn:cite2:hmt:lsj.chicago_md:n34194	a-p---fv-
κἄμ’	ka)/m'	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-p---nn-
κἄμ’	ka)/m'	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-p---nv-
κἄμ’	ka)/m'	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-p---na-
κἄμ’	ka)/m'	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-d---fn-
κἄμ’	ka)/m'	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-d---fv-
κἄμ’	ka)/m'	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-d---fa-
κἄμ’	ka)/m'	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-s---fn-
κἄμ’	ka)/m'	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-s---fv-
κἄμ’	ka)/m'	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-s---mv-
κἄμ’	ka)/m'	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-p---fn-
κἄμ’	ka)/m'	ἡμός	h(mo/s	urn:cite2:hmt:lsj.chicago_md:n47379	a-p---fv-
κἄν	ka)/n	κἀν	ka)n	urn:cite2:hmt:lsj.chicago_md:n53040	c--------
κἄν	ka)/n	κἀν	ka)n	urn:cite2:hmt:lsj.chicago_md:n53041	c--------
κάθηται	ka/qhtai	καθίημι	kaqi/hmi	urn:cite2:hmt:lsj.chicago_md:n51826	v3sasm---
κάκιστε	ka/kiste	κακός	kako/s	urn:cite2:hmt:lsj.chicago_md:n52332	a-s---mv-
κάκ’	ka/k'	κάκη	ka/kh	urn:cite2:hmt:lsj.chicago_md:n52083	n-p---fn-
κάκ’	ka/k'	κάκη	ka/kh	urn:cite2:hmt:lsj.chicago_md:n52083	n-p---fv-
κάκ’	ka/k'	κάκη	ka/kh	urn:cite2:hmt:lsj.chicago_md:n52083	n-s---fd-
κάλλιον	ka/llion	κάλλιον	ka/llion	urn:cite2:hmt:lsj.chicago_md:n52689	d--------
κάλλιον	ka/llion	κάλλιον	ka/llion	urn:cite2:hmt:lsj.chicago_md:n52690	d--------
κάλλιον	ka/llion	καλός	kalo/s	urn:cite2:hmt:lsj.chicago_md:n52840	a-s---mv-
κάλλιον	ka/llion	καλός	kalo/s	urn:cite2:hmt:lsj.chicago_md:n52840	a-s---fv-
κάλλιον	ka/llion	καλός	kalo/s	urn:cite2:hmt:lsj.chicago_md:n52840	a-s---nn-
κάλλιον	ka/llion	καλός	kalo/s	urn:cite2:hmt:lsj.chicago_md:n52840	a-s---nv-
κάλλιον	ka/llion	καλός	kalo/s	urn:cite2:hmt:lsj.chicago_md:n52840	a-s---na-
κάλλιστα	ka/llista	καλός	kalo/s	urn:cite2:hmt:lsj.chicago_md:n52840	a-p---nn-
κάλλιστα	ka/llista	καλός	kalo/s	urn:cite2:hmt:lsj.chicago_md:n52840	a-p---nv-
κάλλιστα	ka/llista	καλός	kalo/s	urn:cite2:hmt:lsj.chicago_md:n52840	a-p---na-
κάλλιστον	ka/lliston	καλός	kalo/s	urn:cite2:hmt:lsj.chicago_md:n52840	a-s---ma-
κάλλιστον	ka/lliston	καλός	kalo/s	urn:cite2:hmt:lsj.chicago_md:n52840	a-s---nn-
κάλλιστον	ka/lliston	καλός	kalo/s	urn:cite2:hmt:lsj.chicago_md:n52840	a-s---nv-
κάλλιστον	ka/lliston	καλός	kalo/s	urn:cite2:hmt:lsj.chicago_md:n52840	a-s---na-
κάλλος	ka/llos	κάλλος	ka/llos	urn:cite2:hmt:lsj.chicago_md:n52774	n-s---nn-
κάλλος	ka/llos	κάλλος	ka/llos	urn:cite2:hmt:lsj.chicago_md:n52774	n-s---nv-
κάλλος	ka/llos	κάλλος	ka/llos	urn:cite2:hmt:lsj.chicago_md:n52774	n-s---na-
κάλλους	ka/llous	κάλλος	ka/llos	urn:cite2:hmt:lsj.chicago_md:n52774	n-s---ng-
κάμνονθ’	ka/mnonq'	κάμνω	ka/mnw	urn:cite2:hmt:lsj.chicago_md:n52995	v-pppann-
κάμνονθ’	ka/mnonq'	κάμνω	ka/mnw	urn:cite2:hmt:lsj.chicago_md:n52995	v-pppanv-
κάμνονθ’	ka/mnonq'	κάμνω	ka/mnw	urn:cite2:hmt:lsj.chicago_md:n52995	v-pppana-
κάμνονθ’	ka/mnonq'	κάμνω	ka/mnw	urn:cite2:hmt:lsj.chicago_md:n52995	v-sppama-
κάμνονθ’	ka/mnonq'	κάμνω	ka/mnw	urn:cite2:hmt:lsj.chicago_md:n52995	v-sppamd-
κάμνονθ’	ka/mnonq'	κάμνω	ka/mnw	urn:cite2:hmt:lsj.chicago_md:n52995	v-sppand-
κάμνονθ’	ka/mnonq'	κάμνω	ka/mnw	urn:cite2:hmt:lsj.chicago_md:n52995	v3ppia---
κάμνονθ’	ka/mnonq'	κάμνω	ka/mnw	urn:cite2:hmt:lsj.chicago_md:n52995	v-dppamn-
κάμνονθ’	ka/mnonq'	κάμνω	ka/mnw	urn:cite2:hmt:lsj.chicago_md:n52995	v-dppamv-
κάμνονθ’	ka/mnonq'	κάμνω	ka/mnw	urn:cite2:hmt:lsj.chicago_md:n52995	v-dppama-
κάμνονθ’	ka/mnonq'	κάμνω	ka/mnw	urn:cite2:hmt:lsj.chicago_md:n52995	v-dppann-
κάμνονθ’	ka/mnonq'	κάμνω	ka/mnw	urn:cite2:hmt:lsj.chicago_md:n52995	v-dppanv-
κάμνονθ’	ka/mnonq'	κάμνω	ka/mnw	urn:cite2:hmt:lsj.chicago_md:n52995	v-dppana-
κάμνονθ’	ka/mnonq'	κάμνω	ka/mnw	urn:cite2:hmt:lsj.chicago_md:n52995	v3ppie---
κάμνονθ’	ka/mnonq'	κάμνω	ka/mnw	urn:cite2:hmt:lsj.chicago_md:n52995	v3piie---
κάμψῃς	ka/myh|s	κάμπτω	ka/mptw	urn:cite2:hmt:lsj.chicago_md:n53015	v2sasa---
κάμψῃς	ka/myh|s	κάμψη	ka/myh	urn:cite2:hmt:lsj.chicago_md:n53032	n-p---fd-
κάρα	ka/ra	κάρ	ka/r	urn:cite2:hmt:lsj.chicago_md:n53244	n-p---nn-
κάρα	ka/ra	κάρ	ka/r	urn:cite2:hmt:lsj.chicago_md:n53245	n-p---nn-
κάρα	ka/ra	κάρ	ka/r	urn:cite2:hmt:lsj.chicago_md:n53247	n-p---nn-
κάρα	ka/ra	κάρ	ka/r	urn:cite2:hmt:lsj.chicago_md:n53244	n-p---nv-
κάρα	ka/ra	κάρ	ka/r	urn:cite2:hmt:lsj.chicago_md:n53245	n-p---nv-
κάρα	ka/ra	κάρ	ka/r	urn:cite2:hmt:lsj.chicago_md:n53247	n-p---nv-
κάρα	ka/ra	κάρ	ka/r	urn:cite2:hmt:lsj.chicago_md:n53244	n-p---na-
κάρα	ka/ra	κάρ	ka/r	urn:cite2:hmt:lsj.chicago_md:n53245	n-p---na-
κάρα	ka/ra	κάρ	ka/r	urn:cite2:hmt:lsj.chicago_md:n53247	n-p---na-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53248	n-p---nn-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53249	n-p---nn-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53248	n-p---nv-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53249	n-p---nv-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53248	n-p---na-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53249	n-p---na-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53248	n-s---nn-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53249	n-s---nn-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53248	n-s---nv-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53249	n-s---nv-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53248	n-s---na-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53249	n-s---na-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53248	n-d---fa-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53249	n-d---fa-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53248	n-d---fn-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53249	n-d---fn-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53248	n-d---fv-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53249	n-d---fv-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53248	n-d---fa-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53249	n-d---fa-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53248	n-s---fn-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53249	n-s---fn-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53248	n-s---fv-
κάρα	ka/ra	κάρα	ka/ra	urn:cite2:hmt:lsj.chicago_md:n53249	n-s---fv-
κάρα	ka/ra	κάρον	ka/ron	urn:cite2:hmt:lsj.chicago_md:n53390	n-p---nn-
κάρα	ka/ra	κάρον	ka/ron	urn:cite2:hmt:lsj.chicago_md:n53390	n-p---nv-
κάρα	ka/ra	κάρον	ka/ron	urn:cite2:hmt:lsj.chicago_md:n53390	n-p---na-
κάστορός	ka/storo/s	κάστωρ	ka/stwr	urn:cite2:hmt:lsj.chicago_md:n53637	n-s---mg-
κάστορός	ka/storo/s	κάστωρ	ka/stwr	urn:cite2:hmt:lsj.chicago_md:n53638	n-s---mg-
κάτω	ka/tw	κάτος	ka/tos	urn:cite2:hmt:lsj.chicago_md:n56149	n-d---mn-
κάτω	ka/tw	κάτος	ka/tos	urn:cite2:hmt:lsj.chicago_md:n56149	n-d---mv-
κάτω	ka/tw	κάτος	ka/tos	urn:cite2:hmt:lsj.chicago_md:n56149	n-d---ma-
κάτω	ka/tw	κάτος	ka/tos	urn:cite2:hmt:lsj.chicago_md:n56149	n-d---fn-
κάτω	ka/tw	κάτος	ka/tos	urn:cite2:hmt:lsj.chicago_md:n56149	n-d---fv-
κάτω	ka/tw	κάτος	ka/tos	urn:cite2:hmt:lsj.chicago_md:n56149	n-d---fa-
κάτω	ka/tw	κάτος	ka/tos	urn:cite2:hmt:lsj.chicago_md:n56149	n-d---nn-
κάτω	ka/tw	κάτος	ka/tos	urn:cite2:hmt:lsj.chicago_md:n56149	n-d---nv-
κάτω	ka/tw	κάτος	ka/tos	urn:cite2:hmt:lsj.chicago_md:n56149	n-d---na-
κάτω	ka/tw	κάτος	ka/tos	urn:cite2:hmt:lsj.chicago_md:n56149	n-s---mg-
κάτω	ka/tw	κάτος	ka/tos	urn:cite2:hmt:lsj.chicago_md:n56149	n-s---fg-
κάτω	ka/tw	κάτος	ka/tos	urn:cite2:hmt:lsj.chicago_md:n56149	n-s---ng-
κάτω	ka/tw	κάτω	ka/tw	urn:cite2:hmt:lsj.chicago_md:n56149	d--------
κέκλησθέ	ke/klhsqe/	καλέω	kale/w	urn:cite2:hmt:lsj.chicago_md:n52571	v2prme---
κέκλησθέ	ke/klhsqe/	καλέω	kale/w	urn:cite2:hmt:lsj.chicago_md:n52571	v2prie---
κέκλησθέ	ke/klhsqe/	καλέω	kale/w	urn:cite2:hmt:lsj.chicago_md:n52571	v2plie---
κέκλησθέ	ke/klhsqe/	κέλομαι	ke/lomai	urn:cite2:hmt:lsj.chicago_md:n56521	v2pasm---
κέκρυπται	ke/kruptai	κρύπτω	kru/ptw	urn:cite2:hmt:lsj.chicago_md:n60245	v3srie---
κέκτηται	ke/kthtai	κτάομαι	kta/omai	urn:cite2:hmt:lsj.chicago_md:n60308	v3srie---
κέκτηται	ke/kthtai	κτέομαι	kte/omai	urn:cite2:hmt:lsj.chicago_md:n60330	v3srie---
κέλαδον	ke/ladon	κέλαδος	ke/lados	urn:cite2:hmt:lsj.chicago_md:n56449	n-s---ma-
κέλαδον	ke/ladon	κελάδω	kela/dw	urn:cite2:hmt:lsj.chicago_md:n56450	v3piia---
κέλαδον	ke/ladon	κελάδω	kela/dw	urn:cite2:hmt:lsj.chicago_md:n56450	v1siia---
κέλευε	ke/leue	κελεύω	keleu/w	urn:cite2:hmt:lsj.chicago_md:n56496	v2spma---
κέλευε	ke/leue	κελεύω	keleu/w	urn:cite2:hmt:lsj.chicago_md:n56496	v3siia---
κέλευθον	ke/leuqon	κέλευθος	ke/leuqos	urn:cite2:hmt:lsj.chicago_md:n56480	n-s---fa-
κέλευθά	ke/leuqa/	κέλευθος	ke/leuqos	urn:cite2:hmt:lsj.chicago_md:n56480	n-p---nn-
κέλευθά	ke/leuqa/	κέλευθος	ke/leuqos	urn:cite2:hmt:lsj.chicago_md:n56480	n-p---nv-
κέλευθά	ke/leuqa/	κέλευθος	ke/leuqos	urn:cite2:hmt:lsj.chicago_md:n56480	n-p---na-
κέλευσμ’	ke/leusm'	κέλευθος	ke/leuqos	urn:cite2:hmt:lsj.chicago_md:n56480	n-s---nn-
κέλευσμ’	ke/leusm'	κέλευθος	ke/leuqos	urn:cite2:hmt:lsj.chicago_md:n56480	n-s---nv-
κέλευσμ’	ke/leusm'	κέλευθος	ke/leuqos	urn:cite2:hmt:lsj.chicago_md:n56480	n-s---na-
κέλευσον	ke/leuson	κελεύω	keleu/w	urn:cite2:hmt:lsj.chicago_md:n56496	v2sama---
κέν’	ke/n'	κενός	keno/s	urn:cite2:hmt:lsj.chicago_md:n56586	a-p---nn-
κέν’	ke/n'	κενός	keno/s	urn:cite2:hmt:lsj.chicago_md:n56586	a-p---nv-
κέν’	ke/n'	κενός	keno/s	urn:cite2:hmt:lsj.chicago_md:n56586	a-p---na-
κέν’	ke/n'	κενός	keno/s	urn:cite2:hmt:lsj.chicago_md:n56586	a-d---fn-
κέν’	ke/n'	κενός	keno/s	urn:cite2:hmt:lsj.chicago_md:n56586	a-d---fv-
κέν’	ke/n'	κενός	keno/s	urn:cite2:hmt:lsj.chicago_md:n56586	a-d---fa-
κέν’	ke/n'	κενός	keno/s	urn:cite2:hmt:lsj.chicago_md:n56586	a-s---fn-
κέν’	ke/n'	κενός	keno/s	urn:cite2:hmt:lsj.chicago_md:n56586	a-s---fv-
κέν’	ke/n'	κενός	keno/s	urn:cite2:hmt:lsj.chicago_md:n56586	a-s---mv-
κέν’	ke/n'	κενός	keno/s	urn:cite2:hmt:lsj.chicago_md:n56586	a-p---fn-
κέν’	ke/n'	κενός	keno/s	urn:cite2:hmt:lsj.chicago_md:n56586	a-p---fv-
κέρας	ke/ras	κέρας	ke/ras	urn:cite2:hmt:lsj.chicago_md:n56730	n-s---nn-
κέρας	ke/ras	κέρας	ke/ras	urn:cite2:hmt:lsj.chicago_md:n56730	n-s---nv-
κέρας	ke/ras	κέρας	ke/ras	urn:cite2:hmt:lsj.chicago_md:n56730	n-s---na-
κέρδος	ke/rdos	κέρδος	ke/rdos	urn:cite2:hmt:lsj.chicago_md:n56840	n-s---nn-
κέρδος	ke/rdos	κέρδος	ke/rdos	urn:cite2:hmt:lsj.chicago_md:n56840	n-s---nv-
κέρδος	ke/rdos	κέρδος	ke/rdos	urn:cite2:hmt:lsj.chicago_md:n56840	n-s---na-
κόλποις	ko/lpois	κόλπος	ko/lpos	urn:cite2:hmt:lsj.chicago_md:n58718	n-p---md-
κόμας	ko/mas	κόμη	ko/mh	urn:cite2:hmt:lsj.chicago_md:n58782	n-p---fa-
κόμας	ko/mas	κόμη	ko/mh	urn:cite2:hmt:lsj.chicago_md:n58782	n-s---fg-
κόμας	ko/mas	κομάω	koma/w	urn:cite2:hmt:lsj.chicago_md:n58771	v2siia---
κόμης	ko/mhs	κόμη	ko/mh	urn:cite2:hmt:lsj.chicago_md:n58782	n-s---fg-
κόμης	ko/mhs	κόμης	ko/mhs	urn:cite2:hmt:lsj.chicago_md:n58784	n-s---fn-
κόμης	ko/mhs	κομάω	koma/w	urn:cite2:hmt:lsj.chicago_md:n58771	v2spia---
κόμης	ko/mhs	κομάω	koma/w	urn:cite2:hmt:lsj.chicago_md:n58771	v2siia---
κόμπῳ	ko/mpw|	κόμπος	ko/mpos	urn:cite2:hmt:lsj.chicago_md:n58840	n-s---md-
κόραι	ko/rai	κόρη	ko/rh	urn:cite2:hmt:lsj.chicago_md:n59098	n-p---fn-
κόραι	ko/rai	κόρη	ko/rh	urn:cite2:hmt:lsj.chicago_md:n59098	n-p---fv-
