Αἰγίσθου	*ai)gi/sqou	Αἴγισθος	*ai)/gisqos	n-s---mg-
νοῦν	nou=n	νέω2	ne/w2	v3piia---
νοῦν	nou=n	νέω2	ne/w2	v1siia---
νοῦν	nou=n	νέω3	ne/w3	v-sppamv-
νοῦν	nou=n	νέω3	ne/w3	v-sppann-
νοῦν	nou=n	νέω3	ne/w3	v-sppanv-
νοῦν	nou=n	νέω3	ne/w3	v-sppana-
νοῦν	nou=n	νέω3	ne/w3	v3piia---
νοῦν	nou=n	νέω3	ne/w3	v1siia---
νοῦν	nou=n	νόος	no/os	n-s---ma-
νοῦς	nou=s	νόος	no/os	n-p---ma-
νοῦς	nou=s	νόος	no/os	n-s---mn-
νυκτέρου	nukte/rou	νύκτερος	nu/kteros	n-s---mg-
νυκτέρου	nukte/rou	νύκτερος	nu/kteros	n-s---fg-
νυκτέρου	nukte/rou	νύκτερος	nu/kteros	n-s---ng-
νυκτί	nukti/	νύξ	nu/c	n-s---fd-
νυκτός	nukto/s	νύξ	nu/c	n-s---fg-
νυμφίος	numfi/os	νυμφίοσ1	numfi/os1	n-s---mn-
νυμφίος	numfi/os	νυμφίοσ2	numfi/os2	a-s---mn-
νυν	nun	νῦν	nu=n	d--------
νέκυς	ne/kus	νέκυς	ne/kus	n-p---ma-
νέκυς	ne/kus	νέκυς	ne/kus	n-s---mn-
νέμεσις	ne/mesis	νέμεσις	ne/mesis	n-s---fn-
νέμουσα	ne/mousa	νέμω	ne/mw	v-sppafn-
νέμουσα	ne/mousa	νέμω	ne/mw	v-sppafv-
νέμω	ne/mw	νέμω	ne/mw	v1spsa---
νέμω	ne/mw	νέμω	ne/mw	v1spia---
νήπιος	nh/pios	νήπιος	nh/pios	a-s---mn-
νίκα	ni/ka	νίκη	ni/kh	n-d---fn-
νίκα	ni/ka	νίκη	ni/kh	n-d---fv-
νίκα	ni/ka	νίκη	ni/kh	n-d---fa-
νίκα	ni/ka	νίκη	ni/kh	n-s---fn-
νίκα	ni/ka	νίκη	ni/kh	n-s---fv-
νίκα	ni/ka	νῖκος	ni=kos	n-p---nn-
νίκα	ni/ka	νῖκος	ni=kos	n-p---nv-
νίκα	ni/ka	νῖκος	ni=kos	n-p---na-
νίκα	ni/ka	νικάω	nika/w	v2spma---
νίκα	ni/ka	νικάω	nika/w	v3siia---
νίκην	ni/khn	νίκη	ni/kh	n-s---fa-
νίκην	ni/khn	νῖκος	ni=kos	n-s---na-
νίκην	ni/khn	νικάω	nika/w	v3piia---
νίκην	ni/khn	νικάω	nika/w	v1siia---
νίκης	ni/khs	νίκη	ni/kh	n-s---fg-
νίκης	ni/khs	νικάω	nika/w	v2spia---
νίκης	ni/khs	νικάω	nika/w	v2siia---
νόμιμα	no/mima	νόμιμος	no/mimos	a-p---nn-
νόμιμα	no/mima	νόμιμος	no/mimos	a-p---nv-
νόμιμα	no/mima	νόμιμος	no/mimos	a-p---na-
νόμοις	no/mois	νόμος	no/mos	n-p---md-
νόμον	no/mon	νόμος	no/mos	n-s---ma-
νόμων	no/mwn	νόμος	no/mos	n-p---mg-
νόμῳ	no/mw|	νόμος	no/mos	n-s---md-
νόστοις	no/stois	νόστος	no/stos	n-p---md-
νύκτες	nu/ktes	νύξ	nu/c	n-p---fn-
νύκτες	nu/ktes	νύξ	nu/c	n-p---fv-
νύξ	nu/c	νύξ	nu/c	n-s---fn-
νύξ	nu/c	νύξ	nu/c	n-s---fv-
νώ	nw/	ἐγώ	e)gw/	p-d---mn-
νώ	nw/	ἐγώ	e)gw/	p-d---mv-
νώ	nw/	ἐγώ	e)gw/	p-d---ma-
νώ	nw/	ἐγώ	e)gw/	p-d---fn-
νώ	nw/	ἐγώ	e)gw/	p-d---fv-
νώ	nw/	ἐγώ	e)gw/	p-d---fa-
νώ	nw/	νόος	no/os	n-d---mn-
νώ	nw/	νόος	no/os	n-d---mv-
νώ	nw/	νόος	no/os	n-d---ma-
νώνυμος	nw/numos	νώνυμος	nw/numos	n-s---mn-
νώνυμος	nw/numos	νώνυμος	nw/numos	n-s---fn-
νῦν	nu=n	νῦν	nu=n	d--------
νῶτα	nw=ta	νῶτον	nw=ton	n-p---nn-
νῶτα	nw=ta	νῶτον	nw=ton	n-p---nv-
νῶτα	nw=ta	νῶτον	nw=ton	n-p---na-
νῷν	nw=|n	ἐγώ	e)gw/	p-d---mg-
νῷν	nw=|n	ἐγώ	e)gw/	p-d---md-
νῷν	nw=|n	ἐγώ	e)gw/	p-d---fg-
νῷν	nw=|n	ἐγώ	e)gw/	p-d---fd-
ξανθαῖσι	canqai=si	ξανθός	canqo/s	a-p---fd-
ξεῖνε	cei=ne	ξένοσ1	ce/nos1	n-s---mv-
ξεῖνε	cei=ne	ξένοσ2	ce/nos2	a-s---mv-
ξυγγενής	cuggenh/s	συγγενής	suggenh/s	n-s---mn-
ξυγγενής	cuggenh/s	συγγενής	suggenh/s	n-s---fn-
ξυμφοράν	cumfora/n	συμφορά	sumfora/	n-s---fa-
ξυναινεῖς	cunainei=s	συναινέω	sunaine/w	v2spia---
ξυνεύδεις	cuneu/deis	συνεύδω	suneu/dw	v2spia---
ξυνθείς	cunqei/s	συντίθημι	sunti/qhmi	v-sapamn-
ξυνθείς	cunqei/s	συντίθημι	sunti/qhmi	v-sapamv-
ξυνναίοιμ’	cunnai/oim'	συνναίω	sunnai/w	v1spoa---
ξυνοίσω	cunoi/sw	συμφέρω	sumfe/rw	v1sfia---
ξυνοίσω	cunoi/sw	συνοίομαι	sunoi/omai	v2saim---
ξυνοῦσα	cunou=sa	ξυνόω	cuno/w	v-sppafn-
ξυνοῦσα	cunou=sa	ξυνόω	cuno/w	v-sppafv-
ξυνοῦσα	cunou=sa	σύνειμι1	su/neimi1	v-sppafn-
ξυνοῦσα	cunou=sa	σύνειμι1	su/neimi1	v-sppafv-
ξυνοῦσαν	cunou=san	ξυνόω	cuno/w	v-sppafa-
ξυνοῦσαν	cunou=san	σύνειμι1	su/neimi1	v-sppafa-
ξυνάπτετον	cuna/pteton	συνάπτω	suna/ptw	v2diia---
ξυνάπτετον	cuna/pteton	συνάπτω	suna/ptw	v2dpma---
ξυνάπτετον	cuna/pteton	συνάπτω	suna/ptw	v3dpia---
ξυνάπτετον	cuna/pteton	συνάπτω	suna/ptw	v2dpia---
ξυνάπτετον	cuna/pteton	συνάπτω	suna/ptw	v2diia---
ξυνέρδεις	cune/rdeis	συνέρδω	sune/rdw	v2spia---
ξυνίημι	cuni/hmi	συνίημι	suni/hmi	v1spia---
ξυνίης	cuni/hs	συνίημι	suni/hmi	v2siia---
ξυνίης	cuni/hs	συνίημι	suni/hmi	v2spia---
ξυνίης	cuni/hs	συνίημι	suni/hmi	v2siia---
ξυνίης	cuni/hs	συνίημι	suni/hmi	v2siia---
ξυνίης	cuni/hs	συνίημι	suni/hmi	v2siia---
ξυνίσασ’	cuni/sas'	σύνοιδα	su/noida	v3pria---
ξυνίσασ’	cuni/sas'	σύνοιδα	su/noida	v3ppia---
ξυνίσασ’	cuni/sas'	σύνοιδα	su/noida	v3spia---
ξυνίσασ’	cuni/sas'	συνίζω	suni/zw	v-sapafn-
ξυνίσασ’	cuni/sas'	συνίζω	suni/zw	v-sapafv-
ξυνίσασ’	cuni/sas'	συνίζω	suni/zw	v-papamd-
ξυνίσασ’	cuni/sas'	συνίζω	suni/zw	v-papand-
ξυνίσασ’	cuni/sas'	συνίζω	suni/zw	v-papafn-
ξυνίσασ’	cuni/sas'	συνίζω	suni/zw	v-papafv-
ξυνών	cunw/n	σύνειμι1	su/neimi1	v-sppamn-
ξυνῆκα	cunh=ka	συνίημι	suni/hmi	v1saia---
ξέναι	ce/nai	ξένη	ce/nh	n-p---fn-
ξέναι	ce/nai	ξένη	ce/nh	n-p---fv-
ξέναι	ce/nai	ξένη	ce/nh	n-s---fd-
ξέναι	ce/nai	ξένοσ2	ce/nos2	a-p---fn-
ξέναι	ce/nai	ξένοσ2	ce/nos2	a-p---fv-
ξέναι	ce/nai	ξένοσ2	ce/nos2	a-s---fd-
ξέναισι	ce/naisi	ξένη	ce/nh	n-p---fd-
ξέναισι	ce/naisi	ξένοσ2	ce/nos2	a-p---fd-
ξένε	ce/ne	ξένοσ1	ce/nos1	n-s---mv-
ξένε	ce/ne	ξένοσ2	ce/nos2	a-s---mv-
ξένε	ce/ne	ξένοσ2	ce/nos2	n-s---mv-
ξένε	ce/ne	ξένοσ2	ce/nos2	n-s---fv-
ξένην	ce/nhn	ξένη	ce/nh	n-s---fa-
ξένην	ce/nhn	ξένοσ2	ce/nos2	a-s---fa-
ξένοι	ce/noi	ξένοσ1	ce/nos1	n-p---mn-
ξένοι	ce/noi	ξένοσ1	ce/nos1	n-p---mv-
ξένοι	ce/noi	ξένοσ2	ce/nos2	a-p---mn-
ξένοι	ce/noi	ξένοσ2	ce/nos2	a-p---mv-
ξένοι	ce/noi	ξένοσ2	ce/nos2	n-p---mn-
ξένοι	ce/noi	ξένοσ2	ce/nos2	n-p---mv-
ξένοι	ce/noi	ξένοσ2	ce/nos2	n-p---fn-
ξένοι	ce/noi	ξένοσ2	ce/nos2	n-p---fv-
ξένος	ce/nos	ξένοσ1	ce/nos1	n-s---mn-
ξένος	ce/nos	ξένοσ2	ce/nos2	a-s---mn-
ξένος	ce/nos	ξένοσ2	ce/nos2	n-s---mn-
ξένος	ce/nos	ξένοσ2	ce/nos2	n-s---fn-
ξένου	ce/nou	ξένοσ1	ce/nos1	n-s---mg-
ξένου	ce/nou	ξένοσ2	ce/nos2	a-s---mg-
ξένου	ce/nou	ξένοσ2	ce/nos2	a-s---ng-
ξένου	ce/nou	ξένοσ2	ce/nos2	n-s---mg-
ξένου	ce/nou	ξένοσ2	ce/nos2	n-s---fg-
ξένου	ce/nou	ξένοσ2	ce/nos2	n-s---ng-
ξένου	ce/nou	ξενόω	ceno/w	v2spma---
ξένου	ce/nou	ξενόω	ceno/w	v3siia---
ξένων	ce/nwn	ξένοσ1	ce/nos1	n-p---mg-
ξένων	ce/nwn	ξένοσ2	ce/nos2	a-p---fg-
ξένων	ce/nwn	ξένοσ2	ce/nos2	a-p---mg-
ξένων	ce/nwn	ξένοσ2	ce/nos2	a-p---ng-
ξένων	ce/nwn	ξένοσ2	ce/nos2	n-p---mg-
ξένων	ce/nwn	ξένοσ2	ce/nos2	n-p---fg-
ξένων	ce/nwn	ξένοσ2	ce/nos2	n-p---ng-
ξένων	ce/nwn	ξενόω	ceno/w	v3piia---
ξένων	ce/nwn	ξενόω	ceno/w	v1siia---
ξέν’	ce/n'	ξένη	ce/nh	n-p---fn-
ξέν’	ce/n'	ξένη	ce/nh	n-p---fv-
ξέν’	ce/n'	ξένη	ce/nh	n-s---fd-
ξέν’	ce/n'	ξένοσ1	ce/nos1	n-s---mv-
ξέν’	ce/n'	ξένοσ2	ce/nos2	a-p---nn-
ξέν’	ce/n'	ξένοσ2	ce/nos2	a-p---nv-
ξέν’	ce/n'	ξένοσ2	ce/nos2	a-p---na-
ξέν’	ce/n'	ξένοσ2	ce/nos2	n-p---nn-
ξέν’	ce/n'	ξένοσ2	ce/nos2	n-p---nv-
ξέν’	ce/n'	ξένοσ2	ce/nos2	n-p---na-
ξέν’	ce/n'	ξένοσ2	ce/nos2	a-s---mv-
ξέν’	ce/n'	ξένοσ2	ce/nos2	n-s---mv-
ξέν’	ce/n'	ξένοσ2	ce/nos2	n-s---fv-
ξέν’	ce/n'	ξένοσ2	ce/nos2	a-p---fn-
ξέν’	ce/n'	ξένοσ2	ce/nos2	a-p---fv-
ξέν’	ce/n'	ξένοσ2	ce/nos2	a-s---fd-
ξύμφημι	cu/mfhmi	σύμφημι	su/mfhmi	v1spia---
ξύν	cu/n	σύν	su/n	r--------
ξύναιμος	cu/naimos	σύναιμος	su/naimos	n-s---mn-
ξύναιμος	cu/naimos	σύναιμος	su/naimos	n-s---fn-
ξύνει	cu/nei	σύνειμι2	su/neimi2	v2spia---
ξύνειμι	cu/neimi	σύνειμι1	su/neimi1	v1spia---
ξύνειμι	cu/neimi	σύνειμι2	su/neimi2	v1spia---
ξύνεστι	cu/nesti	σύνειμι1	su/neimi1	v3spia---
ξύνεστ’	cu/nest'	σύνειμι1	su/neimi1	v3spia---
ξύνεστ’	cu/nest'	σύνειμι1	su/neimi1	v2ppia---
ξύνεστ’	cu/nest'	σύνειμι1	su/neimi1	v3sfim---
ξύνοικος	cu/noikos	σύνοικος	su/noikos	n-s---mn-
ξύνοικος	cu/noikos	σύνοικος	su/noikos	n-s---fn-
οἰκείας	oi)kei/as	οἰκεῖος	oi)kei=os	a-p---fa-
οἰκείας	oi)kei/as	οἰκεῖος	oi)kei=os	a-s---fg-
οἰκονομῶ	oi)konomw=	οἰκονομέω	oi)konome/w	v1spsa---
οἰκονομῶ	oi)konomw=	οἰκονομέω	oi)konome/w	v1spia---
οἰκτρά	oi)ktra/	οἰκτρός	oi)ktro/s	a-p---nn-
οἰκτρά	oi)ktra/	οἰκτρός	oi)ktro/s	a-p---nv-
οἰκτρά	oi)ktra/	οἰκτρός	oi)ktro/s	a-p---na-
οἰκτρά	oi)ktra/	οἰκτρός	oi)ktro/s	a-d---fn-
οἰκτρά	oi)ktra/	οἰκτρός	oi)ktro/s	a-d---fv-
οἰκτρά	oi)ktra/	οἰκτρός	oi)ktro/s	a-d---fa-
οἰκτρά	oi)ktra/	οἰκτρός	oi)ktro/s	a-s---fn-
οἰκτρά	oi)ktra/	οἰκτρός	oi)ktro/s	a-s---fv-
οἰκτράν	oi)ktra/n	οἰκτρός	oi)ktro/s	a-s---fa-
οἰκτρόν	oi)ktro/n	οἰκτρός	oi)ktro/s	a-s---ma-
οἰκτρόν	oi)ktro/n	οἰκτρός	oi)ktro/s	a-s---nn-
οἰκτρόν	oi)ktro/n	οἰκτρός	oi)ktro/s	a-s---nv-
οἰκτρόν	oi)ktro/n	οἰκτρός	oi)ktro/s	a-s---na-
οἰκτρῶς	oi)ktrw=s	οἰκτρός	oi)ktro/s	x--------
οἰμωγάν	oi)mwga/n	οἰμωγή	oi)mwgh/	n-s---fa-
οἰμῶξαι	oi)mw=cai	οἰμώσσω	oi)mw/ssw	v--ana---
οἰμῶξαι	oi)mw=cai	οἰμώζω	oi)mw/zw	v--ana---
οἰστροπλῆγος	oi)stroplh=gos	οἰστροπλήξ	oi)stroplh/c	n-s---mg-
οἰστροπλῆγος	oi)stroplh=gos	οἰστροπλήξ	oi)stroplh/c	n-s---fg-
οἰχνεῖν	oi)xnei=n	οἰχνέω	oi)xne/w	v--pna---
οἰχνῶ	oi)xnw=	οἰχνέω	oi)xne/w	v1spsa---
οἰχνῶ	oi)xnw=	οἰχνέω	oi)xne/w	v1spia---
οἰχομένων	oi)xome/nwn	οἴχομαι	oi)/xomai	v-pppefg-
οἰχομένων	oi)xome/nwn	οἴχομαι	oi)/xomai	v-pppemg-
οἰχομένων	oi)xome/nwn	οἴχομαι	oi)/xomai	v-pppeng-
οἰωνούς	oi)wnou/s	οἰωνός	oi)wno/s	n-p---ma-
οἱ	oi(	ἕ	e(/	n-s---md-
οἱ	oi(	ἕ	e(/	n-s---fd-
οἱ	oi(	ὁ	o(	l-p---mn-
οἱ	oi(	ὁ	o(	l-p---mv-
οἴ	oi)/	ὄις	o)/is	n-s---mv-
οἴ	oi)/	ὄις	o)/is	n-s---fv-
οἴ	oi)/	οἰ	oi)	x--------
οἴκαδε	oi)/kade	οἴκαδε	oi)/kade	d--------
οἴκοις	oi)/kois	ἔοικα	e)/oika	v2sroa---
οἴκοις	oi)/kois	οἶκος	oi)=kos	n-p---md-
οἴκου	oi)/kou	οἶκος	oi)=kos	n-s---mg-
οἴκτιρε	oi)/ktire	οἰκτείρω	oi)ktei/rw	v2spma---
οἴκτιρε	oi)/ktire	οἰκτείρω	oi)ktei/rw	v3siia---
οἴκτιρε	oi)/ktire	οἰκτείρω	oi)ktei/rw	v3saia---
οἴκων	oi)/kwn	οἶκος	oi)=kos	n-p---mg-
οἴμοι	oi)/moi	οἴμοι	oi)/moi	x--------
οἴσει	oi)/sei	φέρω	fe/rw	v2sfim---
οἴσει	oi)/sei	φέρω	fe/rw	v3sfia---
οἴσει	oi)/sei	οἶσις	oi)=sis	n-d---fn-
οἴσει	oi)/sei	οἶσις	oi)=sis	n-d---fv-
οἴσει	oi)/sei	οἶσις	oi)=sis	n-d---fa-
οἴσει	oi)/sei	οἶσις	oi)=sis	n-s---fd-
οἴσει	oi)/sei	οἶσις	oi)=sis	n-s---fd-
οἴσειν	oi)/sein	φέρω	fe/rw	v--fna---
οἴχει	oi)/xei	οἴχομαι	oi)/xomai	v2spie---
οἴχεται	oi)/xetai	οἴχομαι	oi)/xomai	v3spie---
οἵα	oi(/a	οἷος	oi(=os	a-d---fn-
οἵα	oi(/a	οἷος	oi(=os	a-d---fv-
οἵα	oi(/a	οἷος	oi(=os	a-d---fa-
οἵα	oi(/a	οἷος	oi(=os	a-s---fn-
οἵα	oi(/a	οἷος	oi(=os	a-s---fv-
οἵδε	oi(/de	ὅδε	o(/de	n-p---mn-
οἵπερ	oi(/per	ἕ	e(/	n-s---md-
οἵπερ	oi(/per	ἕ	e(/	n-s---fd-
οἵπερ	oi(/per	ὁ	o(	l-p---mn-
οἵπερ	oi(/per	ὁ	o(	l-p---mv-
οἵπερ	oi(/per	ὅς	o(/s	p-p---mn-
οἵων	oi(/wn	οἷος	oi(=os	a-p---fg-
οἵων	oi(/wn	οἷος	oi(=os	a-p---mg-
οἵων	oi(/wn	οἷος	oi(=os	a-p---ng-
οἶδα	oi)=da	οἶδα	oi)=da	v1sria---
οἶδεν	oi)=den	οἶδα	oi)=da	v3sria---
οἶδά	oi)=da/	οἶδα	oi)=da	v1sria---
οἶκον	oi)=kon	οἶκος	oi)=kos	n-s---ma-
οἶκτος	oi)=ktos	οἶκτος	oi)=ktos	n-s---mn-
οἶκόν	oi)=ko/n	οἶκος	oi)=kos	n-s---ma-
οἶμαι	oi)=mai	οἴμη	oi)/mh	n-p---fn-
οἶμαι	oi)=mai	οἴμη	oi)/mh	n-p---fv-
οἶμαι	oi)=mai	οἴομαι	oi)/omai	v1spie---
οἶμαί	oi)=mai/	οἴμη	oi)/mh	n-p---fn-
οἶμαί	oi)=mai/	οἴμη	oi)/mh	n-p---fv-
οἶμαί	oi)=mai/	οἴομαι	oi)/omai	v1spie---
οἶσθα	oi)=sqa	οἶδα	oi)=da	v2sria---
οἶσθά	oi)=sqa/	οἶδα	oi)=da	v2sria---
οἶτον	oi)=ton	οἶτος	oi)=tos	n-s---ma-
οἷ	oi(=	ἕ	e(/	n-s---md-
οἷ	oi(=	ἕ	e(/	n-s---fd-
οἷ	oi(=	ὁ	o(	l-p---mn-
οἷ	oi(=	ὁ	o(	l-p---mv-
οἷα	oi(=a	οἷος	oi(=os	a-p---nn-
οἷα	oi(=a	οἷος	oi(=os	a-p---nv-
οἷα	oi(=a	οἷος	oi(=os	a-p---na-
οἷον	oi(=on	οἷος	oi(=os	a-s---ma-
οἷον	oi(=on	οἷος	oi(=os	a-s---nn-
οἷον	oi(=on	οἷος	oi(=os	a-s---nv-
οἷον	oi(=on	οἷος	oi(=os	a-s---na-
οἷπερ	oi(=per	οἷπερ	oi(=per	d--------
οἷς	oi(=s	ὅς	o(/s	p-p---md-
οἷς	oi(=s	ὅς	o(/s	p-p---nd-
οἷσι	oi(=si	ὅς	o(/s	p-p---md-
οἷσι	oi(=si	ὅς	o(/s	p-p---nd-
οἷσιν	oi(=sin	ὅς	o(/s	p-p---md-
οἷσιν	oi(=sin	ὅς	o(/s	p-p---nd-
οὐ	ou)	οὐ	ou)	d--------
οὐδεμία	ou)demi/a	οὐδείς	ou)dei/s	n-s---fn-
οὐδεμία	ou)demi/a	οὐδείς	ou)dei/s	n-s---fv-
οὐδεμία	ou)demi/a	οὐδείς	ou)dei/s	n-d---fn-
οὐδεμία	ou)demi/a	οὐδείς	ou)dei/s	n-d---fv-
οὐδεμία	ou)demi/a	οὐδείς	ou)dei/s	n-d---fa-
οὐδεμία	ou)demi/a	οὐδείς	ou)dei/s	a-d---fn-
οὐδεμία	ou)demi/a	οὐδείς	ou)dei/s	a-d---fv-
οὐδεμία	ou)demi/a	οὐδείς	ou)dei/s	a-d---fa-
οὐδεμία	ou)demi/a	οὐδείς	ou)dei/s	a-s---fn-
οὐδεμία	ou)demi/a	οὐδείς	ou)dei/s	a-s---fv-
οὐδενός	ou)deno/s	οὐδείς	ou)dei/s	n-s----g-
οὐδείς	ou)dei/s	οὐδείς	ou)dei/s	n-s---mn-
οὐδείς	ou)dei/s	οὐδείς	ou)dei/s	n-s---mv-
οὐδέ	ou)de/	οὐδέ	ou)de/	g--------
οὐδέ	ou)de/	οὐδόσ1	ou)do/s1	n-s---mv-
οὐδέ	ou)de/	οὐδόσ2	ou)do/s2	n-s---fv-
οὐδέν	ou)de/n	οὐδείς	ou)dei/s	n-s---nn-
οὐδέν	ou)de/n	οὐδείς	ou)dei/s	n-s---nv-
οὐδέν	ou)de/n	οὐδείς	ou)dei/s	n-s---na-
οὐκ	ou)k	οὐ	ou)	d--------
οὐκοῦν	ou)kou=n	οὐκοῦν	ou)kou=n	d--------
οὐκέτι	ou)ke/ti	οὐκέτι	ou)ke/ti	d--------
οὐρανίαν	ou)rani/an	οὐράνιος	ou)ra/nios	a-s---fa-
οὐρανῷ	ou)ranw=|	οὐρανός	ou)rano/s	n-s---md-
οὐχ	ou)x	οὐ	ou)	d--------
οὐχί	ou)xi/	οὐ	ou)	d--------
οὑμός	ou(mo/s	ἐμός	e)mo/s	a-s---mn-
οὑμός	ou(mo/s	ὑμός	u(mo/s	a-s---mn-
οὑν	ou(n	ἐν	e)n	r--------
οὑν	ou(n	εἰς	ei)s	r--------
οὑξ	ou(c	ἐκ	e)k	r--------
οὑπαρήξων	ou(parh/cwn	ἐπαρήγω	e)parh/gw	v-sfpamn-
οὑπόθεις	ou(po/qeis	ποθέω	poqe/w	v2siia---
οὑπόθεις	ou(po/qeis	ὑποθέω	u(poqe/w	v2siia---
οὑφόρει	ou(fo/rei	ἐφοράω	e)fora/w	v2spma---
οὑφόρει	ou(fo/rei	ἐποράω	e)pora/w	v2spma---
οὑφόρει	ou(fo/rei	φορέω	fore/w	v3siia---
οὑφόρει	ou(fo/rei	ὑφοράω	u(fora/w	v3siia---
οὑφόρει	ou(fo/rei	ὑφοράω	u(fora/w	v2spma---
οὑφόρει	ou(fo/rei	ὑφοράω	u(fora/w	v2spma---
οὔ	ou)/	οὐ	ou)	d--------
οὔθ’	ou)/q'	οὔτε	ou)/te	d--------
οὔθ’	ou)/q'	οὔτι	ou)/ti	d--------
οὔθ’	ou)/q'	οὔτις	ou)/tis	n-s---nn-
οὔθ’	ou)/q'	οὔτις	ou)/tis	n-s---nv-
οὔθ’	ou)/q'	οὔτις	ou)/tis	n-s---na-
οὔκ	ou)/k	οὐ	ou)	d--------
οὔκουν	ou)/koun	οὔκουν	ou)/koun	d--------
οὔσας	ou)/sas	εἰμί	ei)mi/	v-pppafa-
οὔσας	ou)/sas	εἰμί	ei)mi/	v-sppafg-
οὔτε	ou)/te	οὔτε	ou)/te	d--------
οὔτιν’	ou)/tin'	οὔτις	ou)/tis	n-s---ma-
οὔτιν’	ou)/tin'	οὔτις	ou)/tis	n-s---fa-
οὔτιν’	ou)/tin'	οὔτις	ou)/tis	n-p---nn-
οὔτιν’	ou)/tin'	οὔτις	ou)/tis	n-p---nv-
οὔτιν’	ou)/tin'	οὔτις	ou)/tis	n-p---na-
οὔτιν’	ou)/tin'	οὔτις	ou)/tis	n-s----d-
οὔτιν’	ou)/tin'	οὔτις	ou)/tis	n-d----n-
οὔτιν’	ou)/tin'	οὔτις	ou)/tis	n-d----v-
οὔτιν’	ou)/tin'	οὔτις	ou)/tis	n-d----a-
οὔτις	ou)/tis	οὔτις	ou)/tis	n-s---mn-
οὔτις	ou)/tis	οὔτις	ou)/tis	n-s---fn-
οὔτοι	ou)/toi	οὔτοι	ou)/toi	d--------
οὔτ’	ou)/t'	οὔτε	ou)/te	d--------
οὔτ’	ou)/t'	οὔτι	ou)/ti	d--------
οὔτ’	ou)/t'	οὔτις	ou)/tis	n-s---nn-
οὔτ’	ou)/t'	οὔτις	ou)/tis	n-s---nv-
οὔτ’	ou)/t'	οὔτις	ou)/tis	n-s---na-
οὕνεκα	ou(/neka	οὕνεκα	ou(/neka	c--------
οὕνεκ’	ou(/nek'	οὕνεκα	ou(/neka	c--------
οὕς	ou(/s	ὅς	o(/s	p-p---ma-
οὕτω	ou(/tw	οὕτως	ou(/tws	d--------
οὕτως	ou(/tws	οὕτως	ou(/tws	d--------
οὖδας	ou)=das	οὖδας	ou)=das	n-s---nn-
οὖδας	ou)=das	οὖδας	ou)=das	n-s---nv-
οὖδας	ou)=das	οὖδας	ou)=das	n-s---na-
οὖν	ou)=n	οὖν	ou)=n	g--------
οὖς	ou)=s	οὖς	ou)=s	n-s---nn-
οὖς	ou)=s	οὖς	ou)=s	n-s---nv-
οὖς	ou)=s	οὖς	ou)=s	n-s---na-
οὖσα	ou)=sa	εἰμί	ei)mi/	v-sppafn-
οὖσα	ou)=sa	εἰμί	ei)mi/	v-sppafv-
οὖσα	ou)=sa	οὖσον	ou)=son	n-p---nn-
οὖσα	ou)=sa	οὖσον	ou)=son	n-p---nv-
οὖσα	ou)=sa	οὖσον	ou)=son	n-p---na-
οὖσαν	ou)=san	εἰμί	ei)mi/	v-sppafa-
οὖσ’	ou)=s'	εἰμί	ei)mi/	v-sppafn-
οὖσ’	ou)=s'	εἰμί	ei)mi/	v-sppafv-
οὖσ’	ou)=s'	εἰμί	ei)mi/	v-pppamd-
οὖσ’	ou)=s'	εἰμί	ei)mi/	v-pppand-
οὖσ’	ou)=s'	εἰμί	ei)mi/	v-pppafn-
οὖσ’	ou)=s'	εἰμί	ei)mi/	v-pppafv-
οὖσ’	ou)=s'	οὖσον	ou)=son	n-p---nn-
οὖσ’	ou)=s'	οὖσον	ou)=son	n-p---nv-
οὖσ’	ou)=s'	οὖσον	ou)=son	n-p---na-
οὗ	ou(=	ἕ	e(/	n-s---mg-
οὗ	ou(=	ἕ	e(/	n-s---fg-
οὗ	ou(=	ἵημι	i(/hmi	v--amm---
οὗ	ou(=	ὅς	o(/s	p-s---mg-
οὗ	ou(=	ὅς	o(/s	p-s---ng-
οὗ	ou(=	οὗ	ou(=	d--------
οὗτος	ou(=tos	οὗτος	ou(=tos	n-s---mn-
οὗτος	ou(=tos	οὗτος	ou(=tos	n-s---mv-
οὗτός	ou(=to/s	οὗτος	ou(=tos	n-s---mn-
οὗτός	ou(=to/s	οὗτος	ou(=tos	n-s---mv-
παγκοίνου	pagkoi/nou	πάγκοινος	pa/gkoinos	n-s---mg-
παγκοίνου	pagkoi/nou	πάγκοινος	pa/gkoinos	n-s---fg-
παγκοίνου	pagkoi/nou	πάγκοινος	pa/gkoinos	n-s---ng-
παγχρύσων	pagxru/swn	πάγχρυσος	pa/gxrusos	n-p---mg-
παγχρύσων	pagxru/swn	πάγχρυσος	pa/gxrusos	n-p---fg-
παγχρύσων	pagxru/swn	πάγχρυσος	pa/gxrusos	n-p---ng-
παγχρύσων	pagxru/swn	παγχρύσεος	pagxru/seos	n-p---mg-
παγχρύσων	pagxru/swn	παγχρύσεος	pagxru/seos	n-p---fg-
παγχρύσων	pagxru/swn	παγχρύσεος	pagxru/seos	n-p---ng-
παγχάλκων	pagxa/lkwn	πάγχαλκος	pa/gxalkos	n-p---mg-
παγχάλκων	pagxa/lkwn	πάγχαλκος	pa/gxalkos	n-p---fg-
παγχάλκων	pagxa/lkwn	πάγχαλκος	pa/gxalkos	n-p---ng-
