Αἰακιδᾶν	*ai)akida=n	Αἰακίδης	*ai)aki/dhs	n-p---mg-
Ἀγαμέμνον’	*)agame/mnon'	Ἀγαμέμνων	*)agame/mnwn	n-d---ma-
Ἀθάνα	*)aqa/na	Ἀθήνη	*)aqh/nh	n-s---fn-
Ἀθάνα	*)aqa/na	Ἀθήνη	*)aqh/nh	n-s---fv-
Ἀθάνας	*)aqa/nas	Ἀθήνη	*)aqh/nh	n-s---fg-
Ἀθάνας	*)aqa/nas	Ἀθῆναι	*)aqh=nai	n-p---fa-
Ἀθῆναι	*)aqh=nai	Ἀθῆναι	*)aqh=nai	n-p---fn-
Ἀθῆναι	*)aqh=nai	Ἀθῆναι	*)aqh=nai	n-p---fv-
Ἀλκμήνης	*)alkmh/nhs	Ἀλκμήνη	*)alkmh/nh	n-s---fg-
Ἀπόλλων	*)apo/llwn	Ἀπόλλων	*)apo/llwn	n-s---mn-
Ἀπόλλων	*)apo/llwn	Ἀπόλλων	*)apo/llwn	n-s---mv-
Ἀργείοις	*)argei/ois	Ἀργεῖος	*)argei=os	a-p---md-
Ἀργείοις	*)argei/ois	Ἀργεῖος	*)argei=os	a-p---nd-
Ἀργείοισι	*)argei/oisi	Ἀργεῖος	*)argei=os	a-p---md-
Ἀργείοισι	*)argei/oisi	Ἀργεῖος	*)argei=os	a-p---nd-
Ἀργείοισιν	*)argei/oisin	Ἀργεῖος	*)argei=os	a-p---md-
Ἀργείοισιν	*)argei/oisin	Ἀργεῖος	*)argei=os	a-p---nd-
Ἀργείων	*)argei/wn	Ἀργεῖος	*)argei=os	a-p---fg-
Ἀργείων	*)argei/wn	Ἀργεῖος	*)argei=os	a-p---mg-
Ἀργείων	*)argei/wn	Ἀργεῖος	*)argei=os	a-p---ng-
Ἀτρειδᾶν	*)atreida=n	Ἀτρείδης	*)atrei/dhs	n-p---mg-
Ἀτρειδᾶν	*)atreida=n	Ἀτρείδης	*)atrei/dhs	n-p---mg-
Ἀτρειδῶν	*)atreidw=n	Ἀτρείδης	*)atrei/dhs	n-p---mg-
Ἀτρειδῶν	*)atreidw=n	Ἀτρείδης	*)atrei/dhs	n-p---mg-
Ἀτρείδαις	*)atrei/dais	Ἀτρείδης	*)atrei/dhs	n-p---md-
Ἀτρείδαις	*)atrei/dais	Ἀτρείδης	*)atrei/dhs	n-p---md-
Ἀτρείδαισιν	*)atrei/daisin	Ἀτρείδης	*)atrei/dhs	n-p---md-
Ἀτρείδαισιν	*)atrei/daisin	Ἀτρείδης	*)atrei/dhs	n-p---md-
Ἀτρείδας	*)atrei/das	Ἀτρείδης	*)atrei/dhs	n-s---mn-
Ἀτρείδας	*)atrei/das	Ἀτρείδης	*)atrei/dhs	n-p---ma-
Ἀτρείδας	*)atrei/das	Ἀτρείδης	*)atrei/dhs	n-p---ma-
Ἀτρείδας	*)atrei/das	Ἀτρείδης	*)atrei/dhs	n-s---mn-
Ἀτρείδη	*)atrei/dh	Ἀτρείδης	*)atrei/dhs	n-s---mv-
Ἀτρείδη	*)atrei/dh	Ἀτρείδης	*)atrei/dhs	n-s---mv-
Ἀτρεῖδαι	*)atrei=dai	Ἀτρείδης	*)atrei/dhs	n-p---mn-
Ἀτρεῖδαι	*)atrei=dai	Ἀτρείδης	*)atrei/dhs	n-p---mv-
Ἀτρέα	*)atre/a	Ἀτρεύς	*)atreu/s	n-s---ma-
Ἀχαιούς	*)axaiou/s	Ἀχαιός	*)axaio/s	a-p---ma-
Ἀχαιοῖς	*)axaioi=s	Ἀχαιός	*)axaio/s	a-p---md-
Ἀχαιοῖς	*)axaioi=s	Ἀχαιός	*)axaio/s	a-p---nd-
Ἀχαιῶν	*)axaiw=n	Ἀχαιός	*)axaio/s	a-p---fg-
Ἀχαιῶν	*)axaiw=n	Ἀχαιός	*)axaio/s	a-p---mg-
Ἀχαιῶν	*)axaiw=n	Ἀχαιός	*)axaio/s	a-p---ng-
Ἀχαιῶν	*)axaiw=n	ἀχαιά	a)xaia/	n-p---fg-
Ἀχιλλείων	*)axillei/wn	Ἀχίλλειος	*)axi/lleios	a-p---fg-
Ἀχιλλείων	*)axillei/wn	Ἀχίλλειος	*)axi/lleios	a-p---mg-
Ἀχιλλείων	*)axillei/wn	Ἀχίλλειος	*)axi/lleios	a-p---ng-
Ἀχιλλεύς	*)axilleu/s	Ἀχιλλεύς	*)axilleu/s	n-s---mn-
Ἀχιλλέως	*)axille/ws	Ἀχιλλεύς	*)axilleu/s	n-s---mg-
Ἀχιλλέως	*)axille/ws	Ἀχιλλεύς	*)axilleu/s	n-s---mg-
Ἀχιλλέως	*)axille/ws	Ἀχιλλεύς	*)axilleu/s	n-s---mn-
Ἄρει	*)/arei	Ἄρευς	*)/areus	n-s---md-
Ἄρει	*)/arei	Ἄρευς	*)/areus	n-s---md-
Ἄρει	*)/arei	Ἄρης	*)/arhs	n-s---md-
Ἄρει	*)/arei	Ἄρης	*)/arhs	n-s---md-
Ἄρει	*)/arei	Ἄρης	*)/arhs	n-s---md-
Ἄρει	*)/arei	Ἄρης	*)/arhs	n-s---md-
Ἄρει	*)/arei	Ἄρις	*)/aris	n-d---fn-
Ἄρει	*)/arei	Ἄρις	*)/aris	n-d---fv-
Ἄρει	*)/arei	Ἄρις	*)/aris	n-d---fa-
Ἄρει	*)/arei	Ἄρις	*)/aris	n-s---fd-
Ἄρει	*)/arei	Ἄρις	*)/aris	n-s---fd-
Ἄρει	*)/arei	ἄρος	a)/ros	n-d---nn-
Ἄρει	*)/arei	ἄρος	a)/ros	n-d---nv-
Ἄρει	*)/arei	ἄρος	a)/ros	n-d---na-
Ἄρει	*)/arei	ἄρος	a)/ros	n-s---nd-
Ἄρει	*)/arei	ἄρος	a)/ros	n-s---nd-
Ἄρει	*)/arei	ἀρέμ	a)re/m	n-s---fv-
Ἄρει	*)/arei	ἀρέμ	a)re/m	n-s---fd-
Ἄρει	*)/arei	αἴρω	ai)/rw	v3sasa---
Ἄρη	*)/arh	Ἄρευς	*)/areus	n-s---ma-
Ἄρη	*)/arh	Ἄρης	*)/arhs	n-s---ma-
Ἄρη	*)/arh	Ἄρης	*)/arhs	n-s---mv-
Ἄρη	*)/arh	Ἄρης	*)/arhs	n-s---ma-
Ἄρη	*)/arh	Ἄρης	*)/arhs	n-s---mv-
Ἄρη	*)/arh	Ἄρις	*)/aris	n-d---fn-
Ἄρη	*)/arh	Ἄρις	*)/aris	n-d---fv-
Ἄρη	*)/arh	Ἄρις	*)/aris	n-d---fa-
Ἄρη	*)/arh	ἄρος	a)/ros	n-p---nn-
Ἄρη	*)/arh	ἄρος	a)/ros	n-p---nv-
Ἄρη	*)/arh	ἄρος	a)/ros	n-p---na-
Ἄρη	*)/arh	ἄρος	a)/ros	n-d---nn-
Ἄρη	*)/arh	ἄρος	a)/ros	n-d---nv-
Ἄρη	*)/arh	ἄρος	a)/ros	n-d---na-
Ἄρης	*)/arhs	Ἄρης	*)/arhs	n-s---mn-
Ἄρης	*)/arhs	Ἄρης	*)/arhs	n-s---mn-
Ἄρης	*)/arhs	Ἄρης	*)/arhs	n-s---mn-
Ἄρης	*)/arhs	Ἄρης	*)/arhs	n-s---mn-
Ἄρης	*)/arhs	Ἄρις	*)/aris	n-p---fn-
Ἄρης	*)/arhs	Ἄρις	*)/aris	n-p---fv-
Ἄρτεμις	*)/artemis	Ἄρτεμις	*)/artemis	n-s---fn-
Ἅιδαν	*(/aidan	Ἅιδης	*(/aidhs	n-s---ma-
Ἅιδης	*(/aidhs	Ἅιδης	*(/aidhs	n-s---mn-
Ἅιδου	*(/aidou	Ἅιδης	*(/aidhs	n-s---mg-
Ἅιδᾳ	*(/aida|	Ἅιδης	*(/aidhs	n-s---md-
ἐγγύθεν	e)ggu/qen	ἐγγύθεν	e)ggu/qen	d--------
ἐγγύς	e)ggu/s	ἐγγύς	e)ggu/s	d--------
ἐγείνατο	e)gei/nato	γείνομαι	gei/nomai	v3saim---
ἐγκαταζεύξας	e)gkatazeu/cas	ἐγκαταζεύγνυμι	e)gkatazeu/gnumi	v-sapamn-
ἐγκαταζεύξας	e)gkatazeu/cas	ἐγκαταζεύγνυμι	e)gkatazeu/gnumi	v-sapamv-
ἐγκεκλῃμένους	e)gkeklh|me/nous	ἐγκλείω	e)gklei/w	v-prpema-
ἐγκεκλῃμένους	e)gkeklh|me/nous	ἐγκλείω	e)gklei/w	v-prpema-
ἐγκονῶμεν	e)gkonw=men	ἐγκονέω	e)gkone/w	v1ppsa---
ἐγκονῶμεν	e)gkonw=men	ἐγκονέω	e)gkone/w	v1ppsa---
ἐγκόνει	e)gko/nei	ἐγκονέω	e)gkone/w	v2spma---
ἐγκόνει	e)gko/nei	ἐγκονέω	e)gkone/w	v2spma---
ἐγκόνει	e)gko/nei	ἐγκονέω	e)gkone/w	v3siia---
ἐγκόνει	e)gko/nei	ἐγκονέω	e)gkone/w	v3siia---
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---mn-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---mv-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---fn-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---fv-
ἐδεξάμην	e)deca/mhn	δέχομαι	de/xomai	v1saim---
ἐδεξάμην	e)deca/mhn	δείκνυμι	dei/knumi	v1saim---
ἐδωρήθη	e)dwrh/qh	δωρέομαι	dwre/omai	v3saie---
ἐδωρήθη	e)dwrh/qh	δωρέω	dwre/w	v3saip---
ἐδήλωσας	e)dh/lwsas	δηλόω	dhlo/w	v2saia---
ἐδίδαξεν	e)di/dacen	διδάσκω	dida/skw	v3saia---
ἐθηλύνθην	e)qhlu/nqhn	θηλύνω	qhlu/nw	v3paip---
ἐθηλύνθην	e)qhlu/nqhn	θηλύνω	qhlu/nw	v1saip---
ἐθρόησας	e)qro/hsas	θροέω	qroe/w	v2saia---
ἐκ	e)k	ἐκ	e)k	r--------
ἐκαρτέρουν	e)karte/roun	καρτερέω	kartere/w	v3piia---
ἐκαρτέρουν	e)karte/roun	καρτερέω	kartere/w	v1siia---
ἐκαρτέρουν	e)karte/roun	καρτερόω	kartero/w	v3piia---
ἐκαρτέρουν	e)karte/roun	καρτερόω	kartero/w	v1siia---
ἐκβαλεῖν	e)kbalei=n	ἐκβάλλω	e)kba/llw	v--ana---
ἐκβαλεῖν	e)kbalei=n	ἐκβάλλω	e)kba/llw	v--fna---
ἐκβεβλημένη	e)kbeblhme/nh	ἐκβάλλω	e)kba/llw	v-srpefn-
ἐκβεβλημένη	e)kbeblhme/nh	ἐκβάλλω	e)kba/llw	v-srpefv-
ἐκβεβλημένος	e)kbeblhme/nos	ἐκβάλλω	e)kba/llw	v-srpemn-
ἐκβάλῃ	e)kba/lh|	ἐκβάλλω	e)kba/llw	v2sase---
ἐκβάλῃ	e)kba/lh|	ἐκβάλλω	e)kba/llw	v3sasa---
ἐκβάλῃ	e)kba/lh|	ἐκβάλλω	e)kba/llw	v2sasm---
ἐκβάλῃ	e)kba/lh|	ἐκβάλλω	e)kba/llw	v3sasa---
ἐκγόνων	e)kgo/nwn	ἔκγονος	e)/kgonos	n-p---mg-
ἐκγόνων	e)kgo/nwn	ἔκγονος	e)/kgonos	n-p---fg-
ἐκγόνων	e)kgo/nwn	ἔκγονος	e)/kgonos	n-p---ng-
ἐκείνου	e)kei/nou	ἐκεῖνος	e)kei=nos	n-s---ng-
ἐκείνου	e)kei/nou	ἐκεῖνος	e)kei=nos	n-s---mg-
ἐκείνου	e)kei/nou	κενόω	keno/w	v3siia---
ἐκείνους	e)kei/nous	ἐκεῖνος	e)kei=nos	n-p---ma-
ἐκείνους	e)kei/nous	κενόω	keno/w	v2siia---
ἐκείνῳ	e)kei/nw|	ἐκεῖνος	e)kei=nos	n-s---nd-
ἐκείνῳ	e)kei/nw|	ἐκεῖνος	e)kei=nos	n-s---md-
ἐκεῖ	e)kei=	ἐκεῖ	e)kei=	d--------
ἐκεῖνα	e)kei=na	ἐκεῖνος	e)kei=nos	n-p---nn-
ἐκεῖνα	e)kei=na	ἐκεῖνος	e)kei=nos	n-p---nv-
ἐκεῖνα	e)kei=na	ἐκεῖνος	e)kei=nos	n-p---na-
ἐκεῖνον	e)kei=non	ἐκεῖνος	e)kei=nos	n-s---ma-
ἐκεῖνος	e)kei=nos	ἐκεῖνος	e)kei=nos	n-s---mn-
ἐκεῖνό	e)kei=no/	ἐκεῖνος	e)kei=nos	n-s---nn-
ἐκεῖνό	e)kei=no/	ἐκεῖνος	e)kei=nos	n-s---nv-
ἐκεῖνό	e)kei=no/	ἐκεῖνος	e)kei=nos	n-s---na-
ἐκεῖσ’	e)kei=s'	ἐκεῖσε	e)kei=se	d--------
ἐκκάλυψον	e)kka/luyon	ἐκκαλύπτω	e)kkalu/ptw	v2sama---
ἐκλύσων	e)klu/swn	ἐκλύω	e)klu/w	v-sfpamn-
ἐκνεμεῖ	e)knemei=	ἐκνέμομαι	e)kne/momai	v2sfim---
ἐκνεμεῖ	e)knemei=	ἐκνέμομαι	e)kne/momai	v3sfia---
ἐκνάπτετ’	e)kna/ptet'	κνάπτω	kna/ptw	v3siie---
ἐκνάπτετ’	e)kna/ptet'	κνάπτω	kna/ptw	v2piia---
ἐκοίμισε	e)koi/mise	κοιμίζω	koimi/zw	v3saia---
ἐκπεφευγότες	e)kpefeugo/tes	ἐκφεύγω	e)kfeu/gw	v-prpamn-
ἐκπεφευγότες	e)kpefeugo/tes	ἐκφεύγω	e)kfeu/gw	v-prpamv-
ἐκπεύσει	e)kpeu/sei	ἐκπυνθάνομαι	e)kpunqa/nomai	v2sfim---
ἐκπνεύσας	e)kpneu/sas	ἐκπνέω	e)kpne/w	v-pppafa-
ἐκπνεύσας	e)kpneu/sas	ἐκπνέω	e)kpne/w	v-sppafg-
ἐκπνεύσας	e)kpneu/sas	ἐκπνέω	e)kpne/w	v-sapamn-
ἐκπνεύσας	e)kpneu/sas	ἐκπνέω	e)kpne/w	v-sapamv-
ἐκποδών	e)kpodw/n	ἐκποδών	e)kpodw/n	d--------
ἐκπέπληγμαι	e)kpe/plhgmai	ἐκπλήσσω	e)kplh/ssw	v1srie---
ἐκπέσοι	e)kpe/soi	ἐκπίτνω	e)kpi/tnw	v3saoa---
ἐκρήξει	e)krh/cei	ἔκρηξις	e)/krhcis	n-d---fn-
ἐκρήξει	e)krh/cei	ἔκρηξις	e)/krhcis	n-d---fv-
ἐκρήξει	e)krh/cei	ἔκρηξις	e)/krhcis	n-d---fa-
ἐκρήξει	e)krh/cei	ἔκρηξις	e)/krhcis	n-s---fd-
ἐκρήξει	e)krh/cei	ἔκρηξις	e)/krhcis	n-s---fd-
ἐκρήξει	e)krh/cei	ἐκρήγνυμι	e)krh/gnumi	v3sasa---
ἐκρήξει	e)krh/cei	ἐκρήγνυμι	e)krh/gnumi	v2sfim---
ἐκρήξει	e)krh/cei	ἐκρήγνυμι	e)krh/gnumi	v3sfia---
ἐκρήξει	e)krh/cei	ἐκρήσσω	e)krh/ssw	v3sasa---
ἐκρήξει	e)krh/cei	ἐκρήσσω	e)krh/ssw	v2sfim---
ἐκρήξει	e)krh/cei	ἐκρήσσω	e)krh/ssw	v3sfia---
ἐκσῴζει	e)ksw/|zei	ἐκσῴζω	e)ksw/|zw	v2spie---
ἐκσῴζει	e)ksw/|zei	ἐκσῴζω	e)ksw/|zw	v3spia---
ἐκτησάμην	e)kthsa/mhn	κτάομαι	kta/omai	v1saim---
ἐκτησάμην	e)kthsa/mhn	κτέομαι	kte/omai	v1saie---
ἐκτρέπω	e)ktre/pw	ἐκτρέπω	e)ktre/pw	v1spsa---
ἐκτρέπω	e)ktre/pw	ἐκτρέπω	e)ktre/pw	v1spia---
ἐκτέταται	e)kte/tatai	ἐκτείνω	e)ktei/nw	v3srie---
ἐκτήσαθ’	e)kth/saq'	κτάομαι	kta/omai	v3saim---
ἐκτήσαθ’	e)kth/saq'	κτέομαι	kte/omai	v3saie---
ἐκτήσατ’	e)kth/sat'	κτάομαι	kta/omai	v3saim---
ἐκτήσατ’	e)kth/sat'	κτέομαι	kte/omai	v3saie---
ἐκτίσαιτ’	e)kti/sait'	ἐκτίνω	e)kti/nw	v3saom---
ἐκτίσαιτ’	e)kti/sait'	ἐκτίνω	e)kti/nw	v2paoa---
ἐκτός	e)kto/s	ἐκτός	e)kto/s	d--------
ἐκφέρει	e)kfe/rei	ἐκφέρω	e)kfe/rw	v2spie---
ἐκφέρει	e)kfe/rei	ἐκφέρω	e)kfe/rw	v3spia---
ἐκχωροῦσιν	e)kxwrou=sin	ἐκχωρέω	e)kxwre/w	v-pppamd-
ἐκχωροῦσιν	e)kxwrou=sin	ἐκχωρέω	e)kxwre/w	v-pppand-
ἐκχωροῦσιν	e)kxwrou=sin	ἐκχωρέω	e)kxwre/w	v3ppia---
ἐκχωροῦσιν	e)kxwrou=sin	ἐκχωρέω	e)kxwre/w	v-pppamd-
ἐκχωροῦσιν	e)kxwrou=sin	ἐκχωρέω	e)kxwre/w	v-pppand-
ἐκχωροῦσιν	e)kxwrou=sin	ἐκχωρέω	e)kxwre/w	v3ppia---
ἐκόμπει	e)ko/mpei	κομπέω	kompe/w	v3siia---
ἐκόμπεις	e)ko/mpeis	κομπέω	kompe/w	v2siia---
ἐλαφαβολίας	e)lafaboli/as	ἐλαφηβολία	e)lafhboli/a	n-p---fa-
ἐλαφαβολίας	e)lafaboli/as	ἐλαφηβολία	e)lafhboli/a	n-s---fg-
ἐλευθέρου	e)leuqe/rou	ἐλεύθερος	e)leu/qeros	a-s---mg-
ἐλευθέρου	e)leuqe/rou	ἐλεύθερος	e)leu/qeros	a-s---ng-
ἐλευθέρου	e)leuqe/rou	ἐλεύθερος	e)leu/qeros	n-s---mg-
ἐλευθέρου	e)leuqe/rou	ἐλεύθερος	e)leu/qeros	n-s---fg-
ἐλευθέρου	e)leuqe/rou	ἐλεύθερος	e)leu/qeros	n-s---ng-
ἐλευθέρου	e)leuqe/rou	ἐλευθερόω	e)leuqero/w	v2spma---
ἐλευθέρου	e)leuqe/rou	ἐλευθερόω	e)leuqero/w	v3siia---
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	a-s---ma-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	a-s---nn-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	a-s---nv-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	a-s---na-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	n-s---ma-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	n-s---fa-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	n-s---nn-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	n-s---nv-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	n-s---na-
ἐληλυθώς	e)lhluqw/s	ἔρχομαι	e)/rxomai	v-srpamn-
ἐληλυθώς	e)lhluqw/s	ἔρχομαι	e)/rxomai	v-srpamv-
ἐλθοῦσα	e)lqou=sa	ἔρχομαι	e)/rxomai	v-sapafn-
ἐλθοῦσα	e)lqou=sa	ἔρχομαι	e)/rxomai	v-sapafv-
ἐλθών	e)lqw/n	ἔρχομαι	e)/rxomai	v-sapamn-
ἐλλείπειν	e)llei/pein	ἐλλείπω	e)llei/pw	v--pna---
ἐλλοῖς	e)lloi=s	ἑλλός	e(llo/s	n-p---md-
ἐλλοῖς	e)lloi=s	ἐλλός	e)llo/s	a-p---md-
ἐλλοῖς	e)lloi=s	ἐλλός	e)llo/s	a-p---nd-
ἐλπίδος	e)lpi/dos	ἐλπίς	e)lpi/s	n-s---fg-
ἐλπίδ’	e)lpi/d'	ἐλπίς	e)lpi/s	n-s---fa-
ἐλπίδ’	e)lpi/d'	ἐλπίς	e)lpi/s	n-s---fd-
ἐλπίδ’	e)lpi/d'	ἐλπίς	e)lpi/s	n-d---fn-
ἐλπίδ’	e)lpi/d'	ἐλπίς	e)lpi/s	n-d---fv-
ἐλπίδ’	e)lpi/d'	ἐλπίς	e)lpi/s	n-d---fa-
ἐλπίζει	e)lpi/zei	ἐλπίζω	e)lpi/zw	v2spie---
ἐλπίζει	e)lpi/zei	ἐλπίζω	e)lpi/zw	v3spia---
ἐλπίσαντες	e)lpi/santes	ἐλπίζω	e)lpi/zw	v-papamn-
ἐλπίσαντες	e)lpi/santes	ἐλπίζω	e)lpi/zw	v-papamv-
ἐλπίσιν	e)lpi/sin	ἐλπίς	e)lpi/s	n-p---fd-
ἐλάσσονι	e)la/ssoni	ἐλάσσων	e)la/sswn	a-s----d-
ἐλήλαται	e)lh/latai	ἐλαύνω	e)lau/nw	v3srie---
ἐλώφησεν	e)lw/fhsen	λωφάω	lwfa/w	v3saia---
ἐλώφησεν	e)lw/fhsen	λωφέω	lwfe/w	v3saia---
ἐλᾷ	e)la=|	ἐλαύνω	e)lau/nw	v2sfim---
ἐλᾷ	e)la=|	ἐλαύνω	e)lau/nw	v3sfia---
ἐλᾷ	e)la=|	ἐλαύνω	e)lau/nw	v2spse---
ἐλᾷ	e)la=|	ἐλαύνω	e)lau/nw	v2spie---
ἐλᾷ	e)la=|	ἐλαύνω	e)lau/nw	v3spsa---
ἐλᾷ	e)la=|	ἐλαύνω	e)lau/nw	v3spia---
ἐμαίετ’	e)mai/et'	μαίομαι	mai/omai	v3siie---
ἐμβαλοῦσα	e)mbalou=sa	ἐμβάλλω	e)mba/llw	v-sapafn-
ἐμβαλοῦσα	e)mbalou=sa	ἐμβάλλω	e)mba/llw	v-sapafv-
ἐμβαλοῦσα	e)mbalou=sa	ἐμβάλλω	e)mba/llw	v-sfpafn-
ἐμβαλοῦσα	e)mbalou=sa	ἐμβάλλω	e)mba/llw	v-sfpafv-
ἐμμένοντες	e)mme/nontes	ἐμμένω	e)mme/nw	v-pppamn-
ἐμμένοντες	e)mme/nontes	ἐμμένω	e)mme/nw	v-pppamv-
ἐμοί	e)moi/	ἐγώ	e)gw/	p-s---md-
ἐμοί	e)moi/	ἐγώ	e)gw/	p-s---fd-
ἐμοί	e)moi/	ἐμός	e)mo/s	a-p---mn-
ἐμοί	e)moi/	ἐμός	e)mo/s	a-p---mv-
ἐμούς	e)mou/s	ἐμός	e)mo/s	a-p---ma-
ἐμοῖς	e)moi=s	ἐμέω	e)me/w	v2sfoa---
ἐμοῖς	e)moi=s	ἐμέω	e)me/w	v2spoa---
ἐμοῖς	e)moi=s	ἐμός	e)mo/s	a-p---md-
ἐμοῖς	e)moi=s	ἐμός	e)mo/s	a-p---nd-
ἐμοῦ	e)mou=	ἐγώ	e)gw/	p-s---mg-
ἐμοῦ	e)mou=	ἐγώ	e)gw/	p-s---fg-
ἐμοῦ	e)mou=	ἐμέω	e)me/w	v2spme---
ἐμοῦ	e)mou=	ἐμέω	e)me/w	v2siie---
ἐμοῦ	e)mou=	ἐμός	e)mo/s	a-s---mg-
ἐμοῦ	e)mou=	ἐμός	e)mo/s	a-s---ng-
ἐμπίτνων	e)mpi/tnwn	ἐμπίτνω	e)mpi/tnw	v-sppamn-
ἐμφανῆ	e)mfanh=	ἐμφανής	e)mfanh/s	n-p---nn-
ἐμφανῆ	e)mfanh=	ἐμφανής	e)mfanh/s	n-p---nv-
ἐμφανῆ	e)mfanh=	ἐμφανής	e)mfanh/s	n-p---na-
ἐμφανῆ	e)mfanh=	ἐμφανής	e)mfanh/s	n-d---mn-
ἐμφανῆ	e)mfanh=	ἐμφανής	e)mfanh/s	n-d---mv-
ἐμφανῆ	e)mfanh=	ἐμφανής	e)mfanh/s	n-d---ma-
ἐμφανῆ	e)mfanh=	ἐμφανής	e)mfanh/s	n-d---fn-
ἐμφανῆ	e)mfanh=	ἐμφανής	e)mfanh/s	n-d---fv-
ἐμφανῆ	e)mfanh=	ἐμφανής	e)mfanh/s	n-d---fa-
ἐμφανῆ	e)mfanh=	ἐμφανής	e)mfanh/s	n-d---nn-
ἐμφανῆ	e)mfanh=	ἐμφανής	e)mfanh/s	n-d---nv-
ἐμφανῆ	e)mfanh=	ἐμφανής	e)mfanh/s	n-d---na-
ἐμφανῆ	e)mfanh=	ἐμφανής	e)mfanh/s	n-s---ma-
ἐμφανῆ	e)mfanh=	ἐμφανής	e)mfanh/s	n-s---fa-
ἐμφανῶς	e)mfanw=s	ἐμφανής	e)mfanh/s	x--------
ἐμφερής	e)mferh/s	ἐμφερής	e)mferh/s	n-s---mn-
ἐμφερής	e)mferh/s	ἐμφερής	e)mferh/s	n-s---fn-
ἐμά	e)ma/	ἐμός	e)mo/s	a-p---nn-
ἐμά	e)ma/	ἐμός	e)mo/s	a-p---nv-
ἐμά	e)ma/	ἐμός	e)mo/s	a-p---na-
ἐμά	e)ma/	ἐμός	e)mo/s	a-d---fn-
ἐμά	e)ma/	ἐμός	e)mo/s	a-d---fv-
ἐμά	e)ma/	ἐμός	e)mo/s	a-d---fa-
ἐμά	e)ma/	ἐμός	e)mo/s	a-s---fn-
ἐμά	e)ma/	ἐμός	e)mo/s	a-s---fv-
ἐμάς	e)ma/s	ἐμός	e)mo/s	a-p---fa-
ἐμέ	e)me/	ἐγώ	e)gw/	p-s---ma-
ἐμέ	e)me/	ἐγώ	e)gw/	p-s---fa-
ἐμέ	e)me/	ἐμός	e)mo/s	a-s---mv-
ἐμήν	e)mh/n	ἐμός	e)mo/s	a-s---fa-
ἐμίσει	e)mi/sei	μισέω	mise/w	v3siia---
ἐμίσουν	e)mi/soun	μισέω	mise/w	v3piia---
ἐμίσουν	e)mi/soun	μισέω	mise/w	v1siia---
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---ma-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---nn-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---nv-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---na-
ἐμός	e)mo/s	ἐμός	e)mo/s	a-s---mn-
ἐμᾶς	e)ma=s	ἐμός	e)mo/s	a-s---fg-
ἐμῆς	e)mh=s	ἐμέω	e)me/w	v2sfia---
ἐμῆς	e)mh=s	ἐμέω	e)me/w	v2spia---
ἐμῆς	e)mh=s	ἐμός	e)mo/s	a-s---fg-
ἐμῶν	e)mw=n	ἐμέω	e)me/w	v-sfpamn-
ἐμῶν	e)mw=n	ἐμέω	e)me/w	v-sppamn-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	a-p---fg-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	a-p---mg-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	a-p---ng-
ἐν	e)n	ἐν	e)n	r--------
ἐν	e)n	εἰς	ei)s	r--------
ἐναντίος	e)nanti/os	ἐναντίος	e)nanti/os	a-s---mn-
ἐνδίκους	e)ndi/kous	ἔνδικος	e)/ndikos	a-p---ma-
ἐνδίκους	e)ndi/kous	ἔνδικος	e)/ndikos	n-p---ma-
ἐνδίκους	e)ndi/kous	ἔνδικος	e)/ndikos	n-p---fa-
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	x--------
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	a-p---ma-
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	x--------
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	n-p---ma-
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	n-p---fa-
ἐνθάδε	e)nqa/de	ἐνθάδε	e)nqa/de	d--------
ἐννοεῖς	e)nnoei=s	ἐννοέω	e)nnoe/w	v2spia---
ἐννοεῖς	e)nnoei=s	ἐννοέω	e)nnoe/w	v2spia---
