Αἰξωνέα	*ai)cwne/a	Αἰξωνεύς	*ai)cwneu/s	n-s---ma-
κυκλοσοβεῖτε	kuklosobei=te	κυκλοσοβέω	kuklosobe/w	v2ppma---
κυκλοσοβεῖτε	kuklosobei=te	κυκλοσοβέω	kuklosobe/w	v2ppoa---
κυκλοσοβεῖτε	kuklosobei=te	κυκλοσοβέω	kuklosobe/w	v2ppia---
κυκλοσοβεῖτε	kuklosobei=te	κυκλοσοβέω	kuklosobe/w	v2piia---
κυλίνδεται	kuli/ndetai	κυλίνδω	kuli/ndw	v3spie---
κυμινοπριστοκαρδαμογλύφον	kuminopristokardamoglu/fon	κυμινοπριστοκαρδαμογλύφος	kuminopristokardamoglu/fos	n-s---ma-
κυμινοπριστοκαρδαμογλύφον	kuminopristokardamoglu/fon	κυμινοπριστοκαρδαμογλύφος	kuminopristokardamoglu/fos	n-s---fa-
κυμινοπριστοκαρδαμογλύφον	kuminopristokardamoglu/fon	κυμινοπριστοκαρδαμογλύφος	kuminopristokardamoglu/fos	n-s---nn-
κυμινοπριστοκαρδαμογλύφον	kuminopristokardamoglu/fon	κυμινοπριστοκαρδαμογλύφος	kuminopristokardamoglu/fos	n-s---nv-
κυμινοπριστοκαρδαμογλύφον	kuminopristokardamoglu/fon	κυμινοπριστοκαρδαμογλύφος	kuminopristokardamoglu/fos	n-s---na-
κυνί	kuni/	κύων	ku/wn	n-s---md-
κυνί	kuni/	κύων	ku/wn	n-s---fd-
κυνός	kuno/s	κύων	ku/wn	n-s---mg-
κυνός	kuno/s	κύων	ku/wn	n-s---fg-
κυνᾶς	kuna=s	κυνάω	kuna/w	v2spia---
κυνᾶς	kuna=s	κυνέη	kune/h	n-p---fa-
κυνᾶς	kuna=s	κυνέη	kune/h	n-s---fg-
κυνῶν	kunw=n	κύων	ku/wn	n-p---mg-
κυνῶν	kunw=n	κύων	ku/wn	n-p---fg-
κυνῶν	kunw=n	κυνάω	kuna/w	v-sppamv-
κυνῶν	kunw=n	κυνάω	kuna/w	v-sppann-
κυνῶν	kunw=n	κυνάω	kuna/w	v-sppanv-
κυνῶν	kunw=n	κυνάω	kuna/w	v-sppana-
κυνῶν	kunw=n	κυνάω	kuna/w	v-sppamn-
κυνῶν	kunw=n	κυνάω	kuna/w	v-sppamn-
κυνῶν	kunw=n	κυνέω	kune/w	v-sppamn-
κυνῶν	kunw=n	κυνώ	kunw/	n-p---fg-
κυττάροις	kutta/rois	κύτταρον	ku/ttaron	n-p---nd-
κυττάροις	kutta/rois	κύτταρος	ku/ttaros	n-p---md-
κωλακρέτην	kwlakre/thn	κωλαγρέτης	kwlagre/ths	n-s---ma-
κωλακρέτην	kwlakre/thn	κωλακρέτης	kwlakre/ths	n-s---ma-
κωλακρέτου	kwlakre/tou	κωλαγρέτης	kwlagre/ths	n-s---mg-
κωλακρέτου	kwlakre/tou	κωλακρέτης	kwlakre/ths	n-s---mg-
κωμῳδεῖσθαι	kwmw|dei=sqai	κωμῳδέω	kwmw|de/w	v--pne---
κωμῳδικά	kwmw|dika/	κωμῳδικός	kwmw|diko/s	a-p---nn-
κωμῳδικά	kwmw|dika/	κωμῳδικός	kwmw|diko/s	a-p---nv-
κωμῳδικά	kwmw|dika/	κωμῳδικός	kwmw|diko/s	a-p---na-
κωμῳδικά	kwmw|dika/	κωμῳδικός	kwmw|diko/s	a-d---fn-
κωμῳδικά	kwmw|dika/	κωμῳδικός	kwmw|diko/s	a-d---fv-
κωμῳδικά	kwmw|dika/	κωμῳδικός	kwmw|diko/s	a-d---fa-
κωμῳδικά	kwmw|dika/	κωμῳδικός	kwmw|diko/s	a-s---fn-
κωμῳδικά	kwmw|dika/	κωμῳδικός	kwmw|diko/s	a-s---fv-
κωμῳδολοιχῶν	kwmw|doloixw=n	κωμῳδολοιχέω	kwmw|doloixe/w	v-sppamn-
κωμῳδίας	kwmw|di/as	κωμῳδία	kwmw|di/a	n-p---fa-
κωμῳδίας	kwmw|di/as	κωμῳδία	kwmw|di/a	n-s---fg-
κἀβουλήθης	ka)boulh/qhs	ἀβουλέω	a)boule/w	v2saip---
κἀβουλήθης	ka)boulh/qhs	βούλομαι	bou/lomai	v2saip---
κἀγαθοῖς	ka)gaqoi=s	ἀγαθός	a)gaqo/s	a-p---md-
κἀγαθοῖς	ka)gaqoi=s	ἀγαθός	a)gaqo/s	a-p---nd-
κἀγαθοῖς	ka)gaqoi=s	ἀγαθόω	a)gaqo/w	v2spoa---
κἀγαθοῖς	ka)gaqoi=s	ἀγαθόω	a)gaqo/w	v2spsa---
κἀγαθοῖς	ka)gaqoi=s	ἀγαθόω	a)gaqo/w	v2spia---
κἀγαθῶν	ka)gaqw=n	ἀγαθός	a)gaqo/s	a-p---fg-
κἀγαθῶν	ka)gaqw=n	ἀγαθός	a)gaqo/s	a-p---mg-
κἀγαθῶν	ka)gaqw=n	ἀγαθός	a)gaqo/s	a-p---ng-
κἀγαθῶν	ka)gaqw=n	ἀγαθόω	a)gaqo/w	v-sppamv-
κἀγαθῶν	ka)gaqw=n	ἀγαθόω	a)gaqo/w	v-sppann-
κἀγαθῶν	ka)gaqw=n	ἀγαθόω	a)gaqo/w	v-sppanv-
κἀγαθῶν	ka)gaqw=n	ἀγαθόω	a)gaqo/w	v-sppana-
κἀγαθῶν	ka)gaqw=n	ἀγαθόω	a)gaqo/w	v-sppamn-
κἀγαθῶν	ka)gaqw=n	ἀγαθόω	a)gaqo/w	v--pna---
κἀγκεχόδασίν	ka)gkexo/dasi/n	ἐγχέζω	e)gxe/zw	v3pria---
κἀγχανεῖ	ka)gxanei=	ἀναχάσκω	a)naxa/skw	v2sfim---
κἀγχανεῖ	ka)gxanei=	ἀναχάσκω	a)naxa/skw	v3sfia---
κἀγχανεῖ	ka)gxanei=	ἐγχάσκω	e)gxa/skw	v2sfim---
κἀγχανεῖ	ka)gxanei=	ἐγχάσκω	e)gxa/skw	v3sfia---
κἀγώ	ka)gw/	ἀγός	a)go/s	n-d---mn-
κἀγώ	ka)gw/	ἀγός	a)go/s	n-d---mv-
κἀγώ	ka)gw/	ἀγός	a)go/s	n-d---ma-
κἀγώ	ka)gw/	ἐγώ	e)gw/	p-s---mn-
κἀγώ	ka)gw/	ἐγώ	e)gw/	p-s---mv-
κἀγώ	ka)gw/	ἐγώ	e)gw/	p-s---fn-
κἀγώ	ka)gw/	ἐγώ	e)gw/	p-s---fv-
κἀδυνάμην	ka)duna/mhn	δύναμαι	du/namai	v1siie---
κἀκ	ka)k	ἐκ	e)k	r--------
κἀκεῖ	ka)kei=	ἀκέομαι	a)ke/omai	v2sfim---
κἀκεῖ	ka)kei=	ἀκέομαι	a)ke/omai	v2spie---
κἀκεῖ	ka)kei=	ἀκέω	a)ke/w	v2spie---
κἀκεῖ	ka)kei=	ἀκέω	a)ke/w	v3spia---
κἀκεῖ	ka)kei=	ἐκεῖ	e)kei=	d--------
κἀκπορίζομεν	ka)kpori/zomen	ἐκπορίζω	e)kpori/zw	v1ppia---
κἀκπορίζομεν	ka)kpori/zomen	ἐκπορίζω	e)kpori/zw	v1ppia---
κἀκάθαιρ’	ka)ka/qair'	καθαίρω	kaqai/rw	v3siia---
κἀμοί	ka)moi/	ἁμόσ1	a(mo/s1	a-p---mn-
κἀμοί	ka)moi/	ἁμόσ1	a(mo/s1	a-p---mv-
κἀμοί	ka)moi/	ἀμόω	a)mo/w	v2spse---
κἀμοί	ka)moi/	ἀμόω	a)mo/w	v2spie---
κἀμοί	ka)moi/	ἀμόω	a)mo/w	v3spsa---
κἀμοί	ka)moi/	ἐγώ	e)gw/	p-s---md-
κἀμοί	ka)moi/	ἐγώ	e)gw/	p-s---fd-
κἀμοί	ka)moi/	ἐμός	e)mo/s	a-p---mn-
κἀμοί	ka)moi/	ἐμός	e)mo/s	a-p---mv-
κἀμοί	ka)moi/	ἡμός	h(mo/s	a-p---mn-
κἀμοί	ka)moi/	ἡμός	h(mo/s	a-p---mv-
κἀμέ	ka)me/	ἁμόσ1	a(mo/s1	a-s---mv-
κἀμέ	ka)me/	ἐγώ	e)gw/	p-s---ma-
κἀμέ	ka)me/	ἐγώ	e)gw/	p-s---fa-
κἀμέ	ka)me/	ἐμός	e)mo/s	a-s---mv-
κἀμέ	ka)me/	ἡμός	h(mo/s	a-s---mv-
κἀν	ka)n	ἐν	e)n	r--------
κἀν	ka)n	εἰς	ei)s	r--------
κἀναπείθομαι	ka)napei/qomai	ἀναπείθω	a)napei/qw	v1spie---
κἀνασπαστόν	ka)naspasto/n	ἀνασπαστός	a)naspasto/s	n-s---ma-
κἀνασπαστόν	ka)naspasto/n	ἀνασπαστός	a)naspasto/s	n-s---fa-
κἀνασπαστόν	ka)naspasto/n	ἀνασπαστός	a)naspasto/s	n-s---nn-
κἀνασπαστόν	ka)naspasto/n	ἀνασπαστός	a)naspasto/s	n-s---nv-
κἀνασπαστόν	ka)naspasto/n	ἀνασπαστός	a)naspasto/s	n-s---na-
κἀναφανήσει	ka)nafanh/sei	ἀναφαίνω	a)nafai/nw	v2sfip---
κἀναφοβοῦντες	ka)nafobou=ntes	ἀναφοβέω	a)nafobe/w	v-pppamn-
κἀναφοβοῦντες	ka)nafobou=ntes	ἀναφοβέω	a)nafobe/w	v-pppamv-
κἀναφοβοῦντες	ka)nafobou=ntes	ἀναφοβέω	a)nafobe/w	v-pppamn-
κἀναφοβοῦντες	ka)nafobou=ntes	ἀναφοβέω	a)nafobe/w	v-pppamv-
κἀνδρικῶς	ka)ndrikw=s	ἀνδρικός	a)ndriko/s	x--------
κἀνταγωνιστάς	ka)ntagwnista/s	ἀνταγωνιστής	a)ntagwnisth/s	n-p---ma-
κἀνταγωνιστάς	ka)ntagwnista/s	ἀνταγωνιστής	a)ntagwnisth/s	n-s---mn-
κἀντιβολεῖτε	ka)ntibolei=te	ἀντιβολέω	a)ntibole/w	v2piia---
κἀντιβολεῖτε	ka)ntibolei=te	ἀντιβολέω	a)ntibole/w	v2ppma---
κἀντιβολεῖτε	ka)ntibolei=te	ἀντιβολέω	a)ntibole/w	v2ppoa---
κἀντιβολεῖτε	ka)ntibolei=te	ἀντιβολέω	a)ntibole/w	v2ppia---
κἀνέπλητ’	ka)ne/plht'	ἀναπίμπλημι	a)napi/mplhmi	v3saim---
κἀνέπλητ’	ka)ne/plht'	ἐμπελάζω	e)mpela/zw	v3saim---
κἀνέπλητ’	ka)ne/plht'	ἐμπίπλημι	e)mpi/plhmi	v3saim---
κἀξευρίσκειν	ka)ceuri/skein	ἐξευρίσκω	e)ceuri/skw	v--pna---
κἀξείρας	ka)cei/ras	ἐξείρω	e)cei/rw	v-sapamn-
κἀξείρας	ka)cei/ras	ἐξείρω	e)cei/rw	v-sapamv-
κἀξωμίδων	ka)cwmi/dwn	ἐξωμίς	e)cwmi/s	n-p---fg-
κἀξέβαλεν	ka)ce/balen	ἐκβάλλω	e)kba/llw	v3saia---
κἀξέβαλεν	ka)ce/balen	ἐκβάλλω	e)kba/llw	v3saia---
κἀπακτώσαμεν	ka)paktw/samen	πακτόω	pakto/w	v1paia---
κἀπαίδευτε	ka)pai/deute	ἀπαίδευτος	a)pai/deutos	n-s---mv-
κἀπαίδευτε	ka)pai/deute	ἀπαίδευτος	a)pai/deutos	n-s---fv-
κἀπευξάμενος	ka)peuca/menos	ἀπεύχομαι	a)peu/xomai	v-sapmmn-
κἀπευξάμενος	ka)peuca/menos	ἐπεύχομαι	e)peu/xomai	v-sapmmn-
κἀπιδακρύειν	ka)pidakru/ein	ἐπιδακρύω	e)pidakru/w	v--pna---
κἀπιθήκην	ka)piqh/khn	ἐπιθήκη	e)piqh/kh	n-s---fa-
κἀπιπνεῦσαι	ka)pipneu=sai	ἐπιπνέω	e)pipne/w	v-pppafn-
κἀπιπνεῦσαι	ka)pipneu=sai	ἐπιπνέω	e)pipne/w	v-pppafv-
κἀπιπνεῦσαι	ka)pipneu=sai	ἐπιπνέω	e)pipne/w	v--ana---
κἀπισταίην	ka)pistai/hn	ἀφεστήξω	a)festh/cw	v1spoa---
κἀπισταίην	ka)pistai/hn	ἐφίστημι	e)fi/sthmi	v1spoa---
κἀπισταίην	ka)pistai/hn	ἐφίστημι	e)fi/sthmi	v1saoa---
κἀπιχωρίως	ka)pixwri/ws	ἐπιχώριος	e)pixw/rios	x--------
κἀπιχωρίως	ka)pixwri/ws	ἐπιχώριος	e)pixw/rios	a-p---ma-
κἀπιχωρίως	ka)pixwri/ws	ἐπιχώριος	e)pixw/rios	x--------
κἀπιχωρίως	ka)pixwri/ws	ἐπιχώριος	e)pixw/rios	n-p---ma-
κἀπιχωρίως	ka)pixwri/ws	ἐπιχώριος	e)pixw/rios	n-p---fa-
κἀποκλῄων	ka)poklh/|wn	ἀποκλείω	a)poklei/w	v-sppamn-
κἀπολεῖς	ka)polei=s	ἀπόλλυμι	a)po/llumi	v2sfia---
κἀπολούμενον	ka)polou/menon	ἀπόλλυμι	a)po/llumi	v-sfpmma-
κἀπολούμενον	ka)polou/menon	ἀπόλλυμι	a)po/llumi	v-sfpmnn-
κἀπολούμενον	ka)polou/menon	ἀπόλλυμι	a)po/llumi	v-sfpmnv-
κἀπολούμενον	ka)polou/menon	ἀπόλλυμι	a)po/llumi	v-sfpmna-
κἀπολούμενον	ka)polou/menon	ἀπολούω	a)polou/w	v-sppema-
κἀπολούμενον	ka)polou/menon	ἀπολούω	a)polou/w	v-sppenn-
κἀπολούμενον	ka)polou/menon	ἀπολούω	a)polou/w	v-sppenv-
κἀπολούμενον	ka)polou/menon	ἀπολούω	a)polou/w	v-sppena-
κἀπολέλυκεν	ka)pole/luken	ἀπολύω	a)polu/w	v3sria---
κἀπόβαιν’	ka)po/bain'	ἀποβαίνω	a)pobai/nw	v2spma---
κἀπόλυσον	ka)po/luson	ἀπολύω	a)polu/w	v2sama---
κἀπᾴδομεν	ka)pa/|domen	ἀπᾴδω	a)pa/|dw	v1piia---
κἀπᾴδομεν	ka)pa/|domen	ἀπᾴδω	a)pa/|dw	v1ppia---
κἀπᾴδομεν	ka)pa/|domen	ἐπαείδω	e)paei/dw	v1piia---
κἀπᾴδομεν	ka)pa/|domen	ἐπαείδω	e)paei/dw	v1ppia---
κἄγωγ’	ka)/gwg'	ἐγώ	e)gw/	p-s---mn-
κἄγωγ’	ka)/gwg'	ἐγώ	e)gw/	p-s---mv-
κἄγωγ’	ka)/gwg'	ἐγώ	e)gw/	p-s---fn-
κἄγωγ’	ka)/gwg'	ἐγώ	e)gw/	p-s---fv-
κἄλλως	ka)/llws	ἄλλος	a)/llos	n-p---ma-
κἄλλως	ka)/llws	ἄλλως	a)/llws	d--------
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s1	a-p---nn-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s1	a-p---nv-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s1	a-p---na-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s1	a-d---fn-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s1	a-d---fv-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s1	a-d---fa-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s1	a-s---fn-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s1	a-s---fv-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s1	a-s---mv-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s1	a-p---fn-
κἄμ’	ka)/m'	ἁμόσ1	a(mo/s1	a-p---fv-
κἄμ’	ka)/m'	ἄμη	a)/mh	n-p---fn-
κἄμ’	ka)/m'	ἄμη	a)/mh	n-p---fv-
κἄμ’	ka)/m'	ἄμη	a)/mh	n-s---fd-
κἄμ’	ka)/m'	ἄμπ	a)/mp	n-s---nn-
κἄμ’	ka)/m'	ἄμπ	a)/mp	n-s---nv-
κἄμ’	ka)/m'	ἄμπ	a)/mp	n-s---na-
κἄμ’	ka)/m'	ἀμίς	a)mi/s	n-s---fv-
κἄμ’	ka)/m'	ἐγώ	e)gw/	p-s---ma-
κἄμ’	ka)/m'	ἐγώ	e)gw/	p-s---fa-
κἄμ’	ka)/m'	ἐμός	e)mo/s	a-p---nn-
κἄμ’	ka)/m'	ἐμός	e)mo/s	a-p---nv-
κἄμ’	ka)/m'	ἐμός	e)mo/s	a-p---na-
κἄμ’	ka)/m'	ἐμός	e)mo/s	a-d---fn-
κἄμ’	ka)/m'	ἐμός	e)mo/s	a-d---fv-
κἄμ’	ka)/m'	ἐμός	e)mo/s	a-d---fa-
κἄμ’	ka)/m'	ἐμός	e)mo/s	a-s---fn-
κἄμ’	ka)/m'	ἐμός	e)mo/s	a-s---fv-
κἄμ’	ka)/m'	ἐμός	e)mo/s	a-s---mv-
κἄμ’	ka)/m'	ἐμός	e)mo/s	a-p---fn-
κἄμ’	ka)/m'	ἐμός	e)mo/s	a-p---fv-
κἄμ’	ka)/m'	ἡμός	h(mo/s	a-p---nn-
κἄμ’	ka)/m'	ἡμός	h(mo/s	a-p---nv-
κἄμ’	ka)/m'	ἡμός	h(mo/s	a-p---na-
κἄμ’	ka)/m'	ἡμός	h(mo/s	a-d---fn-
κἄμ’	ka)/m'	ἡμός	h(mo/s	a-d---fv-
κἄμ’	ka)/m'	ἡμός	h(mo/s	a-d---fa-
κἄμ’	ka)/m'	ἡμός	h(mo/s	a-s---fn-
κἄμ’	ka)/m'	ἡμός	h(mo/s	a-s---fv-
κἄμ’	ka)/m'	ἡμός	h(mo/s	a-s---mv-
κἄμ’	ka)/m'	ἡμός	h(mo/s	a-p---fn-
κἄμ’	ka)/m'	ἡμός	h(mo/s	a-p---fv-
κἄν	ka)/n	κἀν	ka)n	c--------
κἄξω	ka)/cw	ἄξος	a)/cos	n-d---mn-
κἄξω	ka)/cw	ἄξος	a)/cos	n-d---mv-
κἄξω	ka)/cw	ἄξος	a)/cos	n-d---ma-
κἄξω	ka)/cw	ἄξος	a)/cos	n-s---mg-
κἄξω	ka)/cw	ἄγνυμι	a)/gnumi	v2saim---
κἄξω	ka)/cw	ἄγνυμι	a)/gnumi	v1sasa---
κἄξω	ka)/cw	ἄγνυμι	a)/gnumi	v1sfia---
κἄξω	ka)/cw	ἄγω	a)/gw	v2saim---
κἄξω	ka)/cw	ἄγω	a)/gw	v1sasa---
κἄξω	ka)/cw	ἄγω	a)/gw	v1sfia---
κἄξω	ka)/cw	ἔξω	e)/cw	d--------
κἄπειθ’	ka)/peiq'	ἄπειμι2	a)/peimi2	v3spia---
κἄπειθ’	ka)/peiq'	ἔπειμι2	e)/peimi2	v3spia---
κἄπειθ’	ka)/peiq'	ἔπειτα	e)/peita	d--------
κἄπειθ’	ka)/peiq'	πείθω	pei/qw	v3siia---
κἄπειτα	ka)/peita	ἔπειτα	e)/peita	d--------
κἄστι	ka)/sti	εἰμί	ei)mi/	v3spia---
κἄστιν	ka)/stin	εἰμί	ei)mi/	v3spia---
κἄτι	ka)/ti	ἔτι	e)/ti	d--------
κἄτυπτεν	ka)/tupten	τύπτω	tu/ptw	v3siia---
κὤψον	kw)/yon	ὄψον	o)/yon	n-s---nn-
κὤψον	kw)/yon	ὄψον	o)/yon	n-s---nv-
κὤψον	kw)/yon	ὄψον	o)/yon	n-s---na-
κάεται	ka/etai	καίω	kai/w	v3spie---
κάθημαι	ka/qhmai	κάθημαι	ka/qhmai	v1srim---
κάθιζε	ka/qize	καθίζω	kaqi/zw	v2spma---
κάθιζε	ka/qize	καθίζω	kaqi/zw	v3siia---
κάθιζε	ka/qize	καθίζω	kaqi/zw	v3siia---
κάκιστον	ka/kiston	κακός	kako/s	a-s---ma-
κάκιστον	ka/kiston	κακός	kako/s	a-s---nn-
κάκιστον	ka/kiston	κακός	kako/s	a-s---nv-
κάκιστον	ka/kiston	κακός	kako/s	a-s---na-
κάλει	ka/lei	καλέω	kale/w	v2spma---
κάλει	ka/lei	καλέω	kale/w	v3siia---
κάλλιστα	ka/llista	κάλλιστα	ka/llista	d--------
κάλλιστα	ka/llista	καλός	kalo/s	a-p---nn-
κάλλιστα	ka/llista	καλός	kalo/s	a-p---nv-
κάλλιστα	ka/llista	καλός	kalo/s	a-p---na-
κάνθαρός	ka/nqaro/s	κάνθαρος	ka/nqaros	n-s---mn-
κάνθων	ka/nqwn	κάνθων	ka/nqwn	n-s---mn-
κάνθων	ka/nqwn	κάνθων	ka/nqwn	n-s---mv-
κάννας	ka/nnas	κάννα	ka/nna	n-p---fa-
κάννας	ka/nnas	κάννα	ka/nna	n-s---fg-
κάννας	ka/nnas	κάννα	ka/nna	n-p---fa-
κάννας	ka/nnas	κάννα	ka/nna	n-s---fg-
κάπνη	ka/pnh	κάπνη	ka/pnh	n-s---fn-
κάπνη	ka/pnh	κάπνη	ka/pnh	n-s---fv-
κάπρον	ka/pron	κάπρος	ka/pros	n-s---ma-
κάρδαμα	ka/rdama	κάρδαμον	ka/rdamon	n-p---nn-
κάρδαμα	ka/rdama	κάρδαμον	ka/rdamon	n-p---nv-
κάρδαμα	ka/rdama	κάρδαμον	ka/rdamon	n-p---na-
κάρυ’	ka/ru'	κάρυον	ka/ruon	n-p---nn-
κάρυ’	ka/ru'	κάρυον	ka/ruon	n-p---nv-
κάρυ’	ka/ru'	κάρυον	ka/ruon	n-p---na-
κάρυ’	ka/ru'	καρύα	karu/a	n-p---fn-
κάρυ’	ka/ru'	καρύα	karu/a	n-p---fv-
κάρφος	ka/rfos	κάρφος	ka/rfos	n-s---nn-
κάρφος	ka/rfos	κάρφος	ka/rfos	n-s---nv-
κάρφος	ka/rfos	κάρφος	ka/rfos	n-s---na-
κάτω	ka/tw	κάτος	ka/tos	n-d---mn-
κάτω	ka/tw	κάτος	ka/tos	n-d---mv-
κάτω	ka/tw	κάτος	ka/tos	n-d---ma-
κάτω	ka/tw	κάτος	ka/tos	n-d---fn-
κάτω	ka/tw	κάτος	ka/tos	n-d---fv-
κάτω	ka/tw	κάτος	ka/tos	n-d---fa-
κάτω	ka/tw	κάτος	ka/tos	n-d---nn-
κάτω	ka/tw	κάτος	ka/tos	n-d---nv-
κάτω	ka/tw	κάτος	ka/tos	n-d---na-
κάτω	ka/tw	κάτος	ka/tos	n-s---mg-
κάτω	ka/tw	κάτος	ka/tos	n-s---fg-
κάτω	ka/tw	κάτος	ka/tos	n-s---ng-
κάτω	ka/tw	κάτω	ka/tw	d--------
κάτω	ka/tw	κατόω	kato/w	v2spma---
κάτω	ka/tw	κατόω	kato/w	v3siia---
κέκραγεν	ke/kragen	κράζω	kra/zw	v3sria---
κέκραγεν	ke/kragen	κράζω	kra/zw	v3plia---
κέκραχθι	ke/kraxqi	κράζω	kra/zw	v2srma---
κέκτημαι	ke/kthmai	κτάομαι	kta/omai	v1srie---
κέκτημαι	ke/kthmai	κτέομαι	kte/omai	v1srie---
κέντρον	ke/ntron	κέντρον	ke/ntron	n-s---nn-
κέντρον	ke/ntron	κέντρον	ke/ntron	n-s---nv-
κέντρον	ke/ntron	κέντρον	ke/ntron	n-s---na-
κέντρ’	ke/ntr'	κέντρον	ke/ntron	n-p---nn-
κέντρ’	ke/ntr'	κέντρον	ke/ntron	n-p---nv-
κέντρ’	ke/ntr'	κέντρον	ke/ntron	n-p---na-
κίονι	ki/oni	κίων	ki/wn	n-s---md-
κίονι	ki/oni	κίων	ki/wn	n-s---fd-
κίστην	ki/sthn	κίστη	ki/sth	n-s---fa-
κόγχῃ	ko/gxh|	κόγχη	ko/gxh	n-s---fd-
κόλακας	ko/lakas	κόλαξ	ko/lac	n-p---ma-
κόλακος	ko/lakos	κόλαξ	ko/lac	n-s---mg-
κόλαξ	ko/lac	κόλαξ	ko/lac	n-s---mn-
κόλαξ	ko/lac	κόλαξ	ko/lac	n-s---mv-
κόλλοπ’	ko/llop'	κόλλοψ	ko/lloy	n-s---ma-
κόλλοπ’	ko/llop'	κόλλοψ	ko/lloy	n-s---md-
κόλλοπ’	ko/llop'	κόλλοψ	ko/lloy	n-d---mn-
κόλλοπ’	ko/llop'	κόλλοψ	ko/lloy	n-d---mv-
κόλλοπ’	ko/llop'	κόλλοψ	ko/lloy	n-d---ma-
κόραιν	ko/rain	κόρη	ko/rh	n-d---fg-
κόραιν	ko/rain	κόρη	ko/rh	n-d---fd-
κόρακας	ko/rakas	κόραξ	ko/rac	n-p---ma-
κόρακος	ko/rakos	κόραξ	ko/rac	n-s---mg-
κόρακος	ko/rakos	κόρακος	ko/rakos	n-s---mn-
κόραν	ko/ran	κόρη	ko/rh	n-s---fa-
κόραξ	ko/rac	κόραξ	ko/rac	n-s---mn-
κόραξ	ko/rac	κόραξ	ko/rac	n-s---mv-
κύκα	ku/ka	κυκάω	kuka/w	v2spma---
κύκα	ku/ka	κυκάω	kuka/w	v3siia---
κύκλῳ	ku/klw|	κύκλος	ku/klos	n-s---md-
κύκνου	ku/knou	κύκνος	ku/knos	n-s---mg-
κύνα	ku/na	κύων	ku/wn	n-s---ma-
κύνα	ku/na	κύων	ku/wn	n-s---fa-
κύνα	ku/na	κυνάω	kuna/w	v2spma---
κύνα	ku/na	κυνάω	kuna/w	v3siia---
κύνειος	ku/neios	κύνειος	ku/neios	a-s---mn-
κύνειος	ku/neios	κύνειος	ku/neios	n-s---mn-
κύνειος	ku/neios	κύνειος	ku/neios	n-s---fn-
κύν’	ku/n'	κύων	ku/wn	n-s---ma-
κύν’	ku/n'	κύων	ku/wn	n-s---fa-
κύν’	ku/n'	κύων	ku/wn	n-d---mn-
κύν’	ku/n'	κύων	ku/wn	n-d---mv-
κύν’	ku/n'	κύων	ku/wn	n-d---ma-
κύν’	ku/n'	κύων	ku/wn	n-d---fn-
κύν’	ku/n'	κύων	ku/wn	n-d---fv-
κύν’	ku/n'	κύων	ku/wn	n-d---fa-
κύν’	ku/n'	κυνέη	kune/h	n-p---fn-
κύν’	ku/n'	κυνέη	kune/h	n-p---fv-
κύν’	ku/n'	ψευδοκύων	yeudoku/wn	n-s---mv-
κύον	ku/on	κύων	ku/wn	n-s---mv-
κύον	ku/on	κύων	ku/wn	n-s---fv-
κύπτων	ku/ptwn	κύπτω	ku/ptw	v-sppamn-
κύων	ku/wn	κύω	ku/w	v-sppamn-
κύων	ku/wn	κύων	ku/wn	n-s---mn-
κύων	ku/wn	κύων	ku/wn	n-s---fn-
κώπην	kw/phn	κώπη	kw/ph	n-s---fa-
κώπην	kw/phn	κωπάω	kwpa/w	v3piia---
κώπην	kw/phn	κωπάω	kwpa/w	v1siia---
