Αἰακοῦ	*ai)akou=	Αἰακός	*ai)ako/s	n-s---mg-
κεκλήσῃ	keklh/sh|	καλέω	kale/w	v2stim---
κεκλῄμεθ’	keklh/|meq'	κλείω1	klei/w1	v1prie---
κεκλῄμεθ’	keklh/|meq'	κλείω1	klei/w1	v1plie---
κελευστοῦ	keleustou=	κελευστής	keleusth/s	n-s---mg-
κελευστοῦ	keleustou=	κελευστός	keleusto/s	a-s---mg-
κελευστοῦ	keleustou=	κελευστός	keleusto/s	a-s---ng-
κελευστής	keleusth/s	κελευστής	keleusth/s	n-s---mn-
κελεύει	keleu/ei	κελεύω	keleu/w	v2spie---
κελεύει	keleu/ei	κελεύω	keleu/w	v3spia---
κελεύσας	keleu/sas	κέλλω	ke/llw	v-pfpafa-
κελεύσας	keleu/sas	κέλλω	ke/llw	v-sfpafg-
κελεύσας	keleu/sas	κελεύω	keleu/w	v-sapamn-
κελεύσας	keleu/sas	κελεύω	keleu/w	v-sapamv-
κελεύσει	keleu/sei	κέλευσις	ke/leusis	n-d---fn-
κελεύσει	keleu/sei	κέλευσις	ke/leusis	n-d---fv-
κελεύσει	keleu/sei	κέλευσις	ke/leusis	n-d---fa-
κελεύσει	keleu/sei	κέλευσις	ke/leusis	n-s---fd-
κελεύσει	keleu/sei	κέλευσις	ke/leusis	n-s---fd-
κελεύσει	keleu/sei	κελεύω	keleu/w	v3sasa---
κελεύσει	keleu/sei	κελεύω	keleu/w	v2sfim---
κελεύσει	keleu/sei	κελεύω	keleu/w	v3sfia---
κελεύσω	keleu/sw	κελεύω	keleu/w	v1sasa---
κελεύσω	keleu/sw	κελεύω	keleu/w	v1sfia---
κελεύσω	keleu/sw	κελεύω	keleu/w	v2saim---
κελεύω	keleu/w	κελεύω	keleu/w	v1spsa---
κελεύω	keleu/w	κελεύω	keleu/w	v1spia---
κελάδησε	kela/dhse	κελαδέω	kelade/w	v3saia---
κεναῖσι	kenai=si	κενός	keno/s	a-p---fd-
κενοταφεῖ	kenotafei=	κενοταφέω	kenotafe/w	v2spie---
κενοταφεῖ	kenotafei=	κενοταφέω	kenotafe/w	v3spia---
κενοταφοῦντ’	kenotafou=nt'	κενοταφέω	kenotafe/w	v-pppann-
κενοταφοῦντ’	kenotafou=nt'	κενοταφέω	kenotafe/w	v-pppanv-
κενοταφοῦντ’	kenotafou=nt'	κενοταφέω	kenotafe/w	v-pppana-
κενοταφοῦντ’	kenotafou=nt'	κενοταφέω	kenotafe/w	v-sppama-
κενοταφοῦντ’	kenotafou=nt'	κενοταφέω	kenotafe/w	v-sppamd-
κενοταφοῦντ’	kenotafou=nt'	κενοταφέω	kenotafe/w	v-sppand-
κενοταφοῦντ’	kenotafou=nt'	κενοταφέω	kenotafe/w	v3ppia---
κενοταφοῦντ’	kenotafou=nt'	κενοταφέω	kenotafe/w	v-dppamn-
κενοταφοῦντ’	kenotafou=nt'	κενοταφέω	kenotafe/w	v-dppamv-
κενοταφοῦντ’	kenotafou=nt'	κενοταφέω	kenotafe/w	v-dppama-
κενοταφοῦντ’	kenotafou=nt'	κενοταφέω	kenotafe/w	v-dppann-
κενοταφοῦντ’	kenotafou=nt'	κενοταφέω	kenotafe/w	v-dppanv-
κενοταφοῦντ’	kenotafou=nt'	κενοταφέω	kenotafe/w	v-dppana-
κενοταφοῦντ’	kenotafou=nt'	κενοταφέω	kenotafe/w	v3ppie---
κενοταφοῦντ’	kenotafou=nt'	κενοταφέω	kenotafe/w	v3piie---
κενοῖσι	kenoi=si	κενός	keno/s	a-p---md-
κενοῖσι	kenoi=si	κενός	keno/s	a-p---nd-
κενοῖσι	kenoi=si	κενόω	keno/w	v-pppamd-
κενοῖσι	kenoi=si	κενόω	keno/w	v-pppand-
κενοῖσι	kenoi=si	κενόω	keno/w	v3spsa---
κενοῖσι	kenoi=si	κενόω	keno/w	v3ppia---
κενά	kena/	κενός	keno/s	a-p---nn-
κενά	kena/	κενός	keno/s	a-p---nv-
κενά	kena/	κενός	keno/s	a-p---na-
κενά	kena/	κενός	keno/s	a-d---fn-
κενά	kena/	κενός	keno/s	a-d---fv-
κενά	kena/	κενός	keno/s	a-d---fa-
κενά	kena/	κενός	keno/s	a-s---fn-
κενά	kena/	κενός	keno/s	a-s---fv-
κενάς	kena/s	κενός	keno/s	a-p---fa-
κενήν	kenh/n	κενός	keno/s	a-s---fa-
κενῷ	kenw=|	κενός	keno/s	a-s---md-
κενῷ	kenw=|	κενός	keno/s	a-s---nd-
κερδανῶ	kerdanw=	κερδαίνω	kerdai/nw	v1sfia---
κερτομεῖν	kertomei=n	κερτομέω	kertome/w	v--pna---
κερτομεῖς	kertomei=s	κερτομέω	kertome/w	v2spia---
κευθμῶν’	keuqmw=n'	κευθμών	keuqmw/n	n-s---ma-
κευθμῶν’	keuqmw=n'	κευθμών	keuqmw/n	n-s---md-
κευθμῶν’	keuqmw=n'	κευθμών	keuqmw/n	n-d---mn-
κευθμῶν’	keuqmw=n'	κευθμών	keuqmw/n	n-d---mv-
κευθμῶν’	keuqmw=n'	κευθμών	keuqmw/n	n-d---ma-
κεἰ	kei)	εἰ	ei)	c--------
κείνη	kei/nh	ἐκεῖνος	e)kei=nos	n-s---fn-
κείνη	kei/nh	ἐκεῖνος	e)kei=nos	n-s---fv-
κείνη	kei/nh	κεῖνος	kei=nos	a-s---fn-
κείνη	kei/nh	κεῖνος	kei=nos	a-s---fv-
κείνην	kei/nhn	ἐκεῖνος	e)kei=nos	n-s---fa-
κείνην	kei/nhn	κεῖνος	kei=nos	a-s---fa-
κείνης	kei/nhs	ἐκεῖνος	e)kei=nos	n-s---fg-
κείνης	kei/nhs	κεῖνος	kei=nos	a-s---fg-
κείνῳ	kei/nw|	ἐκεῖνος	e)kei=nos	n-s---nd-
κείνῳ	kei/nw|	ἐκεῖνος	e)kei=nos	n-s---md-
κείνῳ	kei/nw|	κεῖνος	kei=nos	a-s---md-
κείνῳ	kei/nw|	κεῖνος	kei=nos	a-s---nd-
κείραντες	kei/rantes	κείρω	kei/rw	v-papamn-
κείραντες	kei/rantes	κείρω	kei/rw	v-papamv-
κείσομαι	kei/somai	κεῖμαι	kei=mai	v1sfim---
κεύθει	keu/qei	κεύθω	keu/qw	v2spie---
κεύθει	keu/qei	κεύθω	keu/qw	v3spia---
κεύθει	keu/qei	κεῦθος	keu=qos	n-d---nn-
κεύθει	keu/qei	κεῦθος	keu=qos	n-d---nv-
κεύθει	keu/qei	κεῦθος	keu=qos	n-d---na-
κεύθει	keu/qei	κεῦθος	keu=qos	n-s---nd-
κεύθει	keu/qei	κεῦθος	keu=qos	n-s---nd-
κεῖνον	kei=non	ἐκεῖνος	e)kei=nos	n-s---ma-
κεῖνον	kei=non	κεῖνος	kei=nos	a-s---ma-
κεῖνον	kei=non	κεῖνος	kei=nos	a-s---nn-
κεῖνον	kei=non	κεῖνος	kei=nos	a-s---nv-
κεῖνον	kei=non	κεῖνος	kei=nos	a-s---na-
κεῖνος	kei=nos	ἐκεῖνος	e)kei=nos	n-s---mn-
κεῖνος	kei=nos	κεῖνος	kei=nos	a-s---mn-
κεῖν’	kei=n'	ἐκεῖνος	e)kei=nos	n-p---nn-
κεῖν’	kei=n'	ἐκεῖνος	e)kei=nos	n-p---nv-
κεῖν’	kei=n'	ἐκεῖνος	e)kei=nos	n-p---na-
κεῖν’	kei=n'	ἐκεῖνος	e)kei=nos	n-s---nn-
κεῖν’	kei=n'	ἐκεῖνος	e)kei=nos	n-s---nv-
κεῖν’	kei=n'	ἐκεῖνος	e)kei=nos	n-s---na-
κεῖν’	kei=n'	ἐκεῖνος	e)kei=nos	n-s---mv-
κεῖν’	kei=n'	ἐκεῖνος	e)kei=nos	n-p---fn-
κεῖν’	kei=n'	ἐκεῖνος	e)kei=nos	n-p---fv-
κεῖν’	kei=n'	κεῖνος	kei=nos	a-p---nn-
κεῖν’	kei=n'	κεῖνος	kei=nos	a-p---nv-
κεῖν’	kei=n'	κεῖνος	kei=nos	a-p---na-
κεῖν’	kei=n'	κεῖνος	kei=nos	a-s---mv-
κεῖν’	kei=n'	κεῖνος	kei=nos	a-p---fn-
κεῖν’	kei=n'	κεῖνος	kei=nos	a-p---fv-
κεῖσαι	kei=sai	κεῖμαι	kei=mai	v2spie---
κεῖται	kei=tai	κέω	ke/w	v3spie---
κεῖται	kei=tai	κεῖμαι	kei=mai	v3spie---
κιγχάνω	kigxa/nw	κιχάνω	kixa/nw	v1spsa---
κιγχάνω	kigxa/nw	κιχάνω	kixa/nw	v1spia---
κισσοῦ	kissou=	κισσάω	kissa/w	v2spme---
κισσοῦ	kissou=	κισσός	kisso/s	n-s---mg-
κισσοῦ	kissou=	κισσόω	kisso/w	v2spme---
κισσοῦ	kissou=	κισσόω	kisso/w	v2siie---
κλαγγαῖσι	klaggai=si	κλαγγή	klaggh/	n-p---fd-
κλαίουσα	klai/ousa	κλαίω	klai/w	v-sppafn-
κλαίουσα	klai/ousa	κλαίω	klai/w	v-sppafv-
κλεινά	kleina/	κλεινός	kleino/s	a-p---nn-
κλεινά	kleina/	κλεινός	kleino/s	a-p---nv-
κλεινά	kleina/	κλεινός	kleino/s	a-p---na-
κλεινά	kleina/	κλεινός	kleino/s	a-d---fn-
κλεινά	kleina/	κλεινός	kleino/s	a-d---fv-
κλεινά	kleina/	κλεινός	kleino/s	a-d---fa-
κλεινά	kleina/	κλεινός	kleino/s	a-s---fn-
κλεινά	kleina/	κλεινός	kleino/s	a-s---fv-
κλεινήν	kleinh/n	κλεινός	kleino/s	a-s---fa-
κλεινόν	kleino/n	κλεινός	kleino/s	a-s---ma-
κλεινόν	kleino/n	κλεινός	kleino/s	a-s---nn-
κλεινόν	kleino/n	κλεινός	kleino/s	a-s---nv-
κλεινόν	kleino/n	κλεινός	kleino/s	a-s---na-
κληδόν’	klhdo/n'	κληδών	klhdw/n	n-s---fa-
κληδόν’	klhdo/n'	κληδών	klhdw/n	n-s---fd-
κληδόν’	klhdo/n'	κληδών	klhdw/n	n-d---fn-
κληδόν’	klhdo/n'	κληδών	klhdw/n	n-d---fv-
κληδόν’	klhdo/n'	κληδών	klhdw/n	n-d---fa-
κλιμακτῆρας	klimakth=ras	κλιμακτήρ	klimakth/r	n-p---ma-
κλοπαίαν	klopai/an	κλοπαῖος	klopai=os	a-s---fa-
κλοπαῖς	klopai=s	κλοπή	kloph/	n-p---fd-
κλυδωνίοις	kludwni/ois	κλυδώνιον	kludw/nion	n-p---nd-
κλέος	kle/os	κλέος	kle/os	n-s---nn-
κλέος	kle/os	κλέος	kle/os	n-s---nv-
κλέος	kle/os	κλέος	kle/os	n-s---na-
κλέπτειν	kle/ptein	κλέπτω	kle/ptw	v--pna---
κλέψας	kle/yas	κλέπτω	kle/ptw	v-sapamn-
κλέψας	kle/yas	κλέπτω	kle/ptw	v-sapamv-
κλέψας	kle/yas	κλέπτω	kle/ptw	v2saia---
κλύδων	klu/dwn	κλύδων	klu/dwn	n-s---mn-
κλύδων	klu/dwn	κλύδων	klu/dwn	n-s---mv-
κλύδων	klu/dwn	κλυδάω	kluda/w	v3piia---
κλύδων	klu/dwn	κλυδάω	kluda/w	v1siia---
κλύειν	klu/ein	κλύω	klu/w	v--pna---
κλύοντες	klu/ontes	κλύω	klu/w	v-pppamn-
κλύοντες	klu/ontes	κλύω	klu/w	v-pppamv-
κλύουσα	klu/ousa	κλύω	klu/w	v-sppafn-
κλύουσα	klu/ousa	κλύω	klu/w	v-sppafv-
κλύω	klu/w	κλύω	klu/w	v1sasa---
κλύω	klu/w	κλύω	klu/w	v1spsa---
κλύω	klu/w	κλύω	klu/w	v1spia---
κλύων	klu/wn	κλύω	klu/w	v-sppamn-
κλῄζεται	klh/|zetai	κλῄζω1	klh/|zw1	v3spie---
κλῄζεται	klh/|zetai	κλῄζω2	klh/|zw2	v3spie---
κλῄζομαι	klh/|zomai	κλῄζω1	klh/|zw1	v1spie---
κλῄζομαι	klh/|zomai	κλῄζω2	klh/|zw2	v1spie---
κλῄζῃ	klh/|zh|	κλῄζω1	klh/|zw1	v2spse---
κλῄζῃ	klh/|zh|	κλῄζω1	klh/|zw1	v2spie---
κλῄζῃ	klh/|zh|	κλῄζω1	klh/|zw1	v3spsa---
κλῄζῃ	klh/|zh|	κλῄζω2	klh/|zw2	v2spse---
κλῄζῃ	klh/|zh|	κλῄζω2	klh/|zw2	v2spie---
κλῄζῃ	klh/|zh|	κλῄζω2	klh/|zw2	v3spsa---
κλῄθροις	klh/|qrois	κλεῖθρον	klei=qron	n-p---nd-
κλῄθροις	klh/|qrois	κλήιθρον	klh/iqron	n-p---nd-
κλῄθρων	klh/|qrwn	κλεῖθρον	klei=qron	n-p---ng-
κλῄθρων	klh/|qrwn	κλήιθρον	klh/iqron	n-p---ng-
κλῇθρα	klh=|qra	κλεῖθρον	klei=qron	n-p---nn-
κλῇθρα	klh=|qra	κλεῖθρον	klei=qron	n-p---nv-
κλῇθρα	klh=|qra	κλεῖθρον	klei=qron	n-p---na-
κλῇθρα	klh=|qra	κλήιθρον	klh/iqron	n-p---nn-
κλῇθρα	klh=|qra	κλήιθρον	klh/iqron	n-p---nv-
κλῇθρα	klh=|qra	κλήιθρον	klh/iqron	n-p---na-
κλῶπές	klw=pe/s	κλώψ	klw/y	n-p---mn-
κλῶπές	klw=pe/s	κλώψ	klw/y	n-p---mv-
κοινωνῶν	koinwnw=n	κοινωνέω	koinwne/w	v-sppamn-
κοινωνῶν	koinwnw=n	κοινωνός	koinwno/s	n-p---mg-
κοινωνῶν	koinwnw=n	κοινωνός	koinwno/s	n-p---fg-
κοινήν	koinh/n	κοινός	koino/s	a-s---fa-
κοινόν	koino/n	κοινός	koino/s	a-s---ma-
κοινόν	koino/n	κοινός	koino/s	a-s---nn-
κοινόν	koino/n	κοινός	koino/s	a-s---nv-
κοινόν	koino/n	κοινός	koino/s	a-s---na-
κοινόν	koino/n	κοινός	koino/s	n-s---ma-
κοινόν	koino/n	κοινός	koino/s	n-s---fa-
κοινόν	koino/n	κοινός	koino/s	n-s---nn-
κοινόν	koino/n	κοινός	koino/s	n-s---nv-
κοινόν	koino/n	κοινός	koino/s	n-s---na-
κοινός	koino/s	κοινός	koino/s	a-s---mn-
κοινός	koino/s	κοινός	koino/s	n-s---mn-
κοινός	koino/s	κοινός	koino/s	n-s---fn-
κοινώνει	koinw/nei	κοινωνέω	koinwne/w	v2spma---
κοινώνει	koinw/nei	κοινωνέω	koinwne/w	v3siia---
κοινῇ	koinh=|	κοινῇ	koinh=|	d--------
κοινῇ	koinh=|	κοινός	koino/s	a-s---fd-
κοινῇ	koinh=|	κοινόω	koino/w	v2spse---
κοινῇ	koinh=|	κοινόω	koino/w	v2spie---
κοινῇ	koinh=|	κοινόω	koino/w	v3spsa---
κοινῇ	koinh=|	κοινόω	koino/w	v3spia---
κολάζομεν	kola/zomen	κολάζω	kola/zw	v1ppia---
κολάζομεν	kola/zomen	κολάζω	kola/zw	v1piia---
κομίζει	komi/zei	κομίζω	komi/zw	v2spie---
κομίζει	komi/zei	κομίζω	komi/zw	v3spia---
κομίζετε	komi/zete	κομίζω	komi/zw	v2ppma---
κομίζετε	komi/zete	κομίζω	komi/zw	v2ppia---
κομίζετε	komi/zete	κομίζω	komi/zw	v2piia---
κομίζετ’	komi/zet'	κομίζω	komi/zw	v2ppma---
κομίζετ’	komi/zet'	κομίζω	komi/zw	v2ppia---
κομίζετ’	komi/zet'	κομίζω	komi/zw	v3spie---
κομίζετ’	komi/zet'	κομίζω	komi/zw	v3siie---
κομίζετ’	komi/zet'	κομίζω	komi/zw	v2piia---
κομίζομαι	komi/zomai	κομίζω	komi/zw	v1spie---
κορμούς	kormou/s	κορμός	kormo/s	n-p---ma-
κοσμεῖ	kosmei=	κοσμέω	kosme/w	v2spie---
κοσμεῖ	kosmei=	κοσμέω	kosme/w	v3spia---
κουραῖσι	kourai=si	κουρά	koura/	n-p---fd-
κουφίζοντα	koufi/zonta	κουφίζω	koufi/zw	v-pppann-
κουφίζοντα	koufi/zonta	κουφίζω	koufi/zw	v-pppanv-
κουφίζοντα	koufi/zonta	κουφίζω	koufi/zw	v-pppana-
κουφίζοντα	koufi/zonta	κουφίζω	koufi/zw	v-sppama-
κουφίσειε	koufi/seie	κουφίζω	koufi/zw	v3saoa---
κοὐ	kou)	οὐ	ou)	d--------
κοὐδείς	kou)dei/s	οὐδείς	ou)dei/s	n-s---mn-
κοὐδείς	kou)dei/s	οὐδείς	ou)dei/s	n-s---mv-
κοὐδέν	kou)de/n	οὐδείς	ou)dei/s	n-s---nn-
κοὐδέν	kou)de/n	οὐδείς	ou)dei/s	n-s---nv-
κοὐδέν	kou)de/n	οὐδείς	ou)dei/s	n-s---na-
κοὐκ	kou)k	οὐ	ou)	d--------
κοὔποτ’	kou)/pot'	οὔποτε	ou)/pote	d--------
κούραν	kou/ran	κόρη	ko/rh	n-s---fa-
κούρας	kou/ras	κόρη	ko/rh	n-p---fa-
κούρας	kou/ras	κόρη	ko/rh	n-s---fg-
κούφῃ	kou/fh|	κοῦφος	kou=fos	a-s---fd-
κρατεῖν	kratei=n	κρατέω	krate/w	v--pna---
κρατοῦμεν	kratou=men	κρατέω	krate/w	v1ppia---
κρατοῦμεν	kratou=men	κρατέω	krate/w	v1piia---
κρατήσεις	krath/seis	κράτησις	kra/thsis	n-p---fn-
κρατήσεις	krath/seis	κράτησις	kra/thsis	n-p---fv-
κρατήσεις	krath/seis	κράτησις	kra/thsis	n-p---fn-
κρατήσεις	krath/seis	κράτησις	kra/thsis	n-p---fa-
κρατήσεις	krath/seis	κρατέω	krate/w	v2sasa---
κρατήσεις	krath/seis	κρατέω	krate/w	v2sfia---
κρατί	krati/	κράς	kra/s	n-s---fd-
κρατός	krato/s	κράς	kra/s	n-s---fg-
κραίνουσι	krai/nousi	κραίνω	krai/nw	v-pppamd-
κραίνουσι	krai/nousi	κραίνω	krai/nw	v-pppand-
κραίνουσι	krai/nousi	κραίνω	krai/nw	v3ppia---
κρείσσω	krei/ssw	κρείσσων	krei/sswn	a-p---na-
κρείσσω	krei/ssw	κρείσσων	krei/sswn	a-p---nn-
κρείσσω	krei/ssw	κρείσσων	krei/sswn	a-s---ma-
κρείσσω	krei/ssw	κρείσσων	krei/sswn	a-s---fa-
κρείσσω	krei/ssw	κρεισσόω	kreisso/w	v2spma---
κρείσσω	krei/ssw	κρεισσόω	kreisso/w	v3siia---
κρείσσων	krei/sswn	κρείσσων	krei/sswn	a-s---mn-
κρείσσων	krei/sswn	κρείσσων	krei/sswn	a-s---fn-
κρείσσων	krei/sswn	κρεισσόω	kreisso/w	v3piia---
κρείσσων	krei/sswn	κρεισσόω	kreisso/w	v1siia---
κρεῖσσον	krei=sson	κρείσσων	krei/sswn	a-s---mv-
κρεῖσσον	krei=sson	κρείσσων	krei/sswn	a-s---fv-
κρεῖσσον	krei=sson	κρείσσων	krei/sswn	a-s---nn-
κρεῖσσον	krei=sson	κρείσσων	krei/sswn	a-s---nv-
κρεῖσσον	krei=sson	κρείσσων	krei/sswn	a-s---na-
κρηνῶν	krhnw=n	κρήνη	krh/nh	n-p---fg-
κρηπῖδ’	krhpi=d'	κρηπίς	krhpi/s	n-s---fa-
κρηπῖδ’	krhpi=d'	κρηπίς	krhpi/s	n-s---fd-
κρηπῖδ’	krhpi=d'	κρηπίς	krhpi/s	n-d---fn-
κρηπῖδ’	krhpi=d'	κρηπίς	krhpi/s	n-d---fv-
κρηπῖδ’	krhpi=d'	κρηπίς	krhpi/s	n-d---fa-
κρινεῖ	krinei=	κρίνω	kri/nw	v3sasp---
κρινεῖ	krinei=	κρίνω	kri/nw	v2sfim---
κρινεῖ	krinei=	κρίνω	kri/nw	v3sfia---
κροῦσον	krou=son	κρούω	krou/w	v2sama---
κροῦσον	krou=son	κρούω	krou/w	v-sfpamv-
κροῦσον	krou=son	κρούω	krou/w	v-sfpann-
κροῦσον	krou=son	κρούω	krou/w	v-sfpanv-
κροῦσον	krou=son	κρούω	krou/w	v-sfpana-
κρυπτεύομαι	krupteu/omai	κρυπτεύω	krupteu/w	v1spie---
κρυφθείς	krufqei/s	κρύπτω	kru/ptw	v-sappmn-
κρυφθείς	krufqei/s	κρύπτω	kru/ptw	v-sappmv-
κράτιστον	kra/tiston	κράτιστος	kra/tistos	a-s---ma-
κράτιστον	kra/tiston	κράτιστος	kra/tistos	a-s---nn-
κράτιστον	kra/tiston	κράτιστος	kra/tistos	a-s---nv-
κράτιστον	kra/tiston	κράτιστος	kra/tistos	a-s---na-
κράτος	kra/tos	κράτος	kra/tos	n-s---nn-
κράτος	kra/tos	κράτος	kra/tos	n-s---nv-
κράτος	kra/tos	κράτος	kra/tos	n-s---na-
κρίσιν	kri/sin	κρίσις	kri/sis	n-s---fa-
κρίσις	kri/sis	κρίσις	kri/sis	n-p---fa-
κρίσις	kri/sis	κρίσις	kri/sis	n-s---fn-
κρόταλα	kro/tala	κρόταλον	kro/talon	n-p---nn-
κρόταλα	kro/tala	κρόταλον	kro/talon	n-p---nv-
κρόταλα	kro/tala	κρόταλον	kro/talon	n-p---na-
κρύπτει	kru/ptei	κρύπτω	kru/ptw	v2spie---
κρύπτει	kru/ptei	κρύπτω	kru/ptw	v3spia---
κρύπτεται	kru/ptetai	κρύπτω	kru/ptw	v3spie---
κρύπτων	kru/ptwn	κρύπτω	kru/ptw	v-sppamn-
κρύψας	kru/yas	κρύπτω	kru/ptw	v-sapamn-
κρύψας	kru/yas	κρύπτω	kru/ptw	v-sapamv-
κρύψας	kru/yas	κρύπτω	kru/ptw	v2saia---
κρύψασ’	kru/yas'	κρύπτω	kru/ptw	v-sapafn-
κρύψασ’	kru/yas'	κρύπτω	kru/ptw	v-sapafv-
κρύψασ’	kru/yas'	κρύπτω	kru/ptw	v-papamd-
κρύψασ’	kru/yas'	κρύπτω	kru/ptw	v-papand-
κρύψασ’	kru/yas'	κρύπτω	kru/ptw	v-papafn-
κρύψασ’	kru/yas'	κρύπτω	kru/ptw	v-papafv-
κρᾶτα	kra=ta	κράς	kra/s	n-s---fa-
κρᾶτα	kra=ta	κράς	kra/s	n-p---nn-
κρᾶτα	kra=ta	κράς	kra/s	n-p---nv-
κρᾶτα	kra=ta	κράς	kra/s	n-p---na-
κρῖνον	kri=non	κρίνω	kri/nw	v2sama---
κρῖνον	kri=non	κρίνω	kri/nw	v-sppamv-
κρῖνον	kri=non	κρίνω	kri/nw	v-sppann-
κρῖνον	kri=non	κρίνω	kri/nw	v-sppanv-
κρῖνον	kri=non	κρίνω	kri/nw	v-sppana-
κρῖνον	kri=non	κρίνω	kri/nw	v3piia---
κρῖνον	kri=non	κρίνω	kri/nw	v1siia---
κτανεῖν	ktanei=n	κτείνω	ktei/nw	v--ana---
κτανεῖν	ktanei=n	κτείνω	ktei/nw	v--fna---
κτανών	ktanw/n	κτείνω	ktei/nw	v-sapamn-
κτενεῖς	ktenei=s	κτείνω	ktei/nw	v2sfia---
κτενῶ	ktenw=	κτείνω	ktei/nw	v1sfia---
κτερίσματα	kteri/smata	κτερίσματα	kteri/smata	n-p---nn-
κτερίσματα	kteri/smata	κτερίσματα	kteri/smata	n-p---nv-
κτερίσματα	kteri/smata	κτερίσματα	kteri/smata	n-p---na-
κτείνει	ktei/nei	κτείνω	ktei/nw	v3sasa---
κτείνει	ktei/nei	κτείνω	ktei/nw	v2spie---
κτείνει	ktei/nei	κτείνω	ktei/nw	v3spia---
κτεῖνε	ktei=ne	κτείνω	ktei/nw	v2spma---
κτεῖνε	ktei=ne	κτείνω	ktei/nw	v3saia---
κτεῖνε	ktei=ne	κτείνω	ktei/nw	v3siia---
κτεῖν’	ktei=n'	κτείνω	ktei/nw	v2spma---
κτεῖν’	ktei=n'	κτείνω	ktei/nw	v2samm---
κτεῖν’	ktei=n'	κτείνω	ktei/nw	v--ana---
κτεῖν’	ktei=n'	κτείνω	ktei/nw	v1saia---
