Αἰγίσθου	*ai)gi/sqou	Αἴγισθος	*ai)/gisqos	n-s---mg-
δυσσεβῆ	dussebh=	δυσσεβής	dussebh/s	n-s---fa-
δυστυχεῖς	dustuxei=s	δυστυχέω	dustuxe/w	v2spia---
δυστυχεῖς	dustuxei=s	δυστυχής	dustuxh/s	n-p---ma-
δυστυχεῖς	dustuxei=s	δυστυχής	dustuxh/s	n-p---fa-
δυστυχεῖς	dustuxei=s	δυστυχής	dustuxh/s	n-p---mn-
δυστυχεῖς	dustuxei=s	δυστυχής	dustuxh/s	n-p---mv-
δυστυχεῖς	dustuxei=s	δυστυχής	dustuxh/s	n-p---fn-
δυστυχεῖς	dustuxei=s	δυστυχής	dustuxh/s	n-p---fv-
δυστυχοῦντί	dustuxou=nti/	δυστυχέω	dustuxe/w	v-sppamd-
δυστυχοῦντί	dustuxou=nti/	δυστυχέω	dustuxe/w	v-sppand-
δυστυχοῦντί	dustuxou=nti/	δυστυχέω	dustuxe/w	v3ppia---
δυστυχίᾳ	dustuxi/a|	δυστυχία	dustuxi/a	n-p---fn-
δυστυχίᾳ	dustuxi/a|	δυστυχία	dustuxi/a	n-p---fv-
δυστυχίᾳ	dustuxi/a|	δυστυχία	dustuxi/a	n-s---fd-
δυσάρεστος	dusa/restos	δυσάρεστος	dusa/restos	n-s---mn-
δυσάρεστος	dusa/restos	δυσάρεστος	dusa/restos	n-s---fn-
δωμάτων	dwma/twn	δῶμα	dw=ma	n-p---ng-
δωμάτων	dwma/twn	δωμάω	dwma/w	v3ppma---
δωμάτων	dwma/twn	δωμάω	dwma/w	v3dpma---
δωμάτων	dwma/twn	δωματόω	dwmato/w	v3piia---
δωμάτων	dwma/twn	δωματόω	dwmato/w	v1siia---
δάκνει	da/knei	δάκνω	da/knw	v2spie---
δάκνει	da/knei	δάκνω	da/knw	v3spia---
δάκρυσι	da/krusi	δάκρυον	da/kruon	n-p---nd-
δάκρυά	da/krua/	δάκρυον	da/kruon	n-p---nn-
δάκρυά	da/krua/	δάκρυον	da/kruon	n-p---nv-
δάκρυά	da/krua/	δάκρυον	da/kruon	n-p---na-
δάκρυά	da/krua/	δάκρυον	da/kruon	n-p---nn-
δάκρυά	da/krua/	δάκρυον	da/kruon	n-p---nv-
δάκρυά	da/krua/	δάκρυον	da/kruon	n-p---na-
δάμαρτα	da/marta	δάμαρ	da/mar	n-s---fa-
δάμαρτά	da/marta/	δάμαρ	da/mar	n-s---fa-
δάμαρτ’	da/mart'	δάμαρ	da/mar	n-s---fa-
δάμαρτ’	da/mart'	δάμαρ	da/mar	n-s---fd-
δάμαρτ’	da/mart'	δάμαρ	da/mar	n-d---fn-
δάμαρτ’	da/mart'	δάμαρ	da/mar	n-d---fv-
δάμαρτ’	da/mart'	δάμαρ	da/mar	n-d---fa-
δέ	de/	δέ	de/	g--------
δέδοικα	de/doika	δείδω	dei/dw	v1sria---
δέδοικ’	de/doik'	δείδω	dei/dw	v1sria---
δέδοικ’	de/doik'	δείδω	dei/dw	v2srma---
δέδοικ’	de/doik'	δείδω	dei/dw	v3sria---
δέδορκα	de/dorka	δέρκομαι	de/rkomai	v1sria---
δέδωκας	de/dwkas	δίδωμι	di/dwmi	v2sria---
δέμας	de/mas	δέμας	de/mas	n-s---ng-
δέμας	de/mas	δέμας	de/mas	n-s---nn-
δέμας	de/mas	δέμας	de/mas	n-s---nv-
δέμας	de/mas	δέμας	de/mas	n-s---na-
δέξαι	de/cai	δέχομαι	de/xomai	v2samm---
δέξαι	de/cai	δείκνυμι	dei/knumi	v2samm---
δέξαι	de/cai	δείκνυμι	dei/knumi	v--ana---
δέξαι	de/cai	δείκνυμι	dei/knumi	v3saoa---
δέξατ’	de/cat'	δέχομαι	de/xomai	v3saim---
δέξατ’	de/cat'	δείκνυμι	dei/knumi	v2pama---
δέξατ’	de/cat'	δείκνυμι	dei/knumi	v3saim---
δέξατ’	de/cat'	δείκνυμι	dei/knumi	v2paia---
δέξεται	de/cetai	δέχομαι	de/xomai	v3sasm---
δέξεται	de/cetai	δέχομαι	de/xomai	v3sfim---
δέξεται	de/cetai	δείκνυμι	dei/knumi	v3sasm---
δέξεται	de/cetai	δείκνυμι	dei/knumi	v3sfim---
δέραν	de/ran	δειρή	deirh/	n-s---fa-
δέρας	de/ras	δέρος	de/ros	n-s---nn-
δέρας	de/ras	δειρή	deirh/	n-p---fa-
δέρας	de/ras	δειρή	deirh/	n-s---fg-
δέρκομαι	de/rkomai	δέρκομαι	de/rkomai	v1spim---
δέσποινά	de/spoina/	δέσποινα	de/spoina	n-s---fn-
δέσποινά	de/spoina/	δέσποινα	de/spoina	n-s---fv-
δέσποιν’	de/spoin'	δέσποινα	de/spoina	n-s---fn-
δέσποιν’	de/spoin'	δέσποινα	de/spoina	n-s---fv-
δέσποιν’	de/spoin'	δέσποινα	de/spoina	n-p---fn-
δέσποιν’	de/spoin'	δέσποινα	de/spoina	n-p---fv-
δέχου	de/xou	δέχομαι	de/xomai	v2spme---
δέχου	de/xou	δέχομαι	de/xomai	v2siie---
δέχ’	de/x'	δέκα	de/ka	m--------
δή	dh/	δή	dh/	g--------
δίγονα	di/gona	δίγονος	di/gonos	n-p---nn-
δίγονα	di/gona	δίγονος	di/gonos	n-p---nv-
δίγονα	di/gona	δίγονος	di/gonos	n-p---na-
δίδωμι	di/dwmi	δίδωμι	di/dwmi	v1spia---
δίδωμ’	di/dwm'	δίδωμι	di/dwmi	v1spia---
δίδωσιν	di/dwsin	δίδωμι	di/dwmi	v3spia---
δίκα	di/ka	δίκη	di/kh	n-d---fn-
δίκα	di/ka	δίκη	di/kh	n-d---fv-
δίκα	di/ka	δίκη	di/kh	n-d---fa-
δίκα	di/ka	δίκη	di/kh	n-s---fn-
δίκα	di/ka	δίκη	di/kh	n-s---fv-
δίκαια	di/kaia	δίκαιος	di/kaios	a-p---nn-
δίκαια	di/kaia	δίκαιος	di/kaios	a-p---nv-
δίκαια	di/kaia	δίκαιος	di/kaios	a-p---na-
δίκαια	di/kaia	δίκαιος	di/kaios	n-p---nn-
δίκαια	di/kaia	δίκαιος	di/kaios	n-p---nv-
δίκαια	di/kaia	δίκαιος	di/kaios	n-p---na-
δίκαιον	di/kaion	δίκαιος	di/kaios	a-s---ma-
δίκαιον	di/kaion	δίκαιος	di/kaios	a-s---nn-
δίκαιον	di/kaion	δίκαιος	di/kaios	a-s---nv-
δίκαιον	di/kaion	δίκαιος	di/kaios	a-s---na-
δίκαιον	di/kaion	δίκαιος	di/kaios	n-s---ma-
δίκαιον	di/kaion	δίκαιος	di/kaios	n-s---fa-
δίκαιον	di/kaion	δίκαιος	di/kaios	n-s---nn-
δίκαιον	di/kaion	δίκαιος	di/kaios	n-s---nv-
δίκαιον	di/kaion	δίκαιος	di/kaios	n-s---na-
δίκαι’	di/kai'	δίκαιος	di/kaios	a-p---nn-
δίκαι’	di/kai'	δίκαιος	di/kaios	a-p---nv-
δίκαι’	di/kai'	δίκαιος	di/kaios	a-p---na-
δίκαι’	di/kai'	δίκαιος	di/kaios	n-p---nn-
δίκαι’	di/kai'	δίκαιος	di/kaios	n-p---nv-
δίκαι’	di/kai'	δίκαιος	di/kaios	n-p---na-
δίκαι’	di/kai'	δίκαιος	di/kaios	a-s---mv-
δίκαι’	di/kai'	δίκαιος	di/kaios	n-s---mv-
δίκαι’	di/kai'	δίκαιος	di/kaios	n-s---fv-
δίκαι’	di/kai'	δίκαιος	di/kaios	a-p---fn-
δίκαι’	di/kai'	δίκαιος	di/kaios	a-p---fv-
δίκαι’	di/kai'	δικαία	dikai/a	n-p---fn-
δίκαι’	di/kai'	δικαία	dikai/a	n-p---fv-
δίκαν	di/kan	δίκη	di/kh	n-s---fa-
δίκας	di/kas	δίκη	di/kh	n-p---fa-
δίκας	di/kas	δίκη	di/kh	n-s---fg-
δίκη	di/kh	δίκη	di/kh	n-s---fn-
δίκη	di/kh	δίκη	di/kh	n-s---fv-
δίκην	di/khn	δίκη	di/kh	n-s---fa-
δίκης	di/khs	δίκη	di/kh	n-s---fg-
δίκροτον	di/kroton	δίκροτος	di/krotos	n-s---ma-
δίκροτον	di/kroton	δίκροτος	di/krotos	n-s---fa-
δίκροτον	di/kroton	δίκροτος	di/krotos	n-s---nn-
δίκροτον	di/kroton	δίκροτος	di/krotos	n-s---nv-
δίκροτον	di/kroton	δίκροτος	di/krotos	n-s---na-
δίκῃ	di/kh|	δίκη	di/kh	n-s---fd-
δίκῃ	di/kh|	δικεῖν	dikei=n	v2sase---
δίκῃ	di/kh|	δικεῖν	dikei=n	v3sasa---
δίπτυχοι	di/ptuxoi	δίπτυχος	di/ptuxos	n-p---mn-
δίπτυχοι	di/ptuxoi	δίπτυχος	di/ptuxos	n-p---mv-
δίπτυχοι	di/ptuxoi	δίπτυχος	di/ptuxos	n-p---fn-
δίπτυχοι	di/ptuxoi	δίπτυχος	di/ptuxos	n-p---fv-
δίς	di/s	δίς	di/s	d--------
δόλιον	do/lion	δόλιος	do/lios	a-s---ma-
δόλιον	do/lion	δόλιος	do/lios	a-s---nn-
δόλιον	do/lion	δόλιος	do/lios	a-s---nv-
δόλιον	do/lion	δόλιος	do/lios	a-s---na-
δόλιον	do/lion	δόλιος	do/lios	n-s---ma-
δόλιον	do/lion	δόλιος	do/lios	n-s---fa-
δόλιον	do/lion	δόλιος	do/lios	n-s---nn-
δόλιον	do/lion	δόλιος	do/lios	n-s---nv-
δόλιον	do/lion	δόλιος	do/lios	n-s---na-
δόλον	do/lon	δόλος	do/los	n-s---ma-
δόλῳ	do/lw|	δόλος	do/los	n-s---md-
δόμοι	do/moi	δόμος	do/mos	n-p---mn-
δόμοι	do/moi	δόμος	do/mos	n-p---mv-
δόμοις	do/mois	δόμος	do/mos	n-p---md-
δόμοισιν	do/moisin	δόμος	do/mos	n-p---md-
δόμος	do/mos	δόμος	do/mos	n-s---mn-
δόμους	do/mous	δόμος	do/mos	n-p---ma-
δόμους	do/mous	δομόω	domo/w	v2siia---
δόμων	do/mwn	δόμος	do/mos	n-p---mg-
δόμων	do/mwn	δομάω	doma/w	v3piia---
δόμων	do/mwn	δομάω	doma/w	v1siia---
δόντα	do/nta	δίδωμι	di/dwmi	v-papann-
δόντα	do/nta	δίδωμι	di/dwmi	v-papanv-
δόντα	do/nta	δίδωμι	di/dwmi	v-papana-
δόντα	do/nta	δίδωμι	di/dwmi	v-sapama-
δόντα	do/nta	δίδωμι	di/dwmi	v-papann-
δόντα	do/nta	δίδωμι	di/dwmi	v-papanv-
δόντα	do/nta	δίδωμι	di/dwmi	v-papana-
δόντα	do/nta	δίδωμι	di/dwmi	v-sapama-
δόξασα	do/casa	δοξάζω	doca/zw	v1saia---
δόξασα	do/casa	δοκέω	doke/w	v-sapafn-
δόξασα	do/casa	δοκέω	doke/w	v-sapafv-
δόξ’	do/c'	δόξα	do/ca	n-p---fn-
δόξ’	do/c'	δόξα	do/ca	n-p---fv-
δόξ’	do/c'	δόξα	do/ca	n-s---fd-
δόξ’	do/c'	δόξις	do/cis	n-s---fv-
δόξ’	do/c'	δοκέω	doke/w	v2samm---
δόξ’	do/c'	δοκέω	doke/w	v--ana---
δόξ’	do/c'	δοκέω	doke/w	v1saia---
δόξ’	do/c'	δοκέω	doke/w	v3saia---
δόρυ	do/ru	δόρυ	do/ru	n-s---nn-
δόρυ	do/ru	δόρυ	do/ru	n-s---nv-
δόρυ	do/ru	δόρυ	do/ru	n-s---na-
δός	do/s	δίδωμι	di/dwmi	v2sama---
δότω	do/tw	δίδωμι	di/dwmi	v3sama---
δότω	do/tw	δότης	do/ths	n-s---mg-
δύναιτ’	du/nait'	δύναμαι	du/namai	v3spoe---
δύναιτ’	du/nait'	δύω2	du/w2	v2paoa---
δύναται	du/natai	δύναμαι	du/namai	v3spie---
δύο	du/o	δύο	du/o	m--------
δύσονται	du/sontai	δύω2	du/w2	v3pfim---
δύστηνός	du/sthno/s	δύστηνος	du/sthnos	n-s---mn-
δύστηνός	du/sthno/s	δύστηνος	du/sthnos	n-s---fn-
δύστην’	du/sthn'	δύστηνος	du/sthnos	n-p---nn-
δύστην’	du/sthn'	δύστηνος	du/sthnos	n-p---nv-
δύστην’	du/sthn'	δύστηνος	du/sthnos	n-p---na-
δύστην’	du/sthn'	δύστηνος	du/sthnos	n-s---mv-
δύστην’	du/sthn'	δύστηνος	du/sthnos	n-s---fv-
δώμαθ’	dw/maq'	δῶμα	dw=ma	n-p---nn-
δώμαθ’	dw/maq'	δῶμα	dw=ma	n-p---nv-
δώμαθ’	dw/maq'	δῶμα	dw=ma	n-p---na-
δώμαθ’	dw/maq'	δῶμα	dw=ma	n-s---nd-
δώμαθ’	dw/maq'	δῶμα	dw=ma	n-d---nn-
δώμαθ’	dw/maq'	δῶμα	dw=ma	n-d---nv-
δώμαθ’	dw/maq'	δῶμα	dw=ma	n-d---na-
δώμασι	dw/masi	δῶμα	dw=ma	n-p---nd-
δώμασιν	dw/masin	δῶμα	dw=ma	n-p---nd-
δώματα	dw/mata	δῶμα	dw=ma	n-p---nn-
δώματα	dw/mata	δῶμα	dw=ma	n-p---nv-
δώματα	dw/mata	δῶμα	dw=ma	n-p---na-
δώματ’	dw/mat'	δῶμα	dw=ma	n-p---nn-
δώματ’	dw/mat'	δῶμα	dw=ma	n-p---nv-
δώματ’	dw/mat'	δῶμα	dw=ma	n-p---na-
δώματ’	dw/mat'	δῶμα	dw=ma	n-s---nd-
δώματ’	dw/mat'	δῶμα	dw=ma	n-d---nn-
δώματ’	dw/mat'	δῶμα	dw=ma	n-d---nv-
δώματ’	dw/mat'	δῶμα	dw=ma	n-d---na-
δώσομεν	dw/somen	δίδωμι	di/dwmi	v1pfia---
δώσω	dw/sw	δίδωμι	di/dwmi	v1sfia---
δᾶν	da=n	δᾶ	da=	x--------
δῆλον	dh=lon	δῆλος	dh=los	a-s---ma-
δῆλον	dh=lon	δῆλος	dh=los	a-s---nn-
δῆλον	dh=lon	δῆλος	dh=los	a-s---nv-
δῆλον	dh=lon	δῆλος	dh=los	a-s---na-
δῆλον	dh=lon	δῆλος	dh=los	n-s---ma-
δῆλον	dh=lon	δῆλος	dh=los	n-s---fa-
δῆλον	dh=lon	δῆλος	dh=los	n-s---nn-
δῆλον	dh=lon	δῆλος	dh=los	n-s---nv-
δῆλον	dh=lon	δῆλος	dh=los	n-s---na-
δῆτα	dh=ta	δῆτα	dh=ta	d--------
δῦναι	du=nai	δύω2	du/w2	v--ana---
δῦναι	du=nai	δύω2	du/w2	v--ana---
δῶμα	dw=ma	δῶμα	dw=ma	n-s---nn-
δῶμα	dw=ma	δῶμα	dw=ma	n-s---nv-
δῶμα	dw=ma	δῶμα	dw=ma	n-s---na-
δῶμ’	dw=m'	δέομαι	de/omai	v1spse---
δῶμ’	dw=m'	δέω2	de/w2	v1spsm---
δῶμ’	dw=m'	δίδωμι	di/dwmi	v1sasa---
δῶμ’	dw=m'	δίδωμι	di/dwmi	v1sasa---
δῶμ’	dw=m'	δίδωμι	di/dwmi	v1sasm---
δῶμ’	dw=m'	δῶμα	dw=ma	n-s---nn-
δῶμ’	dw=m'	δῶμα	dw=ma	n-s---nv-
δῶμ’	dw=m'	δῶμα	dw=ma	n-s---na-
εἰ	ei)	εἰ	ei)	c--------
εἰδέναι	ei)de/nai	οἶδα	oi)=da	v--rna---
εἰδώς	ei)dw/s	εἰδοί	ei)doi/	n-p---ma-
εἰδώς	ei)dw/s	οἶδα	oi)=da	v-srpamn-
εἰδώς	ei)dw/s	οἶδα	oi)=da	v-srpamv-
εἰκῇ	ei)kh=|	εἰκάζω	ei)ka/zw	v2sfim---
εἰκῇ	ei)kh=|	εἰκάζω	ei)ka/zw	v3sfia---
εἰκῇ	ei)kh=|	εἰκῇ	ei)kh=|	d--------
εἰμί	ei)mi/	εἰμί	ei)mi/	v1spia---
εἰνάλιον	ei)na/lion	ἐνάλιος	e)na/lios	a-s---ma-
εἰνάλιον	ei)na/lion	ἐνάλιος	e)na/lios	a-s---nn-
εἰνάλιον	ei)na/lion	ἐνάλιος	e)na/lios	a-s---nv-
εἰνάλιον	ei)na/lion	ἐνάλιος	e)na/lios	a-s---na-
εἰνάλιον	ei)na/lion	εἰνάλιος	ei)na/lios	a-s---ma-
εἰνάλιον	ei)na/lion	εἰνάλιος	ei)na/lios	a-s---nn-
εἰνάλιον	ei)na/lion	εἰνάλιος	ei)na/lios	a-s---nv-
εἰνάλιον	ei)na/lion	εἰνάλιος	ei)na/lios	a-s---na-
εἰπεῖν	ei)pei=n	εἶπον	ei)=pon	v--ana---
εἰργάσω	ei)rga/sw	ἐργάζομαι	e)rga/zomai	v2saie---
εἰρημένοις	ei)rhme/nois	ἐρῶ	e)rw=	v-prpemd-
εἰρημένοις	ei)rhme/nois	ἐρῶ	e)rw=	v-prpend-
εἰρῆσθαι	ei)rh=sqai	ἐρῶ	e)rw=	v--fnm---
εἰρῆσθαι	ei)rh=sqai	ἐρῶ	e)rw=	v--rne---
εἰρῆσθαι	ei)rh=sqai	εἰρέω	ei)re/w	v--pne---
εἰς	ei)s	εἰς	ei)s	r--------
εἰσακούσας	ei)sakou/sas	εἰσακούω	ei)sakou/w	v-sapamn-
εἰσακούσας	ei)sakou/sas	εἰσακούω	ei)sakou/w	v-sapamv-
εἰσιδοῦσά	ei)sidou=sa/	εἰσ-εἶδον	ei)s-ei)=don	v-sapafn-
εἰσιδοῦσά	ei)sidou=sa/	εἰσ-εἶδον	ei)s-ei)=don	v-sapafv-
εἰσιδοῦσά	ei)sidou=sa/	εἰσ-ἰδέω	ei)s-i)de/w	v-sppafn-
εἰσιδοῦσά	ei)sidou=sa/	εἰσ-ἰδέω	ei)s-i)de/w	v-sppafv-
εἰσιδών	ei)sidw/n	εἰσ-εἶδον	ei)s-ei)=don	v-sapamn-
εἰσιν	ei)sin	εἰμί	ei)mi/	v3ppia---
εἰσιόντι	ei)sio/nti	εἴσειμι	ei)/seimi	v-sppamd-
εἰσιόντι	ei)sio/nti	εἴσειμι	ei)/seimi	v-sppand-
εἰσορῶ	ei)sorw=	εἰσοράω	ei)sora/w	v2spme---
εἰσορῶ	ei)sorw=	εἰσοράω	ei)sora/w	v1spsa---
εἰσορῶ	ei)sorw=	εἰσοράω	ei)sora/w	v1spia---
εἰσορῶ	ei)sorw=	εἰσοράω	ei)sora/w	v1spsa---
εἰσορῶ	ei)sorw=	εἰσοράω	ei)sora/w	v1spia---
εἰσορῶ	ei)sorw=	εἰσοράω	ei)sora/w	v2spmm---
εἰσορῶ	ei)sorw=	εἰσοράω	ei)sora/w	v2spme---
εἰσορῶ	ei)sorw=	εἰσοράω	ei)sora/w	v1spsa---
εἰσορῶ	ei)sorw=	εἰσοράω	ei)sora/w	v1spia---
εἰσορῶ	ei)sorw=	εἰσοράω	ei)sora/w	v1spsa---
εἰσορῶ	ei)sorw=	εἰσοράω	ei)sora/w	v1spia---
εἰσορῶ	ei)sorw=	εἰσοράω	ei)sora/w	v2siie---
εἰσορῶ	ei)sorw=	εἰσοράω	ei)sora/w	v2siie---
εἰσορῶ	ei)sorw=	εἰσοράω	ei)sora/w	v2siim---
εἰσορῶσα	ei)sorw=sa	εἰσοράω	ei)sora/w	v-sppafn-
εἰσορῶσα	ei)sorw=sa	εἰσοράω	ei)sora/w	v-sppafv-
εἰσορῶσα	ei)sorw=sa	εἰσοράω	ei)sora/w	v-sppafn-
εἰσορῶσα	ei)sorw=sa	εἰσοράω	ei)sora/w	v-sppafv-
εἰσίδῃ	ei)si/dh|	εἰσ-εἶδον	ei)s-ei)=don	v2sase---
εἰσίδῃ	ei)si/dh|	εἰσ-εἶδον	ei)s-ei)=don	v3sasa---
εἰσίν	ei)si/n	εἰμί	ei)mi/	v3ppia---
εἱλικτόν	ei(likto/n	εἱλικτός	ei(likto/s	a-s---ma-
εἱλικτόν	ei(likto/n	εἱλικτός	ei(likto/s	a-s---nn-
εἱλικτόν	ei(likto/n	εἱλικτός	ei(likto/s	a-s---nv-
εἱλικτόν	ei(likto/n	εἱλικτός	ei(likto/s	a-s---na-
εἱλισσόμενος	ei(lisso/menos	ἑλίσσω	e(li/ssw	v-sppemn-
εἱλισσόμενος	ei(lisso/menos	εἱλίσσω	ei(li/ssw	v-sppemn-
εἴ	ei)/	εἰ	ei)	c--------
εἴδωλον	ei)/dwlon	εἴδωλον	ei)/dwlon	n-s---nn-
εἴδωλον	ei)/dwlon	εἴδωλον	ei)/dwlon	n-s---nv-
εἴδωλον	ei)/dwlon	εἴδωλον	ei)/dwlon	n-s---na-
εἴη	ei)/h	ἐάω	e)a/w	v3siia---
εἴη	ei)/h	ἐάω	e)a/w	v2spma---
εἴη	ei)/h	ἐάω	e)a/w	v3siia---
εἴη	ei)/h	ἐάω	e)a/w	v3siia---
εἴη	ei)/h	εἰμί	ei)mi/	v3spoa---
εἴληχας	ei)/lhxas	λαγχάνω	lagxa/nw	v2sria---
εἴμι	ei)/mi	εἰμί	ei)mi/	v1spia---
εἴπερ	ei)/per	εἴπερ	ei)/per	c--------
εἴσοψίν	ei)/soyi/n	εἴσοψις	ei)/soyis	n-s---fa-
εἴσω	ei)/sw	εἴδομαι	ei)/domai	v1sasa---
εἴσω	ei)/sw	εἴσω	ei)/sw	d--------
εἴσῃ	ei)/sh|	εἴδομαι	ei)/domai	v3sasa---
εἴσῃ	ei)/sh|	εἶμι	ei)=mi	v2sfim---
εἴσῃ	ei)/sh|	εἰσίημι	ei)si/hmi	v2sasm---
εἴσῃ	ei)/sh|	οἶδα	oi)=da	v2sfim---
εἴτε	ei)/te	εἴτε	ei)/te	d--------
εἴφ’	ei)/f'	εἶπον	ei)=pon	v2sama---
εἵλετο	ei(/leto	αἱρέω	ai(re/w	v3saim---
εἵλετ’	ei(/let'	αἱρέω	ai(re/w	v3saim---
εἵλετ’	ei(/let'	αἱρέω	ai(re/w	v2paia---
εἵρξει	ei(/rcei	ἔργω1	e)/rgw1	v3sasa---
εἵρξει	ei(/rcei	ἔργω1	e)/rgw1	v2sfim---
εἵρξει	ei(/rcei	ἔργω1	e)/rgw1	v3sfia---
εἶ	ei)=	εἰ	ei)	c--------
εἶ	ei)=	εἶμι	ei)=mi	v2spia---
εἶ	ei)=	εἰμί	ei)mi/	v2spia---
εἶδες	ei)=des	εἶδον	ei)=don	v2saia---
εἶδον	ei)=don	εἶδον	ei)=don	v3paia---
εἶδον	ei)=don	εἶδον	ei)=don	v1saia---
εἶδος	ei)=dos	εἶδος	ei)=dos	n-s---nn-
εἶδος	ei)=dos	εἶδος	ei)=dos	n-s---nv-
εἶδος	ei)=dos	εἶδος	ei)=dos	n-s---na-
εἶδόν	ei)=do/n	εἶδον	ei)=don	v3paia---
εἶδόν	ei)=do/n	εἶδον	ei)=don	v1saia---
εἶεν	ei)=en	εἶεν	ei)=en	g--------
εἶεν	ei)=en	εἰμί	ei)mi/	v3ppoa---
εἶμι	ei)=mi	εἶμι	ei)=mi	v1spia---
εἶναι	ei)=nai	εἰμί	ei)mi/	v--pna---
εἶναί	ei)=nai/	εἰμί	ei)mi/	v--pna---
εἶπας	ei)=pas	εἶπον	ei)=pon	v2saia---
εἶπας	ei)=pas	εἶπον	ei)=pon	v2saia---
εἶπε	ei)=pe	εἶπον	ei)=pon	v3saia---
εἶπε	ei)=pe	εἶπον	ei)=pon	v2sama---
εἶπε	ei)=pe	εἶπον	ei)=pon	v3saia---
εἶπε	ei)=pe	εἶπον	ei)=pon	v3saia---
εἶπε	ei)=pe	εἶπον	ei)=pon	v3saia---
εἶπε	ei)=pe	εἶπος	ei)=pos	n-s---mv-
εἶπον	ei)=pon	εἶπον	ei)=pon	v2sama---
εἶπον	ei)=pon	εἶπον	ei)=pon	v3paia---
εἶπον	ei)=pon	εἶπον	ei)=pon	v1saia---
εἶπον	ei)=pon	εἶπον	ei)=pon	v3paia---
εἶπον	ei)=pon	εἶπον	ei)=pon	v1saia---
εἶπον	ei)=pon	εἶπος	ei)=pos	n-s---ma-
εἶσι	ei)=si	εἶμι	ei)=mi	v3spia---
εἶτα	ei)=ta	εἶτα	ei)=ta	d--------
εἶτε	ei)=te	εἰμί	ei)mi/	v2ppoa---
εἶφ’	ei)=f'	εἶπον	ei)=pon	v1saia---
εἶφ’	ei)=f'	εἶπον	ei)=pon	v3saia---
εἶφ’	ei)=f'	εἶπον	ei)=pon	v2sama---
εἶφ’	ei)=f'	εἶπον	ei)=pon	v3saia---
εἶφ’	ei)=f'	εἶπον	ei)=pon	v2samm---
εἶφ’	ei)=f'	εἶπον	ei)=pon	v--ana---
εἶφ’	ei)=f'	εἶπον	ei)=pon	v1saia---
εἶφ’	ei)=f'	εἶπον	ei)=pon	v3saia---
εἶφ’	ei)=f'	εἶπον	ei)=pon	v3saia---
εἶφ’	ei)=f'	εἶπος	ei)=pos	n-s---mv-
εἶχεν	ei)=xen	ἔχω	e)/xw	v3siia---
εἶχες	ei)=xes	ἔχω	e)/xw	v2siia---
εἶχον	ei)=xon	ἔχω	e)/xw	v3piia---
εἶχον	ei)=xon	ἔχω	e)/xw	v1siia---
εἶχ’	ei)=x'	ἔοικα	e)/oika	v3siia---
εἶχ’	ei)=x'	ἔοικα	e)/oika	v3siia---
εἶχ’	ei)=x'	ἔχω	e)/xw	v3siia---
εἶχ’	ei)=x'	εἴκω	ei)/kw	v3siia---
εἶχ’	ei)=x'	εἴκω	ei)/kw	v2spma---
εἶχ’	ei)=x'	εἴκω	ei)/kw	v3siia---
εἷλε	ei(=le	αἱρέω	ai(re/w	v3saia---
εἷλε	ei(=le	αἱρέω	ai(re/w	v3saia---
εἷρπον	ei(=rpon	ἕρπω	e(/rpw	v3piia---
εἷρπον	ei(=rpon	ἕρπω	e(/rpw	v1siia---
εἷς	ei(=s	εἷς	ei(=s	n-s---mn-
εὐαμερίαν	eu)ameri/an	εὐημερία	eu)hmeri/a	n-s---fa-
εὐανδρίαν	eu)andri/an	εὐανδρία	eu)andri/a	n-s---fa-
εὐαρμόστοις	eu)armo/stois	εὐάρμοστος	eu)a/rmostos	n-p---md-
εὐαρμόστοις	eu)armo/stois	εὐάρμοστος	eu)a/rmostos	n-p---fd-
εὐαρμόστοις	eu)armo/stois	εὐάρμοστος	eu)a/rmostos	n-p---nd-
εὐγενεῖς	eu)genei=s	εὐγενής	eu)genh/s	n-p---ma-
εὐγενεῖς	eu)genei=s	εὐγενής	eu)genh/s	n-p---fa-
εὐγενεῖς	eu)genei=s	εὐγενής	eu)genh/s	n-p---mn-
εὐγενεῖς	eu)genei=s	εὐγενής	eu)genh/s	n-p---mv-
εὐγενεῖς	eu)genei=s	εὐγενής	eu)genh/s	n-p---fn-
εὐγενεῖς	eu)genei=s	εὐγενής	eu)genh/s	n-p---fv-
εὐγενοῦς	eu)genou=s	εὐγενής	eu)genh/s	n-s---mg-
