Αἰσχύλον	*ai)sxu/lon	Αἰσχύλος	*ai)sxu/los	n-s---ma-
μοιχέ	moixe/	μοιχός	moixo/s	n-s---mv-
μοιχόν	moixo/n	μοιχός	moixo/s	n-s---ma-
μολυνοπραγμονούμενος	molunopragmonou/menos	μολυνοπραγμονέομαι	molunopragmone/omai	v-sppemn-
μορμόνα	mormo/na	μορμώ	mormw/	n-s---fa-
μοσχίδια	mosxi/dia	μοσχίδιον	mosxi/dion	n-p---nn-
μοσχίδια	mosxi/dia	μοσχίδιον	mosxi/dion	n-p---nv-
μοσχίδια	mosxi/dia	μοσχίδιον	mosxi/dion	n-p---na-
μου	mou	ἐγώ	e)gw/	p-s---mg-
μου	mou	ἐγώ	e)gw/	p-s---fg-
μουσικήν	mousikh/n	μουσική	mousikh/	n-s---fa-
μουσικήν	mousikh/n	μουσικός	mousiko/s	a-s---fa-
μοχθηρά	moxqhra/	μοχθηρός	moxqhro/s	a-p---nn-
μοχθηρά	moxqhra/	μοχθηρός	moxqhro/s	a-p---nv-
μοχθηρά	moxqhra/	μοχθηρός	moxqhro/s	a-p---na-
μοχθηρά	moxqhra/	μοχθηρός	moxqhro/s	a-d---fn-
μοχθηρά	moxqhra/	μοχθηρός	moxqhro/s	a-d---fv-
μοχθηρά	moxqhra/	μοχθηρός	moxqhro/s	a-d---fa-
μοχθηρά	moxqhra/	μοχθηρός	moxqhro/s	a-s---fn-
μοχθηρά	moxqhra/	μοχθηρός	moxqhro/s	a-s---fv-
μυρίων	muri/wn	μύρω	mu/rw	v-sfpamn-
μυρίων	muri/wn	μυρίος	muri/os	a-p---fg-
μυρίων	muri/wn	μυρίος	muri/os	a-p---mg-
μυρίων	muri/wn	μυρίος	muri/os	a-p---ng-
μυστηρικῶν	musthrikw=n	μυστηρικός	musthriko/s	a-p---fg-
μυστηρικῶν	musthrikw=n	μυστηρικός	musthriko/s	a-p---mg-
μυστηρικῶν	musthrikw=n	μυστηρικός	musthriko/s	a-p---ng-
μυστικάς	mustika/s	μυστικός	mustiko/s	a-p---fa-
μυττωτόν	muttwto/n	μυττωτός	muttwto/s	n-s---ma-
μἀλλά	ma)lla/	ἀλλά	a)lla/	d--------
μά	ma/	μά	ma/	g--------
μά	ma/	μής	mh/s	n-d---mn-
μά	ma/	μής	mh/s	n-d---mv-
μά	ma/	μής	mh/s	n-d---ma-
μά	ma/	μής	mh/s	n-s---mv-
μά	ma/	μής	mh/s	n-s---mn-
μάλιστα	ma/lista	μάλιστα	ma/lista	d--------
μάν	ma/n	μήν	mh/n	g--------
μάν	ma/n	μής	mh/s	n-s---ma-
μάν	ma/n	μής	mh/s	n-s---ma-
μάρμαρον	ma/rmaron	μάρμαρον	ma/rmaron	n-s---nn-
μάρμαρον	ma/rmaron	μάρμαρον	ma/rmaron	n-s---nv-
μάρμαρον	ma/rmaron	μάρμαρον	ma/rmaron	n-s---na-
μάρμαρον	ma/rmaron	μάρμαρος	ma/rmaros	n-s---ma-
μάττωσιν	ma/ttwsin	μάσσω	ma/ssw	v3ppsa---
μάχαι	ma/xai	μάχη	ma/xh	n-p---fn-
μάχαι	ma/xai	μάχη	ma/xh	n-p---fv-
μάχαι	ma/xai	μάχη	ma/xh	n-s---fd-
μάχαν	ma/xan	μάχη	ma/xh	n-s---fa-
μάχαν	ma/xan	μαχάω	maxa/w	v3piia---
μάχαν	ma/xan	μαχάω	maxa/w	v1siia---
μάχεσθαι	ma/xesqai	μάχομαι	ma/xomai	v--pne---
μέγα	me/ga	μέγας	me/gas	n-s---nn-
μέγα	me/ga	μέγας	me/gas	n-s---nv-
μέγα	me/ga	μέγας	me/gas	n-s---na-
μέγαν	me/gan	μέγας	me/gas	n-s---ma-
μέγας	me/gas	μέγας	me/gas	n-s---mn-
μέλας	me/las	μέλας	me/las	a-s---mn-
μέλας	me/las	μέλη	me/lh	n-p---fa-
μέλας	me/las	μέλη	me/lh	n-s---fg-
μέλι	me/li	μέλι	me/li	n-s---nn-
μέλι	me/li	μέλι	me/li	n-s---nv-
μέλι	me/li	μέλι	me/li	n-s---na-
μέλλεις	me/lleis	μέλλω	me/llw	v2spia---
μέλλοντος	me/llontos	μέλλω	me/llw	v-sppamg-
μέλλοντος	me/llontos	μέλλω	me/llw	v-sppang-
μέλλω	me/llw	μέλλω	me/llw	v1spsa---
μέλλω	me/llw	μέλλω	me/llw	v1spia---
μέλλων	me/llwn	μέλλω	me/llw	v-sppamn-
μέλος	me/los	μέλος	me/los	n-s---nn-
μέλος	me/los	μέλος	me/los	n-s---nv-
μέλος	me/los	μέλος	me/los	n-s---na-
μέμνησθε	me/mnhsqe	μιμνήσκω	mimnh/skw	v2prme---
μέμνησθε	me/mnhsqe	μιμνήσκω	mimnh/skw	v2prie---
μέμνησθε	me/mnhsqe	μιμνήσκω	mimnh/skw	v2plie---
μέν	me/n	μέν	me/n	g--------
μένει	me/nei	μένος	me/nos	n-d---nn-
μένει	me/nei	μένος	me/nos	n-d---nv-
μένει	me/nei	μένος	me/nos	n-d---na-
μένει	me/nei	μένος	me/nos	n-s---nd-
μένει	me/nei	μένος	me/nos	n-s---nd-
μένει	me/nei	μένω	me/nw	v2spie---
μένει	me/nei	μένω	me/nw	v3spia---
μένειν	me/nein	μένω	me/nw	v--pna---
μένος	me/nos	μένος	me/nos	n-s---nn-
μένος	me/nos	μένος	me/nos	n-s---nv-
μένος	me/nos	μένος	me/nos	n-s---na-
μέντοι	me/ntoi	μέντοι	me/ntoi	g--------
μέντἄν	me/nta)/n	μέντοι	me/ntoi	g--------
μένων	me/nwn	μένω	me/nw	v-sppamn-
μέσην	me/shn	μέση	me/sh	n-s---fa-
μέσην	me/shn	μέσης	me/shs	n-s---ma-
μέσην	me/shn	μέσος	me/sos	a-s---fa-
μέσος	me/sos	μέσος	me/sos	a-s---mn-
μέσου	me/sou	μέσης	me/shs	n-s---mg-
μέσου	me/sou	μέσος	me/sos	a-s---mg-
μέσου	me/sou	μέσος	me/sos	a-s---ng-
μέσου	me/sou	μεσόω	meso/w	v2spma---
μέσου	me/sou	μεσόω	meso/w	v3siia---
μέτειμ’	me/teim'	μέτειμι1	me/teimi1	v1spia---
μέτειμ’	me/teim'	μέτειμι2	me/teimi2	v1spia---
μέτρησον	me/trhson	μετρέω	metre/w	v2sama---
μή	mh/	μή	mh/	c--------
μήν	mh/n	μείς	mei/s	n-s---mn-
μήν	mh/n	μείς	mei/s	n-s---mv-
μήν	mh/n	μήν	mh/n	g--------
μήν	mh/n	μής	mh/s	n-s---ma-
μήποτε	mh/pote	μήποτε	mh/pote	d--------
μήπω	mh/pw	μήπω	mh/pw	d--------
μήτε	mh/te	μήτε	mh/te	g--------
μήτηρ	mh/thr	μήτηρ	mh/thr	n-s---fn-
μίαν	mi/an	εἷς	ei(=s	a-s---fa-
μίμαρκυν	mi/markun	μίμαρκυς	mi/markus	n-s---fa-
μόλις	mo/lis	μόλις	mo/lis	d--------
μόνας	mo/nas	μόνος	mo/nos	a-p---fa-
μόνας	mo/nas	μόνος	mo/nos	a-s---fg-
μόνον	mo/non	μόνος	mo/nos	a-s---ma-
μόνον	mo/non	μόνος	mo/nos	a-s---nn-
μόνον	mo/non	μόνος	mo/nos	a-s---nv-
μόνον	mo/non	μόνος	mo/nos	a-s---na-
μόνος	mo/nos	μόνος	mo/nos	a-s---mn-
μόνους	mo/nous	μόνος	mo/nos	a-p---ma-
μόνους	mo/nous	μονόω	mono/w	v2siia---
μόνᾳ	mo/na|	μόνος	mo/nos	a-p---fn-
μόνᾳ	mo/na|	μόνος	mo/nos	a-p---fv-
μόνᾳ	mo/na|	μόνος	mo/nos	a-s---fd-
μόνῃ	mo/nh|	μόνος	mo/nos	a-s---fd-
μόνῳ	mo/nw|	μόνος	mo/nos	a-s---md-
μόνῳ	mo/nw|	μόνος	mo/nos	a-s---nd-
μόχθηρε	mo/xqhre	μοχθηρός	moxqhro/s	a-s---mv-
μύες	mu/es	μύω	mu/w	v2spia---
μύες	mu/es	μύω	mu/w	v2siia---
μύες	mu/es	μῦς	mu=s	n-p---mn-
μύες	mu/es	μῦς	mu=s	n-p---mv-
μύες	mu/es	μῦς	mu=s	n-p---mv-
μύρον	mu/ron	μύρον	mu/ron	n-s---nn-
μύρον	mu/ron	μύρον	mu/ron	n-s---nv-
μύρον	mu/ron	μύρον	mu/ron	n-s---na-
μᾶκος	ma=kos	μᾶκος	ma=kos	n-s---nn-
μᾶκος	ma=kos	μᾶκος	ma=kos	n-s---nv-
μᾶκος	ma=kos	μᾶκος	ma=kos	n-s---na-
μᾶκος	ma=kos	μῆκος	mh=kos	n-s---nn-
μᾶκος	ma=kos	μῆκος	mh=kos	n-s---nv-
μᾶκος	ma=kos	μῆκος	mh=kos	n-s---na-
μᾶλλον	ma=llon	μᾶλλον	ma=llon	d--------
μῆνας	mh=nas	μαίνομαι	mai/nomai	v2saia---
μῆνας	mh=nas	μείς	mei/s	n-p---ma-
μῆτερ	mh=ter	μήτηρ	mh/thr	n-s---fv-
μῶν	mw=n	μής	mh/s	n-p---mg-
μῶν	mw=n	μῶμαι	mw=mai	v3piia---
μῶν	mw=n	μῶμαι	mw=mai	v1siia---
μῶν	mw=n	μῶν	mw=n	d--------
ναυσί	nausi/	ναῦς	nau=s	n-p----d-
ναυσί	nausi/	ναῦς	nau=s	n-p---fd-
ναί	nai/	ναί	nai/	d--------
ναί	nai/	ναῦς	nau=s	n-s---fd-
ναί	nai/	ναῦς	nau=s	n-s---fd-
ναύφαρκτον	nau/farkton	ναύφρακτος	nau/fraktos	n-s---ma-
ναύφαρκτον	nau/farkton	ναύφρακτος	nau/fraktos	n-s---fa-
ναύφαρκτον	nau/farkton	ναύφρακτος	nau/fraktos	n-s---nn-
ναύφαρκτον	nau/farkton	ναύφρακτος	nau/fraktos	n-s---nv-
ναύφαρκτον	nau/farkton	ναύφρακτος	nau/fraktos	n-s---na-
ναῦς	nau=s	ναῦς	nau=s	n-p----a-
ναῦς	nau=s	ναῦς	nau=s	n-p---fa-
ναῦς	nau=s	ναῦς	nau=s	n-s---fn-
ναῦς	nau=s	ναῦς	nau=s	n-s----n-
νεανίαι	neani/ai	νεανίης	neani/hs	n-p---mn-
νεανίαι	neani/ai	νεανίης	neani/hs	n-p---mv-
νεανίαι	neani/ai	νεανίης	neani/hs	n-s---md-
νεανίας	neani/as	νεανίης	neani/hs	n-p---ma-
νεανίας	neani/as	νεανίης	neani/hs	n-s---mn-
νεανίσκων	neani/skwn	νεάνισκος	nea/niskos	n-p---mg-
νεανίσκων	neani/skwn	νεανίσκος	neani/skos	n-p---mg-
νεαρά	neara/	νεαρός	nearo/s	a-p---nn-
νεαρά	neara/	νεαρός	nearo/s	a-p---nv-
νεαρά	neara/	νεαρός	nearo/s	a-p---na-
νεαρά	neara/	νεαρός	nearo/s	a-d---fn-
νεαρά	neara/	νεαρός	nearo/s	a-d---fv-
νεαρά	neara/	νεαρός	nearo/s	a-d---fa-
νεαρά	neara/	νεαρός	nearo/s	a-s---fn-
νεαρά	neara/	νεαρός	nearo/s	a-s---fv-
νειφόμενον	neifo/menon	νίφω	ni/fw	v-sppema-
νειφόμενον	neifo/menon	νίφω	ni/fw	v-sppenn-
νειφόμενον	neifo/menon	νίφω	ni/fw	v-sppenv-
νειφόμενον	neifo/menon	νίφω	ni/fw	v-sppena-
νενόμικάς	neno/mika/s	νομίζω	nomi/zw	v2sria---
νείφει	nei/fei	νίφω	ni/fw	v2spie---
νείφει	nei/fei	νίφω	ni/fw	v3spia---
νεότητος	neo/thtos	νεότης	neo/ths	n-s---fg-
νεώριον	new/rion	νεώριον	new/rion	n-s---nn-
νεώριον	new/rion	νεώριον	new/rion	n-s---nv-
νεώριον	new/rion	νεώριον	new/rion	n-s---na-
νεώριον	new/rion	νεωρέω	newre/w	v3piia---
νεώριον	new/rion	νεωρέω	newre/w	v1siia---
νεώσοικον	new/soikon	νεώσοικος	new/soikos	n-s---ma-
νεῶν	new=n	ναός	nao/s	n-p---mg-
νεῶν	new=n	ναῦς	nau=s	n-p---fg-
νεῶν	new=n	νέα	ne/a	n-p---fg-
νεῶν	new=n	νεάω	nea/w	v-sppamv-
νεῶν	new=n	νεάω	nea/w	v-sppann-
νεῶν	new=n	νεάω	nea/w	v-sppanv-
νεῶν	new=n	νεάω	nea/w	v-sppana-
νεῶν	new=n	νεάω	nea/w	v-sppamn-
νεῶν	new=n	νεάω	nea/w	v-sppamn-
νεῶν	new=n	νεάζω	nea/zw	v-sfpamv-
νεῶν	new=n	νεάζω	nea/zw	v-sfpann-
νεῶν	new=n	νεάζω	nea/zw	v-sfpanv-
νεῶν	new=n	νεάζω	nea/zw	v-sfpana-
νεῶν	new=n	νεάζω	nea/zw	v-sfpamn-
νεῶν	new=n	νεόω	neo/w	v-sppamv-
νεῶν	new=n	νεόω	neo/w	v-sppann-
νεῶν	new=n	νεόω	neo/w	v-sppanv-
νεῶν	new=n	νεόω	neo/w	v-sppana-
νεῶν	new=n	νεόω	neo/w	v-sppamn-
νεῶν	new=n	νεόω	neo/w	v--pna---
νεῶν	new=n	νεώς	new/s	n-p---mg-
νιγλάρων	nigla/rwn	νίγλαρος	ni/glaros	n-p---mg-
νικήσειν	nikh/sein	νικάω	nika/w	v--fna---
νικᾷ	nika=|	νικάω	nika/w	v2spse---
νικᾷ	nika=|	νικάω	nika/w	v2spie---
νικᾷ	nika=|	νικάω	nika/w	v3spsa---
νικᾷ	nika=|	νικάω	nika/w	v3spia---
νιν	nin	νιν	nin	n-s---ma-
νιν	nin	νιν	nin	n-s---fa-
νιν	nin	νιν	nin	n-s---na-
νοστῶν	nostw=n	νοστέω	noste/w	v-sppamn-
νουμηνίαις	noumhni/ais	νουμηνία	noumhni/a	n-p---fd-
νοῦς	nou=s	νόος	no/os	n-p---ma-
νοῦς	nou=s	νόος	no/os	n-s---mn-
νυκτερινόν	nukterino/n	νυκτερινός	nukterino/s	a-s---ma-
νυκτερινόν	nukterino/n	νυκτερινός	nukterino/s	a-s---nn-
νυκτερινόν	nukterino/n	νυκτερινός	nukterino/s	a-s---nv-
νυκτερινόν	nukterino/n	νυκτερινός	nukterino/s	a-s---na-
νυκτοπεριπλάνητε	nuktoperipla/nhte	νυκτοπεριπλάνητος	nuktoperipla/nhtos	n-s---mv-
νυκτοπεριπλάνητε	nuktoperipla/nhte	νυκτοπεριπλάνητος	nuktoperipla/nhtos	n-s---fv-
νυμφεύτρια	numfeu/tria	νυμφεύτρια	numfeu/tria	n-s---fn-
νυμφεύτρια	numfeu/tria	νυμφεύτρια	numfeu/tria	n-s---fv-
νυμφίος	numfi/os	νυμφίοσ1	numfi/os1	n-s---mn-
νυμφίος	numfi/os	νυμφίοσ2	numfi/os2	a-s---mn-
νυμφίου	numfi/ou	νυμφίοσ1	numfi/os1	n-s---mg-
νυμφίου	numfi/ou	νυμφίοσ2	numfi/os2	a-s---mg-
νυμφίου	numfi/ou	νυμφίοσ2	numfi/os2	a-s---ng-
νυν	nun	νῦν	nu=n	d--------
νυνί	nuni/	νυνί	nuni/	d--------
νωδός	nwdo/s	νωδός	nwdo/s	a-s---mn-
νάσσας	na/ssas	νᾶσσα	na=ssa	n-p---fa-
νάσσας	na/ssas	νᾶσσα	na=ssa	n-s---fg-
νάσσας	na/ssas	ναίω1	nai/w1	v-sapamn-
νάσσας	na/ssas	ναίω1	nai/w1	v-sapamv-
νάσσας	na/ssas	ναίω1	nai/w1	v2saia---
νάσσας	na/ssas	νῆττα	nh=tta	n-p---fa-
νάσσας	na/ssas	νῆττα	nh=tta	n-s---fg-
νέα	ne/a	ναῦς	nau=s	n-s---fa-
νέα	ne/a	νέα	ne/a	n-d---fn-
νέα	ne/a	νέα	ne/a	n-d---fv-
νέα	ne/a	νέα	ne/a	n-d---fa-
νέα	ne/a	νέα	ne/a	n-s---fn-
νέα	ne/a	νέα	ne/a	n-s---fv-
νέα	ne/a	νέος	ne/os	a-p---nn-
νέα	ne/a	νέος	ne/os	a-p---nv-
νέα	ne/a	νέος	ne/os	a-p---na-
νέα	ne/a	νέος	ne/os	a-d---fn-
νέα	ne/a	νέος	ne/os	a-d---fv-
νέα	ne/a	νέος	ne/os	a-d---fa-
νέα	ne/a	νέος	ne/os	a-s---fn-
νέα	ne/a	νέος	ne/os	a-s---fv-
νέα	ne/a	νέος	ne/os	n-p---nn-
νέα	ne/a	νέος	ne/os	n-p---nv-
νέα	ne/a	νέος	ne/os	n-p---na-
νέα	ne/a	νεάω	nea/w	v2spma---
νέα	ne/a	νεάω	nea/w	v3siia---
νέκταρος	ne/ktaros	νέκταρ	ne/ktar	n-s---ng-
νέοισι	ne/oisi	νέος	ne/os	a-p---md-
νέοισι	ne/oisi	νέος	ne/os	a-p---nd-
νέοισι	ne/oisi	νέος	ne/os	n-p---md-
νέοισι	ne/oisi	νέος	ne/os	n-p---fd-
νέοισι	ne/oisi	νέος	ne/os	n-p---nd-
νέοισι	ne/oisi	νέω	ne/w	v-pppamd-
νέοισι	ne/oisi	νέω	ne/w	v-pppand-
νέοισι	ne/oisi	νέω	ne/w	v3ppia---
νέοισι	ne/oisi	νέω1	ne/w1	v-pppamd-
νέοισι	ne/oisi	νέω1	ne/w1	v-pppand-
νέοισι	ne/oisi	νέω1	ne/w1	v3ppia---
νέοισι	ne/oisi	νέω2	ne/w2	v-pppamd-
νέοισι	ne/oisi	νέω2	ne/w2	v-pppand-
νέοισι	ne/oisi	νέω2	ne/w2	v3ppia---
νέοισι	ne/oisi	νέω3	ne/w3	v-pppamd-
νέοισι	ne/oisi	νέω3	ne/w3	v-pppand-
νέοισι	ne/oisi	νέω3	ne/w3	v3ppia---
νέον	ne/on	νέος	ne/os	a-s---ma-
νέον	ne/on	νέος	ne/os	a-s---nn-
νέον	ne/on	νέος	ne/os	a-s---nv-
νέον	ne/on	νέος	ne/os	a-s---na-
νέον	ne/on	νέος	ne/os	n-s---ma-
νέον	ne/on	νέος	ne/os	n-s---fa-
νέον	ne/on	νέος	ne/os	n-s---nn-
νέον	ne/on	νέος	ne/os	n-s---nv-
νέον	ne/on	νέος	ne/os	n-s---na-
νέον	ne/on	νέω	ne/w	v-sppamv-
νέον	ne/on	νέω	ne/w	v-sppann-
νέον	ne/on	νέω	ne/w	v-sppanv-
νέον	ne/on	νέω	ne/w	v-sppana-
νέον	ne/on	νέω	ne/w	v3piia---
νέον	ne/on	νέω	ne/w	v1siia---
νέον	ne/on	νέω1	ne/w1	v-sppamv-
νέον	ne/on	νέω1	ne/w1	v-sppann-
νέον	ne/on	νέω1	ne/w1	v-sppanv-
νέον	ne/on	νέω1	ne/w1	v-sppana-
νέον	ne/on	νέω1	ne/w1	v3piia---
νέον	ne/on	νέω1	ne/w1	v1siia---
νέον	ne/on	νέω2	ne/w2	v-sppamv-
νέον	ne/on	νέω2	ne/w2	v-sppann-
νέον	ne/on	νέω2	ne/w2	v-sppanv-
νέον	ne/on	νέω2	ne/w2	v-sppana-
νέον	ne/on	νέω2	ne/w2	v3piia---
νέον	ne/on	νέω2	ne/w2	v1siia---
νέον	ne/on	νέω3	ne/w3	v-sppamv-
νέον	ne/on	νέω3	ne/w3	v-sppann-
νέον	ne/on	νέω3	ne/w3	v-sppanv-
νέον	ne/on	νέω3	ne/w3	v-sppana-
νέον	ne/on	νέω3	ne/w3	v3piia---
νέον	ne/on	νέω3	ne/w3	v1siia---
νέῳ	ne/w|	νέος	ne/os	a-s---md-
νέῳ	ne/w|	νέος	ne/os	a-s---nd-
νέῳ	ne/w|	νέος	ne/os	n-s---md-
νέῳ	ne/w|	νέος	ne/os	n-s---fd-
νέῳ	ne/w|	νέος	ne/os	n-s---nd-
νή	nh/	νή	nh/	r--------
νήσου	nh/sou	νῆσος	nh=sos	n-s---fg-
νόμους	no/mous	νόμος	no/mos	n-p---ma-
νόμῳ	no/mw|	νόμος	no/mos	n-s---md-
νύκτωρ	nu/ktwr	νύκτωρ	nu/ktwr	d--------
νύμφης	nu/mfhs	νύμφη	nu/mfh	n-s---fg-
νύμφῃ	nu/mfh|	νύμφη	nu/mfh	n-s---fd-
νύν	nu/n	νῦν	nu=n	d--------
νῦν	nu=n	νῦν	nu=n	d--------
ξανθίζετε	canqi/zete	ξανθίζω	canqi/zw	v2ppma---
ξανθίζετε	canqi/zete	ξανθίζω	canqi/zw	v2ppia---
ξανθίζετε	canqi/zete	ξανθίζω	canqi/zw	v2piia---
ξανθόν	canqo/n	ξανθός	canqo/s	a-s---ma-
ξανθόν	canqo/n	ξανθός	canqo/s	a-s---nn-
ξανθόν	canqo/n	ξανθός	canqo/s	a-s---nv-
ξανθόν	canqo/n	ξανθός	canqo/s	a-s---na-
ξενιζόμενοι	cenizo/menoi	ξενίζω	ceni/zw	v-pppemn-
ξενιζόμενοι	cenizo/menoi	ξενίζω	ceni/zw	v-pppemv-
ξενικοῖσι	cenikoi=si	ξενικός	ceniko/s	a-p---md-
ξενικοῖσι	cenikoi=si	ξενικός	ceniko/s	a-p---nd-
ξενικοῖσι	cenikoi=si	ξενικός	ceniko/s	n-p---md-
ξενικοῖσι	cenikoi=si	ξενικός	ceniko/s	n-p---fd-
ξενικοῖσι	cenikoi=si	ξενικός	ceniko/s	n-p---nd-
ξενίζειν	ceni/zein	ξενίζω	ceni/zw	v--pna---
ξυγγενεῖς	cuggenei=s	συγγενεύς	suggeneu/s	n-p---ma-
ξυγγενεῖς	cuggenei=s	συγγενεύς	suggeneu/s	n-p---mn-
ξυγγενεῖς	cuggenei=s	συγγενεύς	suggeneu/s	n-p---mv-
ξυγγενεῖς	cuggenei=s	συγγενής	suggenh/s	n-p---ma-
ξυγγενεῖς	cuggenei=s	συγγενής	suggenh/s	n-p---fa-
ξυγγενεῖς	cuggenei=s	συγγενής	suggenh/s	n-p---mn-
ξυγγενεῖς	cuggenei=s	συγγενής	suggenh/s	n-p---mv-
ξυγγενεῖς	cuggenei=s	συγγενής	suggenh/s	n-p---fn-
ξυγγενεῖς	cuggenei=s	συγγενής	suggenh/s	n-p---fv-
ξυγγενής	cuggenh/s	συγγενής	suggenh/s	n-s---mn-
ξυγγενής	cuggenh/s	συγγενής	suggenh/s	n-s---fn-
ξυγγραφῆ	cuggrafh=	συγγραφεύς	suggrafeu/s	n-d---mn-
ξυγγραφῆ	cuggrafh=	συγγραφεύς	suggrafeu/s	n-d---mv-
ξυγγραφῆ	cuggrafh=	συγγραφεύς	suggrafeu/s	n-d---ma-
ξυγγραφῆ	cuggrafh=	συγγραφεύς	suggrafeu/s	n-s---ma-
ξυγκατακλινείς	cugkataklinei/s	συγκατακλίνω	sugkatakli/nw	v-sappmn-
ξυγκατακλινείς	cugkataklinei/s	συγκατακλίνω	sugkatakli/nw	v-sappmv-
ξυλλαβεῖν	cullabei=n	συλλαμβάνω	sullamba/nw	v--ana---
ξυλλάμβαν’	culla/mban'	συλλαμβάνω	sullamba/nw	v2spma---
ξυλλάμβαν’	culla/mban'	συλλαμβάνω	sullamba/nw	v3siia---
ξυλλέγων	culle/gwn	συλλέγω	sulle/gw	v-sppamn-
ξυμβολάς	cumbola/s	συμβολή	sumbolh/	n-p---fa-
ξυμβολῆς	cumbolh=s	σύν-ἀντιβολέω	su/n-a)ntibole/w	v2spia---
ξυμβολῆς	cumbolh=s	σύν-βολέω	su/n-bole/w	v2spia---
ξυμμάχων	cumma/xwn	σύμμαχος	su/mmaxos	n-p---mg-
ξυμμάχων	cumma/xwn	σύμμαχος	su/mmaxos	n-p---fg-
ξυμμάχων	cumma/xwn	σύμμαχος	su/mmaxos	n-p---ng-
ξυμπονήσαντα	cumponh/santa	συμπονέω	sumpone/w	v-papann-
ξυμπονήσαντα	cumponh/santa	συμπονέω	sumpone/w	v-papanv-
ξυμπονήσαντα	cumponh/santa	συμπονέω	sumpone/w	v-papana-
ξυμπονήσαντα	cumponh/santa	συμπονέω	sumpone/w	v-sapama-
ξυμπίῃς	cumpi/h|s	συμπίνω	sumpi/nw	v2sasa---
ξυναγάγοι	cunaga/goi	συνάγω	suna/gw	v3saoa---
ξυναντᾷ	cunanta=|	συναντάω	sunanta/w	v2spse---
ξυναντᾷ	cunanta=|	συναντάω	sunanta/w	v2spie---
ξυναντᾷ	cunanta=|	συναντάω	sunanta/w	v3spsa---
ξυναντᾷ	cunanta=|	συναντάω	sunanta/w	v3spia---
ξυνεκύκα	cuneku/ka	συγκυκάω	sugkuka/w	v3siia---
ξυνελέγοντο	cunele/gonto	συλλέγω	sulle/gw	v3piie---
ξυνενεγκεῖν	cunenegkei=n	συμφέρω	sumfe/rw	v--ana---
ξυνηγορεῖν	cunhgorei=n	συνηγορέω	sunhgore/w	v--pna---
ξυνηγόρῳ	cunhgo/rw|	συνήγορος	sunh/goros	n-s---md-
ξυνηγόρῳ	cunhgo/rw|	συνήγορος	sunh/goros	n-s---fd-
ξυνηγόρῳ	cunhgo/rw|	συνήγορος	sunh/goros	n-s---nd-
ξυντυχών	cuntuxw/n	συντυγχάνω	suntugxa/nw	v-sapamn-
ξυνάπτων	cuna/ptwn	συνάπτω	suna/ptw	v-sppamn-
ξυνήγαγεν	cunh/gagen	συνάγω	suna/gw	v3saia---
ξυνήγορος	cunh/goros	συνήγορος	sunh/goros	n-s---mn-
ξυνήγορος	cunh/goros	συνήγορος	sunh/goros	n-s---fn-
ξυνήκαθ’	cunh/kaq'	συνίημι	suni/hmi	v3saim---
ξυνήκαθ’	cunh/kaq'	συνίημι	suni/hmi	v2paia---
ξυνήκαθ’	cunh/kaq'	συνίημι	suni/hmi	v3saim---
ξυνήκαθ’	cunh/kaq'	συνίημι	suni/hmi	v2paia---
ξένε	ce/ne	ξένοσ1	ce/nos1	n-s---mv-
ξένε	ce/ne	ξένοσ2	ce/nos2	a-s---mv-
ξένε	ce/ne	ξένοσ2	ce/nos2	n-s---mv-
ξένε	ce/ne	ξένοσ2	ce/nos2	n-s---fv-
ξένης	ce/nhs	ξένη	ce/nh	n-s---fg-
ξένης	ce/nhs	ξένοσ2	ce/nos2	a-s---fg-
ξένοι	ce/noi	ξένοσ1	ce/nos1	n-p---mn-
