Αἴας	*ai)/as	Αἴας	*ai)/as	urn:cite2:hmt:lsj.chicago_md:n2112	n-s---mn-
κατηρεφεῖ	kathrefei=	κατηρεφής	kathrefh/s	urn:cite2:hmt:lsj.chicago_md:n55942	n-d---mn-
κατηρεφεῖ	kathrefei=	κατηρεφής	kathrefh/s	urn:cite2:hmt:lsj.chicago_md:n55942	n-d---mv-
κατηρεφεῖ	kathrefei=	κατηρεφής	kathrefh/s	urn:cite2:hmt:lsj.chicago_md:n55942	n-d---ma-
κατηρεφεῖ	kathrefei=	κατηρεφής	kathrefh/s	urn:cite2:hmt:lsj.chicago_md:n55942	n-d---fn-
κατηρεφεῖ	kathrefei=	κατηρεφής	kathrefh/s	urn:cite2:hmt:lsj.chicago_md:n55942	n-d---fv-
κατηρεφεῖ	kathrefei=	κατηρεφής	kathrefh/s	urn:cite2:hmt:lsj.chicago_md:n55942	n-d---fa-
κατηρεφεῖ	kathrefei=	κατηρεφής	kathrefh/s	urn:cite2:hmt:lsj.chicago_md:n55942	n-d---nn-
κατηρεφεῖ	kathrefei=	κατηρεφής	kathrefh/s	urn:cite2:hmt:lsj.chicago_md:n55942	n-d---nv-
κατηρεφεῖ	kathrefei=	κατηρεφής	kathrefh/s	urn:cite2:hmt:lsj.chicago_md:n55942	n-d---na-
κατηρεφεῖ	kathrefei=	κατηρεφής	kathrefh/s	urn:cite2:hmt:lsj.chicago_md:n55942	n-s---md-
κατηρεφεῖ	kathrefei=	κατηρεφής	kathrefh/s	urn:cite2:hmt:lsj.chicago_md:n55942	n-s---fd-
κατηρεφεῖ	kathrefei=	κατηρεφής	kathrefh/s	urn:cite2:hmt:lsj.chicago_md:n55942	n-s---nd-
κατοικεῖ	katoikei=	κατοικέω	katoike/w	urn:cite2:hmt:lsj.chicago_md:n55997	v2spie---
κατοικεῖ	katoikei=	κατοικέω	katoike/w	urn:cite2:hmt:lsj.chicago_md:n55997	v3spia---
κατοικεῖ	katoikei=	κατοικέω	katoike/w	urn:cite2:hmt:lsj.chicago_md:n55997	v2spie---
κατοικεῖ	katoikei=	κατοικέω	katoike/w	urn:cite2:hmt:lsj.chicago_md:n55997	v3spia---
κατοπτευθῶ	katopteuqw=	κατοπτεύω	katopteu/w	urn:cite2:hmt:lsj.chicago_md:n56069	v1sasp---
κατοπτευθῶ	katopteuqw=	κατοπτεύω	katopteu/w	urn:cite2:hmt:lsj.chicago_md:n56069	v1sasp---
κατά	kata/	κατά	kata/	urn:cite2:hmt:lsj.chicago_md:n53647	r--------
κατά	kata/	κατά	kata/	urn:cite2:hmt:lsj.chicago_md:n53648	r--------
κατάξιον	kata/cion	κατάξιος	kata/cios	urn:cite2:hmt:lsj.chicago_md:n54681	n-s---ma-
κατάξιον	kata/cion	κατάξιος	kata/cios	urn:cite2:hmt:lsj.chicago_md:n54681	n-s---fa-
κατάξιον	kata/cion	κατάξιος	kata/cios	urn:cite2:hmt:lsj.chicago_md:n54681	n-s---nn-
κατάξιον	kata/cion	κατάξιος	kata/cios	urn:cite2:hmt:lsj.chicago_md:n54681	n-s---nv-
κατάξιον	kata/cion	κατάξιος	kata/cios	urn:cite2:hmt:lsj.chicago_md:n54681	n-s---na-
κατάξιον	kata/cion	καταξέω	katace/w	urn:cite2:hmt:lsj.chicago_md:n54677	v3piia---
κατάξιον	kata/cion	καταξέω	katace/w	urn:cite2:hmt:lsj.chicago_md:n54677	v1siia---
κατάστησον	kata/sthson	καθίστημι	kaqi/sthmi	urn:cite2:hmt:lsj.chicago_md:n51849	v2sama---
κατέσχεν	kate/sxen	κατέχω	kate/xw	urn:cite2:hmt:lsj.chicago_md:n55905	v3saia---
κατέσχετ’	kate/sxet'	κατέχω	kate/xw	urn:cite2:hmt:lsj.chicago_md:n55905	v3saim---
κατέσχετ’	kate/sxet'	κατέχω	kate/xw	urn:cite2:hmt:lsj.chicago_md:n55905	v2paia---
κατέσχον	kate/sxon	κατέχω	kate/xw	urn:cite2:hmt:lsj.chicago_md:n55905	v3paia---
κατέσχον	kate/sxon	κατέχω	kate/xw	urn:cite2:hmt:lsj.chicago_md:n55905	v1saia---
κατέφθιτο	kate/fqito	καταφθίνω	katafqi/nw	urn:cite2:hmt:lsj.chicago_md:n55510	v3slie---
κατέφθιτο	kate/fqito	καταφθίνω	katafqi/nw	urn:cite2:hmt:lsj.chicago_md:n55510	v3saim---
καὐτόν	kau)to/n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---ma-
καὐτός	kau)to/s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---mn-
καὐτῷ	kau)tw=|	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---nd-
καὐτῷ	kau)tw=|	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---md-
καί	kai/	καί	kai/	urn:cite2:hmt:lsj.chicago_md:n51951	c--------
καίπερ	kai/per	καίπερ	kai/per	urn:cite2:hmt:lsj.chicago_md:n52022	g--------
καίρια	kai/ria	καίριος	kai/rios	urn:cite2:hmt:lsj.chicago_md:n52030	a-p---nn-
καίρια	kai/ria	καίριος	kai/rios	urn:cite2:hmt:lsj.chicago_md:n52030	a-p---nv-
καίρια	kai/ria	καίριος	kai/rios	urn:cite2:hmt:lsj.chicago_md:n52030	a-p---na-
καίρια	kai/ria	καίριος	kai/rios	urn:cite2:hmt:lsj.chicago_md:n52030	n-p---nn-
καίρια	kai/ria	καίριος	kai/rios	urn:cite2:hmt:lsj.chicago_md:n52030	n-p---nv-
καίρια	kai/ria	καίριος	kai/rios	urn:cite2:hmt:lsj.chicago_md:n52030	n-p---na-
καίριον	kai/rion	καίριος	kai/rios	urn:cite2:hmt:lsj.chicago_md:n52030	a-s---ma-
καίριον	kai/rion	καίριος	kai/rios	urn:cite2:hmt:lsj.chicago_md:n52030	a-s---nn-
καίριον	kai/rion	καίριος	kai/rios	urn:cite2:hmt:lsj.chicago_md:n52030	a-s---nv-
καίριον	kai/rion	καίριος	kai/rios	urn:cite2:hmt:lsj.chicago_md:n52030	a-s---na-
καίριον	kai/rion	καίριος	kai/rios	urn:cite2:hmt:lsj.chicago_md:n52030	n-s---ma-
καίριον	kai/rion	καίριος	kai/rios	urn:cite2:hmt:lsj.chicago_md:n52030	n-s---fa-
καίριον	kai/rion	καίριος	kai/rios	urn:cite2:hmt:lsj.chicago_md:n52030	n-s---nn-
καίριον	kai/rion	καίριος	kai/rios	urn:cite2:hmt:lsj.chicago_md:n52030	n-s---nv-
καίριον	kai/rion	καίριος	kai/rios	urn:cite2:hmt:lsj.chicago_md:n52030	n-s---na-
καίριος	kai/rios	καίριος	kai/rios	urn:cite2:hmt:lsj.chicago_md:n52030	a-s---mn-
καίριος	kai/rios	καίριος	kai/rios	urn:cite2:hmt:lsj.chicago_md:n52030	n-s---mn-
καίριος	kai/rios	καίριος	kai/rios	urn:cite2:hmt:lsj.chicago_md:n52030	n-s---fn-
κεκλῇ’	keklh=|'	κλῄζω1	klh/|zw	urn:cite2:hmt:lsj.chicago_md:n57847	v2sroe---
κεκλῇ’	keklh=|'	κλῄζω1	klh/|zw	urn:cite2:hmt:lsj.chicago_md:n57848	v2sroe---
κεκτημένῳ	kekthme/nw|	κτάομαι	kta/omai	urn:cite2:hmt:lsj.chicago_md:n60308	v-srpemd-
κεκτημένῳ	kekthme/nw|	κτάομαι	kta/omai	urn:cite2:hmt:lsj.chicago_md:n60308	v-srpend-
κεκτημένῳ	kekthme/nw|	κτέομαι	kte/omai	urn:cite2:hmt:lsj.chicago_md:n60330	v-srpemd-
κεκτημένῳ	kekthme/nw|	κτέομαι	kte/omai	urn:cite2:hmt:lsj.chicago_md:n60330	v-srpend-
κελεύομεν	keleu/omen	κελεύω	keleu/w	urn:cite2:hmt:lsj.chicago_md:n56496	v1ppia---
κελεύομεν	keleu/omen	κελεύω	keleu/w	urn:cite2:hmt:lsj.chicago_md:n56496	v1piia---
κελεύω	keleu/w	κελεύω	keleu/w	urn:cite2:hmt:lsj.chicago_md:n56496	v1spsa---
κελεύω	keleu/w	κελεύω	keleu/w	urn:cite2:hmt:lsj.chicago_md:n56496	v1spia---
κενήν	kenh/n	κενός	keno/s	urn:cite2:hmt:lsj.chicago_md:n56586	a-s---fa-
κερτομῶν	kertomw=n	κερτομέω	kertome/w	urn:cite2:hmt:lsj.chicago_md:n56920	v-sppamn-
κερτόμησίς	kerto/mhsi/s	κερτόμησις	kerto/mhsis	urn:cite2:hmt:lsj.chicago_md:n56921	n-s---fn-
κεχρημένοι	kexrhme/noi	χράω2	xra/w	urn:cite2:hmt:lsj.chicago_md:n114552	v-prpemn-
κεχρημένοι	kexrhme/noi	χράω2	xra/w	urn:cite2:hmt:lsj.chicago_md:n114553	v-prpemn-
κεχρημένοι	kexrhme/noi	χράω2	xra/w	urn:cite2:hmt:lsj.chicago_md:n114552	v-prpemv-
κεχρημένοι	kexrhme/noi	χράω2	xra/w	urn:cite2:hmt:lsj.chicago_md:n114553	v-prpemv-
κεἴ	kei)/	εἰ	ei)	urn:cite2:hmt:lsj.chicago_md:n30817	c--------
κεὐσταλής	keu)stalh/s	εὐσταλής	eu)stalh/s	urn:cite2:hmt:lsj.chicago_md:n45163	n-s---mn-
κεὐσταλής	keu)stalh/s	εὐσταλής	eu)stalh/s	urn:cite2:hmt:lsj.chicago_md:n45163	n-s---fn-
κείνοις	kei/nois	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-p---nd-
κείνοις	kei/nois	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-p---md-
κείνοις	kei/nois	κεῖνος	kei=nos	urn:cite2:hmt:lsj.chicago_md:n56400	a-p---md-
κείνοις	kei/nois	κεῖνος	kei=nos	urn:cite2:hmt:lsj.chicago_md:n56400	a-p---nd-
κείνου	kei/nou	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-s---ng-
κείνου	kei/nou	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-s---mg-
κείνου	kei/nou	κεῖνος	kei=nos	urn:cite2:hmt:lsj.chicago_md:n56400	a-s---mg-
κείνου	kei/nou	κεῖνος	kei=nos	urn:cite2:hmt:lsj.chicago_md:n56400	a-s---ng-
κείνου	kei/nou	κενόω	keno/w	urn:cite2:hmt:lsj.chicago_md:n56597	v2spma---
κείνου	kei/nou	κενόω	keno/w	urn:cite2:hmt:lsj.chicago_md:n56597	v3siia---
κείνων	kei/nwn	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-p---ng-
κείνων	kei/nwn	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-p---fg-
κείνων	kei/nwn	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-p---mg-
κείνων	kei/nwn	κεῖνος	kei=nos	urn:cite2:hmt:lsj.chicago_md:n56400	a-p---fg-
κείνων	kei/nwn	κεῖνος	kei=nos	urn:cite2:hmt:lsj.chicago_md:n56400	a-p---mg-
κείνων	kei/nwn	κεῖνος	kei=nos	urn:cite2:hmt:lsj.chicago_md:n56400	a-p---ng-
κείνων	kei/nwn	κενόω	keno/w	urn:cite2:hmt:lsj.chicago_md:n56597	v3piia---
κείνων	kei/nwn	κενόω	keno/w	urn:cite2:hmt:lsj.chicago_md:n56597	v1siia---
κεῖνα	kei=na	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-p---nn-
κεῖνα	kei=na	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-p---nv-
κεῖνα	kei=na	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-p---na-
κεῖνα	kei=na	κεῖνος	kei=nos	urn:cite2:hmt:lsj.chicago_md:n56400	a-p---nn-
κεῖνα	kei=na	κεῖνος	kei=nos	urn:cite2:hmt:lsj.chicago_md:n56400	a-p---nv-
κεῖνα	kei=na	κεῖνος	kei=nos	urn:cite2:hmt:lsj.chicago_md:n56400	a-p---na-
κεῖνο	kei=no	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-s---nn-
κεῖνο	kei=no	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-s---nv-
κεῖνο	kei=no	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-s---na-
κεῖνοι	kei=noi	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-p---mn-
κεῖνοι	kei=noi	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-p---mv-
κεῖνοι	kei=noi	κεῖνος	kei=nos	urn:cite2:hmt:lsj.chicago_md:n56400	a-p---mn-
κεῖνοι	kei=noi	κεῖνος	kei=nos	urn:cite2:hmt:lsj.chicago_md:n56400	a-p---mv-
κεῖνον	kei=non	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-s---ma-
κεῖνον	kei=non	κεῖνος	kei=nos	urn:cite2:hmt:lsj.chicago_md:n56400	a-s---ma-
κεῖνον	kei=non	κεῖνος	kei=nos	urn:cite2:hmt:lsj.chicago_md:n56400	a-s---nn-
κεῖνον	kei=non	κεῖνος	kei=nos	urn:cite2:hmt:lsj.chicago_md:n56400	a-s---nv-
κεῖνον	kei=non	κεῖνος	kei=nos	urn:cite2:hmt:lsj.chicago_md:n56400	a-s---na-
κεῖνος	kei=nos	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-s---mn-
κεῖνος	kei=nos	κεῖνος	kei=nos	urn:cite2:hmt:lsj.chicago_md:n56400	a-s---mn-
κεῖνός	kei=no/s	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-s---mn-
κεῖνός	kei=no/s	κεῖνος	kei=nos	urn:cite2:hmt:lsj.chicago_md:n56400	a-s---mn-
κεῖται	kei=tai	κέω	ke/w	urn:cite2:hmt:lsj.chicago_md:n57039	v3spie---
κεῖται	kei=tai	κεῖμαι	kei=mai	urn:cite2:hmt:lsj.chicago_md:n56393	v3spie---
κηδεμόνων	khdemo/nwn	κηδεμών	khdemw/n	urn:cite2:hmt:lsj.chicago_md:n57054	n-p---mg-
κηδομένου	khdome/nou	κήδω	kh/dw	urn:cite2:hmt:lsj.chicago_md:n57073	v-sppemg-
κηδομένου	khdome/nou	κήδω	kh/dw	urn:cite2:hmt:lsj.chicago_md:n57073	v-sppeng-
κηκιομέναν	khkiome/nan	κηκίω	khki/w	urn:cite2:hmt:lsj.chicago_md:n57088	v-sppefa-
κηκιομέναν	khkiome/nan	κηκίω	khki/w	urn:cite2:hmt:lsj.chicago_md:n57088	v-sppefa-
κηκῖον	khki=on	κηκίω	khki/w	urn:cite2:hmt:lsj.chicago_md:n57088	v-sppamv-
κηκῖον	khki=on	κηκίω	khki/w	urn:cite2:hmt:lsj.chicago_md:n57088	v-sppann-
κηκῖον	khki=on	κηκίω	khki/w	urn:cite2:hmt:lsj.chicago_md:n57088	v-sppanv-
κηκῖον	khki=on	κηκίω	khki/w	urn:cite2:hmt:lsj.chicago_md:n57088	v-sppana-
κηρί	khri/	κήρ	kh/r	urn:cite2:hmt:lsj.chicago_md:n57167	n-s---fd-
κηρί	khri/	κήρ	kh/r	urn:cite2:hmt:lsj.chicago_md:n57167	n-s---fd-
κηρί	khri/	κηρίς	khri/s	urn:cite2:hmt:lsj.chicago_md:n57195	n-s---fv-
κινεῖ	kinei=	κινέω	kine/w	urn:cite2:hmt:lsj.chicago_md:n57460	v2spie---
κινεῖ	kinei=	κινέω	kine/w	urn:cite2:hmt:lsj.chicago_md:n57460	v3spia---
κλαυμάτων	klauma/twn	κλαῦμα	klau=ma	urn:cite2:hmt:lsj.chicago_md:n57728	n-p---ng-
κλεινά	kleina/	κλεινός	kleino/s	urn:cite2:hmt:lsj.chicago_md:n57768	a-p---nn-
κλεινά	kleina/	κλεινός	kleino/s	urn:cite2:hmt:lsj.chicago_md:n57768	a-p---nv-
κλεινά	kleina/	κλεινός	kleino/s	urn:cite2:hmt:lsj.chicago_md:n57768	a-p---na-
κλεινά	kleina/	κλεινός	kleino/s	urn:cite2:hmt:lsj.chicago_md:n57768	a-d---fn-
κλεινά	kleina/	κλεινός	kleino/s	urn:cite2:hmt:lsj.chicago_md:n57768	a-d---fv-
κλεινά	kleina/	κλεινός	kleino/s	urn:cite2:hmt:lsj.chicago_md:n57768	a-d---fa-
κλεινά	kleina/	κλεινός	kleino/s	urn:cite2:hmt:lsj.chicago_md:n57768	a-s---fn-
κλεινά	kleina/	κλεινός	kleino/s	urn:cite2:hmt:lsj.chicago_md:n57768	a-s---fv-
κλεινός	kleino/s	κλεινός	kleino/s	urn:cite2:hmt:lsj.chicago_md:n57768	a-s---mn-
κλεπτέον	klepte/on	κλεπτέον	klepte/on	urn:cite2:hmt:lsj.chicago_md:n57805	n-s---ma-
κλεπτέον	klepte/on	κλεπτέον	klepte/on	urn:cite2:hmt:lsj.chicago_md:n57805	n-s---nn-
κλεπτέον	klepte/on	κλεπτέον	klepte/on	urn:cite2:hmt:lsj.chicago_md:n57805	n-s---nv-
κλεπτέον	klepte/on	κλεπτέον	klepte/on	urn:cite2:hmt:lsj.chicago_md:n57805	n-s---na-
κληδών	klhdw/n	κληδών	klhdw/n	urn:cite2:hmt:lsj.chicago_md:n57846	n-s---fn-
κληδών	klhdw/n	κληδών	klhdw/n	urn:cite2:hmt:lsj.chicago_md:n57846	n-s---fv-
κλοπεύς	klopeu/s	κλοπεύς	klopeu/s	urn:cite2:hmt:lsj.chicago_md:n57996	n-s---mn-
κλοπῇ	kloph=|	κλοπεύς	klopeu/s	urn:cite2:hmt:lsj.chicago_md:n57996	n-s---md-
κλοπῇ	kloph=|	κλοπή	kloph/	urn:cite2:hmt:lsj.chicago_md:n57998	n-s---fd-
κλέος	kle/os	κλέος	kle/os	urn:cite2:hmt:lsj.chicago_md:n57798	n-s---nn-
κλέος	kle/os	κλέος	kle/os	urn:cite2:hmt:lsj.chicago_md:n57798	n-s---nv-
κλέος	kle/os	κλέος	kle/os	urn:cite2:hmt:lsj.chicago_md:n57798	n-s---na-
κλέψαι	kle/yai	κλέπτω	kle/ptw	urn:cite2:hmt:lsj.chicago_md:n57817	v2samm---
κλέψαι	kle/yai	κλέπτω	kle/ptw	urn:cite2:hmt:lsj.chicago_md:n57817	v--ana---
κλέψαι	kle/yai	κλέπτω	kle/ptw	urn:cite2:hmt:lsj.chicago_md:n57817	v3saoa---
κλύει	klu/ei	κλύω	klu/w	urn:cite2:hmt:lsj.chicago_md:n58057	v2spie---
κλύει	klu/ei	κλύω	klu/w	urn:cite2:hmt:lsj.chicago_md:n58057	v3spia---
κλύειν	klu/ein	κλύω	klu/w	urn:cite2:hmt:lsj.chicago_md:n58057	v--pna---
κλύεις	klu/eis	κλύω	klu/w	urn:cite2:hmt:lsj.chicago_md:n58057	v2spia---
κλύοιμ’	klu/oim'	κλύω	klu/w	urn:cite2:hmt:lsj.chicago_md:n58057	v1saoa---
κλύοιμ’	klu/oim'	κλύω	klu/w	urn:cite2:hmt:lsj.chicago_md:n58057	v1spoa---
κλύω	klu/w	κλύω	klu/w	urn:cite2:hmt:lsj.chicago_md:n58057	v1sasa---
κλύω	klu/w	κλύω	klu/w	urn:cite2:hmt:lsj.chicago_md:n58057	v1spsa---
κλύω	klu/w	κλύω	klu/w	urn:cite2:hmt:lsj.chicago_md:n58057	v1spia---
κλύων	klu/wn	κλύω	klu/w	urn:cite2:hmt:lsj.chicago_md:n58057	v-sppamn-
κλύῃς	klu/h|s	κλύω	klu/w	urn:cite2:hmt:lsj.chicago_md:n58057	v2sasa---
κλύῃς	klu/h|s	κλύω	klu/w	urn:cite2:hmt:lsj.chicago_md:n58057	v2spsa---
κλύῃς	klu/h|s	κλύω	klu/w	urn:cite2:hmt:lsj.chicago_md:n58057	v2sasa---
κοιμῶ	koimw=	κοιμάω	koima/w	urn:cite2:hmt:lsj.chicago_md:n58367	v2spme---
κοιμῶ	koimw=	κοιμάω	koima/w	urn:cite2:hmt:lsj.chicago_md:n58367	v1spsa---
κοιμῶ	koimw=	κοιμάω	koima/w	urn:cite2:hmt:lsj.chicago_md:n58367	v1spia---
κοιμῶ	koimw=	κοιμάω	koima/w	urn:cite2:hmt:lsj.chicago_md:n58367	v1spsa---
κοιμῶ	koimw=	κοιμάω	koima/w	urn:cite2:hmt:lsj.chicago_md:n58367	v1spia---
κοιμῶ	koimw=	κοιμάω	koima/w	urn:cite2:hmt:lsj.chicago_md:n58367	v2siie---
κοινά	koina/	κοινός	koino/s	urn:cite2:hmt:lsj.chicago_md:n58429	a-p---nn-
κοινά	koina/	κοινός	koino/s	urn:cite2:hmt:lsj.chicago_md:n58429	a-p---nv-
κοινά	koina/	κοινός	koino/s	urn:cite2:hmt:lsj.chicago_md:n58429	a-p---na-
κοινά	koina/	κοινός	koino/s	urn:cite2:hmt:lsj.chicago_md:n58429	a-d---fn-
κοινά	koina/	κοινός	koino/s	urn:cite2:hmt:lsj.chicago_md:n58429	a-d---fv-
κοινά	koina/	κοινός	koino/s	urn:cite2:hmt:lsj.chicago_md:n58429	a-d---fa-
κοινά	koina/	κοινός	koino/s	urn:cite2:hmt:lsj.chicago_md:n58429	a-s---fn-
κοινά	koina/	κοινός	koino/s	urn:cite2:hmt:lsj.chicago_md:n58429	a-s---fv-
κοινά	koina/	κοινός	koino/s	urn:cite2:hmt:lsj.chicago_md:n58429	n-p---nn-
κοινά	koina/	κοινός	koino/s	urn:cite2:hmt:lsj.chicago_md:n58429	n-p---nv-
κοινά	koina/	κοινός	koino/s	urn:cite2:hmt:lsj.chicago_md:n58429	n-p---na-
κοινάν	koina/n	κοινός	koino/s	urn:cite2:hmt:lsj.chicago_md:n58429	a-s---fa-
κοινάν	koina/n	κοινών	koinw/n	urn:cite2:hmt:lsj.chicago_md:n58443	n-s---mn-
κοινάν	koina/n	κοινών	koinw/n	urn:cite2:hmt:lsj.chicago_md:n58443	n-s---mv-
κομπεῖν	kompei=n	κομπέω	kompe/w	urn:cite2:hmt:lsj.chicago_md:n58832	v--pna---
κομίζει	komi/zei	κομίζω	komi/zw	urn:cite2:hmt:lsj.chicago_md:n58790	v2spie---
κομίζει	komi/zei	κομίζω	komi/zw	urn:cite2:hmt:lsj.chicago_md:n58790	v3spia---
κομίζειν	komi/zein	κομίζω	komi/zw	urn:cite2:hmt:lsj.chicago_md:n58790	v--pna---
κορέσαι	kore/sai	κορέννυμι	kore/nnumi	urn:cite2:hmt:lsj.chicago_md:n59091	v--ana---
κορέσαι	kore/sai	κορέννυμι	kore/nnumi	urn:cite2:hmt:lsj.chicago_md:n59091	v3saoa---
κοσμηθείς	kosmhqei/s	κοσμέω	kosme/w	urn:cite2:hmt:lsj.chicago_md:n59295	v-sappmn-
κοσμηθείς	kosmhqei/s	κοσμέω	kosme/w	urn:cite2:hmt:lsj.chicago_md:n59295	v-sappmv-
κουφίζειν	koufi/zein	κουφίζω	koufi/zw	urn:cite2:hmt:lsj.chicago_md:n59501	v--pna---
κοὐ	kou)	οὐ	ou)	urn:cite2:hmt:lsj.chicago_md:n75730	d--------
κοὐδέν	kou)de/n	οὐδείς	ou)dei/s	urn:cite2:hmt:lsj.chicago_md:n75765	n-s---nn-
κοὐδέν	kou)de/n	οὐδείς	ou)dei/s	urn:cite2:hmt:lsj.chicago_md:n75765	n-s---nv-
κοὐδέν	kou)de/n	οὐδείς	ou)dei/s	urn:cite2:hmt:lsj.chicago_md:n75765	n-s---na-
κοὐκ	kou)k	οὐ	ou)	urn:cite2:hmt:lsj.chicago_md:n75730	d--------
κοὐχ	kou)x	οὐ	ou)	urn:cite2:hmt:lsj.chicago_md:n75730	d--------
κοὔτε	kou)/te	οὔτε	ou)/te	urn:cite2:hmt:lsj.chicago_md:n76050	d--------
κοίλας	koi/las	κόιλος	ko/ilos	urn:cite2:hmt:lsj.chicago_md:n58344	a-p---fa-
κοίλας	koi/las	κόιλος	ko/ilos	urn:cite2:hmt:lsj.chicago_md:n58344	a-s---fg-
κοίλας	koi/las	κοῖλος	koi=los	urn:cite2:hmt:lsj.chicago_md:n58344	a-p---fa-
κοίλας	koi/las	κοῖλος	koi=los	urn:cite2:hmt:lsj.chicago_md:n58344	a-s---fg-
κοίτης	koi/ths	κοίτη	koi/th	urn:cite2:hmt:lsj.chicago_md:n58478	n-s---fg-
κραταιαῖς	krataiai=s	κραταιά	krataia/	urn:cite2:hmt:lsj.chicago_md:n59669	n-p---fd-
κραταιαῖς	krataiai=s	κραταιός	krataio/s	urn:cite2:hmt:lsj.chicago_md:n59680	a-p---fd-
κρατεῖ	kratei=	κρατέω	krate/w	urn:cite2:hmt:lsj.chicago_md:n59708	v2spie---
κρατεῖ	kratei=	κρατέω	krate/w	urn:cite2:hmt:lsj.chicago_md:n59708	v3spia---
κρατεῖ	kratei=	κρατύς	kratu/s	urn:cite2:hmt:lsj.chicago_md:n59748	a-s---md-
κρατεῖ	kratei=	κρατύς	kratu/s	urn:cite2:hmt:lsj.chicago_md:n59748	a-s---nd-
κρατίστου	krati/stou	κράτιστος	kra/tistos	urn:cite2:hmt:lsj.chicago_md:n59735	a-s---mg-
κρατίστου	krati/stou	κράτιστος	kra/tistos	urn:cite2:hmt:lsj.chicago_md:n59735	a-s---ng-
κρατύνει	kratu/nei	κρατύνω	kratu/nw	urn:cite2:hmt:lsj.chicago_md:n59747	v2spie---
κρατύνει	kratu/nei	κρατύνω	kratu/nw	urn:cite2:hmt:lsj.chicago_md:n59747	v3spia---
κρατύνει	kratu/nei	κρατύνω	kratu/nw	urn:cite2:hmt:lsj.chicago_md:n59747	v3sasa---
κρατύνειν	kratu/nein	κρατύνω	kratu/nw	urn:cite2:hmt:lsj.chicago_md:n59747	v--pna---
κρατύνων	kratu/nwn	κρατύνω	kratu/nw	urn:cite2:hmt:lsj.chicago_md:n59747	v-sppamn-
κρατῶ	kratw=	κρατέω	krate/w	urn:cite2:hmt:lsj.chicago_md:n59708	v1spsa---
κρατῶ	kratw=	κρατέω	krate/w	urn:cite2:hmt:lsj.chicago_md:n59708	v1spia---
κρατῶν	kratw=n	κράς	kra/s	urn:cite2:hmt:lsj.chicago_md:n59655	n-p---fg-
κρατῶν	kratw=n	κράτος	kra/tos	urn:cite2:hmt:lsj.chicago_md:n59741	n-p---ng-
κρατῶν	kratw=n	κρατέω	krate/w	urn:cite2:hmt:lsj.chicago_md:n59708	v-sppamn-
κρατῶν	kratw=n	κρατύς	kratu/s	urn:cite2:hmt:lsj.chicago_md:n59748	a-p---mg-
κρατῶν	kratw=n	κρατύς	kratu/s	urn:cite2:hmt:lsj.chicago_md:n59748	a-p---ng-
κρείσσω	krei/ssw	κρείσσων	krei/sswn	urn:cite2:hmt:lsj.chicago_md:n59794	a-p---na-
κρείσσω	krei/ssw	κρείσσων	krei/sswn	urn:cite2:hmt:lsj.chicago_md:n59794	a-p---nn-
κρείσσω	krei/ssw	κρείσσων	krei/sswn	urn:cite2:hmt:lsj.chicago_md:n59794	a-s---ma-
κρείσσω	krei/ssw	κρείσσων	krei/sswn	urn:cite2:hmt:lsj.chicago_md:n59794	a-s---fa-
κρείσσω	krei/ssw	κρεισσόω	kreisso/w	urn:cite2:hmt:lsj.chicago_md:n59793	v2spma---
κρείσσω	krei/ssw	κρεισσόω	kreisso/w	urn:cite2:hmt:lsj.chicago_md:n59793	v3siia---
