Αἴας	*ai)/as	Αἴας	*ai)/as	n-s---mn-
Ἀτρείδαις	*)atrei/dais	Ἀτρείδης	*)atrei/dhs	n-p---md-
Ἀτρείδας	*)atrei/das	Ἀτρείδης	*)atrei/dhs	n-s---mn-
Ἀτρείδας	*)atrei/das	Ἀτρείδης	*)atrei/dhs	n-p---ma-
Ἀτρείδας	*)atrei/das	Ἀτρείδης	*)atrei/dhs	n-p---ma-
Ἀτρείδας	*)atrei/das	Ἀτρείδης	*)atrei/dhs	n-s---mn-
Ἀτρεῖδαι	*)atrei=dai	Ἀτρείδης	*)atrei/dhs	n-p---mn-
Ἀτρεῖδαι	*)atrei=dai	Ἀτρείδης	*)atrei/dhs	n-p---mv-
Ἀτρεῖδαί	*)atrei=dai/	Ἀτρείδης	*)atrei/dhs	n-p---mn-
Ἀτρεῖδαί	*)atrei=dai/	Ἀτρείδης	*)atrei/dhs	n-p---mv-
Ἀτρέως	*)atre/ws	Ἀτρεύς	*)atreu/s	n-s---mg-
Ἀτρέως	*)atre/ws	Ἀτρεύς	*)atreu/s	n-s---mg-
Ἀτρέως	*)atre/ws	Ἀτρεύς	*)atreu/s	n-s---mn-
Ἀχαιοί	*)axaioi/	Ἀχαιός	*)axaio/s	a-p---mn-
Ἀχαιοί	*)axaioi/	Ἀχαιός	*)axaio/s	a-p---mv-
Ἀχαιούς	*)axaiou/s	Ἀχαιός	*)axaio/s	a-p---ma-
Ἀχαιοῖς	*)axaioi=s	Ἀχαιός	*)axaio/s	a-p---md-
Ἀχαιοῖς	*)axaioi=s	Ἀχαιός	*)axaio/s	a-p---nd-
Ἀχαιῶν	*)axaiw=n	Ἀχαιός	*)axaio/s	a-p---fg-
Ἀχαιῶν	*)axaiw=n	Ἀχαιός	*)axaio/s	a-p---mg-
Ἀχαιῶν	*)axaiw=n	Ἀχαιός	*)axaio/s	a-p---ng-
Ἀχαιῶν	*)axaiw=n	ἀχαιά	a)xaia/	n-p---fg-
Ἀχιλλείων	*)axillei/wn	Ἀχίλλειος	*)axi/lleios	a-p---fg-
Ἀχιλλείων	*)axillei/wn	Ἀχίλλειος	*)axi/lleios	a-p---mg-
Ἀχιλλείων	*)axillei/wn	Ἀχίλλειος	*)axi/lleios	a-p---ng-
Ἀχιλλέα	*)axille/a	Ἀχιλλεύς	*)axilleu/s	n-s---ma-
Ἀχιλλέα	*)axille/a	Ἀχιλλεύς	*)axilleu/s	n-s---ma-
Ἀχιλλέως	*)axille/ws	Ἀχιλλεύς	*)axilleu/s	n-s---mg-
Ἀχιλλέως	*)axille/ws	Ἀχιλλεύς	*)axilleu/s	n-s---mg-
Ἀχιλλέως	*)axille/ws	Ἀχιλλεύς	*)axilleu/s	n-s---mn-
Ἀχώ	*)axw/	ἠχώ	h)xw/	n-s---fn-
Ἀΐδᾳ	*)ai+/da|	Ἅιδης	*(/aidhs	n-s---md-
Ἅιδου	*(/aidou	Ἅιδης	*(/aidhs	n-s---mg-
ἐβουλόμην	e)boulo/mhn	βούλομαι	bou/lomai	v1siie---
ἐβάστασεν	e)ba/stasen	βαστάζω	basta/zw	v3saia---
ἐγγελᾷ	e)ggela=|	ἐγγελάω	e)ggela/w	v2spse---
ἐγγελᾷ	e)ggela=|	ἐγγελάω	e)ggela/w	v2spie---
ἐγγελᾷ	e)ggela=|	ἐγγελάω	e)ggela/w	v3spsa---
ἐγγελᾷ	e)ggela=|	ἐγγελάω	e)ggela/w	v3spia---
ἐγγελᾷ	e)ggela=|	ἐγγελάω	e)ggela/w	v2spse---
ἐγγελᾷ	e)ggela=|	ἐγγελάω	e)ggela/w	v2spie---
ἐγγελᾷ	e)ggela=|	ἐγγελάω	e)ggela/w	v3spsa---
ἐγγελᾷ	e)ggela=|	ἐγγελάω	e)ggela/w	v3spia---
ἐγγελᾷ	e)ggela=|	ἐγγελάω	e)ggela/w	v2sfim---
ἐγγελᾷ	e)ggela=|	ἐγγελάω	e)ggela/w	v3sfia---
ἐγγύς	e)ggu/s	ἐγγύς	e)ggu/s	d--------
ἐγκαλῶν	e)gkalw=n	ἐγκαλέω	e)gkale/w	v-sppamn-
ἐγκαλῶν	e)gkalw=n	ἐγκαλέω	e)gkale/w	v-sfpamn-
ἐγκαλῶν	e)gkalw=n	ἐγκαλέω	e)gkale/w	v-sppamn-
ἐγκρατής	e)gkrath/s	ἐγκρατής	e)gkrath/s	n-s---mn-
ἐγκρατής	e)gkrath/s	ἐγκρατής	e)gkrath/s	n-s---fn-
ἐγχώρων	e)gxw/rwn	ἔγχωρος	e)/gxwros	n-p---mg-
ἐγχώρων	e)gxw/rwn	ἔγχωρος	e)/gxwros	n-p---fg-
ἐγχώρων	e)gxw/rwn	ἔγχωρος	e)/gxwros	n-p---ng-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---mn-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---mv-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---fn-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---fv-
ἐθηράσω	e)qhra/sw	θηράω	qhra/w	v2saim---
ἐθηράσω	e)qhra/sw	θηράω	qhra/w	v2saim---
ἐθέλεις	e)qe/leis	ἐθέλω	e)qe/lw	v2spia---
ἐθέσπισεν	e)qe/spisen	θεσπίζω	qespi/zw	v3saia---
ἐθήρων	e)qh/rwn	θηράω	qhra/w	v3piia---
ἐθήρων	e)qh/rwn	θηράω	qhra/w	v1siia---
ἐκ	e)k	ἐκ	e)k	r--------
ἐκβαλεῖν	e)kbalei=n	ἐκβάλλω	e)kba/llw	v--ana---
ἐκβαλεῖν	e)kbalei=n	ἐκβάλλω	e)kba/llw	v--fna---
ἐκβαλόντας	e)kbalo/ntas	ἐκβάλλω	e)kba/llw	v-papama-
ἐκβαλόντες	e)kbalo/ntes	ἐκβάλλω	e)kba/llw	v-papamn-
ἐκβαλόντες	e)kbalo/ntes	ἐκβάλλω	e)kba/llw	v-papamv-
ἐκβεβιασμένον	e)kbebiasme/non	ἐκβιάζω	e)kbia/zw	v-srpema-
ἐκβεβιασμένον	e)kbebiasme/non	ἐκβιάζω	e)kbia/zw	v-srpenn-
ἐκβεβιασμένον	e)kbebiasme/non	ἐκβιάζω	e)kbia/zw	v-srpenv-
ἐκβεβιασμένον	e)kbebiasme/non	ἐκβιάζω	e)kbia/zw	v-srpena-
ἐκβεβληκότες	e)kbeblhko/tes	ἐκβάλλω	e)kba/llw	v-prpamn-
ἐκβεβληκότες	e)kbeblhko/tes	ἐκβάλλω	e)kba/llw	v-prpamv-
ἐκβάντα	e)kba/nta	ἐκβαίνω	e)kbai/nw	v-papann-
ἐκβάντα	e)kba/nta	ἐκβαίνω	e)kbai/nw	v-papanv-
ἐκβάντα	e)kba/nta	ἐκβαίνω	e)kbai/nw	v-papana-
ἐκβάντα	e)kba/nta	ἐκβαίνω	e)kbai/nw	v-sapama-
ἐκδακρῦσαι	e)kdakru=sai	ἐκδακρύω	e)kdakru/w	v--ana---
ἐκδιδάξω	e)kdida/cw	ἐκδιδάσκω	e)kdida/skw	v1sasa---
ἐκδιδάξω	e)kdida/cw	ἐκδιδάσκω	e)kdida/skw	v1sfia---
ἐκδιδάξω	e)kdida/cw	ἐκδιδάσκω	e)kdida/skw	v2saim---
ἐκδοῦναι	e)kdou=nai	ἐκδίδωμι	e)kdi/dwmi	v--ana---
ἐκδέχου	e)kde/xou	ἐκδέχομαι	e)kde/xomai	v2spme---
ἐκδέχου	e)kde/xou	ἐκδέχομαι	e)kde/xomai	v2siie---
ἐκείνου	e)kei/nou	ἐκεῖνος	e)kei=nos	n-s---ng-
ἐκείνου	e)kei/nou	ἐκεῖνος	e)kei=nos	n-s---mg-
ἐκείνου	e)kei/nou	κενόω	keno/w	v3siia---
ἐκείνῳ	e)kei/nw|	ἐκεῖνος	e)kei=nos	n-s---nd-
ἐκείνῳ	e)kei/nw|	ἐκεῖνος	e)kei=nos	n-s---md-
ἐκεῖ	e)kei=	ἐκεῖ	e)kei=	d--------
ἐκεῖνα	e)kei=na	ἐκεῖνος	e)kei=nos	n-p---nn-
ἐκεῖνα	e)kei=na	ἐκεῖνος	e)kei=nos	n-p---nv-
ἐκεῖνα	e)kei=na	ἐκεῖνος	e)kei=nos	n-p---na-
ἐκεῖνο	e)kei=no	ἐκεῖνος	e)kei=nos	n-s---nn-
ἐκεῖνο	e)kei=no	ἐκεῖνος	e)kei=nos	n-s---nv-
ἐκεῖνο	e)kei=no	ἐκεῖνος	e)kei=nos	n-s---na-
ἐκεῖνοι	e)kei=noi	ἐκεῖνος	e)kei=nos	n-p---mn-
ἐκεῖνοι	e)kei=noi	ἐκεῖνος	e)kei=nos	n-p---mv-
ἐκεῖσε	e)kei=se	ἐκεῖσε	e)kei=se	d--------
ἐκκαλεῖσθε	e)kkalei=sqe	ἐκκαλέω	e)kkale/w	v2ppme---
ἐκκαλεῖσθε	e)kkalei=sqe	ἐκκαλέω	e)kkale/w	v2ppoe---
ἐκκαλεῖσθε	e)kkalei=sqe	ἐκκαλέω	e)kkale/w	v2ppie---
ἐκκαλεῖσθε	e)kkalei=sqe	ἐκκαλέω	e)kkale/w	v2pfim---
ἐκκαλεῖσθε	e)kkalei=sqe	ἐκκαλέω	e)kkale/w	v2ppme---
ἐκκαλεῖσθε	e)kkalei=sqe	ἐκκαλέω	e)kkale/w	v2ppoe---
ἐκκαλεῖσθε	e)kkalei=sqe	ἐκκαλέω	e)kkale/w	v2ppie---
ἐκκαλεῖσθε	e)kkalei=sqe	ἐκκαλέω	e)kkale/w	v2piie---
ἐκκαλεῖσθε	e)kkalei=sqe	ἐκκαλέω	e)kkale/w	v2piie---
ἐκκλέψας	e)kkle/yas	ἐκκλέπτω	e)kkle/ptw	v-sapamn-
ἐκκλέψας	e)kkle/yas	ἐκκλέπτω	e)kkle/ptw	v-sapamv-
ἐκκλέψεις	e)kkle/yeis	ἐκκλέπτω	e)kkle/ptw	v2sasa---
ἐκκλέψεις	e)kkle/yeis	ἐκκλέπτω	e)kkle/ptw	v2sfia---
ἐκκριθείς	e)kkriqei/s	ἐκκρίνω	e)kkri/nw	v-sappmn-
ἐκκριθείς	e)kkriqei/s	ἐκκρίνω	e)kkri/nw	v-sappmv-
ἐκλαβών	e)klabw/n	ἐκλαμβάνω	e)klamba/nw	v-sapamn-
ἐκλιπόντι	e)klipo/nti	ἐκλείπω	e)klei/pw	v-sapamd-
ἐκλιπόντι	e)klipo/nti	ἐκλείπω	e)klei/pw	v-sapand-
ἐκλιπών	e)klipw/n	ἐκλείπω	e)klei/pw	v-sapamn-
ἐκπλαγῆτ’	e)kplagh=t'	ἐκπλάσσω	e)kpla/ssw	v2pasp---
ἐκπλαγῆτ’	e)kplagh=t'	ἐκπλήσσω	e)kplh/ssw	v2pasp---
ἐκπλαγῆτ’	e)kplagh=t'	ἐκπλήσσω	e)kplh/ssw	v2pasp---
ἐκπλεύσῃς	e)kpleu/sh|s	ἐκπλέω	e)kple/w	v-pppafd-
ἐκπλεύσῃς	e)kpleu/sh|s	ἐκπλέω	e)kple/w	v2sasa---
ἐκπλεῖν	e)kplei=n	ἐκπλέω	e)kple/w	v--pna---
ἐκπλεῖν	e)kplei=n	ἐκπλέω	e)kple/w	v--pna---
ἐκπορίζει	e)kpori/zei	ἐκπορίζω	e)kpori/zw	v2spie---
ἐκπορίζει	e)kpori/zei	ἐκπορίζω	e)kpori/zw	v3spia---
ἐκπορίζει	e)kpori/zei	ἐκπορίζω	e)kpori/zw	v2spie---
ἐκπορίζει	e)kpori/zei	ἐκπορίζω	e)kpori/zw	v3spia---
ἐκπέμψω	e)kpe/myw	ἐκπέμπω	e)kpe/mpw	v1sasa---
ἐκπέμψω	e)kpe/myw	ἐκπέμπω	e)kpe/mpw	v2saim---
ἐκπέμψω	e)kpe/myw	ἐκπέμπω	e)kpe/mpw	v1sfia---
ἐκστήσομαι	e)ksth/somai	ἐξίστημι	e)ci/sthmi	v1sasm---
ἐκστήσομαι	e)ksth/somai	ἐξίστημι	e)ci/sthmi	v1sfim---
ἐκσῶσαι	e)ksw=sai	ἐκσῴζω	e)ksw/|zw	v--ana---
ἐκτησάμην	e)kthsa/mhn	κτάομαι	kta/omai	v1saim---
ἐκτησάμην	e)kthsa/mhn	κτέομαι	kte/omai	v1saie---
ἐκτρίβων	e)ktri/bwn	ἐκτρίβω	e)ktri/bw	v-sppamn-
ἐκτέταται	e)kte/tatai	ἐκτείνω	e)ktei/nw	v3srie---
ἐκτός	e)kto/s	ἐκτός	e)kto/s	d--------
ἐκφανούμεθα	e)kfanou/meqa	ἐκφαίνω	e)kfai/nw	v1pfim---
ἐκφανούμεθα	e)kfanou/meqa	ἐκφανόω	e)kfano/w	v1ppie---
ἐκφανούμεθα	e)kfanou/meqa	ἐκφανόω	e)kfano/w	v1piie---
ἐκφυγών	e)kfugw/n	ἐκφεύγω	e)kfeu/gw	v-sapamn-
ἐκέλευσ’	e)ke/leus'	κελεύω	keleu/w	v1saia---
ἐκέλευσ’	e)ke/leus'	κελεύω	keleu/w	v3saia---
ἐλεινόν	e)leino/n	ἐλεεινός	e)leeino/s	a-s---ma-
ἐλεινόν	e)leino/n	ἐλεεινός	e)leeino/s	a-s---nn-
ἐλεινόν	e)leino/n	ἐλεεινός	e)leeino/s	a-s---nv-
ἐλεινόν	e)leino/n	ἐλεεινός	e)leeino/s	a-s---na-
ἐλεινῶς	e)leinw=s	ἐλεεινός	e)leeino/s	x--------
ἐλεοῦσι	e)leou=si	ἐλεάω	e)lea/w	v-pppamd-
ἐλεοῦσι	e)leou=si	ἐλεάω	e)lea/w	v-pppand-
ἐλεοῦσι	e)leou=si	ἐλεάω	e)lea/w	v3ppia---
ἐλεοῦσι	e)leou=si	ἐλεέω	e)lee/w	v-pppamd-
ἐλεοῦσι	e)leou=si	ἐλεέω	e)lee/w	v-pppand-
ἐλεοῦσι	e)leou=si	ἐλεέω	e)lee/w	v3ppia---
ἐλευθέρους	e)leuqe/rous	ἐλεύθερος	e)leu/qeros	a-p---ma-
ἐλευθέρους	e)leuqe/rous	ἐλεύθερος	e)leu/qeros	n-p---ma-
ἐλευθέρους	e)leuqe/rous	ἐλεύθερος	e)leu/qeros	n-p---fa-
ἐλευθέρους	e)leuqe/rous	ἐλευθερόω	e)leuqero/w	v2siia---
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	a-s---ma-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	a-s---nn-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	a-s---nv-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	a-s---na-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	n-s---ma-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	n-s---fa-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	n-s---nn-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	n-s---nv-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	n-s---na-
ἐλεύσσομεν	e)leu/ssomen	λεύσσω	leu/ssw	v1piia---
ἐλθεῖν	e)lqei=n	ἔρχομαι	e)/rxomai	v--ana---
ἐλθόντα	e)lqo/nta	ἔρχομαι	e)/rxomai	v-papann-
ἐλθόντα	e)lqo/nta	ἔρχομαι	e)/rxomai	v-papanv-
ἐλθόντα	e)lqo/nta	ἔρχομαι	e)/rxomai	v-papana-
ἐλθόντα	e)lqo/nta	ἔρχομαι	e)/rxomai	v-sapama-
ἐλθόντι	e)lqo/nti	ἔρχομαι	e)/rxomai	v-sapamd-
ἐλθόντι	e)lqo/nti	ἔρχομαι	e)/rxomai	v-sapand-
ἐλθών	e)lqw/n	ἔρχομαι	e)/rxomai	v-sapamn-
ἐλπίδα	e)lpi/da	ἐλπίς	e)lpi/s	n-s---fa-
ἐλπίδος	e)lpi/dos	ἐλπίς	e)lpi/s	n-s---fg-
ἐλπίδων	e)lpi/dwn	ἐλπίς	e)lpi/s	n-p---fg-
ἐλπίσαι	e)lpi/sai	ἐλπίζω	e)lpi/zw	v--ana---
ἐλπίσαι	e)lpi/sai	ἐλπίζω	e)lpi/zw	v3saoa---
ἐλέγχω	e)le/gxw	ἔλεγχοσ2	e)/legxos2	n-d---mn-
ἐλέγχω	e)le/gxw	ἔλεγχοσ2	e)/legxos2	n-d---mv-
ἐλέγχω	e)le/gxw	ἔλεγχοσ2	e)/legxos2	n-d---ma-
ἐλέγχω	e)le/gxw	ἔλεγχοσ2	e)/legxos2	n-s---mg-
ἐλέγχω	e)le/gxw	ἐλέγχω	e)le/gxw	v1spsa---
ἐλέγχω	e)le/gxw	ἐλέγχω	e)le/gxw	v1spia---
ἐλέησον	e)le/hson	ἐλεάω	e)lea/w	v2sama---
ἐλέησον	e)le/hson	ἐλεέω	e)lee/w	v2sama---
ἐλήλυθας	e)lh/luqas	ἔρχομαι	e)/rxomai	v2sria---
ἐλήλυθεν	e)lh/luqen	ἔρχομαι	e)/rxomai	v3sria---
ἐλήλυθεν	e)lh/luqen	ἔρχομαι	e)/rxomai	v3plia---
ἐλῶσιν	e)lw=sin	ἐλαύνω	e)lau/nw	v-pfpamd-
ἐλῶσιν	e)lw=sin	ἐλαύνω	e)lau/nw	v-pfpand-
ἐλῶσιν	e)lw=sin	ἐλαύνω	e)lau/nw	v3pfia---
ἐλῶσιν	e)lw=sin	ἐλαύνω	e)lau/nw	v-pppamd-
ἐλῶσιν	e)lw=sin	ἐλαύνω	e)lau/nw	v-pppand-
ἐλῶσιν	e)lw=sin	ἐλαύνω	e)lau/nw	v3ppsa---
ἐλῶσιν	e)lw=sin	ἐλαύνω	e)lau/nw	v3ppia---
ἐμαῖς	e)mai=s	ἐμός	e)mo/s	a-p---fd-
ἐμβαλοῦ	e)mbalou=	ἐμβάλλω	e)mba/llw	v2samm---
ἐμβάλλω	e)mba/llw	ἐμβάλλω	e)mba/llw	v1spsa---
ἐμβάλλω	e)mba/llw	ἐμβάλλω	e)mba/llw	v1spia---
ἐμηχανώμην	e)mhxanw/mhn	μηχανάομαι	mhxana/omai	v1siie---
ἐμοὔστι	e)mou)/sti	εἰμί	ei)mi/	v3spia---
ἐμοί	e)moi/	ἐγώ	e)gw/	p-s---md-
ἐμοί	e)moi/	ἐγώ	e)gw/	p-s---fd-
ἐμοί	e)moi/	ἐμός	e)mo/s	a-p---mn-
ἐμοί	e)moi/	ἐμός	e)mo/s	a-p---mv-
ἐμοῖς	e)moi=s	ἐμέω	e)me/w	v2sfoa---
ἐμοῖς	e)moi=s	ἐμέω	e)me/w	v2spoa---
ἐμοῖς	e)moi=s	ἐμός	e)mo/s	a-p---md-
ἐμοῖς	e)moi=s	ἐμός	e)mo/s	a-p---nd-
ἐμοῖσι	e)moi=si	ἐμέω	e)me/w	v-pfpamd-
ἐμοῖσι	e)moi=si	ἐμέω	e)me/w	v-pfpand-
ἐμοῖσι	e)moi=si	ἐμέω	e)me/w	v-pppamd-
ἐμοῖσι	e)moi=si	ἐμέω	e)me/w	v-pppand-
ἐμοῖσι	e)moi=si	ἐμός	e)mo/s	a-p---md-
ἐμοῖσι	e)moi=si	ἐμός	e)mo/s	a-p---nd-
ἐμοῖσιν	e)moi=sin	ἐμέω	e)me/w	v-pfpamd-
ἐμοῖσιν	e)moi=sin	ἐμέω	e)me/w	v-pfpand-
ἐμοῖσιν	e)moi=sin	ἐμέω	e)me/w	v-pppamd-
ἐμοῖσιν	e)moi=sin	ἐμέω	e)me/w	v-pppand-
ἐμοῖσιν	e)moi=sin	ἐμός	e)mo/s	a-p---md-
ἐμοῖσιν	e)moi=sin	ἐμός	e)mo/s	a-p---nd-
ἐμοῦ	e)mou=	ἐγώ	e)gw/	p-s---mg-
ἐμοῦ	e)mou=	ἐγώ	e)gw/	p-s---fg-
ἐμοῦ	e)mou=	ἐμέω	e)me/w	v2spme---
ἐμοῦ	e)mou=	ἐμέω	e)me/w	v2siie---
ἐμοῦ	e)mou=	ἐμός	e)mo/s	a-s---mg-
ἐμοῦ	e)mou=	ἐμός	e)mo/s	a-s---ng-
ἐμποδίζονται	e)mpodi/zontai	ἐμποδίζω	e)mpodi/zw	v3ppie---
ἐμποδίζονται	e)mpodi/zontai	ἐμποδίζω	e)mpodi/zw	v3ppie---
ἐμπέπτωκέ	e)mpe/ptwke/	ἐμπίτνω	e)mpi/tnw	v2srma---
ἐμπέπτωκέ	e)mpe/ptwke/	ἐμπίτνω	e)mpi/tnw	v3sria---
ἐμπέσοι	e)mpe/soi	ἐμπίτνω	e)mpi/tnw	v3saoa---
ἐμφανής	e)mfanh/s	ἐμφανής	e)mfanh/s	n-s---mn-
ἐμφανής	e)mfanh/s	ἐμφανής	e)mfanh/s	n-s---fn-
ἐμάν	e)ma/n	ἐμός	e)mo/s	a-s---fa-
ἐμάς	e)ma/s	ἐμός	e)mo/s	a-p---fa-
ἐμέ	e)me/	ἐγώ	e)gw/	p-s---ma-
ἐμέ	e)me/	ἐγώ	e)gw/	p-s---fa-
ἐμέ	e)me/	ἐμός	e)mo/s	a-s---mv-
ἐμή	e)mh/	ἐμός	e)mo/s	a-s---fn-
ἐμή	e)mh/	ἐμός	e)mo/s	a-s---fv-
ἐμήν	e)mh/n	ἐμός	e)mo/s	a-s---fa-
ἐμήσατ’	e)mh/sat'	μήδομαι	mh/domai	v3saim---
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---ma-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---nn-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---nv-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---na-
ἐμός	e)mo/s	ἐμός	e)mo/s	a-s---mn-
ἐμᾶς	e)ma=s	ἐμός	e)mo/s	a-s---fg-
ἐμᾷ	e)ma=|	ἐμός	e)mo/s	a-s---fd-
ἐμῆς	e)mh=s	ἐμέω	e)me/w	v2sfia---
ἐμῆς	e)mh=s	ἐμέω	e)me/w	v2spia---
ἐμῆς	e)mh=s	ἐμός	e)mo/s	a-s---fg-
ἐμῶν	e)mw=n	ἐμέω	e)me/w	v-sfpamn-
ἐμῶν	e)mw=n	ἐμέω	e)me/w	v-sppamn-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	a-p---fg-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	a-p---mg-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	a-p---ng-
ἐν	e)n	ἐν	e)n	r--------
ἐν	e)n	εἰς	ei)s	r--------
ἐναντιούμενον	e)nantiou/menon	ἐναντιόομαι	e)nantio/omai	v-sppema-
ἐναντιούμενον	e)nantiou/menon	ἐναντιόομαι	e)nantio/omai	v-sppenn-
ἐναντιούμενον	e)nantiou/menon	ἐναντιόομαι	e)nantio/omai	v-sppenv-
ἐναντιούμενον	e)nantiou/menon	ἐναντιόομαι	e)nantio/omai	v-sppena-
ἐναντία	e)nanti/a	ἐναντίος	e)nanti/os	a-p---nn-
ἐναντία	e)nanti/a	ἐναντίος	e)nanti/os	a-p---nv-
ἐναντία	e)nanti/a	ἐναντίος	e)nanti/os	a-p---na-
ἐναντία	e)nanti/a	ἐναντίος	e)nanti/os	a-d---fn-
ἐναντία	e)nanti/a	ἐναντίος	e)nanti/os	a-d---fv-
ἐναντία	e)nanti/a	ἐναντίος	e)nanti/os	a-d---fa-
ἐναντία	e)nanti/a	ἐναντίος	e)nanti/os	a-s---fn-
ἐναντία	e)nanti/a	ἐναντίος	e)nanti/os	a-s---fv-
ἐναυλίζοντί	e)nauli/zonti/	ἐναυλίζω	e)nauli/zw	v-sppamd-
ἐναυλίζοντί	e)nauli/zonti/	ἐναυλίζω	e)nauli/zw	v-sppand-
ἐναυλίζοντί	e)nauli/zonti/	ἐναυλίζω	e)nauli/zw	v3ppia---
ἐναυστόλουν	e)nausto/loun	ναυστολέω	naustole/w	v3piia---
ἐναυστόλουν	e)nausto/loun	ναυστολέω	naustole/w	v1siia---
ἐναίρων	e)nai/rwn	ἐναίρω	e)nai/rw	v-sppamn-
ἐνδεές	e)ndee/s	ἐνδεής	e)ndeh/s	n-s---mv-
ἐνδεές	e)ndee/s	ἐνδεής	e)ndeh/s	n-s---fv-
ἐνδεές	e)ndee/s	ἐνδεής	e)ndeh/s	n-s---nn-
ἐνδεές	e)ndee/s	ἐνδεής	e)ndeh/s	n-s---nv-
ἐνδεές	e)ndee/s	ἐνδεής	e)ndeh/s	n-s---na-
ἐνδεέστερον	e)ndee/steron	ἐνδεής	e)ndeh/s	x--------
ἐνδεέστερον	e)ndee/steron	ἐνδεής	e)ndeh/s	n-s---ma-
ἐνδεέστερον	e)ndee/steron	ἐνδεής	e)ndeh/s	n-s---nn-
ἐνδεέστερον	e)ndee/steron	ἐνδεής	e)ndeh/s	n-s---nv-
ἐνδεέστερον	e)ndee/steron	ἐνδεής	e)ndeh/s	n-s---na-
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	x--------
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	a-p---ma-
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	x--------
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	n-p---ma-
ἐνδίκως	e)ndi/kws	ἔνδικος	e)/ndikos	n-p---fa-
ἐνδόμυχον	e)ndo/muxon	ἐνδόμυχος	e)ndo/muxos	n-s---ma-
ἐνδόμυχον	e)ndo/muxon	ἐνδόμυχος	e)ndo/muxos	n-s---fa-
ἐνδόμυχον	e)ndo/muxon	ἐνδόμυχος	e)ndo/muxos	n-s---nn-
ἐνδόμυχον	e)ndo/muxon	ἐνδόμυχος	e)ndo/muxos	n-s---nv-
ἐνδόμυχον	e)ndo/muxon	ἐνδόμυχος	e)ndo/muxos	n-s---na-
ἐνεγκεῖν	e)negkei=n	φέρω	fe/rw	v--ana---
ἐνθάδε	e)nqa/de	ἐνθάδε	e)nqa/de	d--------
ἐνθάκησις	e)nqa/khsis	ἐνθάκησις	e)nqa/khsis	n-s---fn-
ἐνθένδε	e)nqe/nde	ἐνθένδε	e)nqe/nde	d--------
ἐνθήρου	e)nqh/rou	ἔνθηρος	e)/nqhros	n-s---mg-
ἐνθήρου	e)nqh/rou	ἔνθηρος	e)/nqhros	n-s---fg-
ἐνθήρου	e)nqh/rou	ἔνθηρος	e)/nqhros	n-s---ng-
ἐνιδεῖν	e)nidei=n	ἐνδέω1	e)nde/w1	v--pna---
ἐνιδεῖν	e)nidei=n	ἐνδέω2	e)nde/w2	v--pna---
ἐνιδεῖν	e)nidei=n	ἐνεῖδον	e)nei=don	v--ana---
ἐνναίοντά	e)nnai/onta/	ἐνναίω	e)nnai/w	v-pppann-
ἐνναίοντά	e)nnai/onta/	ἐνναίω	e)nnai/w	v-pppanv-
ἐνναίοντά	e)nnai/onta/	ἐνναίω	e)nnai/w	v-pppana-
ἐνναίοντά	e)nnai/onta/	ἐνναίω	e)nnai/w	v-sppama-
ἐννοεῖθ’	e)nnoei=q'	ἐννοέω	e)nnoe/w	v3spoe---
ἐννοεῖθ’	e)nnoei=q'	ἐννοέω	e)nnoe/w	v3spoe---
ἐννοεῖθ’	e)nnoei=q'	ἐννοέω	e)nnoe/w	v2ppma---
ἐννοεῖθ’	e)nnoei=q'	ἐννοέω	e)nnoe/w	v2ppoa---
ἐννοεῖθ’	e)nnoei=q'	ἐννοέω	e)nnoe/w	v2ppia---
ἐννοεῖθ’	e)nnoei=q'	ἐννοέω	e)nnoe/w	v2ppma---
ἐννοεῖθ’	e)nnoei=q'	ἐννοέω	e)nnoe/w	v2ppoa---
