Αἰσχύνης	*ai)sxu/nhs	αἰσχύνη	ai)sxu/nh	n-s---fg-
ζόα	zo/a	ζόη	zo/h	n-d---fn-
ζόα	zo/a	ζόη	zo/h	n-d---fv-
ζόα	zo/a	ζόη	zo/h	n-d---fa-
ζόα	zo/a	ζόη	zo/h	n-s---fn-
ζόα	zo/a	ζόη	zo/h	n-s---fv-
ζόα	zo/a	ζωή	zwh/	n-d---fn-
ζόα	zo/a	ζωή	zwh/	n-d---fv-
ζόα	zo/a	ζωή	zwh/	n-d---fa-
ζόα	zo/a	ζωή	zwh/	n-s---fn-
ζόα	zo/a	ζωή	zwh/	n-s---fv-
ζῶντ’	zw=nt'	ζάω	za/w	v-pppann-
ζῶντ’	zw=nt'	ζάω	za/w	v-pppanv-
ζῶντ’	zw=nt'	ζάω	za/w	v-pppana-
ζῶντ’	zw=nt'	ζάω	za/w	v-sppama-
ζῶντ’	zw=nt'	ζάω	za/w	v-sppamd-
ζῶντ’	zw=nt'	ζάω	za/w	v-sppand-
ζῶντ’	zw=nt'	ζάω	za/w	v3ppia---
ζῶντ’	zw=nt'	ζάω	za/w	v-dppamn-
ζῶντ’	zw=nt'	ζάω	za/w	v-dppamv-
ζῶντ’	zw=nt'	ζάω	za/w	v-dppama-
ζῶντ’	zw=nt'	ζάω	za/w	v-dppann-
ζῶντ’	zw=nt'	ζάω	za/w	v-dppanv-
ζῶντ’	zw=nt'	ζάω	za/w	v-dppana-
ζῶντ’	zw=nt'	ζάω	za/w	v3ppse---
ζῶντ’	zw=nt'	ζάω	za/w	v3ppie---
ζῶντ’	zw=nt'	ζάω	za/w	v3piie---
ζῶντ’	zw=nt'	ζέω	ze/w	v3ppsa---
ζῶντ’	zw=nt'	ζέω	ze/w	v3ppse---
ζῶσα	zw=sa	ζάω	za/w	v-sppafn-
ζῶσα	zw=sa	ζάω	za/w	v-sppafv-
ζῶσα	zw=sa	ζώννυμι	zw/nnumi	v1saia---
ηὔδα	hu)/da	αὐδάω	au)da/w	v3siia---
ηὗρε	hu(=re	εὑρίσκω	eu(ri/skw	v3saia---
θακτός	qakto/s	θακτός	qakto/s	n-s---mn-
θακτός	qakto/s	θακτός	qakto/s	n-s---fn-
θαλαμηπόλων	qalamhpo/lwn	θαλαμήπολος	qalamh/polos	n-p---fg-
θαλαμηπόλων	qalamhpo/lwn	θαλαμηπόλος	qalamhpo/los	n-p---fg-
θανεῖν	qanei=n	θνήσκω	qnh/skw	v--ana---
θανάτου	qana/tou	θάνατος	qa/natos	n-s---mg-
θανάτου	qana/tou	θανατόω	qanato/w	v2spma---
θανάτου	qana/tou	θανατόω	qanato/w	v3siia---
θανάτους	qana/tous	θάνατος	qa/natos	n-p---ma-
θανάτους	qana/tous	θανατόω	qanato/w	v2siia---
θανάτων	qana/twn	θάνατος	qa/natos	n-p---mg-
θανάτων	qana/twn	θανατάω	qanata/w	v3piia---
θανάτων	qana/twn	θανατάω	qanata/w	v1siia---
θανόντας	qano/ntas	θνήσκω	qnh/skw	v-papama-
θανόντες	qano/ntes	θνήσκω	qnh/skw	v-papamn-
θανόντες	qano/ntes	θνήσκω	qnh/skw	v-papamv-
θανόντι	qano/nti	θνήσκω	qnh/skw	v-sapamd-
θανόντι	qano/nti	θνήσκω	qnh/skw	v-sapand-
θανών	qanw/n	θνήσκω	qnh/skw	v-sapamn-
θαρσεῖτε	qarsei=te	θαρσέω	qarse/w	v2ppma---
θαρσεῖτε	qarsei=te	θαρσέω	qarse/w	v2ppoa---
θαρσεῖτε	qarsei=te	θαρσέω	qarse/w	v2ppia---
θαρσεῖτε	qarsei=te	θαρσέω	qarse/w	v2piia---
θαυμάζεται	qauma/zetai	θαυμάζω	qauma/zw	v3spie---
θεαί	qeai/	θεά	qea/	n-p---fn-
θεαί	qeai/	θεά	qea/	n-p---fv-
θελεμωτέρῳ	qelemwte/rw|	θελεμός	qelemo/s	n-s---md-
θελεμωτέρῳ	qelemwte/rw|	θελεμός	qelemo/s	n-s---nd-
θελούσας	qelou/sas	ἐθέλω	e)qe/lw	v-pppafa-
θελούσας	qelou/sas	ἐθέλω	e)qe/lw	v-sppafg-
θελόντων	qelo/ntwn	ἐθέλω	e)qe/lw	v-pppamg-
θελόντων	qelo/ntwn	ἐθέλω	e)qe/lw	v-pppang-
θελόντων	qelo/ntwn	ἐθέλω	e)qe/lw	v3ppma---
θεμιστοῦ	qemistou=	θεμιστός	qemisto/s	a-s---mg-
θεμιστοῦ	qemistou=	θεμιστός	qemisto/s	a-s---ng-
θεμένα	qeme/na	τίθημι	ti/qhmi	v-dapmfn-
θεμένα	qeme/na	τίθημι	ti/qhmi	v-dapmfv-
θεμένα	qeme/na	τίθημι	ti/qhmi	v-dapmfa-
θεμένα	qeme/na	τίθημι	ti/qhmi	v-sapmfn-
θεμένα	qeme/na	τίθημι	ti/qhmi	v-sapmfv-
θεοκλύτοις	qeoklu/tois	θεόκλυτος	qeo/klutos	n-p---md-
θεοκλύτοις	qeoklu/tois	θεόκλυτος	qeo/klutos	n-p---fd-
θεοκλύτοις	qeoklu/tois	θεόκλυτος	qeo/klutos	n-p---nd-
θεομανές	qeomane/s	θεομανής	qeomanh/s	n-s---mv-
θεομανές	qeomane/s	θεομανής	qeomanh/s	n-s---fv-
θεομανές	qeomane/s	θεομανής	qeomanh/s	n-s---nn-
θεομανές	qeomane/s	θεομανής	qeomanh/s	n-s---nv-
θεομανές	qeomane/s	θεομανής	qeomanh/s	n-s---na-
θεοπτύστῳ	qeoptu/stw|	θεόπτυστος	qeo/ptustos	n-s---md-
θεοπτύστῳ	qeoptu/stw|	θεόπτυστος	qeo/ptustos	n-s---fd-
θεοπτύστῳ	qeoptu/stw|	θεόπτυστος	qeo/ptustos	n-s---nd-
θεοί	qeoi/	θεός	qeo/s	n-p---mn-
θεοί	qeoi/	θεός	qeo/s	n-p---mv-
θεούς	qeou/s	θεός	qeo/s	n-p---ma-
θεοῖς	qeoi=s	θεάω	qea/w	v2spoa---
θεοῖς	qeoi=s	θεός	qeo/s	n-p---md-
θεοῖσι	qeoi=si	θεάω	qea/w	v-pppamd-
θεοῖσι	qeoi=si	θεάω	qea/w	v-pppand-
θεοῖσι	qeoi=si	θεός	qeo/s	n-p---md-
θεοῖσιν	qeoi=sin	θεάω	qea/w	v-pppamd-
θεοῖσιν	qeoi=sin	θεάω	qea/w	v-pppand-
θεοῖσιν	qeoi=sin	θεός	qeo/s	n-p---md-
θεοῦ	qeou=	θεάομαι	qea/omai	v2spme---
θεοῦ	qeou=	θεάομαι	qea/omai	v2siie---
θεοῦ	qeou=	θεάω	qea/w	v2spme---
θεοῦ	qeou=	θεάω	qea/w	v2siie---
θεοῦ	qeou=	θεός	qeo/s	n-s---mg-
θερμοῖς	qermoi=s	θερμός	qermo/s	a-p---md-
θερμοῖς	qermoi=s	θερμός	qermo/s	a-p---nd-
θερμοῖς	qermoi=s	θερμός	qermo/s	n-p---md-
θερμοῖς	qermoi=s	θερμός	qermo/s	n-p---fd-
θερμοῖς	qermoi=s	θερμός	qermo/s	n-p---nd-
θερμοῖς	qermoi=s	θερμόω	qermo/w	v2spoa---
θερμοῖς	qermoi=s	θερμόω	qermo/w	v2spsa---
θερμοῖς	qermoi=s	θερμόω	qermo/w	v2spia---
θεσφάτοισι	qesfa/toisi	θέσφατος	qe/sfatos	n-p---md-
θεσφάτοισι	qesfa/toisi	θέσφατος	qe/sfatos	n-p---fd-
θεσφάτοισι	qesfa/toisi	θέσφατος	qe/sfatos	n-p---nd-
θεωρίδα	qewri/da	θεωρίς	qewri/s	n-s---fa-
θείνει	qei/nei	θείνω	qei/nw	v3sasa---
θείνει	qei/nei	θείνω	qei/nw	v2spie---
θείνει	qei/nei	θείνω	qei/nw	v3spia---
θεόθεν	qeo/qen	θεόθεν	qeo/qen	d--------
θεόν	qeo/n	θεός	qeo/s	n-s---ma-
θεός	qeo/s	θεός	qeo/s	n-s---mn-
θεᾶν	qea=n	θέα	qe/a	n-p---fg-
θεᾶν	qea=n	θεά	qea/	n-p---fg-
θεᾶν	qea=n	θεάω	qea/w	v-sppamv-
θεᾶν	qea=n	θεάω	qea/w	v-sppann-
θεᾶν	qea=n	θεάω	qea/w	v-sppanv-
θεᾶν	qea=n	θεάω	qea/w	v-sppana-
θεᾶν	qea=n	θεάω	qea/w	v-sppamn-
θεᾶν	qea=n	θεάω	qea/w	v--pna---
θεᾶν	qea=n	θεάω	qea/w	v--pna---
θεῖσαι	qei=sai	τίθημι	ti/qhmi	v-papafn-
θεῖσαι	qei=sai	τίθημι	ti/qhmi	v-papafv-
θεῶν	qew=n	θέα	qe/a	n-p---fg-
θεῶν	qew=n	θεά	qea/	n-p---fg-
θεῶν	qew=n	θεάω	qea/w	v-sppamv-
θεῶν	qew=n	θεάω	qea/w	v-sppann-
θεῶν	qew=n	θεάω	qea/w	v-sppanv-
θεῶν	qew=n	θεάω	qea/w	v-sppana-
θεῶν	qew=n	θεάω	qea/w	v-sppamn-
θεῶν	qew=n	θεάω	qea/w	v-sppamn-
θεῶν	qew=n	θεός	qeo/s	n-p---mg-
θηρός	qhro/s	θήρ	qh/r	n-s---mg-
θιγγάνοντες	qigga/nontes	θιγγάνω	qigga/nw	v-pppamn-
θιγγάνοντες	qigga/nontes	θιγγάνω	qigga/nw	v-pppamv-
θιγγάνουσ’	qigga/nous'	θιγγάνω	qigga/nw	v-sppafn-
θιγγάνουσ’	qigga/nous'	θιγγάνω	qigga/nw	v-sppafv-
θιγγάνουσ’	qigga/nous'	θιγγάνω	qigga/nw	v-pppamd-
θιγγάνουσ’	qigga/nous'	θιγγάνω	qigga/nw	v-pppand-
θιγγάνουσ’	qigga/nous'	θιγγάνω	qigga/nw	v3ppia---
θιγγάνουσ’	qigga/nous'	θιγγάνω	qigga/nw	v-pppafn-
θιγγάνουσ’	qigga/nous'	θιγγάνω	qigga/nw	v-pppafv-
θνητός	qnhto/s	θνητός	qnhto/s	a-s---mn-
θνητός	qnhto/s	θνητός	qnhto/s	n-s---mn-
θνητός	qnhto/s	θνητός	qnhto/s	n-s---fn-
θνᾴσκοντα	qna/|skonta	θνήσκω	qnh/skw	v-pppann-
θνᾴσκοντα	qna/|skonta	θνήσκω	qnh/skw	v-pppanv-
θνᾴσκοντα	qna/|skonta	θνήσκω	qnh/skw	v-pppana-
θνᾴσκοντα	qna/|skonta	θνήσκω	qnh/skw	v-sppama-
θνῄσκειν	qnh/|skein	θνήσκω	qnh/skw	v--pna---
θνῄσκοντας	qnh/|skontas	θνήσκω	qnh/skw	v-pppama-
θούριοι	qou/rioi	θούριος	qou/rios	a-p---mn-
θούριοι	qou/rioi	θούριος	qou/rios	a-p---mv-
θρασυστόμοισιν	qrasusto/moisin	θρασύστομος	qrasu/stomos	n-p---md-
θρασυστόμοισιν	qrasusto/moisin	θρασύστομος	qrasu/stomos	n-p---fd-
θρασυστόμοισιν	qrasusto/moisin	θρασύστομος	qrasu/stomos	n-p---nd-
θράσος	qra/sos	θράσος	qra/sos	n-s---nn-
θράσος	qra/sos	θράσος	qra/sos	n-s---nv-
θράσος	qra/sos	θράσος	qra/sos	n-s---na-
θρέμματ’	qre/mmat'	θρέμμα	qre/mma	n-p---nn-
θρέμματ’	qre/mmat'	θρέμμα	qre/mma	n-p---nv-
θρέμματ’	qre/mmat'	θρέμμα	qre/mma	n-p---na-
θρέμματ’	qre/mmat'	θρέμμα	qre/mma	n-s---nd-
θρέμματ’	qre/mmat'	θρέμμα	qre/mma	n-d---nn-
θρέμματ’	qre/mmat'	θρέμμα	qre/mma	n-d---nv-
θρέμματ’	qre/mmat'	θρέμμα	qre/mma	n-d---na-
θρέομαι	qre/omai	θράομαι	qra/omai	v1spie---
θρέομαι	qre/omai	θρέομαι	qre/omai	v1spie---
θρέομαι	qre/omai	θρέω	qre/w	v1spie---
θρίξ	qri/c	θρίξ	qri/c	n-s---fn-
θρόνον	qro/non	θρόνον	qro/non	n-s---nn-
θρόνον	qro/non	θρόνον	qro/non	n-s---nv-
θρόνον	qro/non	θρόνον	qro/non	n-s---na-
θρόνον	qro/non	θρόνος	qro/nos	n-s---ma-
θρῆνον	qrh=non	θρῆνος	qrh=nos	n-s---ma-
θυμόν	qumo/n	θυμός	qumo/s	n-s---ma-
θυμός	qumo/s	θυμός	qumo/s	n-s---mn-
θυστάδος	qusta/dos	θυστάς	qusta/s	n-s---fg-
θυσίαν	qusi/an	θυσία	qusi/a	n-s---fa-
θωρακεῖα	qwrakei=a	θωρακεῖον	qwrakei=on	n-p---nn-
θωρακεῖα	qwrakei=a	θωρακεῖον	qwrakei=on	n-p---nv-
θωρακεῖα	qwrakei=a	θωρακεῖον	qwrakei=on	n-p---na-
θάλασσα	qa/lassa	θάλασσα	qa/lassa	n-s---fn-
θάλασσα	qa/lassa	θάλασσα	qa/lassa	n-s---fv-
θάλπεσιν	qa/lpesin	θάλπος	qa/lpos	n-p---nd-
θάνατον	qa/naton	θάνατος	qa/natos	n-s---ma-
θάνατος	qa/natos	θάνατος	qa/natos	n-s---mn-
θάνωσι	qa/nwsi	θνήσκω	qnh/skw	v3pasa---
θάπτειν	qa/ptein	θάπτω	qa/ptw	v--pna---
θάρσει	qa/rsei	θάρσος	qa/rsos	n-d---nn-
θάρσει	qa/rsei	θάρσος	qa/rsos	n-d---nv-
θάρσει	qa/rsei	θάρσος	qa/rsos	n-d---na-
θάρσει	qa/rsei	θάρσος	qa/rsos	n-s---nd-
θάρσει	qa/rsei	θάρσος	qa/rsos	n-s---nd-
θάρσει	qa/rsei	θαρσέω	qarse/w	v2spma---
θάρσει	qa/rsei	θαρσέω	qarse/w	v3siia---
θάρσος	qa/rsos	θάρσος	qa/rsos	n-s---nn-
θάρσος	qa/rsos	θάρσος	qa/rsos	n-s---nv-
θάρσος	qa/rsos	θάρσος	qa/rsos	n-s---na-
θάψασ’	qa/yas'	θάπτω	qa/ptw	v-sapafn-
θάψασ’	qa/yas'	θάπτω	qa/ptw	v-sapafv-
θάψασ’	qa/yas'	θάπτω	qa/ptw	v-papamd-
θάψασ’	qa/yas'	θάπτω	qa/ptw	v-papand-
θάψασ’	qa/yas'	θάπτω	qa/ptw	v-papafn-
θάψασ’	qa/yas'	θάπτω	qa/ptw	v-papafv-
θάψω	qa/yw	θάπτω	qa/ptw	v1sasa---
θάψω	qa/yw	θάπτω	qa/ptw	v1sfia---
θάψω	qa/yw	θάπτω	qa/ptw	v2saim---
θάψω	qa/yw	θάψος	qa/yos	n-d---fn-
θάψω	qa/yw	θάψος	qa/yos	n-d---fv-
θάψω	qa/yw	θάψος	qa/yos	n-d---fa-
θάψω	qa/yw	θάψος	qa/yos	n-s---fg-
θέλει	qe/lei	ἐθέλω	e)qe/lw	v2spie---
θέλει	qe/lei	ἐθέλω	e)qe/lw	v3spia---
θέλεις	qe/leis	ἐθέλω	e)qe/lw	v2spia---
θέλοντος	qe/lontos	ἐθέλω	e)qe/lw	v-sppamg-
θέλοντος	qe/lontos	ἐθέλω	e)qe/lw	v-sppang-
θέλοντός	qe/lonto/s	ἐθέλω	e)qe/lw	v-sppamg-
θέλοντός	qe/lonto/s	ἐθέλω	e)qe/lw	v-sppang-
θέλουσ’	qe/lous'	ἐθέλω	e)qe/lw	v-sppafn-
θέλουσ’	qe/lous'	ἐθέλω	e)qe/lw	v-sppafv-
θέλουσ’	qe/lous'	ἐθέλω	e)qe/lw	v-pppamd-
θέλουσ’	qe/lous'	ἐθέλω	e)qe/lw	v-pppand-
θέλουσ’	qe/lous'	ἐθέλω	e)qe/lw	v3ppia---
θέλουσ’	qe/lous'	ἐθέλω	e)qe/lw	v-pppafn-
θέλουσ’	qe/lous'	ἐθέλω	e)qe/lw	v-pppafv-
θέλων	qe/lwn	ἐθέλω	e)qe/lw	v-sppamn-
θέλῃ	qe/lh|	ἐθέλω	e)qe/lw	v2spse---
θέλῃ	qe/lh|	ἐθέλω	e)qe/lw	v2spie---
θέλῃ	qe/lh|	ἐθέλω	e)qe/lw	v3spsa---
θέντες	qe/ntes	τίθημι	ti/qhmi	v-papamn-
θέντες	qe/ntes	τίθημι	ti/qhmi	v-papamv-
θέσφατ’	qe/sfat'	θέσφατος	qe/sfatos	n-p---nn-
θέσφατ’	qe/sfat'	θέσφατος	qe/sfatos	n-p---nv-
θέσφατ’	qe/sfat'	θέσφατος	qe/sfatos	n-p---na-
θέσφατ’	qe/sfat'	θέσφατος	qe/sfatos	n-s---mv-
θέσφατ’	qe/sfat'	θέσφατος	qe/sfatos	n-s---fv-
θής	qh/s	θής	qh/s	n-s---mn-
θήσομεν	qh/somen	τίθημι	ti/qhmi	v1pfia---
θύραθεν	qu/raqen	θύραθεν	qu/raqen	d--------
θύσειν	qu/sein	θύω1	qu/w1	v--fna---
θύσειν	qu/sein	θύω2	qu/w2	v--fna---
καθαρμούς	kaqarmou/s	καθαρμός	kaqarmo/s	n-p---ma-
καθυπερτέρα	kaquperte/ra	καθυπέρτερος	kaqupe/rteros	a-d---fn-
καθυπερτέρα	kaquperte/ra	καθυπέρτερος	kaqupe/rteros	a-d---fv-
καθυπερτέρα	kaquperte/ra	καθυπέρτερος	kaqupe/rteros	a-d---fa-
καθυπερτέρα	kaquperte/ra	καθυπέρτερος	kaqupe/rteros	a-s---fn-
καθυπερτέρα	kaquperte/ra	καθυπέρτερος	kaqupe/rteros	a-s---fv-
καθάρσιον	kaqa/rsion	καθάρσιος	kaqa/rsios	n-s---ma-
καθάρσιον	kaqa/rsion	καθάρσιος	kaqa/rsios	n-s---fa-
καθάρσιον	kaqa/rsion	καθάρσιος	kaqa/rsios	n-s---nn-
καθάρσιον	kaqa/rsion	καθάρσιος	kaqa/rsios	n-s---nv-
καθάρσιον	kaqa/rsion	καθάρσιος	kaqa/rsios	n-s---na-
καινοπηγές	kainophge/s	καινοπηγής	kainophgh/s	n-s---mv-
καινοπηγές	kainophge/s	καινοπηγής	kainophgh/s	n-s---fv-
καινοπηγές	kainophge/s	καινοπηγής	kainophgh/s	n-s---nn-
καινοπηγές	kainophge/s	καινοπηγής	kainophgh/s	n-s---nv-
καινοπηγές	kainophge/s	καινοπηγής	kainophgh/s	n-s---na-
καινοπήμονες	kainoph/mones	καινοπήμων	kainoph/mwn	n-p---mn-
καινοπήμονες	kainoph/mones	καινοπήμων	kainoph/mwn	n-p---mv-
καινοπήμονες	kainoph/mones	καινοπήμων	kainoph/mwn	n-p---fn-
καινοπήμονες	kainoph/mones	καινοπήμων	kainoph/mwn	n-p---fv-
καιρόν	kairo/n	καιρός	kairo/s	n-s---ma-
κακοσπλάγχνους	kakospla/gxnous	κακόσπλαγχνος	kako/splagxnos	n-p---ma-
κακοσπλάγχνους	kakospla/gxnous	κακόσπλαγχνος	kako/splagxnos	n-p---fa-
κακουχίᾳ	kakouxi/a|	κακουχία	kakouxi/a	n-p---fn-
κακουχίᾳ	kakouxi/a|	κακουχία	kakouxi/a	n-p---fv-
κακουχίᾳ	kakouxi/a|	κακουχία	kakouxi/a	n-s---fd-
κακοῖς	kakoi=s	κακός	kako/s	a-p---md-
κακοῖς	kakoi=s	κακός	kako/s	a-p---nd-
κακοῖς	kakoi=s	κακόω	kako/w	v2spoa---
κακοῖς	kakoi=s	κακόω	kako/w	v2spsa---
κακοῖς	kakoi=s	κακόω	kako/w	v2spia---
κακοῖσι	kakoi=si	κακός	kako/s	a-p---md-
κακοῖσι	kakoi=si	κακός	kako/s	a-p---nd-
κακοῖσι	kakoi=si	κακόω	kako/w	v-pppamd-
κακοῖσι	kakoi=si	κακόω	kako/w	v-pppand-
κακοῖσι	kakoi=si	κακόω	kako/w	v3spsa---
κακοῖσι	kakoi=si	κακόω	kako/w	v3ppia---
κακοῖσιν	kakoi=sin	κακός	kako/s	a-p---md-
κακοῖσιν	kakoi=sin	κακός	kako/s	a-p---nd-
κακοῖσιν	kakoi=sin	κακόω	kako/w	v-pppamd-
κακοῖσιν	kakoi=sin	κακόω	kako/w	v-pppand-
κακοῖσιν	kakoi=sin	κακόω	kako/w	v3spsa---
κακοῖσιν	kakoi=sin	κακόω	kako/w	v3ppia---
κακοῦ	kakou=	κακός	kako/s	a-s---mg-
κακοῦ	kakou=	κακός	kako/s	a-s---ng-
κακοῦ	kakou=	κακόω	kako/w	v2spme---
κακοῦ	kakou=	κακόω	kako/w	v2siie---
κακά	kaka/	κακός	kako/s	a-p---nn-
κακά	kaka/	κακός	kako/s	a-p---nv-
κακά	kaka/	κακός	kako/s	a-p---na-
κακά	kaka/	κακός	kako/s	a-d---fn-
κακά	kaka/	κακός	kako/s	a-d---fv-
κακά	kaka/	κακός	kako/s	a-d---fa-
κακά	kaka/	κακός	kako/s	a-s---fn-
κακά	kaka/	κακός	kako/s	a-s---fv-
κακήν	kakh/n	κακός	kako/s	a-s---fa-
κακόμαντιν	kako/mantin	κακόμαντις	kako/mantis	n-s---fa-
κακόν	kako/n	κακός	kako/s	a-s---ma-
κακόν	kako/n	κακός	kako/s	a-s---nn-
κακόν	kako/n	κακός	kako/s	a-s---nv-
κακόν	kako/n	κακός	kako/s	a-s---na-
κακός	kako/s	κακός	kako/s	a-s---mn-
κακῆς	kakh=s	κακάζω	kaka/zw	v2sfia---
κακῆς	kakh=s	κακός	kako/s	a-s---fg-
κακῶν	kakw=n	κάκη	ka/kh	n-p---fg-
κακῶν	kakw=n	κακάζω	kaka/zw	v-sfpamv-
κακῶν	kakw=n	κακάζω	kaka/zw	v-sfpann-
κακῶν	kakw=n	κακάζω	kaka/zw	v-sfpanv-
κακῶν	kakw=n	κακάζω	kaka/zw	v-sfpana-
κακῶν	kakw=n	κακάζω	kaka/zw	v-sfpamn-
κακῶν	kakw=n	κακός	kako/s	a-p---fg-
κακῶν	kakw=n	κακός	kako/s	a-p---mg-
κακῶν	kakw=n	κακός	kako/s	a-p---ng-
κακῶν	kakw=n	κακόω	kako/w	v-sppamv-
κακῶν	kakw=n	κακόω	kako/w	v-sppann-
κακῶν	kakw=n	κακόω	kako/w	v-sppanv-
κακῶν	kakw=n	κακόω	kako/w	v-sppana-
κακῶν	kakw=n	κακόω	kako/w	v-sppamn-
κακῶν	kakw=n	κακόω	kako/w	v--pna---
κακῶς	kakw=s	κακός	kako/s	x--------
κακῶς	kakw=s	κακόω	kako/w	v2spia---
καλεῖ	kalei=	καλέω	kale/w	v2sfim---
καλεῖ	kalei=	καλέω	kale/w	v3sfia---
καλεῖ	kalei=	καλέω	kale/w	v2spie---
καλεῖ	kalei=	καλέω	kale/w	v3spia---
καλλίπρῳρον	kalli/prw|ron	καλλίπρῳρος	kalli/prw|ros	n-s---ma-
καλλίπρῳρον	kalli/prw|ron	καλλίπρῳρος	kalli/prw|ros	n-s---fa-
καλλίπρῳρον	kalli/prw|ron	καλλίπρῳρος	kalli/prw|ros	n-s---nn-
καλλίπρῳρον	kalli/prw|ron	καλλίπρῳρος	kalli/prw|ros	n-s---nv-
καλλίπρῳρον	kalli/prw|ron	καλλίπρῳρος	kalli/prw|ros	n-s---na-
καλοῦσα	kalou=sa	καλέω	kale/w	v-sfpafn-
καλοῦσα	kalou=sa	καλέω	kale/w	v-sfpafv-
καλοῦσα	kalou=sa	καλέω	kale/w	v-sppafn-
καλοῦσα	kalou=sa	καλέω	kale/w	v-sppafv-
καλά	kala/	καλός	kalo/s	a-p---nn-
καλά	kala/	καλός	kalo/s	a-p---nv-
καλά	kala/	καλός	kalo/s	a-p---na-
καλά	kala/	καλός	kalo/s	a-d---fn-
καλά	kala/	καλός	kalo/s	a-d---fv-
καλά	kala/	καλός	kalo/s	a-d---fa-
καλά	kala/	καλός	kalo/s	a-s---fn-
καλά	kala/	καλός	kalo/s	a-s---fv-
καλάς	kala/s	καλός	kalo/s	a-p---fa-
καλόν	kalo/n	καλός	kalo/s	a-s---ma-
καλόν	kalo/n	καλός	kalo/s	a-s---nn-
καλόν	kalo/n	καλός	kalo/s	a-s---nv-
καλόν	kalo/n	καλός	kalo/s	a-s---na-
καλύψω	kalu/yw	καλύπτω	kalu/ptw	v1sasa---
καλύψω	kalu/yw	καλύπτω	kalu/ptw	v1sfia---
καλύψω	kalu/yw	καλύπτω	kalu/ptw	v2saim---
καλῶς	kalw=s	καλός	kalo/s	x--------
καμούσης	kamou/shs	κάμνω	ka/mnw	v-sapafg-
καμψίπους	kamyi/pous	καμψίπους	kamyi/pous	n-s---mn-
καμψίπους	kamyi/pous	καμψίπους	kamyi/pous	n-s---mv-
καμψίπους	kamyi/pous	καμψίπους	kamyi/pous	n-s---fn-
καμψίπους	kamyi/pous	καμψίπους	kamyi/pous	n-s---fv-
καπηλεύσειν	kaphleu/sein	καπηλεύω	kaphleu/w	v--fna---
καπνῷ	kapnw=|	καπνός	kapno/s	n-s---md-
καρδία	kardi/a	καρδία	kardi/a	n-d---fn-
καρδία	kardi/a	καρδία	kardi/a	n-d---fv-
καρδία	kardi/a	καρδία	kardi/a	n-d---fa-
καρδία	kardi/a	καρδία	kardi/a	n-s---fn-
καρδία	kardi/a	καρδία	kardi/a	n-s---fv-
καρδία	kardi/a	καρδιάω	kardia/w	v2spma---
καρδία	kardi/a	καρδιάω	kardia/w	v3siia---
καρδίαν	kardi/an	καρδία	kardi/a	n-s---fa-
καρδίαν	kardi/an	καρδιάω	kardia/w	v3piia---
καρδίαν	kardi/an	καρδιάω	kardia/w	v1siia---
καρδίας	kardi/as	καρδία	kardi/a	n-p---fa-
καρδίας	kardi/as	καρδία	kardi/a	n-s---fg-
καρδίας	kardi/as	καρδιάω	kardia/w	v2siia---
καρπούμενος	karpou/menos	καρπέω	karpe/w	v-sppemn-
καρπούμενος	karpou/menos	καρπόω	karpo/w	v-sppemn-
καρπός	karpo/s	καρπόσ1	karpo/s1	n-s---mn-
καρπός	karpo/s	καρπόσ2	karpo/s2	n-s---mn-
καρτερώτερος	karterw/teros	καρτερός	kartero/s	a-s---mn-
κασιγνήτῳ	kasignh/tw|	κασίγνητος	kasi/gnhtos	n-s---md-
κασίγνητον	kasi/gnhton	κασίγνητος	kasi/gnhtos	n-s---ma-
καταιγίσαι	kataigi/sai	καταιγίζω	kataigi/zw	v--ana---
καταιγίσαι	kataigi/sai	καταιγίζω	kataigi/zw	v3saoa---
καταιγίσαι	kataigi/sai	καταιγίζω	kataigi/zw	v--ana---
καταιγίσαι	kataigi/sai	καταιγίζω	kataigi/zw	v3saoa---
καταισχυνεῖν	kataisxunei=n	καταισχύνω	kataisxu/nw	v--fna---
καταισχυνεῖν	kataisxunei=n	καταισχύνω	kataisxu/nw	v--fna---
κατακλυσθῆναι	kataklusqh=nai	κατακλύζω	kataklu/zw	v--anp---
κατακτανών	kataktanw/n	κατακτείνω	kataktei/nw	v-sapamn-
κατακτάς	katakta/s	κατακτείνω	kataktei/nw	v-sapamn-
κατακτάς	katakta/s	κατακτείνω	kataktei/nw	v-sapamv-
κατακτάς	katakta/s	κατακτός	katakto/s	a-p---fa-
καταλλαγαί	katallagai/	καταλλαγή	katallagh/	n-p---fn-
καταλλαγαί	katallagai/	καταλλαγή	katallagh/	n-p---fv-
κατασβέσει	katasbe/sei	κατάσβεσις	kata/sbesis	n-d---fn-
κατασβέσει	katasbe/sei	κατάσβεσις	kata/sbesis	n-d---fv-
