Αἴτησόν	*ai)/thso/n	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v2sama---
μεῖζον	mei=zon	μέγας	me/gas	urn:cite2:hmt:lsj.chicago_md:n65552	a-s---na-
μηδενί	mhdeni/	μηδείς	mhdei/s	urn:cite2:hmt:lsj.chicago_md:n67302	n-s----d-
μηδείς	mhdei/s	μηδείς	mhdei/s	urn:cite2:hmt:lsj.chicago_md:n67302	n-s---mn-
μηδείς	mhdei/s	μηδείς	mhdei/s	urn:cite2:hmt:lsj.chicago_md:n67302	n-s---mv-
μηδέ	mhde/	μηδέ	mhde/	urn:cite2:hmt:lsj.chicago_md:n67299	g--------
μηδέν	mhde/n	μηδείς	mhdei/s	urn:cite2:hmt:lsj.chicago_md:n67302	n-s---nn-
μηδέν	mhde/n	μηδείς	mhdei/s	urn:cite2:hmt:lsj.chicago_md:n67302	n-s---nv-
μηδέν	mhde/n	μηδείς	mhdei/s	urn:cite2:hmt:lsj.chicago_md:n67302	n-s---na-
μηκέτι	mhke/ti	μηκέτι	mhke/ti	urn:cite2:hmt:lsj.chicago_md:n67344	d--------
μηκύνηται	mhku/nhtai	μηκύνω	mhku/nw	urn:cite2:hmt:lsj.chicago_md:n67358	v3spse---
μηκύνηται	mhku/nhtai	μηκύνω	mhku/nw	urn:cite2:hmt:lsj.chicago_md:n67358	v3sasm---
μητρί	mhtri/	μήτηρ	mh/thr	urn:cite2:hmt:lsj.chicago_md:n67543	n-s---fd-
μητρί	mhtri/	μήτηρ	mh/thr	urn:cite2:hmt:lsj.chicago_md:n67543	n-s---fd-
μητρί	mhtri/	μητρίς	mhtri/s	urn:cite2:hmt:lsj.chicago_md:n67571	n-s---fv-
μητέρα	mhte/ra	μήτηρ	mh/thr	urn:cite2:hmt:lsj.chicago_md:n67543	n-s---fa-
μητέρας	mhte/ras	μήτηρ	mh/thr	urn:cite2:hmt:lsj.chicago_md:n67543	n-p---fa-
μικροῦ	mikrou=	μικρός	mikro/s	urn:cite2:hmt:lsj.chicago_md:n67762	a-s---mg-
μικροῦ	mikrou=	μικρός	mikro/s	urn:cite2:hmt:lsj.chicago_md:n67762	a-s---ng-
μικροῦ	mikrou=	σμικρός	smikro/s	urn:cite2:hmt:lsj.chicago_md:n95505	a-s---mg-
μικροῦ	mikrou=	σμικρός	smikro/s	urn:cite2:hmt:lsj.chicago_md:n95505	a-s---ng-
μικρόν	mikro/n	μικρός	mikro/s	urn:cite2:hmt:lsj.chicago_md:n67762	a-s---ma-
μικρόν	mikro/n	μικρός	mikro/s	urn:cite2:hmt:lsj.chicago_md:n67762	a-s---nn-
μικρόν	mikro/n	μικρός	mikro/s	urn:cite2:hmt:lsj.chicago_md:n67762	a-s---nv-
μικρόν	mikro/n	μικρός	mikro/s	urn:cite2:hmt:lsj.chicago_md:n67762	a-s---na-
μικρόν	mikro/n	σμικρός	smikro/s	urn:cite2:hmt:lsj.chicago_md:n95505	a-s---ma-
μικρόν	mikro/n	σμικρός	smikro/s	urn:cite2:hmt:lsj.chicago_md:n95505	a-s---nn-
μικρόν	mikro/n	σμικρός	smikro/s	urn:cite2:hmt:lsj.chicago_md:n95505	a-s---nv-
μικρόν	mikro/n	σμικρός	smikro/s	urn:cite2:hmt:lsj.chicago_md:n95505	a-s---na-
μικρότερον	mikro/teron	μικρός	mikro/s	urn:cite2:hmt:lsj.chicago_md:n67762	x--------
μικρότερον	mikro/teron	μικρός	mikro/s	urn:cite2:hmt:lsj.chicago_md:n67762	a-s---ma-
μικρότερον	mikro/teron	μικρός	mikro/s	urn:cite2:hmt:lsj.chicago_md:n67762	a-s---nn-
μικρότερον	mikro/teron	μικρός	mikro/s	urn:cite2:hmt:lsj.chicago_md:n67762	a-s---nv-
μικρότερον	mikro/teron	μικρός	mikro/s	urn:cite2:hmt:lsj.chicago_md:n67762	a-s---na-
μικρότερον	mikro/teron	σμικρός	smikro/s	urn:cite2:hmt:lsj.chicago_md:n95505	x--------
μικρότερον	mikro/teron	σμικρός	smikro/s	urn:cite2:hmt:lsj.chicago_md:n95505	a-s---ma-
μικρότερον	mikro/teron	σμικρός	smikro/s	urn:cite2:hmt:lsj.chicago_md:n95505	a-s---nn-
μικρότερον	mikro/teron	σμικρός	smikro/s	urn:cite2:hmt:lsj.chicago_md:n95505	a-s---nv-
μικρότερον	mikro/teron	σμικρός	smikro/s	urn:cite2:hmt:lsj.chicago_md:n95505	a-s---na-
μικρῶν	mikrw=n	μικρός	mikro/s	urn:cite2:hmt:lsj.chicago_md:n67762	a-p---fg-
μικρῶν	mikrw=n	μικρός	mikro/s	urn:cite2:hmt:lsj.chicago_md:n67762	a-p---mg-
μικρῶν	mikrw=n	μικρός	mikro/s	urn:cite2:hmt:lsj.chicago_md:n67762	a-p---ng-
μικρῶν	mikrw=n	σμικρός	smikro/s	urn:cite2:hmt:lsj.chicago_md:n95505	a-p---fg-
μικρῶν	mikrw=n	σμικρός	smikro/s	urn:cite2:hmt:lsj.chicago_md:n95505	a-p---mg-
μικρῶν	mikrw=n	σμικρός	smikro/s	urn:cite2:hmt:lsj.chicago_md:n95505	a-p---ng-
μισθωτῶν	misqwtw=n	μισθωτής	misqwth/s	urn:cite2:hmt:lsj.chicago_md:n68027	n-p---mg-
μισθωτῶν	misqwtw=n	μισθωτός	misqwto/s	urn:cite2:hmt:lsj.chicago_md:n68029	a-p---fg-
μισθωτῶν	misqwtw=n	μισθωτός	misqwto/s	urn:cite2:hmt:lsj.chicago_md:n68029	a-p---mg-
μισθωτῶν	misqwtw=n	μισθωτός	misqwto/s	urn:cite2:hmt:lsj.chicago_md:n68029	a-p---ng-
μισθόν	misqo/n	μισθός	misqo/s	urn:cite2:hmt:lsj.chicago_md:n68011	n-s---ma-
μισούμενοι	misou/menoi	μισέω	mise/w	urn:cite2:hmt:lsj.chicago_md:n67974	v-pppemn-
μισούμενοι	misou/menoi	μισέω	mise/w	urn:cite2:hmt:lsj.chicago_md:n67974	v-pppemv-
μιᾷ	mia=|	εἷς	ei(=s	urn:cite2:hmt:lsj.chicago_md:n31236	a-s---fd-
μνημείου	mnhmei/ou	μνημεῖον	mnhmei=on	urn:cite2:hmt:lsj.chicago_md:n68172	n-s---ng-
μνημείου	mnhmei/ou	μνημεῖον	mnhmei=on	urn:cite2:hmt:lsj.chicago_md:n68172	n-s---ng-
μνημείων	mnhmei/wn	μνημεῖον	mnhmei=on	urn:cite2:hmt:lsj.chicago_md:n68172	n-p---ng-
μνημείων	mnhmei/wn	μνημεῖον	mnhmei=on	urn:cite2:hmt:lsj.chicago_md:n68172	n-p---ng-
μνημείῳ	mnhmei/w|	μνημεῖον	mnhmei=on	urn:cite2:hmt:lsj.chicago_md:n68172	n-s---nd-
μνημείῳ	mnhmei/w|	μνημεῖον	mnhmei=on	urn:cite2:hmt:lsj.chicago_md:n68172	n-s---nd-
μνημεῖον	mnhmei=on	μνημεῖον	mnhmei=on	urn:cite2:hmt:lsj.chicago_md:n68172	n-s---nn-
μνημεῖον	mnhmei=on	μνημεῖον	mnhmei=on	urn:cite2:hmt:lsj.chicago_md:n68172	n-s---nv-
μνημεῖον	mnhmei=on	μνημεῖον	mnhmei=on	urn:cite2:hmt:lsj.chicago_md:n68172	n-s---na-
μνημονεύετε	mnhmoneu/ete	μνημονεύω	mnhmoneu/w	urn:cite2:hmt:lsj.chicago_md:n68185	v2ppma---
μνημονεύετε	mnhmoneu/ete	μνημονεύω	mnhmoneu/w	urn:cite2:hmt:lsj.chicago_md:n68185	v2ppia---
μνημονεύετε	mnhmoneu/ete	μνημονεύω	mnhmoneu/w	urn:cite2:hmt:lsj.chicago_md:n68185	v2piia---
μνημόσυνον	mnhmo/sunon	μνημόσυνον	mnhmo/sunon	urn:cite2:hmt:lsj.chicago_md:n68190	n-s---nn-
μνημόσυνον	mnhmo/sunon	μνημόσυνον	mnhmo/sunon	urn:cite2:hmt:lsj.chicago_md:n68190	n-s---nv-
μνημόσυνον	mnhmo/sunon	μνημόσυνον	mnhmo/sunon	urn:cite2:hmt:lsj.chicago_md:n68190	n-s---na-
μνήμασιν	mnh/masin	μνῆμα	mnh=ma	urn:cite2:hmt:lsj.chicago_md:n68166	n-p---nd-
μνήματι	mnh/mati	μνῆμα	mnh=ma	urn:cite2:hmt:lsj.chicago_md:n68166	n-s---nd-
μογιλάλον	mogila/lon	μογιλάλος	mogila/los	urn:cite2:hmt:lsj.chicago_md:n68240	n-s---ma-
μογιλάλον	mogila/lon	μογιλάλος	mogila/los	urn:cite2:hmt:lsj.chicago_md:n68240	n-s---fa-
μογιλάλον	mogila/lon	μογιλάλος	mogila/los	urn:cite2:hmt:lsj.chicago_md:n68240	n-s---nn-
μογιλάλον	mogila/lon	μογιλάλος	mogila/los	urn:cite2:hmt:lsj.chicago_md:n68240	n-s---nv-
μογιλάλον	mogila/lon	μογιλάλος	mogila/los	urn:cite2:hmt:lsj.chicago_md:n68240	n-s---na-
μοι	moi	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---md-
μοι	moi	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---fd-
μοιχαλίδι	moixali/di	μοιχαλίς	moixali/s	urn:cite2:hmt:lsj.chicago_md:n68292	n-s---fd-
μοιχεύσῃς	moixeu/sh|s	μοιχάω	moixa/w	urn:cite2:hmt:lsj.chicago_md:n68295	v-pppafd-
μοιχεύσῃς	moixeu/sh|s	μοιχεύω	moixeu/w	urn:cite2:hmt:lsj.chicago_md:n68300	v2sasa---
μοιχεῖαι	moixei=ai	μοιχάω	moixa/w	urn:cite2:hmt:lsj.chicago_md:n68295	v2spie---
μοιχεῖαι	moixei=ai	μοιχεία	moixei/a	urn:cite2:hmt:lsj.chicago_md:n68296	n-p---fn-
μοιχεῖαι	moixei=ai	μοιχεία	moixei/a	urn:cite2:hmt:lsj.chicago_md:n68296	n-p---fv-
μοιχᾶται	moixa=tai	μοιχάω	moixa/w	urn:cite2:hmt:lsj.chicago_md:n68295	v3spse---
μοιχᾶται	moixa=tai	μοιχάω	moixa/w	urn:cite2:hmt:lsj.chicago_md:n68295	v3spie---
μοιχᾶται	moixa=tai	μοιχάζω	moixa/zw	urn:cite2:hmt:lsj.chicago_md:n68289	v3sfim---
μονόφθαλμον	mono/fqalmon	μονόφθαλμος	mono/fqalmos	urn:cite2:hmt:lsj.chicago_md:n68698	n-s---ma-
μονόφθαλμον	mono/fqalmon	μονόφθαλμος	mono/fqalmos	urn:cite2:hmt:lsj.chicago_md:n68698	n-s---fa-
μονόφθαλμον	mono/fqalmon	μονόφθαλμος	mono/fqalmos	urn:cite2:hmt:lsj.chicago_md:n68698	n-s---nn-
μονόφθαλμον	mono/fqalmon	μονόφθαλμος	mono/fqalmos	urn:cite2:hmt:lsj.chicago_md:n68698	n-s---nv-
μονόφθαλμον	mono/fqalmon	μονόφθαλμος	mono/fqalmos	urn:cite2:hmt:lsj.chicago_md:n68698	n-s---na-
μορφῇ	morfh=|	μορφάζω	morfa/zw	urn:cite2:hmt:lsj.chicago_md:n68788	v2sfim---
μορφῇ	morfh=|	μορφάζω	morfa/zw	urn:cite2:hmt:lsj.chicago_md:n68788	v3sfia---
μορφῇ	morfh=|	μορφή	morfh/	urn:cite2:hmt:lsj.chicago_md:n68791	n-s---fd-
μου	mou	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---mg-
μου	mou	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---fg-
μυρίσαι	muri/sai	μυρίζω	muri/zw	urn:cite2:hmt:lsj.chicago_md:n69258	v--ana---
μυρίσαι	muri/sai	μυρίζω	muri/zw	urn:cite2:hmt:lsj.chicago_md:n69258	v3saoa---
μυστήριον	musth/rion	μυστήριον	musth/rion	urn:cite2:hmt:lsj.chicago_md:n69469	n-s---nn-
μυστήριον	musth/rion	μυστήριον	musth/rion	urn:cite2:hmt:lsj.chicago_md:n69469	n-s---nv-
μυστήριον	musth/rion	μυστήριον	musth/rion	urn:cite2:hmt:lsj.chicago_md:n69469	n-s---na-
μάθετε	ma/qete	μανθάνω	manqa/nw	urn:cite2:hmt:lsj.chicago_md:n64914	v2pama---
μάθετε	ma/qete	μανθάνω	manqa/nw	urn:cite2:hmt:lsj.chicago_md:n64914	v2paia---
μάστιγας	ma/stigas	μάστιξ	ma/stic	urn:cite2:hmt:lsj.chicago_md:n65161	n-p---fa-
μάστιγος	ma/stigos	μάστιξ	ma/stic	urn:cite2:hmt:lsj.chicago_md:n65161	n-s---fg-
μάστιγός	ma/stigo/s	μάστιξ	ma/stic	urn:cite2:hmt:lsj.chicago_md:n65161	n-s---fg-
μάτην	ma/thn	μάτη	ma/th	urn:cite2:hmt:lsj.chicago_md:n65237	n-s---fa-
μάτην	ma/thn	μάτην	ma/thn	urn:cite2:hmt:lsj.chicago_md:n65240	d--------
μάτην	ma/thn	μάτος	ma/tos	urn:cite2:hmt:lsj.chicago_md:n65246	n-s---na-
μάτην	ma/thn	ματάω	mata/w	urn:cite2:hmt:lsj.chicago_md:n65234	v3piia---
μάτην	ma/thn	ματάω	mata/w	urn:cite2:hmt:lsj.chicago_md:n65234	v1siia---
μάχαιραν	ma/xairan	μάχαιρα	ma/xaira	urn:cite2:hmt:lsj.chicago_md:n65265	n-s---fa-
μέγα	me/ga	μέγας	me/gas	urn:cite2:hmt:lsj.chicago_md:n65552	n-s---nn-
μέγα	me/ga	μέγας	me/gas	urn:cite2:hmt:lsj.chicago_md:n65552	n-s---nv-
μέγα	me/ga	μέγας	me/gas	urn:cite2:hmt:lsj.chicago_md:n65552	n-s---na-
μέγαν	me/gan	μέγας	me/gas	urn:cite2:hmt:lsj.chicago_md:n65552	n-s---ma-
μέγας	me/gas	μέγας	me/gas	urn:cite2:hmt:lsj.chicago_md:n65552	n-s---mn-
μέλει	me/lei	μέλος	me/los	urn:cite2:hmt:lsj.chicago_md:n66187	n-d---nn-
μέλει	me/lei	μέλος	me/los	urn:cite2:hmt:lsj.chicago_md:n66187	n-d---nv-
μέλει	me/lei	μέλος	me/los	urn:cite2:hmt:lsj.chicago_md:n66187	n-d---na-
μέλει	me/lei	μέλος	me/los	urn:cite2:hmt:lsj.chicago_md:n66187	n-s---nd-
μέλει	me/lei	μέλος	me/los	urn:cite2:hmt:lsj.chicago_md:n66187	n-s---nd-
μέλει	me/lei	μέλω	me/lw	urn:cite2:hmt:lsj.chicago_md:n66199	v2spie---
μέλει	me/lei	μέλω	me/lw	urn:cite2:hmt:lsj.chicago_md:n66199	v3spia---
μέλι	me/li	μέλι	me/li	urn:cite2:hmt:lsj.chicago_md:n65983	n-s---nn-
μέλι	me/li	μέλι	me/li	urn:cite2:hmt:lsj.chicago_md:n65983	n-s---nv-
μέλι	me/li	μέλι	me/li	urn:cite2:hmt:lsj.chicago_md:n65983	n-s---na-
μέλλοντα	me/llonta	μέλλω	me/llw	urn:cite2:hmt:lsj.chicago_md:n66173	v-pppann-
μέλλοντα	me/llonta	μέλλω	me/llw	urn:cite2:hmt:lsj.chicago_md:n66173	v-pppanv-
μέλλοντα	me/llonta	μέλλω	me/llw	urn:cite2:hmt:lsj.chicago_md:n66173	v-pppana-
μέλλοντα	me/llonta	μέλλω	me/llw	urn:cite2:hmt:lsj.chicago_md:n66173	v-sppama-
μέλλῃ	me/llh|	μέλλω	me/llw	urn:cite2:hmt:lsj.chicago_md:n66173	v2spse---
μέλλῃ	me/llh|	μέλλω	me/llw	urn:cite2:hmt:lsj.chicago_md:n66173	v2spie---
μέλλῃ	me/llh|	μέλλω	me/llw	urn:cite2:hmt:lsj.chicago_md:n66173	v3spsa---
μέν	me/n	μέν	me/n	urn:cite2:hmt:lsj.chicago_md:n66260	g--------
μένετε	me/nete	μένω	me/nw	urn:cite2:hmt:lsj.chicago_md:n66294	v2ppma---
μένετε	me/nete	μένω	me/nw	urn:cite2:hmt:lsj.chicago_md:n66294	v2ppia---
μένετε	me/nete	μένω	me/nw	urn:cite2:hmt:lsj.chicago_md:n66294	v2piia---
μέρη	me/rh	μέρα	me/ra	urn:cite2:hmt:lsj.chicago_md:n66295	n-s---fn-
μέρη	me/rh	μέρα	me/ra	urn:cite2:hmt:lsj.chicago_md:n66295	n-s---fv-
μέρη	me/rh	μέρος	me/ros	urn:cite2:hmt:lsj.chicago_md:n66342	n-p---nn-
μέρη	me/rh	μέρος	me/ros	urn:cite2:hmt:lsj.chicago_md:n66342	n-p---nv-
μέρη	me/rh	μέρος	me/ros	urn:cite2:hmt:lsj.chicago_md:n66342	n-p---na-
μέρη	me/rh	μέρος	me/ros	urn:cite2:hmt:lsj.chicago_md:n66342	n-d---nn-
μέρη	me/rh	μέρος	me/ros	urn:cite2:hmt:lsj.chicago_md:n66342	n-d---nv-
μέρη	me/rh	μέρος	me/ros	urn:cite2:hmt:lsj.chicago_md:n66342	n-d---na-
μέριμναι	me/rimnai	μέριμνα	me/rimna	urn:cite2:hmt:lsj.chicago_md:n66309	n-p---fn-
μέριμναι	me/rimnai	μέριμνα	me/rimna	urn:cite2:hmt:lsj.chicago_md:n66309	n-p---fv-
μέσον	me/son	μέσος	me/sos	urn:cite2:hmt:lsj.chicago_md:n66494	a-s---ma-
μέσον	me/son	μέσος	me/sos	urn:cite2:hmt:lsj.chicago_md:n66494	a-s---nn-
μέσον	me/son	μέσος	me/sos	urn:cite2:hmt:lsj.chicago_md:n66494	a-s---nv-
μέσον	me/son	μέσος	me/sos	urn:cite2:hmt:lsj.chicago_md:n66494	a-s---na-
μέσῳ	me/sw|	μέσος	me/sos	urn:cite2:hmt:lsj.chicago_md:n66494	a-s---md-
μέσῳ	me/sw|	μέσος	me/sos	urn:cite2:hmt:lsj.chicago_md:n66494	a-s---nd-
μέτρῳ	me/trw|	μέτρον	me/tron	urn:cite2:hmt:lsj.chicago_md:n67260	n-s---nd-
μέχρις	me/xris	μέχρι	me/xri	urn:cite2:hmt:lsj.chicago_md:n67281	d--------
μέχρις	me/xris	μέχρι	me/xri	urn:cite2:hmt:lsj.chicago_md:n67281	c--------
μέχρις	me/xris	μέχρι	me/xri	urn:cite2:hmt:lsj.chicago_md:n67281	r--------
μή	mh/	μή	mh/	urn:cite2:hmt:lsj.chicago_md:n67283	c--------
μήτηρ	mh/thr	μήτηρ	mh/thr	urn:cite2:hmt:lsj.chicago_md:n67543	n-s---fn-
μία	mi/a	εἷς	ei(=s	urn:cite2:hmt:lsj.chicago_md:n31236	n-s---fn-
μία	mi/a	εἷς	ei(=s	urn:cite2:hmt:lsj.chicago_md:n31236	n-s---fv-
μία	mi/a	εἷς	ei(=s	urn:cite2:hmt:lsj.chicago_md:n31236	a-s---fn-
μία	mi/a	εἷς	ei(=s	urn:cite2:hmt:lsj.chicago_md:n31236	a-s---fv-
μίαν	mi/an	εἷς	ei(=s	urn:cite2:hmt:lsj.chicago_md:n31236	a-s---fa-
μόδιον	mo/dion	μόδιος	mo/dios	urn:cite2:hmt:lsj.chicago_md:n68249	n-s---ma-
μόνας	mo/nas	μόνος	mo/nos	urn:cite2:hmt:lsj.chicago_md:n68641	a-p---fa-
μόνας	mo/nas	μόνος	mo/nos	urn:cite2:hmt:lsj.chicago_md:n68641	a-s---fg-
μόνον	mo/non	μόνος	mo/nos	urn:cite2:hmt:lsj.chicago_md:n68641	a-s---ma-
μόνον	mo/non	μόνος	mo/nos	urn:cite2:hmt:lsj.chicago_md:n68641	a-s---nn-
μόνον	mo/non	μόνος	mo/nos	urn:cite2:hmt:lsj.chicago_md:n68641	a-s---nv-
μόνον	mo/non	μόνος	mo/nos	urn:cite2:hmt:lsj.chicago_md:n68641	a-s---na-
μόνος	mo/nos	μόνος	mo/nos	urn:cite2:hmt:lsj.chicago_md:n68641	a-s---mn-
μόνους	mo/nous	μόνος	mo/nos	urn:cite2:hmt:lsj.chicago_md:n68641	a-p---ma-
μόνους	mo/nous	μονόω	mono/w	urn:cite2:hmt:lsj.chicago_md:n68725	v2siia---
μύλος	mu/los	μύλος	mu/los	urn:cite2:hmt:lsj.chicago_md:n69148	n-s---mn-
μύρον	mu/ron	μύρον	mu/ron	urn:cite2:hmt:lsj.chicago_md:n69352	n-s---nn-
μύρον	mu/ron	μύρον	mu/ron	urn:cite2:hmt:lsj.chicago_md:n69352	n-s---nv-
μύρον	mu/ron	μύρον	mu/ron	urn:cite2:hmt:lsj.chicago_md:n69352	n-s---na-
μύρου	mu/rou	μύρον	mu/ron	urn:cite2:hmt:lsj.chicago_md:n69352	n-s---ng-
μύρου	mu/rou	μύρω	mu/rw	urn:cite2:hmt:lsj.chicago_md:n69415	v2spme---
μύρου	mu/rou	μύρω	mu/rw	urn:cite2:hmt:lsj.chicago_md:n69415	v2siie---
μύρου	mu/rou	μῦρος	mu=ros	urn:cite2:hmt:lsj.chicago_md:n69367	n-s---mg-
μύρου	mu/rou	μυρόω	muro/w	urn:cite2:hmt:lsj.chicago_md:n69374	v2spma---
μύρου	mu/rou	μυρόω	muro/w	urn:cite2:hmt:lsj.chicago_md:n69374	v3siia---
μᾶλλον	ma=llon	μᾶλλον	ma=llon	urn:cite2:hmt:lsj.chicago_md:n64866	d--------
ναοῦ	naou=	ναός	nao/s	urn:cite2:hmt:lsj.chicago_md:n69714	n-s---mg-
ναοῦ	naou=	ναός	nao/s	urn:cite2:hmt:lsj.chicago_md:n69715	n-s---mg-
ναοῦ	naou=	ναόω	nao/w	urn:cite2:hmt:lsj.chicago_md:n69718	v2spme---
ναοῦ	naou=	ναόω	nao/w	urn:cite2:hmt:lsj.chicago_md:n69718	v2siie---
ναόν	nao/n	ναός	nao/s	urn:cite2:hmt:lsj.chicago_md:n69714	n-s---ma-
ναόν	nao/n	ναός	nao/s	urn:cite2:hmt:lsj.chicago_md:n69715	n-s---ma-
νεανίσκον	neani/skon	νεανίσκος	neani/skos	urn:cite2:hmt:lsj.chicago_md:n69961	n-s---ma-
νεανίσκος	neani/skos	νεανίσκος	neani/skos	urn:cite2:hmt:lsj.chicago_md:n69961	n-s---mn-
νεκρός	nekro/s	νεκρός	nekro/s	urn:cite2:hmt:lsj.chicago_md:n70105	a-s---mn-
νεκρός	nekro/s	νεκρός	nekro/s	urn:cite2:hmt:lsj.chicago_md:n70105	n-s---mn-
νεκρῶν	nekrw=n	νεκρός	nekro/s	urn:cite2:hmt:lsj.chicago_md:n70105	a-p---fg-
νεκρῶν	nekrw=n	νεκρός	nekro/s	urn:cite2:hmt:lsj.chicago_md:n70105	a-p---mg-
νεκρῶν	nekrw=n	νεκρός	nekro/s	urn:cite2:hmt:lsj.chicago_md:n70105	a-p---ng-
νεκρῶν	nekrw=n	νεκρός	nekro/s	urn:cite2:hmt:lsj.chicago_md:n70105	n-p---mg-
νεκρῶν	nekrw=n	νεκρόω	nekro/w	urn:cite2:hmt:lsj.chicago_md:n70123	v-sppamv-
νεκρῶν	nekrw=n	νεκρόω	nekro/w	urn:cite2:hmt:lsj.chicago_md:n70123	v-sppann-
νεκρῶν	nekrw=n	νεκρόω	nekro/w	urn:cite2:hmt:lsj.chicago_md:n70123	v-sppanv-
νεκρῶν	nekrw=n	νεκρόω	nekro/w	urn:cite2:hmt:lsj.chicago_md:n70123	v-sppana-
νεκρῶν	nekrw=n	νεκρόω	nekro/w	urn:cite2:hmt:lsj.chicago_md:n70123	v-sppamn-
νεκρῶν	nekrw=n	νεκρόω	nekro/w	urn:cite2:hmt:lsj.chicago_md:n70123	v--pna---
νεφελῶν	nefelw=n	νεφέλη	nefe/lh	urn:cite2:hmt:lsj.chicago_md:n70531	n-p---fg-
νεφέλαις	nefe/lais	νεφέλη	nefe/lh	urn:cite2:hmt:lsj.chicago_md:n70531	n-p---fd-
νεφέλη	nefe/lh	νεφέλη	nefe/lh	urn:cite2:hmt:lsj.chicago_md:n70531	n-s---fn-
νεφέλη	nefe/lh	νεφέλη	nefe/lh	urn:cite2:hmt:lsj.chicago_md:n70531	n-s---fv-
νεφέλης	nefe/lhs	νεφέλη	nefe/lh	urn:cite2:hmt:lsj.chicago_md:n70531	n-s---fg-
νεότητός	neo/thto/s	νεότης	neo/ths	urn:cite2:hmt:lsj.chicago_md:n70413	n-s---fg-
νηστεύειν	nhsteu/ein	νηστεύω	nhsteu/w	urn:cite2:hmt:lsj.chicago_md:n70775	v--pna---
νηστεύοντες	nhsteu/ontes	νηστεύω	nhsteu/w	urn:cite2:hmt:lsj.chicago_md:n70775	v-pppamn-
νηστεύοντες	nhsteu/ontes	νηστεύω	nhsteu/w	urn:cite2:hmt:lsj.chicago_md:n70775	v-pppamv-
νηστεύουσιν	nhsteu/ousin	νηστεύω	nhsteu/w	urn:cite2:hmt:lsj.chicago_md:n70775	v-pppamd-
νηστεύουσιν	nhsteu/ousin	νηστεύω	nhsteu/w	urn:cite2:hmt:lsj.chicago_md:n70775	v-pppand-
νηστεύουσιν	nhsteu/ousin	νηστεύω	nhsteu/w	urn:cite2:hmt:lsj.chicago_md:n70775	v3ppia---
νηστεύσουσιν	nhsteu/sousin	νηστεύω	nhsteu/w	urn:cite2:hmt:lsj.chicago_md:n70775	v3pasa---
νηστεύσουσιν	nhsteu/sousin	νηστεύω	nhsteu/w	urn:cite2:hmt:lsj.chicago_md:n70775	v-pfpamd-
νηστεύσουσιν	nhsteu/sousin	νηστεύω	nhsteu/w	urn:cite2:hmt:lsj.chicago_md:n70775	v-pfpand-
νηστεύσουσιν	nhsteu/sousin	νηστεύω	nhsteu/w	urn:cite2:hmt:lsj.chicago_md:n70775	v3pfia---
νοείτω	noei/tw	νοέω	noe/w	urn:cite2:hmt:lsj.chicago_md:n70910	v3spma---
νοεῖτε	noei=te	νοέω	noe/w	urn:cite2:hmt:lsj.chicago_md:n70910	v2ppma---
νοεῖτε	noei=te	νοέω	noe/w	urn:cite2:hmt:lsj.chicago_md:n70910	v2ppoa---
νοεῖτε	noei=te	νοέω	noe/w	urn:cite2:hmt:lsj.chicago_md:n70910	v2ppia---
νοεῖτε	noei=te	νοέω	noe/w	urn:cite2:hmt:lsj.chicago_md:n70910	v2piia---
νουνεχῶς	nounexw=s	νουνεχής	nounexh/s	urn:cite2:hmt:lsj.chicago_md:n71123	x--------
νυκτί	nukti/	νύξ	nu/c	urn:cite2:hmt:lsj.chicago_md:n71314	n-s---fd-
νυκτός	nukto/s	νύξ	nu/c	urn:cite2:hmt:lsj.chicago_md:n71314	n-s---fg-
νυμφίον	numfi/on	νυμφίοσ1	numfi/os	urn:cite2:hmt:lsj.chicago_md:n71288	n-s---ma-
νυμφίον	numfi/on	νυμφίοσ2	numfi/os	urn:cite2:hmt:lsj.chicago_md:n71288	a-s---ma-
νυμφίον	numfi/on	νυμφίοσ2	numfi/os	urn:cite2:hmt:lsj.chicago_md:n71288	a-s---nn-
νυμφίον	numfi/on	νυμφίοσ2	numfi/os	urn:cite2:hmt:lsj.chicago_md:n71288	a-s---nv-
νυμφίον	numfi/on	νυμφίοσ2	numfi/os	urn:cite2:hmt:lsj.chicago_md:n71288	a-s---na-
νυμφίος	numfi/os	νυμφίοσ1	numfi/os	urn:cite2:hmt:lsj.chicago_md:n71288	n-s---mn-
νυμφίος	numfi/os	νυμφίοσ2	numfi/os	urn:cite2:hmt:lsj.chicago_md:n71288	a-s---mn-
νυμφῶνος	numfw=nos	νυμφών	numfw/n	urn:cite2:hmt:lsj.chicago_md:n71307	n-s---mg-
νάρδου	na/rdou	νάρδον	na/rdon	urn:cite2:hmt:lsj.chicago_md:n69733	n-s---ng-
νάρδου	na/rdou	νάρδος	na/rdos	urn:cite2:hmt:lsj.chicago_md:n69734	n-s---fg-
νέον	ne/on	νέος	ne/os	urn:cite2:hmt:lsj.chicago_md:n70364	a-s---ma-
