Θεσμοφορίοις	*qesmofori/ois	θεσμοφόριον	qesmofo/rion	n-p---nd-
ἐποιούμην	e)poiou/mhn	ποιόω	poio/w	v1siie---
ἐποιήσω	e)poih/sw	ποιέω	poie/w	v2saim---
ἐποίησε	e)poi/hse	ποιέω	poie/w	v3saia---
ἐποίησεν	e)poi/hsen	ποιέω	poie/w	v3saia---
ἐπυθόμην	e)puqo/mhn	πύθω	pu/qw	v1siip---
ἐπυθόμην	e)puqo/mhn	πυνθάνομαι	punqa/nomai	v1saim---
ἐπέθηκε	e)pe/qhke	ἐπιτίθημι	e)piti/qhmi	v3saia---
ἐπί	e)pi/	ἐπί	e)pi/	r--------
ἐπίστευον	e)pi/steuon	πιστεύω	pisteu/w	v3piia---
ἐπίστευον	e)pi/steuon	πιστεύω	pisteu/w	v1siia---
ἐπίτηδες	e)pi/thdes	ἐπίτηδες	e)pi/thdes	d--------
ἐρομένου	e)rome/nou	ἔρομαι	e)/romai	v-sapmmg-
ἐρομένου	e)rome/nou	ἔρομαι	e)/romai	v-sapmng-
ἐσιώπων	e)siw/pwn	σιωπάω	siwpa/w	v3piia---
ἐσιώπων	e)siw/pwn	σιωπάω	siwpa/w	v1siia---
ἐσομένων	e)some/nwn	εἰμί	ei)mi/	v-pfpmfg-
ἐσομένων	e)some/nwn	εἰμί	ei)mi/	v-pfpmmg-
ἐσομένων	e)some/nwn	εἰμί	ei)mi/	v-pfpmng-
ἐστι	e)sti	εἰμί	ei)mi/	v3spia---
ἐστί	e)sti/	εἰμί	ei)mi/	v3spia---
ἐστίν	e)sti/n	εἰμί	ei)mi/	v3spia---
ἐταραττόμην	e)taratto/mhn	ταράσσω	tara/ssw	v1siie---
ἐτελεύτησε	e)teleu/thse	τελευτάω	teleuta/w	v3saia---
ἐτιμωρεῖτο	e)timwrei=to	τιμωρέω	timwre/w	v3siie---
ἐτάξατε	e)ta/cate	ἐτάζω	e)ta/zw	v2pama---
ἐτάξατε	e)ta/cate	ἐτάζω	e)ta/zw	v2paia---
ἐτάξατε	e)ta/cate	τάσσω	ta/ssw	v2paia---
ἐτόλμησεν	e)to/lmhsen	τολμάω	tolma/w	v3saia---
ἐφοίτα	e)foi/ta	φοιτάω	foita/w	v3siia---
ἐφέλκεται	e)fe/lketai	ἐφέλκω	e)fe/lkw	v3spie---
ἐφύλαττεν	e)fu/latten	φυλάσσω	fula/ssw	v3siia---
ἐφύλαττόν	e)fu/latto/n	φυλάσσω	fula/ssw	v3piia---
ἐφύλαττόν	e)fu/latto/n	φυλάσσω	fula/ssw	v1siia---
ἐχθρούς	e)xqrou/s	ἐχθρός	e)xqro/s	a-p---ma-
ἐχθρός	e)xqro/s	ἐχθρός	e)xqro/s	a-s---mn-
ἐψιμυθιῶσθαι	e)yimuqiw=sqai	ψιμυθιόω	yimuqio/w	v--rne---
ἐψόφει	e)yo/fei	ψοφέω	yofe/w	v3siia---
ἐάν	e)a/n	ἐάν	e)a/n	c--------
ἐᾶν	e)a=n	ἐάω	e)a/w	v-sppamv-
ἐᾶν	e)a=n	ἐάω	e)a/w	v-sppann-
ἐᾶν	e)a=n	ἐάω	e)a/w	v-sppanv-
ἐᾶν	e)a=n	ἐάω	e)a/w	v-sppana-
ἐᾶν	e)a=n	ἐάω	e)a/w	v-sppamn-
ἐᾶν	e)a=n	ἐάω	e)a/w	v--pna---
ἐᾶν	e)a=n	ἐάω	e)a/w	v--pna---
ἑαυτοῦ	e(autou=	ἑαυτοῦ	e(autou=	n-s---ng-
ἑαυτοῦ	e(autou=	ἑαυτοῦ	e(autou=	n-s---mg-
ἑαυτῶν	e(autw=n	ἑαυτοῦ	e(autou=	n-p---ng-
ἑαυτῶν	e(autw=n	ἑαυτοῦ	e(autou=	n-p---fg-
ἑαυτῶν	e(autw=n	ἑαυτοῦ	e(autou=	n-p---mg-
ἑλέσθαι	e(le/sqai	αἱρέω	ai(re/w	v--anm---
ἑστηκότα	e(sthko/ta	ἵστημι	i(/sthmi	v-prpann-
ἑστηκότα	e(sthko/ta	ἵστημι	i(/sthmi	v-prpanv-
ἑστηκότα	e(sthko/ta	ἵστημι	i(/sthmi	v-prpana-
ἑστηκότα	e(sthko/ta	ἵστημι	i(/sthmi	v-srpama-
ἑστίαν	e(sti/an	ἕστιος	e(/stios	a-s---fa-
ἑστίαν	e(sti/an	ἑστία	e(sti/a	n-s---fa-
ἑστίαν	e(sti/an	ἑστιάω	e(stia/w	v3piia---
ἑστίαν	e(sti/an	ἑστιάω	e(stia/w	v1siia---
ἑτέρους	e(te/rous	ἕτερος	e(/teros	a-p---ma-
ἑτέρωθι	e(te/rwqi	ἑτέρωθι	e(te/rwqi	d--------
ἑωρακυῖα	e(wrakui=a	ὁράω	o(ra/w	v-srpafn-
ἑωρακυῖα	e(wrakui=a	ὁράω	o(ra/w	v-srpafv-
ἑωρακώς	e(wrakw/s	ὁράω	o(ra/w	v-srpamn-
ἑωρακώς	e(wrakw/s	ὁράω	o(ra/w	v-srpamv-
ἔδοξε	e)/doce	δοκέω	doke/w	v3saia---
ἔδοξέ	e)/doce/	δοκέω	doke/w	v3saia---
ἔλαβον	e)/labon	λαμβάνω	lamba/nw	v3paia---
ἔλαβον	e)/labon	λαμβάνω	lamba/nw	v1saia---
ἔλεγον	e)/legon	ἔλεγος	e)/legos	n-s---ma-
ἔλεγον	e)/legon	λέγω1	le/gw1	v3piia---
ἔλεγον	e)/legon	λέγω1	le/gw1	v1siia---
ἔλεγον	e)/legon	λέγω2	le/gw2	v3piia---
ἔλεγον	e)/legon	λέγω2	le/gw2	v1siia---
ἔλεγον	e)/legon	λέγω3	le/gw3	v3piia---
ἔλεγον	e)/legon	λέγω3	le/gw3	v1siia---
ἔμ’	e)/m'	ἐγώ	e)gw/	p-s---ma-
ἔμ’	e)/m'	ἐγώ	e)gw/	p-s---fa-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---nn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---nv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---na-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-d---fn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-d---fv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-d---fa-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-s---fn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-s---fv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-s---mv-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---fn-
ἔμ’	e)/m'	ἐμός	e)mo/s	a-p---fv-
ἔνδον	e)/ndon	ἔνδον	e)/ndon	d--------
ἔνδον	e)/ndon	ἐνδίδωμι	e)ndi/dwmi	v3paia---
ἔνδον	e)/ndon	ἐνδίδωμι	e)ndi/dwmi	v3paia---
ἔνιοι	e)/nioi	ἔνιοι	e)/nioi	a-p---mn-
ἔνιοι	e)/nioi	ἔνιοι	e)/nioi	a-p---mv-
ἔξαρνος	e)/carnos	ἔξαρνος	e)/carnos	n-s---mn-
ἔξαρνος	e)/carnos	ἔξαρνος	e)/carnos	n-s---fn-
ἔξεστι	e)/cesti	ἔξεστι	e)/cesti	v3spia---
ἔξεστιν	e)/cestin	ἔξεστι	e)/cesti	v3spia---
ἔξω	e)/cw	ἔξω	e)/cw	d--------
ἔξω	e)/cw	ἔσσομαι	e)/ssomai	v2saie---
ἔπειτα	e)/peita	ἔπειτα	e)/peita	d--------
ἔπραξα	e)/praca	πράσσω	pra/ssw	v1saia---
ἔπραξα	e)/praca	πράσσω	pra/ssw	v1saia---
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppamv-
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppann-
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppanv-
ἔργον	e)/rgon	ἔργνυμι	e)/rgnumi	v-sppana-
ἔργον	e)/rgon	ἔργον	e)/rgon	n-s---nn-
ἔργον	e)/rgon	ἔργον	e)/rgon	n-s---nv-
ἔργον	e)/rgon	ἔργον	e)/rgon	n-s---na-
ἔργου	e)/rgou	ἔργνυμι	e)/rgnumi	v2siie---
ἔργου	e)/rgou	ἔργον	e)/rgon	n-s---ng-
ἔργων	e)/rgwn	ἔργνυμι	e)/rgnumi	v-sppamn-
ἔργων	e)/rgwn	ἔργον	e)/rgon	n-p---ng-
ἔρημος	e)/rhmos	ἐρῆμος	e)rh=mos	n-s---mn-
ἔρημος	e)/rhmos	ἐρῆμος	e)rh=mos	n-s---fn-
ἔσται	e)/stai	εἰμί	ei)mi/	v3sfim---
ἔστι	e)/sti	εἰμί	ei)mi/	v3spia---
ἔτι	e)/ti	ἔτι	e)/ti	d--------
ἔτυχεν	e)/tuxen	τυγχάνω	tugxa/nw	v3saia---
ἔφασκε	e)/faske	φάσκω	fa/skw	v3siia---
ἔφη	e)/fh	φημί	fhmi/	v3siia---
ἔφην	e)/fhn	φημί	fhmi/	v1siia---
ἔχει	e)/xei	ἔχις	e)/xis	n-d---mn-
ἔχει	e)/xei	ἔχις	e)/xis	n-d---mv-
ἔχει	e)/xei	ἔχις	e)/xis	n-d---ma-
ἔχει	e)/xei	ἔχις	e)/xis	n-s---md-
ἔχει	e)/xei	ἔχις	e)/xis	n-s---md-
ἔχει	e)/xei	ἔχω	e)/xw	v2spie---
ἔχει	e)/xei	ἔχω	e)/xw	v3spia---
ἔχει	e)/xei	χάω	xa/w	v3siia---
ἔχει	e)/xei	χέω	xe/w	v3siia---
ἔχειν	e)/xein	ἔχω	e)/xw	v--pna---
ἔχθρα	e)/xqra	ἔχθρα	e)/xqra	n-d---fn-
ἔχθρα	e)/xqra	ἔχθρα	e)/xqra	n-d---fv-
ἔχθρα	e)/xqra	ἔχθρα	e)/xqra	n-d---fa-
ἔχθρα	e)/xqra	ἔχθρα	e)/xqra	n-s---fn-
ἔχθρα	e)/xqra	ἔχθρα	e)/xqra	n-s---fv-
ἔχθρα	e)/xqra	ἔχθρη	e)/xqrh	n-d---fn-
ἔχθρα	e)/xqra	ἔχθρη	e)/xqrh	n-d---fv-
ἔχθρα	e)/xqra	ἔχθρη	e)/xqrh	n-d---fa-
ἔχθρα	e)/xqra	ἔχθρη	e)/xqrh	n-s---fn-
ἔχθρα	e)/xqra	ἔχθρη	e)/xqrh	n-s---fv-
ἔχοιτε	e)/xoite	ἔχω	e)/xw	v2ppoa---
ἔχον	e)/xon	ἔχω	e)/xw	v-sppamv-
ἔχον	e)/xon	ἔχω	e)/xw	v-sppann-
ἔχον	e)/xon	ἔχω	e)/xw	v-sppanv-
ἔχον	e)/xon	ἔχω	e)/xw	v-sppana-
ἔχον	e)/xon	ἔχω	e)/xw	v3piia---
ἔχον	e)/xon	ἔχω	e)/xw	v1siia---
ἔχοντας	e)/xontas	ἔχω	e)/xw	v-pppama-
ἔχων	e)/xwn	ἔχω	e)/xw	v-sppamn-
ἔχων	e)/xwn	χάω	xa/w	v3piia---
ἔχων	e)/xwn	χάω	xa/w	v1siia---
ἔχων	e)/xwn	χόω	xo/w	v3piia---
ἔχων	e)/xwn	χόω	xo/w	v1siia---
ἕνεκα	e(/neka	ἕνεκα	e(/neka	r--------
ἕτοιμος	e(/toimos	ἑτοῖμος	e(toi=mos	a-s---mn-
ἕτοιμος	e(/toimos	ἑτοῖμος	e(toi=mos	n-s---mn-
ἕτοιμος	e(/toimos	ἑτοῖμος	e(toi=mos	n-s---fn-
ἕως	e(/ws	ἕως	e(/ws	c--------
ἕως	e(/ws	ἠώς	h)w/s	n-p---fa-
ἕως	e(/ws	ἠώς	h)w/s	n-p---fn-
ἕως	e(/ws	ἠώς	h)w/s	n-p---fv-
ἕως	e(/ws	ἠώς	h)w/s	n-s---fg-
ἕως	e(/ws	ἠώς	h)w/s	n-s---fn-
Ἐρατοσθένει	*)eratosqe/nei	Ἐρατοσθένης	*)eratosqe/nhs	n-d---mn-
Ἐρατοσθένει	*)eratosqe/nei	Ἐρατοσθένης	*)eratosqe/nhs	n-d---mv-
Ἐρατοσθένει	*)eratosqe/nei	Ἐρατοσθένης	*)eratosqe/nhs	n-d---ma-
Ἐρατοσθένει	*)eratosqe/nei	Ἐρατοσθένης	*)eratosqe/nhs	n-s---md-
Ἐρατοσθένει	*)eratosqe/nei	Ἐρατοσθένης	*)eratosqe/nhs	n-s---md-
Ἐρατοσθένης	*)eratosqe/nhs	Ἐρατοσθένης	*)eratosqe/nhs	n-p---ma-
Ἐρατοσθένης	*)eratosqe/nhs	Ἐρατοσθένης	*)eratosqe/nhs	n-p---mn-
Ἐρατοσθένης	*)eratosqe/nhs	Ἐρατοσθένης	*)eratosqe/nhs	n-p---mv-
Ἐρατοσθένης	*)eratosqe/nhs	Ἐρατοσθένης	*)eratosqe/nhs	n-s---mn-
Ἐρατοσθένους	*)eratosqe/nous	Ἐρατοσθένης	*)eratosqe/nhs	n-s---mg-
Ἑλλάδι	*(ella/di	Ἑλλάς	*(ella/s	n-s---fd-
ἠγαγόμην	h)gago/mhn	ἄγω	a)/gw	v1saim---
ἠδικημένος	h)dikhme/nos	ἀδικέω	a)dike/w	v-srpemn-
ἠδίκουν	h)di/koun	ἀδικέω	a)dike/w	v3piia---
ἠδίκουν	h)di/koun	ἀδικέω	a)dike/w	v1siia---
ἠλιθίως	h)liqi/ws	ἠλίθιος	h)li/qios	x--------
ἠλιθίως	h)liqi/ws	ἠλίθιος	h)li/qios	a-p---ma-
ἠλιθίως	h)liqi/ws	ἠλιθιόω	h)liqio/w	v2siia---
ἠλιθίως	h)liqi/ws	ἠλιθιόω	h)liqio/w	v2siia---
ἠμφεσβήτει	h)mfesbh/tei	ἀμφί-ἀμφισβητέω	a)mfi/-a)mfisbhte/w	v3siia---
ἠμύνατο	h)mu/nato	ἀμύνω	a)mu/nw	v3saim---
ἠντεβόλει	h)ntebo/lei	ἀντί-ἀντιβολέω	a)nti/-a)ntibole/w	v3siia---
ἠντεβόλει	h)ntebo/lei	ἀντί-βολέω	a)nti/-bole/w	v3siia---
ἠξίουν	h)ci/oun	ἀξιόω	a)cio/w	v3piia---
ἠξίουν	h)ci/oun	ἀξιόω	a)cio/w	v1siia---
ἠξίουν	h)ci/oun	ἐξιόω	e)cio/w	v3piia---
ἠξίουν	h)ci/oun	ἐξιόω	e)cio/w	v1siia---
ἠξίωσε	h)ci/wse	ἀξιόω	a)cio/w	v3saia---
ἠξίωσε	h)ci/wse	ἐξιόω	e)cio/w	v3saia---
ἠρώτων	h)rw/twn	ἐρωτάω	e)rwta/w	v3piia---
ἠρώτων	h)rw/twn	ἐρωτάω	e)rwta/w	v1siia---
ἠσέβουν	h)se/boun	ἀσεβέω	a)sebe/w	v3piia---
ἠσέβουν	h)se/boun	ἀσεβέω	a)sebe/w	v1siia---
ἡ	h(	ὁ	o(	l-s---fn-
ἡ	h(	ὁ	o(	l-s---fv-
ἡγεῖται	h(gei=tai	ἡγέομαι	h(ge/omai	v3spim---
ἡγησαμένη	h(ghsame/nh	ἡγέομαι	h(ge/omai	v-sapmfn-
ἡγησαμένη	h(ghsame/nh	ἡγέομαι	h(ge/omai	v-sapmfv-
ἡγησάμενοι	h(ghsa/menoi	ἡγέομαι	h(ge/omai	v-papmmn-
ἡγησάμενοι	h(ghsa/menoi	ἡγέομαι	h(ge/omai	v-papmmv-
ἡγούμενος	h(gou/menos	ἡγέομαι	h(ge/omai	v-sppmmn-
ἡγούμην	h(gou/mhn	ἁγέομαι	a(ge/omai	v1siie---
ἡγούμην	h(gou/mhn	ἡγέομαι	h(ge/omai	v1siim---
ἡγούμην	h(gou/mhn	ἡγέομαι	h(ge/omai	v1siim---
ἡγούμην	h(gou/mhn	ἡγέομαι	h(ge/omai	v1siim---
ἡγοῖσθε	h(goi=sqe	ἡγέομαι	h(ge/omai	v2ppom---
ἡγοῦμαι	h(gou=mai	ἡγέομαι	h(ge/omai	v1spim---
ἡγοῦνται	h(gou=ntai	ἡγέομαι	h(ge/omai	v3ppim---
ἡγήσατο	h(gh/sato	ἁγέομαι	a(ge/omai	v3saie---
ἡγήσατο	h(gh/sato	ἡγέομαι	h(ge/omai	v3saim---
ἡγήσατο	h(gh/sato	ἡγέομαι	h(ge/omai	v3saim---
ἡγήσατο	h(gh/sato	ἡγέομαι	h(ge/omai	v3saim---
ἡδονῶν	h(donw=n	ἡδονά	h(dona/	n-p---fg-
ἡδονῶν	h(donw=n	ἡδονή	h(donh/	n-p---fg-
ἡλίου	h(li/ou	ἥλιος	h(/lios	n-s---mg-
ἡλίου	h(li/ou	ἡλιόω	h(lio/w	v3siia---
ἡλίου	h(li/ou	ἡλιόω	h(lio/w	v2spma---
ἡλίου	h(li/ou	ἡλιόω	h(lio/w	v3siia---
ἡμαρτημένων	h(marthme/nwn	ἁμαρτάνω	a(marta/nw	v-prpefg-
ἡμαρτημένων	h(marthme/nwn	ἁμαρτάνω	a(marta/nw	v-prpemg-
ἡμαρτημένων	h(marthme/nwn	ἁμαρτάνω	a(marta/nw	v-prpeng-
ἡμαρτημένων	h(marthme/nwn	ἁμαρτέω	a(marte/w	v-prpefg-
ἡμαρτημένων	h(marthme/nwn	ἁμαρτέω	a(marte/w	v-prpemg-
ἡμαρτημένων	h(marthme/nwn	ἁμαρτέω	a(marte/w	v-prpeng-
ἡμέρα	h(me/ra	ἥμερος	h(/meros	a-d---fn-
ἡμέρα	h(me/ra	ἥμερος	h(/meros	a-d---fv-
ἡμέρα	h(me/ra	ἥμερος	h(/meros	a-d---fa-
ἡμέρα	h(me/ra	ἥμερος	h(/meros	a-s---fn-
ἡμέρα	h(me/ra	ἥμερος	h(/meros	a-s---fv-
ἡμέρα	h(me/ra	ἡμέρα	h(me/ra	n-d---fn-
ἡμέρα	h(me/ra	ἡμέρα	h(me/ra	n-d---fv-
ἡμέρα	h(me/ra	ἡμέρα	h(me/ra	n-d---fa-
ἡμέρα	h(me/ra	ἡμέρα	h(me/ra	n-s---fn-
ἡμέρα	h(me/ra	ἡμέρα	h(me/ra	n-s---fv-
ἡμέραι	h(me/rai	ἥμερος	h(/meros	a-s---fd-
ἡμέραι	h(me/rai	ἡμέρα	h(me/ra	n-p---fn-
ἡμέραι	h(me/rai	ἡμέρα	h(me/ra	n-p---fv-
ἡμέραι	h(me/rai	ἡμέρα	h(me/ra	n-s---fd-
ἡμέραν	h(me/ran	ἥμερος	h(/meros	a-s---fa-
ἡμέραν	h(me/ran	ἡμέρα	h(me/ra	n-s---fa-
ἡμέρας	h(me/ras	ἥμερος	h(/meros	a-p---fa-
ἡμέρας	h(me/ras	ἥμερος	h(/meros	a-s---fg-
ἡμέρας	h(me/ras	ἡμέρα	h(me/ra	n-p---fa-
ἡμέρας	h(me/ras	ἡμέρα	h(me/ra	n-s---fg-
ἡμέρᾳ	h(me/ra|	ἥμερος	h(/meros	a-s---fd-
ἡμέρᾳ	h(me/ra|	ἡμέρα	h(me/ra	n-p---fn-
ἡμέρᾳ	h(me/ra|	ἡμέρα	h(me/ra	n-p---fv-
ἡμέρᾳ	h(me/ra|	ἡμέρα	h(me/ra	n-s---fd-
ἡμῖν	h(mi=n	ἐγώ	e)gw/	p-p---md-
ἡμῖν	h(mi=n	ἐγώ	e)gw/	p-p---fd-
ἡμῶν	h(mw=n	ἐγώ	e)gw/	p-p---mg-
ἡμῶν	h(mw=n	ἐγώ	e)gw/	p-p---fg-
ἡμῶν	h(mw=n	ἡμός	h(mo/s	a-p---fg-
ἡμῶν	h(mw=n	ἡμός	h(mo/s	a-p---mg-
ἡμῶν	h(mw=n	ἡμός	h(mo/s	a-p---ng-
ἤ	h)/	ἤ1	h)/1	c--------
ἤ	h)/	ἤ2	h)/2	x--------
ἤδη	h)/dh	ἤδη	h)/dh	d--------
ἤδη	h)/dh	ἦδος	h)=dos	n-p---nn-
ἤδη	h)/dh	ἦδος	h)=dos	n-p---nv-
ἤδη	h)/dh	ἦδος	h)=dos	n-p---na-
ἤδη	h)/dh	ἦδος	h)=dos	n-d---nn-
ἤδη	h)/dh	ἦδος	h)=dos	n-d---nv-
ἤδη	h)/dh	ἦδος	h)=dos	n-d---na-
ἤθελεν	h)/qelen	ἐθέλω	e)qe/lw	v3siia---
ἤκουον	h)/kouon	ἀκούω	a)kou/w	v3piia---
ἤκουον	h)/kouon	ἀκούω	a)kou/w	v1siia---
ἤλπιζόν	h)/lpizo/n	ἐλπίζω	e)lpi/zw	v3piia---
ἤλπιζόν	h)/lpizo/n	ἐλπίζω	e)lpi/zw	v1siia---
ἥκοντα	h(/konta	ἥκω	h(/kw	v-pppann-
ἥκοντα	h(/konta	ἥκω	h(/kw	v-pppanv-
ἥκοντα	h(/konta	ἥκω	h(/kw	v-pppana-
ἥκοντα	h(/konta	ἥκω	h(/kw	v-sppama-
ἥκων	h(/kwn	ἥκω	h(/kw	v-sppamn-
ἥν	h(/n	ὅς	o(/s	p-s---fa-
ἥνπερ	h(/nper	ὅς	o(/s	p-s---fa-
ἦ	h)=	εἰμί	ei)mi/	v1siia---
ἦ	h)=	ἦ	h)=	d--------
ἦ	h)=	ἠμί	h)mi/	v3siia---
ἦλθον	h)=lqon	ἔρχομαι	e)/rxomai	v3paia---
ἦλθον	h)=lqon	ἔρχομαι	e)/rxomai	v1saia---
ἦν	h)=n	εἰμί	ei)mi/	v1siia---
ἦν	h)=n	εἰμί	ei)mi/	v3piia---
ἦν	h)=n	εἰμί	ei)mi/	v3siia---
ἦν	h)=n	ἠμί	h)mi/	v1siia---
ἦσαν	h)=san	εἰμί	ei)mi/	v3piia---
ἧκεν	h(=ken	ἥκω	h(/kw	v3siia---
ἧκεν	h(=ken	ἥκω	h(/kw	v3siia---
ἧκεν	h(=ken	ἵημι	i(/hmi	v3saia---
ἧκεν	h(=ken	ἵημι	i(/hmi	v3saia---
ἧκον	h(=kon	ἥκω	h(/kw	v3piia---
ἧκον	h(=kon	ἥκω	h(/kw	v1siia---
ἧκον	h(=kon	ἥκω	h(/kw	v-sppamv-
ἧκον	h(=kon	ἥκω	h(/kw	v-sppann-
ἧκον	h(=kon	ἥκω	h(/kw	v-sppanv-
ἧκον	h(=kon	ἥκω	h(/kw	v-sppana-
ἧκον	h(=kon	ἥκω	h(/kw	v3piia---
ἧκον	h(=kon	ἥκω	h(/kw	v1siia---
ἧττον	h(=tton	ἥσσων	h(/sswn	a-s---mv-
ἧττον	h(=tton	ἥσσων	h(/sswn	a-s---fv-
ἧττον	h(=tton	ἥσσων	h(/sswn	a-s---nn-
ἧττον	h(=tton	ἥσσων	h(/sswn	a-s---nv-
ἧττον	h(=tton	ἥσσων	h(/sswn	a-s---na-
ἰδίαν	i)di/an	ἴδιος	i)/dios	a-s---fa-
ἰδίας	i)di/as	ἴδιος	i)/dios	a-p---fa-
ἰδίας	i)di/as	ἴδιος	i)/dios	a-s---fg-
ἰσχυροτέραν	i)sxurote/ran	ἰσχυρός	i)sxuro/s	a-s---fa-
ἰσχυρούς	i)sxurou/s	ἰσχυρός	i)sxuro/s	a-p---ma-
ἰόντι	i)o/nti	εἶμι	ei)=mi	v-sppamd-
ἰόντι	i)o/nti	εἶμι	ei)=mi	v-sppand-
ἰόντι	i)o/nti	εἰμί	ei)mi/	v-sppamd-
ἰόντι	i)o/nti	εἰμί	ei)mi/	v-sppand-
ἱερόν	i(ero/n	ἱερόν	i(ero/n	n-s---nn-
ἱερόν	i(ero/n	ἱερόν	i(ero/n	n-s---nv-
ἱερόν	i(ero/n	ἱερόν	i(ero/n	n-s---na-
ἱερόν	i(ero/n	ἱερός	i(ero/s	a-s---ma-
ἱερόν	i(ero/n	ἱερός	i(ero/s	a-s---nn-
ἱερόν	i(ero/n	ἱερός	i(ero/s	a-s---nv-
ἱερόν	i(ero/n	ἱερός	i(ero/s	a-s---na-
ἱερόν	i(ero/n	ἱερός	i(ero/s	n-s---ma-
ἱερόν	i(ero/n	ἱερός	i(ero/s	n-s---fa-
ἱερόν	i(ero/n	ἱερός	i(ero/s	n-s---nn-
ἱερόν	i(ero/n	ἱερός	i(ero/s	n-s---nv-
ἱερόν	i(ero/n	ἱερός	i(ero/s	n-s---na-
ἱκέτευε	i(ke/teue	ἱκετεύω	i(keteu/w	v3siia---
ἱκέτευε	i(ke/teue	ἱκετεύω	i(keteu/w	v2spma---
ἱκέτευε	i(ke/teue	ἱκετεύω	i(keteu/w	v3siia---
ἱκέτευεν	i(ke/teuen	ἱκετεύω	i(keteu/w	v3siia---
ἱκέτευεν	i(ke/teuen	ἱκετεύω	i(keteu/w	v3siia---
ἴσα	i)/sa	ἴσος	i)/sos	a-p---nn-
ἴσα	i)/sa	ἴσος	i)/sos	a-p---nv-
ἴσα	i)/sa	ἴσος	i)/sos	a-p---na-
ἴσα	i)/sa	ἴσος	i)/sos	a-d---fn-
ἴσα	i)/sa	ἴσος	i)/sos	a-d---fv-
ἴσα	i)/sa	ἴσος	i)/sos	a-d---fa-
ἴσα	i)/sa	ἴσος	i)/sos	a-s---fn-
ἴσα	i)/sa	ἴσος	i)/sos	a-s---fv-
ἴσα	i)/sa	ἴσος	i)/sos	a-d---fn-
ἴσα	i)/sa	ἴσος	i)/sos	a-d---fv-
ἴσα	i)/sa	ἴσος	i)/sos	a-d---fa-
ἴσα	i)/sa	ἴσος	i)/sos	a-s---fn-
ἴσα	i)/sa	ἴσος	i)/sos	a-s---fv-
ἵνα	i(/na	ἵνα	i(/na	d--------
ἵνα	i(/na	ἵνα	i(/na	c--------
ὀλιγαρχίᾳ	o)ligarxi/a|	ὀλιγαρχία	o)ligarxi/a	n-p---fn-
ὀλιγαρχίᾳ	o)ligarxi/a|	ὀλιγαρχία	o)ligarxi/a	n-p---fv-
ὀλιγαρχίᾳ	o)ligarxi/a|	ὀλιγαρχία	o)ligarxi/a	n-s---fd-
ὀλιγώρως	o)ligw/rws	ὀλίγωρος	o)li/gwros	x--------
ὀλιγώρως	o)ligw/rws	ὀλίγωρος	o)li/gwros	n-p---ma-
ὀλιγώρως	o)ligw/rws	ὀλίγωρος	o)li/gwros	n-p---fa-
ὀργιζομένη	o)rgizome/nh	ὀργίζω	o)rgi/zw	v-sppefn-
ὀργιζομένη	o)rgizome/nh	ὀργίζω	o)rgi/zw	v-sppefv-
ὀργάς	o)rga/s	ὀργάς	o)rga/s	n-s---fn-
ὀργάς	o)rga/s	ὀργή	o)rgh/	n-p---fa-
ὀφείλειν	o)fei/lein	ὀφείλω	o)fei/lw	v--pna---
ὀφθεῖσα	o)fqei=sa	ὁράω	o(ra/w	v-sappfn-
ὀφθεῖσα	o)fqei=sa	ὁράω	o(ra/w	v-sappfv-
ὁ	o(	ὁ	o(	l-s---mn-
ὁδοῦ	o(dou=	ὁδάω	o(da/w	v2spme---
ὁδοῦ	o(dou=	ὁδόσ1	o(do/s1	n-s---mg-
ὁδοῦ	o(dou=	ὁδόσ2	o(do/s2	n-s---fg-
ὁδοῦ	o(dou=	ὁδόω	o(do/w	v2spme---
ὁδοῦ	o(dou=	ὁδόω	o(do/w	v2siie---
ὁμολογοῦσι	o(mologou=si	ὁμολογέω	o(mologe/w	v-pppamd-
ὁμολογοῦσι	o(mologou=si	ὁμολογέω	o(mologe/w	v-pppand-
ὁμολογοῦσι	o(mologou=si	ὁμολογέω	o(mologe/w	v3ppia---
ὁμοίως	o(moi/ws	ὅμοιος	o(/moios	x--------
ὁμοίως	o(moi/ws	ὅμοιος	o(/moios	a-p---ma-
ὁμοίως	o(moi/ws	ὅμοιος	o(/moios	x--------
ὁμοίως	o(moi/ws	ὅμοιος	o(/moios	n-p---ma-
ὁμοίως	o(moi/ws	ὅμοιος	o(/moios	n-p---fa-
ὁμοίως	o(moi/ws	ὁμοῖος	o(moi=os	x--------
ὁμοίως	o(moi/ws	ὁμοῖος	o(moi=os	a-p---ma-
