Αὐλίδι	*au)li/di	Αὐλίς	*au)li/s	n-s---fd-
Ἀχιλῆος	*)axilh=os	Ἀχιλλεύς	*)axilleu/s	n-s---mg-
Ἀίδᾳ	*)ai/da|	Ἅιδης	*(/aidhs	n-s---md-
Ἁλάς	*(ala/s	Ἅλαι	*(/alai	n-p---fa-
Ἁλάς	*(ala/s	ἁλή	a(lh/	n-p---fa-
Ἄπολλον	*)/apollon	Ἀπόλλων	*)apo/llwn	n-s---mv-
Ἄργει	*)/argei	Ἄργος	*)/argos	n-d---nn-
Ἄργει	*)/argei	Ἄργος	*)/argos	n-d---nv-
Ἄργει	*)/argei	Ἄργος	*)/argos	n-d---na-
Ἄργει	*)/argei	Ἄργος	*)/argos	n-s---nd-
Ἄργει	*)/argei	Ἄργος	*)/argos	n-s---nd-
Ἄργει	*)/argei	ἀργέω	a)rge/w	v3siia---
Ἄργει	*)/argei	ἀργέω	a)rge/w	v2spma---
Ἄργει	*)/argei	ἀργέω	a)rge/w	v3siia---
Ἄργος	*)/argos	Ἄργος	*)/argos	n-s---nn-
Ἄργος	*)/argos	Ἄργος	*)/argos	n-s---nv-
Ἄργος	*)/argos	Ἄργος	*)/argos	n-s---na-
Ἄργος	*)/argos	Ἄργος	*)/argos	n-s---mn-
Ἄργους	*)/argous	Ἄργος	*)/argos	n-s---ng-
Ἄρει	*)/arei	Ἄρευς	*)/areus	n-s---md-
Ἄρει	*)/arei	Ἄρευς	*)/areus	n-s---md-
Ἄρει	*)/arei	Ἄρης	*)/arhs	n-s---md-
Ἄρει	*)/arei	Ἄρης	*)/arhs	n-s---md-
Ἄρει	*)/arei	Ἄρης	*)/arhs	n-s---md-
Ἄρει	*)/arei	Ἄρης	*)/arhs	n-s---md-
Ἄρει	*)/arei	Ἄρις	*)/aris	n-d---fn-
Ἄρει	*)/arei	Ἄρις	*)/aris	n-d---fv-
Ἄρει	*)/arei	Ἄρις	*)/aris	n-d---fa-
Ἄρει	*)/arei	Ἄρις	*)/aris	n-s---fd-
Ἄρει	*)/arei	Ἄρις	*)/aris	n-s---fd-
Ἄρει	*)/arei	ἄρος	a)/ros	n-d---nn-
Ἄρει	*)/arei	ἄρος	a)/ros	n-d---nv-
Ἄρει	*)/arei	ἄρος	a)/ros	n-d---na-
Ἄρει	*)/arei	ἄρος	a)/ros	n-s---nd-
Ἄρει	*)/arei	ἄρος	a)/ros	n-s---nd-
Ἄρει	*)/arei	ἀρέμ	a)re/m	n-s---fv-
Ἄρει	*)/arei	ἀρέμ	a)re/m	n-s---fd-
Ἄρει	*)/arei	αἴρω	ai)/rw	v3sasa---
Ἄρειον	*)/areion	Ἄρειος	*)/areios	n-s---ma-
Ἄρειον	*)/areion	Ἄρειος	*)/areios	n-s---fa-
Ἄρειον	*)/areion	Ἄρειος	*)/areios	n-s---nn-
Ἄρειον	*)/areion	Ἄρειος	*)/areios	n-s---nv-
Ἄρειον	*)/areion	Ἄρειος	*)/areios	n-s---na-
Ἄρειον	*)/areion	Ἄρειος	*)/areios	n-s---ma-
Ἄρειον	*)/areion	Ἀρείων	*)arei/wn	n-s---mv-
Ἄρειον	*)/areion	Ἀρεῖος	*)arei=os	n-s---ma-
Ἄρειον	*)/areion	ἄρειος	a)/reios	a-s---ma-
Ἄρειον	*)/areion	ἄρειος	a)/reios	a-s---nn-
Ἄρειον	*)/areion	ἄρειος	a)/reios	a-s---nv-
Ἄρειον	*)/areion	ἄρειος	a)/reios	a-s---na-
Ἄρειον	*)/areion	ἄρειος	a)/reios	a-s---ma-
Ἄρειον	*)/areion	ἄρειος	a)/reios	a-s---nn-
Ἄρειον	*)/areion	ἄρειος	a)/reios	a-s---nv-
Ἄρειον	*)/areion	ἄρειος	a)/reios	a-s---na-
Ἄρειον	*)/areion	ἄρειος	a)/reios	n-s---ma-
Ἄρειον	*)/areion	ἄρειος	a)/reios	n-s---fa-
Ἄρειον	*)/areion	ἄρειος	a)/reios	n-s---nn-
Ἄρειον	*)/areion	ἄρειος	a)/reios	n-s---nv-
Ἄρειον	*)/areion	ἄρειος	a)/reios	n-s---na-
Ἄρειον	*)/areion	ἀρείων	a)rei/wn	a-s---mv-
Ἄρειον	*)/areion	ἀρείων	a)rei/wn	a-s---fv-
Ἄρειον	*)/areion	ἀρείων	a)rei/wn	a-s---nn-
Ἄρειον	*)/areion	ἀρείων	a)rei/wn	a-s---nv-
Ἄρειον	*)/areion	ἀρείων	a)rei/wn	a-s---na-
Ἄρτεμιν	*)/artemin	Ἄρτεμις	*)/artemis	n-s---fa-
Ἄρτεμις	*)/artemis	Ἄρτεμις	*)/artemis	n-s---fn-
Ἄρτεμίς	*)/artemi/s	Ἄρτεμις	*)/artemis	n-s---fn-
Ἅιδα	*(/aida	Ἅιδης	*(/aidhs	n-s---mg-
Ἅιδας	*(/aidas	Ἅιδης	*(/aidhs	n-s---mn-
Ἅιδην	*(/aidhn	Ἅιδης	*(/aidhs	n-s---ma-
Ἅιδης	*(/aidhs	Ἅιδης	*(/aidhs	n-s---mn-
Ἅιδου	*(/aidou	Ἅιδης	*(/aidhs	n-s---mg-
ἐβάλλομεν	e)ba/llomen	βάλλω	ba/llw	v1piia---
ἐγγεγραμμένα	e)ggegramme/na	ἐγγράφω	e)ggra/fw	v-prpenn-
ἐγγεγραμμένα	e)ggegramme/na	ἐγγράφω	e)ggra/fw	v-prpenv-
ἐγγεγραμμένα	e)ggegramme/na	ἐγγράφω	e)ggra/fw	v-prpena-
ἐγγεγραμμένα	e)ggegramme/na	ἐγγράφω	e)ggra/fw	v-drpefn-
ἐγγεγραμμένα	e)ggegramme/na	ἐγγράφω	e)ggra/fw	v-drpefv-
ἐγγεγραμμένα	e)ggegramme/na	ἐγγράφω	e)ggra/fw	v-drpefa-
ἐγγεγραμμένα	e)ggegramme/na	ἐγγράφω	e)ggra/fw	v-srpefn-
ἐγγεγραμμένα	e)ggegramme/na	ἐγγράφω	e)ggra/fw	v-srpefv-
ἐγγύς	e)ggu/s	ἐγγύς	e)ggu/s	d--------
ἐγείνατο	e)gei/nato	γείνομαι	gei/nomai	v3saim---
ἐγκαθιδρῦσαι	e)gkaqidru=sai	ἐγκαθιδρύω	e)gkaqidru/w	v--ana---
ἐγκαταστήσω	e)gkatasth/sw	ἐγκαθίστημι	e)gkaqi/sthmi	v1sasa---
ἐγκαταστήσω	e)gkatasth/sw	ἐγκαθίστημι	e)gkaqi/sthmi	v1sfia---
ἐγκαταστήσω	e)gkatasth/sw	ἐγκαθίστημι	e)gkaqi/sthmi	v2saim---
ἐγκροτούμεναι	e)gkrotou/menai	ἐγκροτέω	e)gkrote/w	v-pppefn-
ἐγκροτούμεναι	e)gkrotou/menai	ἐγκροτέω	e)gkrote/w	v-pppefv-
ἐγκροτούμεναι	e)gkrotou/menai	ἐγκροτέω	e)gkrote/w	v-pppefn-
ἐγκροτούμεναι	e)gkrotou/menai	ἐγκροτέω	e)gkrote/w	v-pppefv-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλέομαι	e)gkukle/omai	v-pppann-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλέομαι	e)gkukle/omai	v-pppanv-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλέομαι	e)gkukle/omai	v-pppana-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλέομαι	e)gkukle/omai	v-sppama-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλέομαι	e)gkukle/omai	v-sppamd-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλέομαι	e)gkukle/omai	v-sppand-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλέομαι	e)gkukle/omai	v3ppia---
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλέομαι	e)gkukle/omai	v-dppamn-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλέομαι	e)gkukle/omai	v-dppamv-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλέομαι	e)gkukle/omai	v-dppama-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλέομαι	e)gkukle/omai	v-dppann-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλέομαι	e)gkukle/omai	v-dppanv-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλέομαι	e)gkukle/omai	v-dppana-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλέομαι	e)gkukle/omai	v3ppie---
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλέομαι	e)gkukle/omai	v3ppie---
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλέομαι	e)gkukle/omai	v3piie---
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλέομαι	e)gkukle/omai	v3piie---
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-pppann-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-pppanv-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-pppana-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-sppama-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-pppann-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-pppanv-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-pppana-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-sppama-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-sppamd-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-sppand-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v3ppia---
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-sppamd-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-sppand-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v3ppia---
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-dppamn-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-dppamv-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-dppama-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-dppann-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-dppanv-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-dppana-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-dppamn-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-dppamv-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-dppama-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-dppann-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-dppanv-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v-dppana-
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v3ppie---
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v3ppie---
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v3piie---
ἐγκυκλοῦντ’	e)gkuklou=nt'	ἐγκυκλόω	e)gkuklo/w	v3piie---
ἐγκύκλιοι	e)gku/klioi	ἐγκύκλιος	e)gku/klios	n-p---mn-
ἐγκύκλιοι	e)gku/klioi	ἐγκύκλιος	e)gku/klios	n-p---mv-
ἐγκύκλιοι	e)gku/klioi	ἐγκύκλιος	e)gku/klios	n-p---fn-
ἐγκύκλιοι	e)gku/klioi	ἐγκύκλιος	e)gku/klios	n-p---fv-
ἐγχωρίους	e)gxwri/ous	ἐγχώριος	e)gxw/rios	a-p---ma-
ἐγχωρίους	e)gxwri/ous	ἐγχώριος	e)gxw/rios	n-p---ma-
ἐγχωρίους	e)gxwri/ous	ἐγχώριος	e)gxw/rios	n-p---fa-
ἐγέλασεν	e)ge/lasen	γελάω	gela/w	v3saia---
ἐγένεθ’	e)ge/neq'	γίγνομαι	gi/gnomai	v3saim---
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---mn-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---mv-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---fn-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---fv-
ἐγᾦδα	e)gw)=|da	οἶδα	oi)=da	v1sria---
ἐγᾦδ’	e)gw)=|d'	οἶδα	oi)=da	v1sria---
ἐγᾦδ’	e)gw)=|d'	οἶδα	oi)=da	v3sria---
ἐδέξαθ’	e)de/caq'	δέχομαι	de/xomai	v3saim---
ἐδέξαθ’	e)de/caq'	δείκνυμι	dei/knumi	v3saim---
ἐδέξαθ’	e)de/caq'	δείκνυμι	dei/knumi	v2paia---
ἐθέσπισε	e)qe/spise	θεσπίζω	qespi/zw	v3saia---
ἐκ	e)k	ἐκ	e)k	r--------
ἐκαινόμην	e)kaino/mhn	καίνω	kai/nw	v1siie---
ἐκαρτέρουν	e)karte/roun	καρτερέω	kartere/w	v3piia---
ἐκαρτέρουν	e)karte/roun	καρτερέω	kartere/w	v1siia---
ἐκαρτέρουν	e)karte/roun	καρτερόω	kartero/w	v3piia---
ἐκαρτέρουν	e)karte/roun	καρτερόω	kartero/w	v1siia---
ἐκβαλλόντων	e)kballo/ntwn	ἐκβάλλω	e)kba/llw	v-pppamg-
ἐκβαλλόντων	e)kballo/ntwn	ἐκβάλλω	e)kba/llw	v-pppang-
ἐκβαλλόντων	e)kballo/ntwn	ἐκβάλλω	e)kba/llw	v3ppma---
ἐκβαίνει	e)kbai/nei	ἐκβαίνω	e)kbai/nw	v2spie---
ἐκβαίνει	e)kbai/nei	ἐκβαίνω	e)kbai/nw	v3spia---
ἐκβαίνοντας	e)kbai/nontas	ἐκβαίνω	e)kbai/nw	v-pppama-
ἐκβησόμεσθα	e)kbhso/mesqa	ἐκβαίνω	e)kbai/nw	v1pasm---
ἐκβησόμεσθα	e)kbhso/mesqa	ἐκβαίνω	e)kbai/nw	v1pfim---
ἐκβρυχώμενοι	e)kbruxw/menoi	ἐκβρυχάομαι	e)kbruxa/omai	v-pppemn-
ἐκβρυχώμενοι	e)kbruxw/menoi	ἐκβρυχάομαι	e)kbruxa/omai	v-pppemv-
ἐκβρυχώμενοι	e)kbruxw/menoi	ἐκβρυχάομαι	e)kbruxa/omai	v-pppemn-
ἐκβρυχώμενοι	e)kbruxw/menoi	ἐκβρυχάομαι	e)kbruxa/omai	v-pppemv-
ἐκβάλλει	e)kba/llei	ἐκβάλλω	e)kba/llw	v2spie---
ἐκβάλλει	e)kba/llei	ἐκβάλλω	e)kba/llw	v3spia---
ἐκδῦναι	e)kdu=nai	ἐκδύω	e)kdu/w	v--ana---
ἐκδῦναι	e)kdu=nai	ἐκδύω	e)kdu/w	v--ana---
ἐκείνη	e)kei/nh	ἐκεῖνος	e)kei=nos	n-s---fn-
ἐκείνη	e)kei/nh	ἐκεῖνος	e)kei=nos	n-s---fv-
ἐκεῖ	e)kei=	ἐκεῖ	e)kei=	d--------
ἐκεῖθεν	e)kei=qen	ἐκεῖθεν	e)kei=qen	d--------
ἐκεῖθέν	e)kei=qe/n	ἐκεῖθεν	e)kei=qen	d--------
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-p---nn-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-p---nv-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-p---na-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-s---nn-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-s---nv-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-s---na-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-s---mv-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-p---fn-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	n-p---fv-
ἐκεῖσε	e)kei=se	ἐκεῖσε	e)kei=se	d--------
ἐκκομίζου	e)kkomi/zou	ἐκκομίζω	e)kkomi/zw	v2spme---
ἐκκομίζου	e)kkomi/zou	ἐκκομίζω	e)kkomi/zw	v2spme---
ἐκκομίζου	e)kkomi/zou	ἐκκομίζω	e)kkomi/zw	v2siie---
ἐκκομίζου	e)kkomi/zou	ἐκκομίζω	e)kkomi/zw	v2siie---
ἐκλευκαίνετε	e)kleukai/nete	ἐκλευκαίνω	e)kleukai/nw	v2ppma---
ἐκλευκαίνετε	e)kleukai/nete	ἐκλευκαίνω	e)kleukai/nw	v2ppia---
ἐκλευκαίνετε	e)kleukai/nete	ἐκλευκαίνω	e)kleukai/nw	v2piia---
ἐκλιπών	e)klipw/n	ἐκλείπω	e)klei/pw	v-sapamn-
ἐκλῄζεθ’	e)klh/|zeq'	κλῄζω1	klh/|zw1	v3siie---
ἐκλῄζεθ’	e)klh/|zeq'	κλῄζω1	klh/|zw1	v2piia---
ἐκλῄζεθ’	e)klh/|zeq'	κλῄζω2	klh/|zw2	v3siie---
ἐκλῄζεθ’	e)klh/|zeq'	κλῄζω2	klh/|zw2	v2piia---
ἐκνίψω	e)kni/yw	ἐκνίζω	e)kni/zw	v1sasa---
ἐκνίψω	e)kni/yw	ἐκνίζω	e)kni/zw	v1sfia---
ἐκνίψω	e)kni/yw	ἐκνίζω	e)kni/zw	v2saim---
ἐκπεπληγμένος	e)kpeplhgme/nos	ἐκπλήσσω	e)kplh/ssw	v-srpemn-
ἐκπετάσουσι	e)kpeta/sousi	ἐκπετάννυμι	e)kpeta/nnumi	v3pasa---
ἐκπετάσουσι	e)kpeta/sousi	ἐκπετάννυμι	e)kpeta/nnumi	v-pfpamd-
ἐκπετάσουσι	e)kpeta/sousi	ἐκπετάννυμι	e)kpeta/nnumi	v-pfpand-
ἐκπετάσουσι	e)kpeta/sousi	ἐκπετάννυμι	e)kpeta/nnumi	v3pfia---
ἐκπετάσουσι	e)kpeta/sousi	ἐκπετάζω	e)kpeta/zw	v3pasa---
ἐκπετάσουσι	e)kpeta/sousi	ἐκπετάζω	e)kpeta/zw	v-pfpamd-
ἐκπετάσουσι	e)kpeta/sousi	ἐκπετάζω	e)kpeta/zw	v-pfpand-
ἐκπετάσουσι	e)kpeta/sousi	ἐκπετάζω	e)kpeta/zw	v3pfia---
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	v-papann-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	v-papanv-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	v-papana-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	v-sapama-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	v-sapamd-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	v-sapand-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	v-dapamn-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	v-dapamv-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	v-dapama-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	v-dapann-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	v-dapanv-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	v-dapana-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπίμπλημι	e)kpi/mplhmi	v3paim---
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	v-papann-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	v-papanv-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	v-papana-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	v-sapama-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	v-sapamd-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	v-sapand-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	v-dapamn-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	v-dapamv-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	v-dapama-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	v-dapann-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	v-dapanv-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	v-dapana-
ἐκπλήσαντ’	e)kplh/sant'	ἐκπλέω	e)kple/w	v3paim---
ἐκπλῆσσον	e)kplh=sson	ἐκπλήσσω	e)kplh/ssw	v-sppamv-
ἐκπλῆσσον	e)kplh=sson	ἐκπλήσσω	e)kplh/ssw	v-sppann-
ἐκπλῆσσον	e)kplh=sson	ἐκπλήσσω	e)kplh/ssw	v-sppanv-
ἐκπλῆσσον	e)kplh=sson	ἐκπλήσσω	e)kplh/ssw	v-sppana-
ἐκπλῆσσον	e)kplh=sson	ἐκπλήσσω	e)kplh/ssw	v-sppamv-
ἐκπλῆσσον	e)kplh=sson	ἐκπλήσσω	e)kplh/ssw	v-sppann-
ἐκπλῆσσον	e)kplh=sson	ἐκπλήσσω	e)kplh/ssw	v-sppanv-
ἐκπλῆσσον	e)kplh=sson	ἐκπλήσσω	e)kplh/ssw	v-sppana-
ἐκποδών	e)kpodw/n	ἐκποδών	e)kpodw/n	d--------
ἐκπέμπειν	e)kpe/mpein	ἐκπέμπω	e)kpe/mpw	v--pna---
ἐκπίπτει	e)kpi/ptei	ἐκπίτνω	e)kpi/tnw	v2spie---
ἐκπίπτει	e)kpi/ptei	ἐκπίτνω	e)kpi/tnw	v3spia---
ἐκσωθεῖμεν	e)kswqei=men	ἐκσῴζω	e)ksw/|zw	v1paop---
ἐκσῴσασα	e)ksw/|sasa	ἐκσῴζω	e)ksw/|zw	v-sapafn-
ἐκσῴσασα	e)ksw/|sasa	ἐκσῴζω	e)ksw/|zw	v-sapafv-
ἐκσῴσω	e)ksw/|sw	ἐκσῴζω	e)ksw/|zw	v1sasa---
ἐκσῴσω	e)ksw/|sw	ἐκσῴζω	e)ksw/|zw	v2saim---
ἐκσῴσῃς	e)ksw/|sh|s	ἐκσῴζω	e)ksw/|zw	v2sasa---
ἐκταθείς	e)ktaqei/s	ἐκτείνω	e)ktei/nw	v-sappmn-
ἐκταθείς	e)ktaqei/s	ἐκτείνω	e)ktei/nw	v-sappmv-
ἐκτήσαθ’	e)kth/saq'	κτάομαι	kta/omai	v3saim---
ἐκτήσαθ’	e)kth/saq'	κτέομαι	kte/omai	v3saie---
ἐκτός	e)kto/s	ἐκτός	e)kto/s	d--------
ἐκφρόντισον	e)kfro/ntison	ἐκφροντίζω	e)kfronti/zw	v2sama---
ἐκφρόντισον	e)kfro/ntison	ἐκφροντίζω	e)kfronti/zw	v2sama---
ἐκφύγοιεν	e)kfu/goien	ἐκφεύγω	e)kfeu/gw	v3paoa---
ἐλαφοκτόνου	e)lafokto/nou	ἐλαφοκτόνος	e)lafokto/nos	n-s---mg-
ἐλαφοκτόνου	e)lafokto/nou	ἐλαφοκτόνος	e)lafokto/nos	n-s---fg-
ἐλαφοκτόνου	e)lafokto/nou	ἐλαφοκτόνος	e)lafokto/nos	n-s---ng-
ἐλαίας	e)lai/as	ἐλαία	e)lai/a	n-p---fa-
ἐλαίας	e)lai/as	ἐλαία	e)lai/a	n-s---fg-
ἐλαίας	e)lai/as	ἐλαιάω	e)laia/w	v2siia---
ἐλαίας	e)lai/as	ἐλαιάω	e)laia/w	v2siia---
ἐλαίῳ	e)lai/w|	ἔλαιον	e)/laion	n-s---nd-
ἐλαίῳ	e)lai/w|	ἔλαιος	e)/laios	n-s---md-
ἐλευθέρους	e)leuqe/rous	ἐλεύθερος	e)leu/qeros	a-p---ma-
ἐλευθέρους	e)leuqe/rous	ἐλεύθερος	e)leu/qeros	n-p---ma-
ἐλευθέρους	e)leuqe/rous	ἐλεύθερος	e)leu/qeros	n-p---fa-
ἐλευθέρους	e)leuqe/rous	ἐλευθερόω	e)leuqero/w	v2siia---
ἐλθεῖν	e)lqei=n	ἔρχομαι	e)/rxomai	v--ana---
ἐλθοῦσα	e)lqou=sa	ἔρχομαι	e)/rxomai	v-sapafn-
ἐλθοῦσα	e)lqou=sa	ἔρχομαι	e)/rxomai	v-sapafv-
ἐλθόντας	e)lqo/ntas	ἔρχομαι	e)/rxomai	v-papama-
ἐλθόντος	e)lqo/ntos	ἔρχομαι	e)/rxomai	v-sapamg-
ἐλθόντος	e)lqo/ntos	ἔρχομαι	e)/rxomai	v-sapang-
ἐλθών	e)lqw/n	ἔρχομαι	e)/rxomai	v-sapamn-
ἐλπίζω	e)lpi/zw	ἐλπίζω	e)lpi/zw	v1spsa---
ἐλπίζω	e)lpi/zw	ἐλπίζω	e)lpi/zw	v1spia---
ἐλπίς	e)lpi/s	ἐλπίς	e)lpi/s	n-s---fn-
ἐλέγετο	e)le/geto	λέγω1	le/gw1	v3siie---
ἐλέγετο	e)le/geto	λέγω2	le/gw2	v3siie---
ἐλέγετο	e)le/geto	λέγω3	le/gw3	v3siie---
ἐλέγοις	e)le/gois	ἔλεγος	e)/legos	n-p---md-
ἐλέγχων	e)le/gxwn	ἔλεγχοσ2	e)/legxos2	n-p---mg-
ἐλέγχων	e)le/gxwn	ἐλέγχω	e)le/gxw	v-sppamn-
ἐμαρνάμεσθα	e)marna/mesqa	μάρναμαι	ma/rnamai	v1piie---
ἐμαυτῷ	e)mautw=|	ἐμαυτοῦ	e)mautou=	p-s---md-
ἐμαυτῷ	e)mautw=|	ἐμαυτοῦ	e)mautou=	p-s---nd-
ἐμαί	e)mai/	ἐμός	e)mo/s	a-p---fn-
ἐμαί	e)mai/	ἐμός	e)mo/s	a-p---fv-
ἐμαῖς	e)mai=s	ἐμός	e)mo/s	a-p---fd-
ἐμβαλόντες	e)mbalo/ntes	ἐμβάλλω	e)mba/llw	v-papamn-
ἐμβαλόντες	e)mbalo/ntes	ἐμβάλλω	e)mba/llw	v-papamv-
ἐμοί	e)moi/	ἐγώ	e)gw/	p-s---md-
ἐμοί	e)moi/	ἐγώ	e)gw/	p-s---fd-
ἐμοί	e)moi/	ἐμός	e)mo/s	a-p---mn-
ἐμοί	e)moi/	ἐμός	e)mo/s	a-p---mv-
ἐμοῖς	e)moi=s	ἐμέω	e)me/w	v2sfoa---
