Αὐλίδι	*au)li/di	Αὐλίς	*au)li/s	urn:cite2:hmt:lsj.chicago_md:n17435	n-s---fd-
εὐδαίμονα	eu)dai/mona	εὐδαίμων	eu)dai/mwn	urn:cite2:hmt:lsj.chicago_md:n43598	n-p---nv-
εὐδαίμονα	eu)dai/mona	εὐδαίμων	eu)dai/mwn	urn:cite2:hmt:lsj.chicago_md:n43598	n-p---na-
εὐδαίμονα	eu)dai/mona	εὐδαίμων	eu)dai/mwn	urn:cite2:hmt:lsj.chicago_md:n43598	n-s---ma-
εὐδαίμονα	eu)dai/mona	εὐδαίμων	eu)dai/mwn	urn:cite2:hmt:lsj.chicago_md:n43598	n-s---fa-
εὐδαίμονες	eu)dai/mones	εὐδαίμων	eu)dai/mwn	urn:cite2:hmt:lsj.chicago_md:n43598	n-p---mn-
εὐδαίμονες	eu)dai/mones	εὐδαίμων	eu)dai/mwn	urn:cite2:hmt:lsj.chicago_md:n43598	n-p---mv-
εὐδαίμονες	eu)dai/mones	εὐδαίμων	eu)dai/mwn	urn:cite2:hmt:lsj.chicago_md:n43598	n-p---fn-
εὐδαίμονες	eu)dai/mones	εὐδαίμων	eu)dai/mwn	urn:cite2:hmt:lsj.chicago_md:n43598	n-p---fv-
εὐδοκίμων	eu)doki/mwn	εὐδόκιμος	eu)do/kimos	urn:cite2:hmt:lsj.chicago_md:n43692	n-p---mg-
εὐδοκίμων	eu)doki/mwn	εὐδόκιμος	eu)do/kimos	urn:cite2:hmt:lsj.chicago_md:n43692	n-p---fg-
εὐδοκίμων	eu)doki/mwn	εὐδόκιμος	eu)do/kimos	urn:cite2:hmt:lsj.chicago_md:n43692	n-p---ng-
εὐδένδρων	eu)de/ndrwn	εὔδενδρος	eu)/dendros	urn:cite2:hmt:lsj.chicago_md:n43612	n-p---mg-
εὐδένδρων	eu)de/ndrwn	εὔδενδρος	eu)/dendros	urn:cite2:hmt:lsj.chicago_md:n43612	n-p---fg-
εὐδένδρων	eu)de/ndrwn	εὔδενδρος	eu)/dendros	urn:cite2:hmt:lsj.chicago_md:n43612	n-p---ng-
εὐεργετῶν	eu)ergetw=n	εὐεργέτης	eu)erge/ths	urn:cite2:hmt:lsj.chicago_md:n43838	n-p---mg-
εὐεργετῶν	eu)ergetw=n	εὐεργετέω	eu)ergete/w	urn:cite2:hmt:lsj.chicago_md:n43836	v-sppamn-
εὐερνέα	eu)erne/a	εὐερνής	eu)ernh/s	urn:cite2:hmt:lsj.chicago_md:n43857	n-p---nn-
εὐερνέα	eu)erne/a	εὐερνής	eu)ernh/s	urn:cite2:hmt:lsj.chicago_md:n43857	n-p---nv-
εὐερνέα	eu)erne/a	εὐερνής	eu)ernh/s	urn:cite2:hmt:lsj.chicago_md:n43857	n-p---na-
εὐερνέα	eu)erne/a	εὐερνής	eu)ernh/s	urn:cite2:hmt:lsj.chicago_md:n43857	n-s---ma-
εὐερνέα	eu)erne/a	εὐερνής	eu)ernh/s	urn:cite2:hmt:lsj.chicago_md:n43857	n-s---fa-
εὐθυντηρίας	eu)qunthri/as	εὐθυντήριος	eu)qunth/rios	urn:cite2:hmt:lsj.chicago_md:n44073	a-p---fa-
εὐθυντηρίας	eu)qunthri/as	εὐθυντήριος	eu)qunth/rios	urn:cite2:hmt:lsj.chicago_md:n44073	a-s---fg-
εὐθύς	eu)qu/s	εὐθύσ1	eu)qu/s	urn:cite2:hmt:lsj.chicago_md:n44099	a-s---mn-
εὐθύς	eu)qu/s	εὐθύσ2	eu)qu/s	urn:cite2:hmt:lsj.chicago_md:n44099	d--------
εὐκταίαν	eu)ktai/an	εὐκταῖος	eu)ktai=os	urn:cite2:hmt:lsj.chicago_md:n44328	a-s---fa-
εὐλαβεστέρως	eu)labeste/rws	εὐλαβής	eu)labh/s	urn:cite2:hmt:lsj.chicago_md:n44353	n-p---ma-
εὐλαβεστέρως	eu)labeste/rws	εὐλαβής	eu)labh/s	urn:cite2:hmt:lsj.chicago_md:n44353	x--------
εὐμενής	eu)menh/s	εὐμενής	eu)menh/s	urn:cite2:hmt:lsj.chicago_md:n44452	n-s---mn-
εὐμενής	eu)menh/s	εὐμενής	eu)menh/s	urn:cite2:hmt:lsj.chicago_md:n44452	n-s---fn-
εὐμούσου	eu)mou/sou	εὔμουσος	eu)/mousos	urn:cite2:hmt:lsj.chicago_md:n44515	n-s---mg-
εὐμούσου	eu)mou/sou	εὔμουσος	eu)/mousos	urn:cite2:hmt:lsj.chicago_md:n44515	n-s---fg-
εὐμούσου	eu)mou/sou	εὔμουσος	eu)/mousos	urn:cite2:hmt:lsj.chicago_md:n44515	n-s---ng-
εὐμίτοις	eu)mi/tois	εὔμιτος	eu)/mitos	urn:cite2:hmt:lsj.chicago_md:n44493	n-p---md-
εὐμίτοις	eu)mi/tois	εὔμιτος	eu)/mitos	urn:cite2:hmt:lsj.chicago_md:n44493	n-p---fd-
εὐμίτοις	eu)mi/tois	εὔμιτος	eu)/mitos	urn:cite2:hmt:lsj.chicago_md:n44493	n-p---nd-
εὐναίων	eu)nai/wn	εὐναής	eu)nah/s	urn:cite2:hmt:lsj.chicago_md:n44522	n-p---mg-
εὐναίων	eu)nai/wn	εὐναής	eu)nah/s	urn:cite2:hmt:lsj.chicago_md:n44522	n-p---fg-
εὐναίων	eu)nai/wn	εὐναής	eu)nah/s	urn:cite2:hmt:lsj.chicago_md:n44522	n-p---ng-
εὐναίων	eu)nai/wn	εὐναῖος	eu)nai=os	urn:cite2:hmt:lsj.chicago_md:n44523	a-p---fg-
εὐναίων	eu)nai/wn	εὐναῖος	eu)nai=os	urn:cite2:hmt:lsj.chicago_md:n44523	a-p---mg-
εὐναίων	eu)nai/wn	εὐναῖος	eu)nai=os	urn:cite2:hmt:lsj.chicago_md:n44523	a-p---ng-
εὐνάς	eu)na/s	εὐνή	eu)nh/	urn:cite2:hmt:lsj.chicago_md:n44534	n-p---fa-
εὐξύνετον	eu)cu/neton	εὐσύνετος	eu)su/netos	urn:cite2:hmt:lsj.chicago_md:n45229	n-s---ma-
εὐξύνετον	eu)cu/neton	εὐσύνετος	eu)su/netos	urn:cite2:hmt:lsj.chicago_md:n45229	n-s---fa-
εὐξύνετον	eu)cu/neton	εὐσύνετος	eu)su/netos	urn:cite2:hmt:lsj.chicago_md:n45229	n-s---nn-
εὐξύνετον	eu)cu/neton	εὐσύνετος	eu)su/netos	urn:cite2:hmt:lsj.chicago_md:n45229	n-s---nv-
εὐξύνετον	eu)cu/neton	εὐσύνετος	eu)su/netos	urn:cite2:hmt:lsj.chicago_md:n45229	n-s---na-
εὐπρύμνου	eu)pru/mnou	εὔπρυμνος	eu)/prumnos	urn:cite2:hmt:lsj.chicago_md:n44893	n-s---mg-
εὐπρύμνου	eu)pru/mnou	εὔπρυμνος	eu)/prumnos	urn:cite2:hmt:lsj.chicago_md:n44893	n-s---fg-
εὐπρύμνου	eu)pru/mnou	εὔπρυμνος	eu)/prumnos	urn:cite2:hmt:lsj.chicago_md:n44893	n-s---ng-
εὐπήνοις	eu)ph/nois	εὔπηνος	eu)/phnos	urn:cite2:hmt:lsj.chicago_md:n44774	n-p---md-
εὐπήνοις	eu)ph/nois	εὔπηνος	eu)/phnos	urn:cite2:hmt:lsj.chicago_md:n44774	n-p---fd-
εὐπήνοις	eu)ph/nois	εὔπηνος	eu)/phnos	urn:cite2:hmt:lsj.chicago_md:n44774	n-p---nd-
εὐπήνους	eu)ph/nous	εὔπηνος	eu)/phnos	urn:cite2:hmt:lsj.chicago_md:n44774	n-p---ma-
εὐπήνους	eu)ph/nous	εὔπηνος	eu)/phnos	urn:cite2:hmt:lsj.chicago_md:n44774	n-p---fa-
εὐρωπόν	eu)rwpo/n	εὐρωπός	eu)rwpo/s	urn:cite2:hmt:lsj.chicago_md:n45076	a-s---ma-
εὐρωπόν	eu)rwpo/n	εὐρωπός	eu)rwpo/s	urn:cite2:hmt:lsj.chicago_md:n45076	a-s---nn-
εὐρωπόν	eu)rwpo/n	εὐρωπός	eu)rwpo/s	urn:cite2:hmt:lsj.chicago_md:n45076	a-s---nv-
εὐρωπόν	eu)rwpo/n	εὐρωπός	eu)rwpo/s	urn:cite2:hmt:lsj.chicago_md:n45076	a-s---na-
εὐσεβής	eu)sebh/s	εὐσεβής	eu)sebh/s	urn:cite2:hmt:lsj.chicago_md:n45102	n-s---mn-
εὐσεβής	eu)sebh/s	εὐσεβής	eu)sebh/s	urn:cite2:hmt:lsj.chicago_md:n45102	n-s---fn-
εὐστοχίᾳ	eu)stoxi/a|	εὐστοχία	eu)stoxi/a	urn:cite2:hmt:lsj.chicago_md:n45191	n-p---fn-
εὐστοχίᾳ	eu)stoxi/a|	εὐστοχία	eu)stoxi/a	urn:cite2:hmt:lsj.chicago_md:n45191	n-p---fv-
εὐστοχίᾳ	eu)stoxi/a|	εὐστοχία	eu)stoxi/a	urn:cite2:hmt:lsj.chicago_md:n45191	n-s---fd-
εὐστύλων	eu)stu/lwn	εὔστυλος	eu)/stulos	urn:cite2:hmt:lsj.chicago_md:n45201	n-p---mg-
εὐστύλων	eu)stu/lwn	εὔστυλος	eu)/stulos	urn:cite2:hmt:lsj.chicago_md:n45201	n-p---fg-
εὐστύλων	eu)stu/lwn	εὔστυλος	eu)/stulos	urn:cite2:hmt:lsj.chicago_md:n45201	n-p---ng-
εὐσήμου	eu)sh/mou	εὔσημος	eu)/shmos	urn:cite2:hmt:lsj.chicago_md:n45112	n-s---mg-
εὐσήμου	eu)sh/mou	εὔσημος	eu)/shmos	urn:cite2:hmt:lsj.chicago_md:n45112	n-s---fg-
εὐσήμου	eu)sh/mou	εὔσημος	eu)/shmos	urn:cite2:hmt:lsj.chicago_md:n45112	n-s---ng-
εὐτραφεῖς	eu)trafei=s	εὐτραφέω	eu)trafe/w	urn:cite2:hmt:lsj.chicago_md:n45324	v2spia---
εὐτραφεῖς	eu)trafei=s	εὐτραφής	eu)trafh/s	urn:cite2:hmt:lsj.chicago_md:n45325	n-p---ma-
εὐτραφεῖς	eu)trafei=s	εὐτραφής	eu)trafh/s	urn:cite2:hmt:lsj.chicago_md:n45325	n-p---fa-
εὐτραφεῖς	eu)trafei=s	εὐτραφής	eu)trafh/s	urn:cite2:hmt:lsj.chicago_md:n45325	n-p---mn-
εὐτραφεῖς	eu)trafei=s	εὐτραφής	eu)trafh/s	urn:cite2:hmt:lsj.chicago_md:n45325	n-p---mv-
εὐτραφεῖς	eu)trafei=s	εὐτραφής	eu)trafh/s	urn:cite2:hmt:lsj.chicago_md:n45325	n-p---fn-
εὐτραφεῖς	eu)trafei=s	εὐτραφής	eu)trafh/s	urn:cite2:hmt:lsj.chicago_md:n45325	n-p---fv-
εὐτρεπίζετε	eu)trepi/zete	εὐτρεπίζω	eu)trepi/zw	urn:cite2:hmt:lsj.chicago_md:n45330	v2ppma---
εὐτρεπίζετε	eu)trepi/zete	εὐτρεπίζω	eu)trepi/zw	urn:cite2:hmt:lsj.chicago_md:n45330	v2ppia---
εὐτρεπίζετε	eu)trepi/zete	εὐτρεπίζω	eu)trepi/zw	urn:cite2:hmt:lsj.chicago_md:n45330	v2piia---
εὐτρεπῆ	eu)treph=	εὐτρεπής	eu)treph/s	urn:cite2:hmt:lsj.chicago_md:n45329	n-p---nn-
εὐτρεπῆ	eu)treph=	εὐτρεπής	eu)treph/s	urn:cite2:hmt:lsj.chicago_md:n45329	n-p---nv-
εὐτρεπῆ	eu)treph=	εὐτρεπής	eu)treph/s	urn:cite2:hmt:lsj.chicago_md:n45329	n-p---na-
εὐτρεπῆ	eu)treph=	εὐτρεπής	eu)treph/s	urn:cite2:hmt:lsj.chicago_md:n45329	n-d---mn-
εὐτρεπῆ	eu)treph=	εὐτρεπής	eu)treph/s	urn:cite2:hmt:lsj.chicago_md:n45329	n-d---mv-
εὐτρεπῆ	eu)treph=	εὐτρεπής	eu)treph/s	urn:cite2:hmt:lsj.chicago_md:n45329	n-d---ma-
εὐτρεπῆ	eu)treph=	εὐτρεπής	eu)treph/s	urn:cite2:hmt:lsj.chicago_md:n45329	n-d---fn-
εὐτρεπῆ	eu)treph=	εὐτρεπής	eu)treph/s	urn:cite2:hmt:lsj.chicago_md:n45329	n-d---fv-
εὐτρεπῆ	eu)treph=	εὐτρεπής	eu)treph/s	urn:cite2:hmt:lsj.chicago_md:n45329	n-d---fa-
εὐτρεπῆ	eu)treph=	εὐτρεπής	eu)treph/s	urn:cite2:hmt:lsj.chicago_md:n45329	n-d---nn-
εὐτρεπῆ	eu)treph=	εὐτρεπής	eu)treph/s	urn:cite2:hmt:lsj.chicago_md:n45329	n-d---nv-
εὐτρεπῆ	eu)treph=	εὐτρεπής	eu)treph/s	urn:cite2:hmt:lsj.chicago_md:n45329	n-d---na-
εὐτρεπῆ	eu)treph=	εὐτρεπής	eu)treph/s	urn:cite2:hmt:lsj.chicago_md:n45329	n-s---ma-
εὐτρεπῆ	eu)treph=	εὐτρεπής	eu)treph/s	urn:cite2:hmt:lsj.chicago_md:n45329	n-s---fa-
εὐτυχεῖ	eu)tuxei=	εὐτυχέω	eu)tuxe/w	urn:cite2:hmt:lsj.chicago_md:n45368	v2spie---
εὐτυχεῖ	eu)tuxei=	εὐτυχέω	eu)tuxe/w	urn:cite2:hmt:lsj.chicago_md:n45368	v3spia---
εὐτυχεῖ	eu)tuxei=	εὐτυχής	eu)tuxh/s	urn:cite2:hmt:lsj.chicago_md:n45370	n-d---mn-
εὐτυχεῖ	eu)tuxei=	εὐτυχής	eu)tuxh/s	urn:cite2:hmt:lsj.chicago_md:n45370	n-d---mv-
εὐτυχεῖ	eu)tuxei=	εὐτυχής	eu)tuxh/s	urn:cite2:hmt:lsj.chicago_md:n45370	n-d---ma-
εὐτυχεῖ	eu)tuxei=	εὐτυχής	eu)tuxh/s	urn:cite2:hmt:lsj.chicago_md:n45370	n-d---fn-
εὐτυχεῖ	eu)tuxei=	εὐτυχής	eu)tuxh/s	urn:cite2:hmt:lsj.chicago_md:n45370	n-d---fv-
εὐτυχεῖ	eu)tuxei=	εὐτυχής	eu)tuxh/s	urn:cite2:hmt:lsj.chicago_md:n45370	n-d---fa-
εὐτυχεῖ	eu)tuxei=	εὐτυχής	eu)tuxh/s	urn:cite2:hmt:lsj.chicago_md:n45370	n-d---nn-
εὐτυχεῖ	eu)tuxei=	εὐτυχής	eu)tuxh/s	urn:cite2:hmt:lsj.chicago_md:n45370	n-d---nv-
εὐτυχεῖ	eu)tuxei=	εὐτυχής	eu)tuxh/s	urn:cite2:hmt:lsj.chicago_md:n45370	n-d---na-
εὐτυχεῖ	eu)tuxei=	εὐτυχής	eu)tuxh/s	urn:cite2:hmt:lsj.chicago_md:n45370	n-s---md-
εὐτυχεῖ	eu)tuxei=	εὐτυχής	eu)tuxh/s	urn:cite2:hmt:lsj.chicago_md:n45370	n-s---fd-
εὐτυχεῖ	eu)tuxei=	εὐτυχής	eu)tuxh/s	urn:cite2:hmt:lsj.chicago_md:n45370	n-s---nd-
εὐτυχεῖν	eu)tuxei=n	εὐτυχέω	eu)tuxe/w	urn:cite2:hmt:lsj.chicago_md:n45368	v--pna---
εὐτυχεῖς	eu)tuxei=s	εὐτυχέω	eu)tuxe/w	urn:cite2:hmt:lsj.chicago_md:n45368	v2spia---
εὐτυχεῖς	eu)tuxei=s	εὐτυχής	eu)tuxh/s	urn:cite2:hmt:lsj.chicago_md:n45370	n-p---ma-
εὐτυχεῖς	eu)tuxei=s	εὐτυχής	eu)tuxh/s	urn:cite2:hmt:lsj.chicago_md:n45370	n-p---fa-
εὐτυχεῖς	eu)tuxei=s	εὐτυχής	eu)tuxh/s	urn:cite2:hmt:lsj.chicago_md:n45370	n-p---mn-
εὐτυχεῖς	eu)tuxei=s	εὐτυχής	eu)tuxh/s	urn:cite2:hmt:lsj.chicago_md:n45370	n-p---mv-
εὐτυχεῖς	eu)tuxei=s	εὐτυχής	eu)tuxh/s	urn:cite2:hmt:lsj.chicago_md:n45370	n-p---fn-
εὐτυχεῖς	eu)tuxei=s	εὐτυχής	eu)tuxh/s	urn:cite2:hmt:lsj.chicago_md:n45370	n-p---fv-
εὐτυχοῖμεν	eu)tuxoi=men	εὐτυχέω	eu)tuxe/w	urn:cite2:hmt:lsj.chicago_md:n45368	v1ppoa---
εὐτυχοῦμεν	eu)tuxou=men	εὐτυχέω	eu)tuxe/w	urn:cite2:hmt:lsj.chicago_md:n45368	v1piia---
εὐτυχοῦμεν	eu)tuxou=men	εὐτυχέω	eu)tuxe/w	urn:cite2:hmt:lsj.chicago_md:n45368	v1ppia---
εὐτυχοῦμεν	eu)tuxou=men	εὐτυχέω	eu)tuxe/w	urn:cite2:hmt:lsj.chicago_md:n45368	v1piia---
εὐτυχοῦσά	eu)tuxou=sa/	εὐτυχέω	eu)tuxe/w	urn:cite2:hmt:lsj.chicago_md:n45368	v-sppafn-
εὐτυχοῦσά	eu)tuxou=sa/	εὐτυχέω	eu)tuxe/w	urn:cite2:hmt:lsj.chicago_md:n45368	v-sppafv-
εὐτυχίας	eu)tuxi/as	εὐτυχία	eu)tuxi/a	urn:cite2:hmt:lsj.chicago_md:n45372	n-p---fa-
εὐτυχίας	eu)tuxi/as	εὐτυχία	eu)tuxi/a	urn:cite2:hmt:lsj.chicago_md:n45372	n-s---fg-
εὐτυχίᾳ	eu)tuxi/a|	εὐτυχία	eu)tuxi/a	urn:cite2:hmt:lsj.chicago_md:n45372	n-p---fn-
εὐτυχίᾳ	eu)tuxi/a|	εὐτυχία	eu)tuxi/a	urn:cite2:hmt:lsj.chicago_md:n45372	n-p---fv-
εὐτυχίᾳ	eu)tuxi/a|	εὐτυχία	eu)tuxi/a	urn:cite2:hmt:lsj.chicago_md:n45372	n-s---fd-
εὐτυχῶς	eu)tuxw=s	εὐτυχής	eu)tuxh/s	urn:cite2:hmt:lsj.chicago_md:n45370	x--------
εὐτύχει	eu)tu/xei	εὐτυχέω	eu)tuxe/w	urn:cite2:hmt:lsj.chicago_md:n45368	v3siia---
εὐτύχει	eu)tu/xei	εὐτυχέω	eu)tuxe/w	urn:cite2:hmt:lsj.chicago_md:n45368	v2spma---
εὐτύχει	eu)tu/xei	εὐτυχέω	eu)tuxe/w	urn:cite2:hmt:lsj.chicago_md:n45368	v3siia---
εὐφαμεῖτ’	eu)famei=t'	εὐφημέω	eu)fhme/w	urn:cite2:hmt:lsj.chicago_md:n45402	v3spoe---
εὐφαμεῖτ’	eu)famei=t'	εὐφημέω	eu)fhme/w	urn:cite2:hmt:lsj.chicago_md:n45402	v2ppma---
εὐφαμεῖτ’	eu)famei=t'	εὐφημέω	eu)fhme/w	urn:cite2:hmt:lsj.chicago_md:n45402	v2ppoa---
εὐφαμεῖτ’	eu)famei=t'	εὐφημέω	eu)fhme/w	urn:cite2:hmt:lsj.chicago_md:n45402	v2ppia---
εὐφαμεῖτ’	eu)famei=t'	εὐφημέω	eu)fhme/w	urn:cite2:hmt:lsj.chicago_md:n45402	v3spie---
εὐφαμεῖτ’	eu)famei=t'	εὐφημέω	eu)fhme/w	urn:cite2:hmt:lsj.chicago_md:n45402	v3siie---
εὐφαμεῖτ’	eu)famei=t'	εὐφημέω	eu)fhme/w	urn:cite2:hmt:lsj.chicago_md:n45402	v2piia---
εὐφρανθῶ	eu)franqw=	εὐφραίνω	eu)frai/nw	urn:cite2:hmt:lsj.chicago_md:n45432	v1sasp---
εὐφύλλῳ	eu)fu/llw|	εὔφυλλος	eu)/fullos	urn:cite2:hmt:lsj.chicago_md:n45449	n-s---md-
εὐφύλλῳ	eu)fu/llw|	εὔφυλλος	eu)/fullos	urn:cite2:hmt:lsj.chicago_md:n45449	n-s---fd-
εὐφύλλῳ	eu)fu/llw|	εὔφυλλος	eu)/fullos	urn:cite2:hmt:lsj.chicago_md:n45449	n-s---nd-
εὐχαῖς	eu)xai=s	εὐχή	eu)xh/	urn:cite2:hmt:lsj.chicago_md:n45492	n-p---fd-
εὐχαῖσιν	eu)xai=sin	εὐχή	eu)xh/	urn:cite2:hmt:lsj.chicago_md:n45492	n-p---fd-
εὐχήν	eu)xh/n	εὐχή	eu)xh/	urn:cite2:hmt:lsj.chicago_md:n45492	n-s---fa-
εὐάλιον	eu)a/lion	εὐήλιος	eu)h/lios	urn:cite2:hmt:lsj.chicago_md:n43908	n-s---ma-
εὐάλιον	eu)a/lion	εὐήλιος	eu)h/lios	urn:cite2:hmt:lsj.chicago_md:n43908	n-s---fa-
εὐάλιον	eu)a/lion	εὐήλιος	eu)h/lios	urn:cite2:hmt:lsj.chicago_md:n43908	n-s---nn-
εὐάλιον	eu)a/lion	εὐήλιος	eu)h/lios	urn:cite2:hmt:lsj.chicago_md:n43908	n-s---nv-
εὐάλιον	eu)a/lion	εὐήλιος	eu)h/lios	urn:cite2:hmt:lsj.chicago_md:n43908	n-s---na-
εὐήρης	eu)h/rhs	εὐήρης	eu)h/rhs	urn:cite2:hmt:lsj.chicago_md:n43927	n-p---ma-
εὐήρης	eu)h/rhs	εὐήρης	eu)h/rhs	urn:cite2:hmt:lsj.chicago_md:n43927	n-p---fa-
εὐήρης	eu)h/rhs	εὐήρης	eu)h/rhs	urn:cite2:hmt:lsj.chicago_md:n43927	n-p---mn-
εὐήρης	eu)h/rhs	εὐήρης	eu)h/rhs	urn:cite2:hmt:lsj.chicago_md:n43927	n-p---mv-
εὐήρης	eu)h/rhs	εὐήρης	eu)h/rhs	urn:cite2:hmt:lsj.chicago_md:n43927	n-p---fn-
εὐήρης	eu)h/rhs	εὐήρης	eu)h/rhs	urn:cite2:hmt:lsj.chicago_md:n43927	n-p---fv-
εὐήρης	eu)h/rhs	εὐήρης	eu)h/rhs	urn:cite2:hmt:lsj.chicago_md:n43927	n-s---mn-
εὐήρης	eu)h/rhs	εὐήρης	eu)h/rhs	urn:cite2:hmt:lsj.chicago_md:n43927	n-s---fn-
εὐίππου	eu)i/ppou	εὔιππος	eu)/ippos	urn:cite2:hmt:lsj.chicago_md:n44144	n-s---mg-
εὐίππου	eu)i/ppou	εὔιππος	eu)/ippos	urn:cite2:hmt:lsj.chicago_md:n44144	n-s---fg-
εὐίππου	eu)i/ppou	εὔιππος	eu)/ippos	urn:cite2:hmt:lsj.chicago_md:n44144	n-s---ng-
εὐόλβων	eu)o/lbwn	εὔολβος	eu)/olbos	urn:cite2:hmt:lsj.chicago_md:n44606	n-p---mg-
εὐόλβων	eu)o/lbwn	εὔολβος	eu)/olbos	urn:cite2:hmt:lsj.chicago_md:n44606	n-p---fg-
εὐόλβων	eu)o/lbwn	εὔολβος	eu)/olbos	urn:cite2:hmt:lsj.chicago_md:n44606	n-p---ng-
εὑρομένα	eu(rome/na	εὑρίσκω	eu(ri/skw	urn:cite2:hmt:lsj.chicago_md:n44964	v-dapmfn-
εὑρομένα	eu(rome/na	εὑρίσκω	eu(ri/skw	urn:cite2:hmt:lsj.chicago_md:n44964	v-dapmfv-
εὑρομένα	eu(rome/na	εὑρίσκω	eu(ri/skw	urn:cite2:hmt:lsj.chicago_md:n44964	v-dapmfa-
εὑρομένα	eu(rome/na	εὑρίσκω	eu(ri/skw	urn:cite2:hmt:lsj.chicago_md:n44964	v-sapmfn-
εὑρομένα	eu(rome/na	εὑρίσκω	eu(ri/skw	urn:cite2:hmt:lsj.chicago_md:n44964	v-sapmfv-
εὑρίσκειν	eu(ri/skein	εὑρίσκω	eu(ri/skw	urn:cite2:hmt:lsj.chicago_md:n44964	v--pna---
εὔπαις	eu)/pais	εὔπαις	eu)/pais	urn:cite2:hmt:lsj.chicago_md:n44669	n-s---mn-
εὔπαις	eu)/pais	εὔπαις	eu)/pais	urn:cite2:hmt:lsj.chicago_md:n44669	n-s---fn-
εὔυδρον	eu)/udron	εὔυδρος	eu)/udros	urn:cite2:hmt:lsj.chicago_md:n45377	n-s---ma-
εὔυδρον	eu)/udron	εὔυδρος	eu)/udros	urn:cite2:hmt:lsj.chicago_md:n45377	n-s---fa-
εὔυδρον	eu)/udron	εὔυδρος	eu)/udros	urn:cite2:hmt:lsj.chicago_md:n45377	n-s---nn-
εὔυδρον	eu)/udron	εὔυδρος	eu)/udros	urn:cite2:hmt:lsj.chicago_md:n45377	n-s---nv-
εὔυδρον	eu)/udron	εὔυδρος	eu)/udros	urn:cite2:hmt:lsj.chicago_md:n45377	n-s---na-
εὔφημα	eu)/fhma	εὔφημος	eu)/fhmos	urn:cite2:hmt:lsj.chicago_md:n45408	n-p---nn-
εὔφημα	eu)/fhma	εὔφημος	eu)/fhmos	urn:cite2:hmt:lsj.chicago_md:n45408	n-p---nv-
εὔφημα	eu)/fhma	εὔφημος	eu)/fhmos	urn:cite2:hmt:lsj.chicago_md:n45408	n-p---na-
εὕδειν	eu(/dein	εὕδω	eu(/dw	urn:cite2:hmt:lsj.chicago_md:n43711	v--pna---
εὕρισκ’	eu(/risk'	εὑρίσκω	eu(ri/skw	urn:cite2:hmt:lsj.chicago_md:n44964	v2spma---
εὕρισκ’	eu(/risk'	εὑρίσκω	eu(ri/skw	urn:cite2:hmt:lsj.chicago_md:n44964	v3siia---
εὕρισκ’	eu(/risk'	εὑρίσκω	eu(ri/skw	urn:cite2:hmt:lsj.chicago_md:n44964	v3siia---
εὕρῃ	eu(/rh|	εὑρίσκω	eu(ri/skw	urn:cite2:hmt:lsj.chicago_md:n44964	v2sasm---
εὕρῃ	eu(/rh|	εὑρίσκω	eu(ri/skw	urn:cite2:hmt:lsj.chicago_md:n44964	v3sasa---
εὕρῃ	eu(/rh|	εὑρίσκω	eu(ri/skw	urn:cite2:hmt:lsj.chicago_md:n44964	v2sase---
εὕρῃ	eu(/rh|	εὑρίσκω	eu(ri/skw	urn:cite2:hmt:lsj.chicago_md:n44964	v3sasa---
εὖ	eu)=	εὖ	eu)=	urn:cite2:hmt:lsj.chicago_md:n43309	d--------
ζαθέων	zaqe/wn	ζάθεος	za/qeos	urn:cite2:hmt:lsj.chicago_md:n46068	a-p---fg-
ζαθέων	zaqe/wn	ζάθεος	za/qeos	urn:cite2:hmt:lsj.chicago_md:n46068	a-p---mg-
ζαθέων	zaqe/wn	ζάθεος	za/qeos	urn:cite2:hmt:lsj.chicago_md:n46068	a-p---ng-
ζαθέων	zaqe/wn	ζάθεος	za/qeos	urn:cite2:hmt:lsj.chicago_md:n46068	n-p---mg-
ζαθέων	zaqe/wn	ζάθεος	za/qeos	urn:cite2:hmt:lsj.chicago_md:n46068	n-p---fg-
ζαθέων	zaqe/wn	ζάθεος	za/qeos	urn:cite2:hmt:lsj.chicago_md:n46068	n-p---ng-
ζαχρύσου	zaxru/sou	ζάχρυσος	za/xrusos	urn:cite2:hmt:lsj.chicago_md:n46120	n-s---mg-
ζαχρύσου	zaxru/sou	ζάχρυσος	za/xrusos	urn:cite2:hmt:lsj.chicago_md:n46120	n-s---fg-
ζαχρύσου	zaxru/sou	ζάχρυσος	za/xrusos	urn:cite2:hmt:lsj.chicago_md:n46120	n-s---ng-
ζηλοῦσ’	zhlou=s'	ζηλέω	zhle/w	urn:cite2:hmt:lsj.chicago_md:n46210	v-sppafn-
ζηλοῦσ’	zhlou=s'	ζηλέω	zhle/w	urn:cite2:hmt:lsj.chicago_md:n46210	v-sppafv-
ζηλοῦσ’	zhlou=s'	ζηλέω	zhle/w	urn:cite2:hmt:lsj.chicago_md:n46210	v-pppamd-
ζηλοῦσ’	zhlou=s'	ζηλέω	zhle/w	urn:cite2:hmt:lsj.chicago_md:n46210	v-pppand-
ζηλοῦσ’	zhlou=s'	ζηλέω	zhle/w	urn:cite2:hmt:lsj.chicago_md:n46210	v3ppia---
ζηλοῦσ’	zhlou=s'	ζηλέω	zhle/w	urn:cite2:hmt:lsj.chicago_md:n46210	v-pppafn-
