form	token_urn	expanded_form
ἀλλʼ ἔλεγεν ἡ γυνή τέ μοι χὠ δοῦλος οὐδὲν ἧττον,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:949.1.text	
ἀλλʼ ἔμβα χὤπως ἀρεῖς	urn:cts:greekLit:tlg0019.tlg009.fu.sp:378.1.text	
ἀλλʼ ἔστιν ἀτραπὸς ξύντομος τετριμμένη	urn:cts:greekLit:tlg0019.tlg009.fu.sp:123.1.text	
ἀλλʼ ἔτι μίαν γνώμην ἑκάτερος εἴπατον	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1435.1.text	
ἀλλʼ ἕτερον αὖ ζήτει τι τῶν βαρυστάθμων,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1397.1.text	
ἀλλʼ ἕτερον εἰπάτω τι κἀντιστησάτω.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1389.1.text	
ἀλλʼ ἠρεμὶ πτήξαντες ἀκροασώμεθα.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:315.1.text	
ἀλλʼ ἢ Διὸς Κόρινθος ἐν τοῖς στρώμασιν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:443.1.text	
ἀλλʼ ἢ Σκαμάνδρους ἢ τάφρους ἢ ʼπʼ ἀσπίδων ἐπόντας	urn:cts:greekLit:tlg0019.tlg009.fu.sp:928.1.text	
ἀλλʼ ἤν σε τοῦ λοιποῦ ποτʼ ἀφέλωμαι χρόνου,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:586.1.text	
ἀλλʼ ἴσθʼ ἐπʼ αὐτὴν θύραν ἀφιγμένος.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:440.1.text	
ἀλλʼ ὀλίγον γέ μοι μέλει.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1136.2.text	
ἀλλʼ ὁ πλοῦς πολύς.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:136.2.text	
ἀλλʼ ὅ τι νοεῖτον εἴπατον τούτου πέρι.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1426.1.text	
ἀλλʼ ὅμως ἐγὼ παρέξω	urn:cts:greekLit:tlg0019.tlg009.fu.sp:601.1.text	
ἀλλʼ ὅπως ὦ γεννάδα	urn:cts:greekLit:tlg0019.tlg009.fu.sp:997.1.text	
ἀλλʼ ὑμῖν αὔτʼ ἐξῆν ἀσκεῖν, ἀλλʼ οὐκ ἐπὶ τοῦτʼ ἐτράπεσθε.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1025.1.text	
ἀλλʼ ὡρακιῶ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:481.2.text	
ἀλλʼ ὡς παρέλαβον τὴν τέχνην παρὰ σοῦ τὸ πρῶτον εὐθὺς	urn:cts:greekLit:tlg0019.tlg009.fu.sp:939.1.text	
ἀλλʼ ὡς τάχιστα χρὴ λέγειν· οὕτω δʼ ὅπως ἐρεῖτον	urn:cts:greekLit:tlg0019.tlg009.fu.sp:905.1.text	
ἀλλʼ ὦ Κρῆτες, Ἴδας τέκνα,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1356.1.text	
ἀλλʼ ὦ κακόδαιμον ἀνάγκη	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1058.2.text	
ἀλλʼ ὦ πρῶτος τῶν Ἑλλήνων πυργώσας ῥήματα σεμνὰ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1004.1.text	
ἀλλʼ ὦ φιλῳδὸν γένος	urn:cts:greekLit:tlg0019.tlg009.fu.sp:240.1.text	
ἀλλʼ ὦγάθʼ ἔτι καὶ νῦν ἀπόδος πάσῃ τέχνῃ·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1235.1.text	
ἀλλʼ ὧνπερ ἕνεκα τήνδε τὴν σκευὴν ἔχων	urn:cts:greekLit:tlg0019.tlg009.fu.sp:108.1.text	
ἀλλὰ καὐτὸς τυγχάνω ταῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:598.1.text	
ἀλλὰ μὴ νʼ ταὐτῷ κάθησθον·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1103.1.text	
ἀλλὰ μὴν κεκραξόμεσθά γʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:258.1.text	
ἀμέλει καλῶς· ἔχʼ αὔτʼ. ἴσως γάρ τοί ποτε	urn:cts:greekLit:tlg0019.tlg009.fu.sp:532.1.text	
ἀμίδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:544.1.text.token.4	
ἀνʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:445.1.text.token.8	
ἀνʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:554.1.text.token.1	
ἀνʼ ἡμιωβολιαῖα.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:554.1.text	
ἀνάβραστʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:553.1.text.token.6	
ἀνάμεινον ὦ δαιμόνιʼ, ἐὰν ξυμβῶ τί σοι.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:175.1.text	
ἀνέπτατʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1351b.1.text.token.3	
ἀνέπτατʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1351b.1.text.token.4	
ἀνασπῶντʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:903.1.text.token.3	
ἀνδρειοτέρους ἐς τὸν πόλεμον, καὶ τούτου γʼ οὕνεκα τύπτου.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1024.1.text	
ἀνδρεῖά γʼ ὦ Πόσειδον.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:491.1.text	
ἀνταγορεύειν τοῖς ἄρχουσιν. καίτοι τότε γʼ ἡνίκʼ ἐγὼ ʼζων,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1072.1.text	
ἀπʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1030.1.text.token.10	
ἀπʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1354.1.text.token.4	
ἀπηνθράκιζʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:506.1.text.token.7	
ἀπολέσαιμʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:134.1.text.token.2	
ἀπολεῖ σʼ· ἐρεῖ γάρ, “ληκύθιον ἀπώλεσεν.”	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1245.1.text	
ἀπολιπών μʼ ἀποίχεται,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:83.2.text	
ἀπολούμεθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:298.1.text.token.1	
ἀπολούμεθʼ ὦναξ Ἡράκλεις.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:298.1.text	
ἀπὸ τοῦ τιμὴν καὶ κλέος ἔσχεν πλὴν τοῦδʼ ὅτι χρήστʼ ἐδίδαξεν,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1035.1.text	
ἀπὸ τοῦ φρονεῖν ἀποσπάσας, οὐδʼ ἐξέπληττον αὐτούς,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:962.1.text	
ἀπὸ τῶν χαλαζῶν δʼ ὦ πόνηρʼ Εὐριπίδη	urn:cts:greekLit:tlg0019.tlg009.fu.sp:852.1.text	
ἀργαλέων τʼ ἐν ὅπλοις ξυνόδων. Κλεοφῶν δὲ μαχέσθω	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1532.1.text	
ἀστεῖα καὶ μήτʼ εἰκόνας μήθʼ οἷʼ ἂν ἄλλος εἴποι.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:906.1.text	
ἀτρέμʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:339.1.text.token.2	
ἀφιεμένην τὴν λαμπάδʼ ἐντεῦθεν θεῶ,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:131.1.text	
ἀφιξόμεθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:118.1.text.token.3	
ἁπαξάπανθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:161.1.text.token.4	
ἃ ξυμβαλεῖν οὐ ῥᾴδιʼ ἦν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:930.1.text	
ἄγʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:396.1.text.token.1	
ἄγʼ εἶα	urn:cts:greekLit:tlg0019.tlg009.fu.sp:396.1.text	
ἄγε δὴ σιώπα πᾶς ἀνήρ. λέγʼ Αἰσχύλε.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1125.1.text	
ἄνθρωπε βούλει σκευάριʼ εἰς Ἅιδου φέρειν;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:172.1.text	
ἄνθρωπε ταὔτʼ ἔστʼ, ἀλλʼ ἄριστʼ ἐπῶν ἔχον.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1161.1.text	
ἄρʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:19.1.text.token.3	
ἄρʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:795.1.text.token.3	
ἄρʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:921.1.text.token.5	
ἄρʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1195.2.text.token.2	
ἄρʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1517.1.text.token.5	
ἄραιντʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1406.1.text.token.4	
ἄριστʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1161.1.text.token.6	
ἄριστʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1395.1.text.token.6	
ἄρνʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:847.1.text.token.1	
ἄρνʼ ἄρνα μέλανα παῖδες ἐξενέγκατε·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:847.1.text	
ἄττʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:936.1.text.token.7	
ἄχεʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1353.1.text.token.3	
ἅμʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:512.1.text.token.3	
ἅρματʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1405.1.text.token.2	
ἅτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:546.1.text.token.3	
ἅτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:671.1.text.token.4	
ἅττʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:751.1.text.token.1	
ἅττʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:936.1.text.token.9	
ἅττʼ ἂν λαλῶσι;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:751.1.text	
ἆρʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:64.1.text.token.1	
ἆρʼ ἐκδιδάσκω τὸ σαφὲς ἢ ʼτέρᾳ φράσω;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:64.1.text	
Ἀγάθων δὲ ποῦ ʼστιν;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:83.1.text	
Ἀχιλλέα τινʼ ἢ Νιόβην, τὸ πρόσωπον οὐχὶ δεικνύς,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:912.1.text	
Ἄπολλον—ὅς που Δῆλον ἢ Πυθῶνʼ ἔχεις.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:659.1.text	
ἐγένετʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1187.1.text.token.2	
ἐγὼ δʼ ἀεί πως φιλακόλου-	urn:cts:greekLit:tlg0019.tlg009.fu.sp:417.1.text	
ἐγὼ δʼ ἀνέστην καὶ προσέτʼ ἀπεψησάμην.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:490.1.text	
ἐγὼ δʼ ἁ τάλαινα προσέχουσʼ ἔτυχον	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1346.1.text	
ἐγὼ δʼ ἔσομαί σοι σκευοφόρος ἐν τῷ μέρει.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:497.1.text	
ἐγὼ δʼ ἔχαιρον τῇ σιωπῇ, καί με τοῦτʼ ἔτερπεν	urn:cts:greekLit:tlg0019.tlg009.fu.sp:916.1.text	
ἐγὼ δέ γʼ εὐξαίμην ἂν ἐντυχεῖν τινι	urn:cts:greekLit:tlg0019.tlg009.fu.sp:283.1.text	
ἐγὼ δέ γʼ ἀλγεῖν ἄρχομαι	urn:cts:greekLit:tlg0019.tlg009.fu.sp:222.1.text	
ἐγὼ δέ γʼ ἐς τὸ βάραθρον ἐμβάλοιμί σε.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:574.1.text	
ἐγὼ δὲ δύʼ ἔπη τῶν ἐμῶν ἐρῶ μόνον.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1410.1.text	
ἐγὼ δὲ πειθώ γʼ ἔπος ἄριστʼ εἰρημένον.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1395.1.text	
ἐγὼ δὲ τὸν Φιλοξένου γʼ ᾤμην Ἔρυξιν εἶναι.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:934.1.text	
ἐγὼ δὲ τὸν λάρυγγʼ ἂν ἐκτέμοιμί σου	urn:cts:greekLit:tlg0019.tlg009.fu.sp:575.1.text	
ἐγὼ δὲ φλυκταίνας γʼ ἔχω,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:236.1.text	
ἐγὼ μόνος· τὰς δʼ ὀξίδας Κηφισοφῶν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1453.1.text	
ἐγὼ πρίωμαι τῷδʼ;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1229.1.text	
ἐγὼ σιωπῶ τῷδʼ;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1134.1.text	
ἐδίδαξεν ὅμως τὸν σκαιότατον· πρώην γοῦν, ἡνίκʼ ἔπεμπεν,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1037.1.text	
ἐκεῖ φράσαιμʼ ἄν· ἐνθαδὶ δʼ οὐ βούλομαι.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1461.1.text	
ἐκεῖνʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:7.1.text.token.5	
ἐκεῖνʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:318.1.text.token.3	
ἐκεῖνʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1341.1.text.token.2	
ἐλθεῖν ἐπʼ ἐκεῖνον.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:69.1.text	
ἐλθὲ τόνδʼ ἀνὰ λειμῶνα χορεύσων	urn:cts:greekLit:tlg0019.tlg009.fu.sp:326.1.text	
ἐμοὶ δʼ ἄχεʼ ἄχεα κατέλιπε,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1353.1.text	
ἐμὲ μὴ βασανίζειν ἀθάνατον ὄντʼ· εἰ δὲ μή,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:629.1.text	
ἐν πλοιαρίῳ τυννουτῳί σʼ ἀνὴρ γέρων	urn:cts:greekLit:tlg0019.tlg009.fu.sp:139.1.text	
ἐν ταῖσι πύλαις παίουσʼ αὐτοῦ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1094.1.text	
ἐν τοῖς ἰαμβείοισι. δείξω δʼ αὐτίκα.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1204.1.text	
ἐν τοῖσιν ὑστάτοις φράσω, τοῦτον δὲ πρῶτʼ ἐλέγξω,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:908.1.text	
ἐνήλαθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:39.1.text.token.1	
ἐνήλαθʼ ὅστις· εἰπέ μοι τουτὶ τί ἦν;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:39.1.text	
ἐνθάδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:82.1.text.token.5	
ἐνθάδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:461.1.text.token.2	
ἐνθάδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:761.2.text.token.3	
ἐνθένδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1462.1.text.token.7	
ἐννέʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:177.1.text.token.2	
ἐνταῦθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:484.1.text.token.1	
ἐνταῦθʼ ἔχεις τὴν καρδίαν;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:484.1.text	
ἐξ ὧν γʼ ἂν ἐξηλεγχόμην· ξυνειδότες γὰρ οὗτοι	urn:cts:greekLit:tlg0019.tlg009.fu.sp:960.1.text	
ἐξίστασθαι μύσταισι χοροῖς· ὑμεῖς δʼ ἀνεγείρετε μολπὴν	urn:cts:greekLit:tlg0019.tlg009.fu.sp:370.1.text	
ἐξελεγχθέντʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:741.1.text.token.6	
ἐξόλοισθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:226.1.text.token.2	
ἐξόπισθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:286.3.text.token.1	
ἐξόπισθʼ ἴθι.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:286.3.text	
ἐπʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:9.1.text.token.5	
ἐπʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:69.1.text.token.2	
ἐπʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:291.2.text.token.5	
ἐπʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:352.1.text.token.3	
ἐπʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:440.1.text.token.3	
ἐπʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1119.1.text.token.3	
ἐπʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1172.1.text.token.3	
ἐπʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1265.1.text.token.5	
ἐπʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1267.1.text.token.5	
ἐπʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1271.1.text.token.5	
ἐπʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1275.1.text.token.5	
ἐπʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1277.1.text.token.5	
ἐπʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1293.1.text.token.4	
ἐπʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1487.1.text.token.1	
ἐπʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1488.1.text.token.1	
ἐπʼ ἀγαθῶ μὲν τοῖς πολίταις,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1487.1.text	
ἐπʼ ἀγαθῷ δὲ τοῖς ἑαυτοῦ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1488.1.text	
ἐπάταξεν, ἢ ʼπίορκον ὅρκον ὤμοσεν,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:150.1.text	
ἐπίπονοί γʼ οἱ δεξιοί.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1370.1.text	
ἐπίσχες οὗτος ὦ πολυτίμητʼ Αἰσχύλε.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:851.1.text	
ἐπαίροιμʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1041.1.text.token.7	
ἐπεὶ προτιμᾷς γʼ οὐδέν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:655.1.text	
ἐπιθόμην, ἀλλʼ ᾠόμην ἂν	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1376.1.text	
ἐπιφυλλίδες ταῦτʼ ἐστὶ καὶ στωμύλματα,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:92.1.text	
ἐπύθεθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:504.1.text.token.6	
ἐπὶ τὴν κατήλιφʼ εὐθὺς ἀνεπηδήσαμεν·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:566.1.text	
ἐσθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:282.1.text.token.5	
ἐσθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:322.1.text.token.2	
ἐσπουδάκωσι, κλαύμαθʼ ἡμῖν γίγνεται.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:813.1.text	
ἐστʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:4.1.text.token.7	
ἐστʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:227.1.text.token.3	
ἐστʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1078.1.text.token.6	
ἐφʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:2.1.text.token.1	
ἐφʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:478.1.text.token.1	
ἐφʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:678.1.text.token.4	
ἐφʼ οἷς ἀεὶ γελῶσιν οἱ θεώμενοι;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:2.1.text	
ἐφʼ ἃς ἐγὼ δρομαῖον ὁρμήσω πόδα.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:478.1.text	
ἐχάρην γοῦν, †ἡνίκʼ ἤκουσα περὶ Δαρείου τεθνεῶτος,†	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1028.1.text	
ἐχρήσατʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:733.1.text.token.5	
ἐχρῶ τόθʼ, ἡνίκʼ ἐπὶ τὸν Κέρβερον,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:111.1.text	
ἐὰν πείθῃ γʼ ἐμοί.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1134.2.text	
ἐὰν πείθῃ γʼ ἐμοί.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1229.2.text	
ἑκκαίδεκʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:551.1.text.token.1	
ἑκκαίδεκʼ ἄρτους κατέφαγʼ ἡμῶν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:551.1.text	
ἔασον εἰπεῖν πρῶθʼ ὅλον με τὸν στίχον.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1239.1.text	
ἔγωγʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:51.2.text.token.2	
ἔγωγʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:254.1.text.token.3	
ἔγωγʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:660.2.text.token.2	
ἔγωγʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:695.1.text.token.3	
ἔγωγʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1252.1.text.token.3	
ἔγωγʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1257.1.text.token.3	
ἔδρασʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:918.2.text.token.7	
ἔκβαινʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:270.1.text.token.1	
ἔκβαινʼ, ἀπόδος τὸν ναῦλον.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:270.1.text	
ἔλεγχʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:857.1.text.token.1	
ἔλεγχʼ ἐλέγχου· λοιδορεῖσθαι δʼ οὐ πρέπει	urn:cts:greekLit:tlg0019.tlg009.fu.sp:857.1.text	
ἔλθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:549.1.text.token.4	
ἔλθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:675.1.text.token.7	
ἔλθετʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:879.1.text.token.1	
ἔλθετʼ ἐποψόμεναι δύναμιν	urn:cts:greekLit:tlg0019.tlg009.fu.sp:879.1.text	
ἔμελλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:518.1.text.token.1	
ἔμελλʼ ἀφαιρεῖν χἠ τράπεζʼ εἰσῄρετο.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:518.1.text	
ἔμελλον ἄρα παύσειν ποθʼ ὑμᾶς τοῦ κοάξ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:268.1.text	
ἔμοιγʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:570.1.text.token.3	
ἔμοιγʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:625.1.text.token.3	
ἔξαγʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:352.1.text.token.2	
ἔξεστί θʼ ὥσπερ Ἡγέλοχος ἡμῖν λέγειν,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:303.1.text	
ἔπειτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:948.1.text.token.1	
ἔπειτʼ ἀπὸ τῶν πρώτων ἐπῶν οὐδὲν παρῆκʼ ἂν ἀργόν,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:948.1.text	
ἔσθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:514.1.text.token.3	
ἔσθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:640.1.text.token.2	
ἔσθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:715.1.text.token.2	
ἔσθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1163.1.text.token.5	
ἔσθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1220.2.text.token.2	
ἔστʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:89.1.text.token.3	
ἔστʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:318.1.text.token.2	
ἔστʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:590.1.text.token.4	
ἔστʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:774.1.text.token.2	
ἔστʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1130.1.text.token.6	
ἔστʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1161.1.text.token.3	
ἔσται δʼ ἱππολόφων τε λόγων κορυθαίολα νείκη	urn:cts:greekLit:tlg0019.tlg009.fu.sp:818.1.text	
ἔστι διδάσκαλος ὅστις φράζει, τοῖσιν δʼ ἡβῶσι ποιηταί.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1055.1.text	
ἔτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:74.1.text.token.1	
ἔτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:706.1.text.token.11	
ἔτʼ ἐστὶ λοιπὸν ἀγαθόν, εἰ καὶ τοῦτʼ ἄρα·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:74.1.text	
ἔτι μεῖζον ἐξήμαρτες ἢ ʼγὼ ʼβουλόμην·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1147.1.text	
ἔτνους δύʼ ἢ τρεῖς, βοῦν ἀπηνθράκιζʼ ὅλον,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:506.1.text	
ἔτνους; βαβαιάξ, μυριάκις γʼ ἐν τῷ βίῳ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:63.1.text	
ἔφασκʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:279.1.text.token.3	
ἔχʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:532.1.text.token.4	
