’	e)\	- no urn found -	ἒ
Κλεομένεϊ	*kleome/nhs	- no urn found -	Κλεομένης
Κλεομένεϊ	*kleome/nhs	- no urn found -	Κλεομένης
Κλεομένεά	*kleome/nhs	- no urn found -	Κλεομένης
Κλεομένεός	*kleome/nhs	- no urn found -	Κλεομένης
Κλεομένεΐ	*kleome/nhs	- no urn found -	Κλεομένης
Κλεομένεΐ	*kleome/nhs	- no urn found -	Κλεομένης
Κλεομένεΐ	*kleome/nhs	- no urn found -	Κλεομένης
Κλεομένεΐ	*kleome/nhs	- no urn found -	Κλεομένης
Κλεομένεΐ	*kleome/nhs	- no urn found -	Κλεομένης
Κλεομένης	*kleome/nhs	- no urn found -	Κλεομένης
Κλεομένης	*kleome/nhs	- no urn found -	Κλεομένης
Κλεομένης	*kleome/nhs	- no urn found -	Κλεομένης
Κλεομένης	*kleome/nhs	- no urn found -	Κλεομένης
Κλεωναί	*klewnai/	- no urn found -	Κλεωναί
Κλεωναί	*klewnai/	- no urn found -	Κλεωναί
Κλεάδην	*klea/dhs	- no urn found -	Κλεάδης
Κλεάνδρου	*kle/andros	- no urn found -	Κλέανδρος
Κλεάνδρῳ	*kle/andros	- no urn found -	Κλέανδρος
Κλεόμβροτον	*kleo/mbrotos	- no urn found -	Κλεόμβροτος
Κλεόμβροτος	*kleo/mbrotos	- no urn found -	Κλεόμβροτος
Κλεόμβροτόν	*kleo/mbrotos	- no urn found -	Κλεόμβροτος
Κλεόμενες	*kleome/nhs	- no urn found -	Κλεομένης
Κλυτιάδην	*klutia/dhs	- no urn found -	Κλυτιάδης
Κλέανδρος	*kle/andros	- no urn found -	Κλέανδρος
Κλέοβίν	*kle/obis	- no urn found -	Κλέοβις
Κνιδίων	*kni/dion	- no urn found -	Κνίδιον
Κνοίθου	*knoi=qos	- no urn found -	Κνοῖθος
Κνωσσίου	*knw/ssios	- no urn found -	Κνώσσιος
Κολοσσέων	*ko/lossai	- no urn found -	Κόλοσσαι
Κολοφών	*kolofw/n	- no urn found -	Κολοφών
Κολοφών	*kolofw/n	- no urn found -	Κολοφών
Κολοφῶνος	*kolofw/n	- no urn found -	Κολοφών
Κολχίδα	*kolxi/s	- no urn found -	Κολχίς
Κολχίδος	*kolxi/s	- no urn found -	Κολχίς
Κολάξαϊν	*kola/cais	- no urn found -	Κολάξαις
Κοντάδεσδον	*konta/desdos	- no urn found -	Κοντάδεσδος
Κοντάδεσδος	*konta/desdos	- no urn found -	Κοντάδεσδος
Κορυδαλλός	*korudallo/s	- no urn found -	Κορυδαλλός
Κορυδαλλός	korudalli/s	- no urn found -	κορυδαλλίς
Κορυδαλλός	korudallo/s	- no urn found -	κορυδαλλός
Κορυδαλλῷ	*korudallo/s	- no urn found -	Κορυδαλλός
Κορυδαλλῷ	korudalli/s	- no urn found -	κορυδαλλίς
Κορυδαλλῷ	korudallo/s	- no urn found -	κορυδαλλός
Κορωβίου	*korw/bios	- no urn found -	Κορώβιος
Κορώβιον	*korw/bios	- no urn found -	Κορώβιος
Κορώβιος	*korw/bios	- no urn found -	Κορώβιος
Κουριεῦσι	*kourieu/s	- no urn found -	Κουριεύς
Κουριέες	*kourieu/s	- no urn found -	Κουριεύς
Κουριέες	*kourieu/s	- no urn found -	Κουριεύς
Κουριέων	*kouri/as	- no urn found -	Κουρίας
Κουριέων	*kourieu/s	- no urn found -	Κουριεύς
Κουριέων	*kourieu/s	- no urn found -	Κουριεύς
Κουρίου	*kou/rion	- no urn found -	Κούριον
Κουρίου	*kou/rios	- no urn found -	Κούριος
Κουρίου	*kouri/as	- no urn found -	Κουρίας
Κουφαγόρεω	*koufago/ras	- no urn found -	Κουφαγόρας
Κοίλης	ko/ilos	- no urn found -	κόιλος
Κοίλοισι	*koi=la	- no urn found -	Κοῖλα
Κοίλοισι	ko/ilos	- no urn found -	κόιλος
Κοίλοισι	ko/ilos	- no urn found -	κόιλος
Κοῖλα	*koi=la	- no urn found -	Κοῖλα
Κοῖλα	*koi=la	- no urn found -	Κοῖλα
Κοῖλα	*koi=la	- no urn found -	Κοῖλα
Κοῖλα	ko/ilos	- no urn found -	κόιλος
Κοῖλα	ko/ilos	- no urn found -	κόιλος
Κοῖλα	ko/ilos	- no urn found -	κόιλος
Κοῖον	*koi=os	- no urn found -	Κοῖος
Κραναοί	*kranao/s	- no urn found -	Κραναός
Κραναοί	*kranao/s	- no urn found -	Κραναός
Κραννώνιος	*krannw/nios	- no urn found -	Κραννώνιος
Κρανάσπην	*krana/sphs	- no urn found -	Κρανάσπης
Κρηστωναίων	*krhstwnai=os	- no urn found -	Κρηστωναῖος
Κρηστωνικῆς	*krhstwniko/s	- no urn found -	Κρηστωνικός
Κρητίνεω	*krhti/nhs	- no urn found -	Κρητίνης
Κρινίππου	*kri/nippos	- no urn found -	Κρίνιππος
Κριοῦ	*krio/s	- no urn found -	Κριός
Κρισαίου	*krisai=os	- no urn found -	Κρισαῖος
Κρισαίου	*krisai=os	- no urn found -	Κρισαῖος
Κρισαίου	*krisai=os	- no urn found -	Κρισαῖος
Κρισαίου	*krisai=os	- no urn found -	Κρισαῖος
Κριτοβούλου	*krito/boulos	- no urn found -	Κριτόβουλος
Κριτοβούλῳ	*krito/boulos	- no urn found -	Κριτόβουλος
Κριόν	*krio/s	- no urn found -	Κριός
Κριός	*krio/s	- no urn found -	Κριός
Κροβύζων	*kro/buzoi	- no urn found -	Κρόβυζοι
Κροκοδείλων	*krokodei/lwn	- no urn found -	Κροκοδείλων
Κροκοδείλων	*krokodei/lwn	- no urn found -	Κροκοδείλων
Κροκοδείλων	kroko/deilos	- no urn found -	κροκόδειλος
Κροσσαίη	*kro/ssaios	- no urn found -	Κρόσσαιος
Κροσσαίη	*kro/ssaios	- no urn found -	Κρόσσαιος
Κροτωνιητέων	*krotwnih/ths	- no urn found -	Κροτωνιήτης
Κροτωνιήτας	*krotwnih/ths	- no urn found -	Κροτωνιήτης
Κροτωνιήτας	*krotwnih/ths	- no urn found -	Κροτωνιήτης
Κροτωνιήτεω	*krotwnih/ths	- no urn found -	Κροτωνιήτης
Κροτωνιήτην	*krotwnih/ths	- no urn found -	Κροτωνιήτης
Κροτωνιήτης	*krotwnih/ths	- no urn found -	Κροτωνιήτης
Κροτωνιῆται	*krotwnih/ths	- no urn found -	Κροτωνιήτης
Κροτωνιῆται	*krotwnih/ths	- no urn found -	Κροτωνιήτης
Κροίσου	*kroi=sos	- no urn found -	Κροῖσος
Κροίσῳ	*kroi=sos	- no urn found -	Κροῖσος
Κροῖσε	*kroi=sos	- no urn found -	Κροῖσος
Κροῖσον	*kroi=sos	- no urn found -	Κροῖσος
Κροῖσος	*kroi=sos	- no urn found -	Κροῖσος
Κροῖσόν	*kroi=sos	- no urn found -	Κροῖσος
Κρότωνα	*kro/twn	- no urn found -	Κρότων
Κρότωνα	*kro/twn	- no urn found -	Κρότων
Κρότωνι	*kro/twn	- no urn found -	Κρότων
Κρότωνι	*kro/twn	- no urn found -	Κρότων
Κρότωνος	*kro/twn	- no urn found -	Κρότων
Κρότωνος	*kro/twn	- no urn found -	Κρότων
Κρᾶθιν	*kra=qis	- no urn found -	Κρᾶθις
Κρᾶθις	*kra=qis	- no urn found -	Κρᾶθις
Κυαξάρεω	*kuaca/ras	- no urn found -	Κυαξάρας
Κυαξάρης	*kuaca/ras	- no urn found -	Κυαξάρας
Κυαξάρης	*kuaca/ras	- no urn found -	Κυαξάρας
Κυαξάρης	*kuaca/ras	- no urn found -	Κυαξάρας
Κυαξάρης	*kuaca/ras	- no urn found -	Κυαξάρας
Κυαξάρης	*kuaca/ras	- no urn found -	Κυαξάρας
Κυαξάρῃ	*kuaca/ras	- no urn found -	Κυαξάρας
Κυβήβης	kubhba/w	- no urn found -	κυβηβάω
Κυβήβης	kubhba/w	- no urn found -	κυβηβάω
Κυδωνίην	*kudwni/a	- no urn found -	Κυδωνία
Κυδωνίῃ	*kudwni/a	- no urn found -	Κυδωνία
Κυδίππη	*kudi/pph	- no urn found -	Κυδίππη
Κυδίππη	*kudi/pph	- no urn found -	Κυδίππη
Κυζικηνοί	*kuzikhno/s	- no urn found -	Κυζικηνός
Κυζικηνοί	*kuzikhno/s	- no urn found -	Κυζικηνός
Κυζικηνοί	kuzikhno/s	- no urn found -	κυζικηνός
Κυζικηνοί	kuzikhno/s	- no urn found -	κυζικηνός
Κυζικηνούς	*kuzikhno/s	- no urn found -	Κυζικηνός
Κυζικηνούς	kuzikhno/s	- no urn found -	κυζικηνός
Κυζικηνόν	*kuzikhno/s	- no urn found -	Κυζικηνός
Κυζικηνόν	*kuzikhno/s	- no urn found -	Κυζικηνός
Κυζικηνόν	*kuzikhno/s	- no urn found -	Κυζικηνός
Κυζικηνόν	*kuzikhno/s	- no urn found -	Κυζικηνός
Κυζικηνόν	kuzikhno/s	- no urn found -	κυζικηνός
Κυζικηνόν	kuzikhno/s	- no urn found -	κυζικηνός
Κυζικηνόν	kuzikhno/s	- no urn found -	κυζικηνός
Κυζικηνόν	kuzikhno/s	- no urn found -	κυζικηνός
Κυζικηνός	*kuzikhno/s	- no urn found -	Κυζικηνός
Κυζικηνός	kuzikhno/s	- no urn found -	κυζικηνός
Κυθηρίη	*kuqh/rios	- no urn found -	Κυθήριος
Κυθηρίη	*kuqh/rios	- no urn found -	Κυθήριος
Κυθήροισι	*ku/qhros	- no urn found -	Κύθηρος
Κυκλάδας	*kukla/des	- no urn found -	Κυκλάδες
Κυκλάδων	*kukla/des	- no urn found -	Κυκλάδες
Κυμαίους	*kumai=os	- no urn found -	Κυμαῖος
Κυμαῖοι	*kumai=os	- no urn found -	Κυμαῖος
Κυμαῖοι	*kumai=os	- no urn found -	Κυμαῖος
Κυμαῖον	*kumai=os	- no urn found -	Κυμαῖος
Κυμαῖον	*kumai=os	- no urn found -	Κυμαῖος
Κυμαῖον	*kumai=os	- no urn found -	Κυμαῖος
Κυμαῖον	*kumai=os	- no urn found -	Κυμαῖος
Κυμαῖος	*kumai=os	- no urn found -	Κυμαῖος
Κυνούριοι	*kunou/rios	- no urn found -	Κυνούριος
Κυνούριοι	*kunou/rios	- no urn found -	Κυνούριος
Κυνέας	*kuneu/s	- no urn found -	Κυνεύς
Κυνέγειρος	*kune/geiros	- no urn found -	Κυνέγειρος
Κυνέω	*ku/neos	- no urn found -	Κύνεος
Κυνέω	*ku/neos	- no urn found -	Κύνεος
Κυνέω	*ku/neos	- no urn found -	Κύνεος
Κυνέω	*ku/neos	- no urn found -	Κύνεος
Κυνέω	*kuneu/s	- no urn found -	Κυνεύς
Κυνέω	*kuneu/s	- no urn found -	Κυνεύς
Κυνίσκον	*kuni/skos	- no urn found -	Κυνίσκος
Κυνόσουραν	*kunosou/ra	- no urn found -	Κυνοσούρα
Κυνώ	*kuno/s	- no urn found -	Κυνός
Κυνώ	*kuno/s	- no urn found -	Κυνός
Κυνώ	*kuno/s	- no urn found -	Κυνός
Κυνώ	*kunw/	- no urn found -	Κυνώ
Κυνῶν	*ku/nh	- no urn found -	Κύνη
Κυνῶν	*kuno/s	- no urn found -	Κυνός
Κυνῶν	*kunw/	- no urn found -	Κυνώ
Κυπρίοισι	*ku/pria	- no urn found -	Κύπρια
Κυπρίων	*ku/pria	- no urn found -	Κύπρια
Κυρηναίη	*kurhnai=os	- no urn found -	Κυρηναῖος
Κυρηναίη	*kurhnai=os	- no urn found -	Κυρηναῖος
Κυρηναίοισι	*kurhnai=os	- no urn found -	Κυρηναῖος
Κυρηναίοισι	*kurhnai=os	- no urn found -	Κυρηναῖος
Κυρηναίους	*kurhnai=os	- no urn found -	Κυρηναῖος
Κυρηναίων	*kurhnai=os	- no urn found -	Κυρηναῖος
Κυρηναίων	*kurhnai=os	- no urn found -	Κυρηναῖος
Κυρηναίων	*kurhnai=os	- no urn found -	Κυρηναῖος
Κυρηναίῳ	*kurhnai=os	- no urn found -	Κυρηναῖος
Κυρηναίῳ	*kurhnai=os	- no urn found -	Κυρηναῖος
Κυρηναῖοι	*kurhnai=os	- no urn found -	Κυρηναῖος
Κυρηναῖοι	*kurhnai=os	- no urn found -	Κυρηναῖος
Κυρνίων	*ku/rnioi	- no urn found -	Κύρνιοι
Κυτισσώρου	*kuti/sswros	- no urn found -	Κυτίσσωρος
Κυτίσσωρος	*kuti/sswros	- no urn found -	Κυτίσσωρος
Κυψελίδῃσι	*kuyeli/dai-pl	- no urn found -	Κυψελίδαι-πλ
Κυψέλου	*ku/yelos	- no urn found -	Κύψελος
Κυψέλῳ	*ku/yelos	- no urn found -	Κύψελος
Κωλαῖος	*kwlai=os	- no urn found -	Κωλαῖος
Κωπαΐδος	*kwpai/s	- no urn found -	Κωπαίς
Κάδυτιν	*ka/dutis	- no urn found -	Κάδυτις
Κάμειρος	*ka/meiros	- no urn found -	Κάμειρος
Κάμψα	*ka/mya	- no urn found -	Κάμψα
Κάμψα	*ka/mya	- no urn found -	Κάμψα
Κάμψα	*ka/mya	- no urn found -	Κάμψα
Κάμψα	*ka/mya	- no urn found -	Κάμψα
Κάμψα	*ka/mya	- no urn found -	Κάμψα
Κάνης	*ka/nh	- no urn found -	Κάνη
Κάρνεια	*ka/rneia-pl	- no urn found -	Κάρνεια-πλ
Κάρνεια	*ka/rneia-pl	- no urn found -	Κάρνεια-πλ
Κάρνεια	*ka/rneia-pl	- no urn found -	Κάρνεια-πλ
Κάρπις	*ka/rpis	- no urn found -	Κάρπις
Κάρπις	*ka/rpis	- no urn found -	Κάρπις
Κάρυστον	*ka/rustos	- no urn found -	Κάρυστος
Κάσιον	*ka/sios	- no urn found -	Κάσιος
Κάσπιοι	*ka/spios	- no urn found -	Κάσπιος
Κάσπιοι	*ka/spios	- no urn found -	Κάσπιος
Κάϊκον	*ka/i+kos	- no urn found -	Κάϊκος
Κίκονες	*ki/kones	- no urn found -	Κίκονες
Κίκονες	*ki/kones	- no urn found -	Κίκονες
Κίλλα	*ki/lla	- no urn found -	Κίλλα
Κίλλα	*ki/lla	- no urn found -	Κίλλα
Κίλλα	*ki/lla	- no urn found -	Κίλλα
Κίλλα	*ki/lla	- no urn found -	Κίλλα
Κίλλα	*ki/lla	- no urn found -	Κίλλα
Κίλλα	*ki/llh	- no urn found -	Κίλλη
Κίλλα	*ki/llh	- no urn found -	Κίλλη
Κίλλα	*ki/llh	- no urn found -	Κίλλη
Κίμων	*ki/mwn	- no urn found -	Κίμων
Κίμων	*ki/mwn	- no urn found -	Κίμων
Κίμωνα	*ki/mwn	- no urn found -	Κίμων
Κίμωνι	*ki/mwn	- no urn found -	Κίμων
Κίμωνος	*ki/mwn	- no urn found -	Κίμων
Κίον	*ki/os	- no urn found -	Κίος
Κόβων	*ko/bwn	- no urn found -	Κόβων
Κόβων	*ko/bwn	- no urn found -	Κόβων
Κόβωνα	*ko/bwn	- no urn found -	Κόβων
Κόθεν	poqen	- no urn found -	ποθεν
Κόμψατος	*ko/myatos	- no urn found -	Κόμψατος
Κόρυς	*ko/rus	- no urn found -	Κόρυς
Κόρυς	*ko/rus	- no urn found -	Κόρυς
Κότυος	*ko/tus	- no urn found -	Κότυς
Κύδραρα	*ku/drara	- no urn found -	Κύδραρα
Κύδραρα	*ku/drara	- no urn found -	Κύδραρα
Κύθνιοι	*ku/qnios	- no urn found -	Κύθνιος
Κύθνιοι	*ku/qnios	- no urn found -	Κύθνιος
Κύθνου	*ku/qnos	- no urn found -	Κύθνος
Κύθνῳ	*ku/qnos	- no urn found -	Κύθνος
Κύλων	*ku/lwn	- no urn found -	Κύλων
Κύλων	*ku/lwn	- no urn found -	Κύλων
Κύμη	*ku/mh	- no urn found -	Κύμη
Κύμη	*ku/mh	- no urn found -	Κύμη
Κύμην	*ku/mh	- no urn found -	Κύμη
Κύμης	*ku/mh	- no urn found -	Κύμη
Κύμῃ	*ku/mh	- no urn found -	Κύμη
Κύνητας	*ku/nhs	- no urn found -	Κύνης
Κύνητας	*ku/nhs	- no urn found -	Κύνης
Κύπρια	*ku/pria	- no urn found -	Κύπρια
Κύπρια	*ku/pria	- no urn found -	Κύπρια
Κύπρια	*ku/pria	- no urn found -	Κύπρια
Κύραυιν	*ku/rauis	- no urn found -	Κύραυις
Κύρου	*ku/rhs	- no urn found -	Κύρης
Κύψελος	*ku/yelos	- no urn found -	Κύψελος
Κώεω	*kw/hs	- no urn found -	Κώης
Κώην	*kw/hs	- no urn found -	Κώης
Κώην	*kw=os	- no urn found -	Κῶος
Κώης	*kw/hs	- no urn found -	Κώης
Κώης	*kw=os	- no urn found -	Κῶος
Κώμη	*kw/mh	- no urn found -	Κώμη
Κώμη	*kw/mh	- no urn found -	Κώμη
Κῴοισι	*kw=|on	- no urn found -	Κῷον
Κῴου	*kw=|on	- no urn found -	Κῷον
Κῴων	*kw=|on	- no urn found -	Κῷον
Κῷον	*kw=|on	- no urn found -	Κῷον
Κῷον	*kw=|on	- no urn found -	Κῷον
Κῷον	*kw=|on	- no urn found -	Κῷον
Λαβδάκου	*la/bdakos	- no urn found -	Λάβδακος
Λαβυνήτου	*labu/nhtos	- no urn found -	Λαβύνητος
Λαβύνητος	*labu/nhtos	- no urn found -	Λαβύνητος
Λαγόν	lagw=s	- no urn found -	λαγῶς
Λαδίκη	*ladi/kh	- no urn found -	Λαδίκη
Λαδίκη	*ladi/kh	- no urn found -	Λαδίκη
Λαδίκην	*ladi/kh	- no urn found -	Λαδίκη
Λακεδαιμονίης	*lakedaimo/nios	- no urn found -	Λακεδαιμόνιος
Λακεδαιμονίοις	*lakedaimo/nios	- no urn found -	Λακεδαιμόνιος
Λακεδαιμονίοις	*lakedaimo/nios	- no urn found -	Λακεδαιμόνιος
