Αἰγύπτιος	*ai)gu/ptios	Αἰγύπτιος	*ai)gu/ptios	a-s---mn-
ἐλακωνομάνουν	e)lakwnoma/noun	λακωνομανέω	lakwnomane/w	v1siia---
ἐλασᾷ	e)lasa=|	ἐλασᾶς	e)lasa=s	n-s---md-
ἐλελελεῦ	e)leleleu=	ἐλελελεῦ	e)leleleu=	x--------
ἐλελιζομένης	e)lelizome/nhs	ἐλελίζω1	e)leli/zw1	v-sppefg-
ἐλελιζομένης	e)lelizome/nhs	ἐλελίζω2	e)leli/zw2	v-sppefg-
ἐλεφαντόδετον	e)lefanto/deton	ἐλεφαντόδετος	e)lefanto/detos	n-s---ma-
ἐλεφαντόδετον	e)lefanto/deton	ἐλεφαντόδετος	e)lefanto/detos	n-s---fa-
ἐλεφαντόδετον	e)lefanto/deton	ἐλεφαντόδετος	e)lefanto/detos	n-s---nn-
ἐλεφαντόδετον	e)lefanto/deton	ἐλεφαντόδετος	e)lefanto/detos	n-s---nv-
ἐλεφαντόδετον	e)lefanto/deton	ἐλεφαντόδετος	e)lefanto/detos	n-s---na-
ἐλεᾶς	e)lea=s	ἐλεάω	e)lea/w	v2spia---
ἐλεᾶς	e)lea=s	ἐλεᾶς	e)lea=s	n-p---ma-
ἐλεᾶς	e)lea=s	ἐλεᾶς	e)lea=s	n-s---mn-
ἐλεᾶς	e)lea=s	ἐλεᾶς	e)lea=s	n-s---mn-
ἐλεᾷ	e)lea=|	ἐλεάω	e)lea/w	v2spse---
ἐλεᾷ	e)lea=|	ἐλεάω	e)lea/w	v2spie---
ἐλεᾷ	e)lea=|	ἐλεάω	e)lea/w	v3spsa---
ἐλεᾷ	e)lea=|	ἐλεάω	e)lea/w	v3spia---
ἐλεᾷ	e)lea=|	ἐλεᾶς	e)lea=s	n-s---md-
ἐλεᾷ	e)lea=|	ἐλεᾶς	e)lea=s	n-s---md-
ἐλθεῖν	e)lqei=n	ἔρχομαι	e)/rxomai	v--ana---
ἐλθόνθ’	e)lqo/nq'	ἔρχομαι	e)/rxomai	v-papann-
ἐλθόνθ’	e)lqo/nq'	ἔρχομαι	e)/rxomai	v-papanv-
ἐλθόνθ’	e)lqo/nq'	ἔρχομαι	e)/rxomai	v-papana-
ἐλθόνθ’	e)lqo/nq'	ἔρχομαι	e)/rxomai	v-sapama-
ἐλθόνθ’	e)lqo/nq'	ἔρχομαι	e)/rxomai	v-sapamd-
ἐλθόνθ’	e)lqo/nq'	ἔρχομαι	e)/rxomai	v-sapand-
ἐλθόνθ’	e)lqo/nq'	ἔρχομαι	e)/rxomai	v-dapamn-
ἐλθόνθ’	e)lqo/nq'	ἔρχομαι	e)/rxomai	v-dapamv-
ἐλθόνθ’	e)lqo/nq'	ἔρχομαι	e)/rxomai	v-dapama-
ἐλθόνθ’	e)lqo/nq'	ἔρχομαι	e)/rxomai	v-dapann-
ἐλθόνθ’	e)lqo/nq'	ἔρχομαι	e)/rxomai	v-dapanv-
ἐλθόνθ’	e)lqo/nq'	ἔρχομαι	e)/rxomai	v-dapana-
ἐλθόντες	e)lqo/ntes	ἔρχομαι	e)/rxomai	v-papamn-
ἐλθόντες	e)lqo/ntes	ἔρχομαι	e)/rxomai	v-papamv-
ἐλθών	e)lqw/n	ἔρχομαι	e)/rxomai	v-sapamn-
ἐλάας	e)la/as	ἐλαία	e)lai/a	n-p---fa-
ἐλάας	e)la/as	ἐλαία	e)lai/a	n-s---fg-
ἐλάας	e)la/as	ἐλαύνω	e)lau/nw	v2spia---
ἐλάμβανε	e)la/mbane	λαμβάνω	lamba/nw	v3siia---
ἐλέγοις	e)le/gois	ἔλεγος	e)/legos	n-p---md-
ἐμοί	e)moi/	ἐγώ	e)gw/	p-s---md-
ἐμοί	e)moi/	ἐγώ	e)gw/	p-s---fd-
ἐμοί	e)moi/	ἐμός	e)mo/s	a-p---mn-
ἐμοί	e)moi/	ἐμός	e)mo/s	a-p---mv-
ἐμοῖς	e)moi=s	ἐμέω	e)me/w	v2sfoa---
ἐμοῖς	e)moi=s	ἐμέω	e)me/w	v2spoa---
ἐμοῖς	e)moi=s	ἐμός	e)mo/s	a-p---md-
ἐμοῖς	e)moi=s	ἐμός	e)mo/s	a-p---nd-
ἐμοῦ	e)mou=	ἐγώ	e)gw/	p-s---mg-
ἐμοῦ	e)mou=	ἐγώ	e)gw/	p-s---fg-
ἐμοῦ	e)mou=	ἐμέω	e)me/w	v2spme---
ἐμοῦ	e)mou=	ἐμέω	e)me/w	v2siie---
ἐμοῦ	e)mou=	ἐμός	e)mo/s	a-s---mg-
ἐμοῦ	e)mou=	ἐμός	e)mo/s	a-s---ng-
ἐμπεποιημένη	e)mpepoihme/nh	ἐμποιέω	e)mpoie/w	v-srpefn-
ἐμπεποιημένη	e)mpepoihme/nh	ἐμποιέω	e)mpoie/w	v-srpefv-
ἐμπεφορβειωμένον	e)mpeforbeiwme/non	ἐν-φορβειόω	e)n-forbeio/w	v-srpema-
ἐμπεφορβειωμένον	e)mpeforbeiwme/non	ἐν-φορβειόω	e)n-forbeio/w	v-srpenn-
ἐμπεφορβειωμένον	e)mpeforbeiwme/non	ἐν-φορβειόω	e)n-forbeio/w	v-srpenv-
ἐμπεφορβειωμένον	e)mpeforbeiwme/non	ἐν-φορβειόω	e)n-forbeio/w	v-srpena-
ἐμπλησθείς	e)mplhsqei/s	ἐμπίπλημι	e)mpi/plhmi	v-sappmn-
ἐμπλησθείς	e)mplhsqei/s	ἐμπίπλημι	e)mpi/plhmi	v-sappmv-
ἐμπορίαν	e)mpori/an	ἐμπορία	e)mpori/a	n-s---fa-
ἐμπορίας	e)mpori/as	ἐμπορία	e)mpori/a	n-p---fa-
ἐμπορίας	e)mpori/as	ἐμπορία	e)mpori/a	n-s---fg-
ἐμπίδας	e)mpi/das	ἐμπίς	e)mpi/s	n-p---fa-
ἐμπίμπλη	e)mpi/mplh	ἐμπίπλημι	e)mpi/plhmi	v2spma---
ἐμπίμπλη	e)mpi/mplh	ἐμπίπλημι	e)mpi/plhmi	v3siia---
ἐμάν	e)ma/n	ἐμός	e)mo/s	a-s---fa-
ἐμέ	e)me/	ἐγώ	e)gw/	p-s---ma-
ἐμέ	e)me/	ἐγώ	e)gw/	p-s---fa-
ἐμέ	e)me/	ἐμός	e)mo/s	a-s---mv-
ἐμέτρησ’	e)me/trhs'	μετρέω	metre/w	v1saia---
ἐμέτρησ’	e)me/trhs'	μετρέω	metre/w	v3saia---
ἐμήν	e)mh/n	ἐμός	e)mo/s	a-s---fa-
ἐμίν	e)mi/n	ἐγώ	e)gw/	p-s---md-
ἐμίν	e)mi/n	ἐγώ	e)gw/	p-s---fd-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---ma-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---nn-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---nv-
ἐμόν	e)mo/n	ἐμός	e)mo/s	a-s---na-
ἐμᾶς	e)ma=s	ἐμός	e)mo/s	a-s---fg-
ἐμῆς	e)mh=s	ἐμέω	e)me/w	v2sfia---
ἐμῆς	e)mh=s	ἐμέω	e)me/w	v2spia---
ἐμῆς	e)mh=s	ἐμός	e)mo/s	a-s---fg-
ἐμῶν	e)mw=n	ἐμέω	e)me/w	v-sfpamn-
ἐμῶν	e)mw=n	ἐμέω	e)me/w	v-sppamn-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	a-p---fg-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	a-p---mg-
ἐμῶν	e)mw=n	ἐμός	e)mo/s	a-p---ng-
ἐν	e)n	ἐν	e)n	r--------
ἐν	e)n	εἰς	ei)s	r--------
ἐναντίαν	e)nanti/an	ἐναντίος	e)nanti/os	a-s---fa-
ἐναντίω	e)nanti/w	ἐναντίος	e)nanti/os	a-d---mn-
ἐναντίω	e)nanti/w	ἐναντίος	e)nanti/os	a-d---mv-
ἐναντίω	e)nanti/w	ἐναντίος	e)nanti/os	a-d---ma-
ἐναντίω	e)nanti/w	ἐναντίος	e)nanti/os	a-d---nn-
ἐναντίω	e)nanti/w	ἐναντίος	e)nanti/os	a-d---nv-
ἐναντίω	e)nanti/w	ἐναντίος	e)nanti/os	a-d---na-
ἐναντίω	e)nanti/w	ἐναντίος	e)nanti/os	a-s---mg-
ἐναντίω	e)nanti/w	ἐναντίος	e)nanti/os	a-s---ng-
ἐναποτεῖσαι	e)napotei=sai	ἐναποτίνω	e)napoti/nw	v--ana---
ἐνεβάλλοντο	e)neba/llonto	ἐμβάλλω	e)mba/llw	v3piie---
ἐνεπόδιζέ	e)nepo/dize/	ἐμποδίζω	e)mpodi/zw	v3siia---
ἐνεόττευσεν	e)neo/tteusen	νεοσσεύω	neosseu/w	v3saia---
ἐνημμένους	e)nhmme/nous	ἐνάπτω	e)na/ptw	v-prpema-
ἐνηντιώμεθα	e)nhntiw/meqa	ἐν-ἀντιάω	e)n-a)ntia/w	v1piie---
ἐνηντιώμεθα	e)nhntiw/meqa	ἐν-ἀντιόομαι	e)n-a)ntio/omai	v1piie---
ἐνθαδί	e)nqadi/	ἐνθαδί	e)nqadi/	d--------
ἐνθείς	e)nqei/s	ἐντίθημι	e)nti/qhmi	v-sapamn-
ἐνθείς	e)nqei/s	ἐντίθημι	e)nti/qhmi	v-sapamv-
ἐνθάδε	e)nqa/de	ἐνθάδε	e)nqa/de	d--------
ἐννεοττεύσουσι	e)nneotteu/sousi	ἐν-νεοσσεύω	e)n-neosseu/w	v3pasa---
ἐννεοττεύσουσι	e)nneotteu/sousi	ἐν-νεοσσεύω	e)n-neosseu/w	v-pfpamd-
ἐννεοττεύσουσι	e)nneotteu/sousi	ἐν-νεοσσεύω	e)n-neosseu/w	v-pfpand-
ἐννεοττεύσουσι	e)nneotteu/sousi	ἐν-νεοσσεύω	e)n-neosseu/w	v3pfia---
ἐνοικήσουσιν	e)noikh/sousin	ἐνοικέω	e)noike/w	v3pasa---
ἐνοικήσουσιν	e)noikh/sousin	ἐνοικέω	e)noike/w	v-pfpamd-
ἐνοικήσουσιν	e)noikh/sousin	ἐνοικέω	e)noike/w	v-pfpand-
ἐνοικήσουσιν	e)noikh/sousin	ἐνοικέω	e)noike/w	v3pfia---
ἐνοικήσουσιν	e)noikh/sousin	ἐνοικέω	e)noike/w	v3pasa---
ἐνοικήσουσιν	e)noikh/sousin	ἐνοικέω	e)noike/w	v-pfpamd-
ἐνοικήσουσιν	e)noikh/sousin	ἐνοικέω	e)noike/w	v-pfpand-
ἐνοικήσουσιν	e)noikh/sousin	ἐνοικέω	e)noike/w	v3pfia---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	v2spme---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	v1spsa---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	v1spia---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	v1spsa---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	v1spia---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	v2spmm---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	v2spme---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	v1spsa---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	v1spia---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	v1spsa---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	v1spia---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	v2siie---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	v2siie---
ἐνορῶ	e)norw=	ἐνοράω	e)nora/w	v2siim---
ἐνταῦθα	e)ntau=qa	ἐνταῦθα	e)ntau=qa	d--------
ἐνταῦθά	e)ntau=qa/	ἐνταῦθα	e)ntau=qa	d--------
ἐνταῦθ’	e)ntau=q'	ἐνταῦθα	e)ntau=qa	d--------
ἐντευθενί	e)nteuqeni/	ἐντευθενί	e)nteuqeni/	d--------
ἐντεῦθεν	e)nteu=qen	ἐντεῦθεν	e)nteu=qen	d--------
ἐντός	e)nto/s	ἐντός	e)nto/s	d--------
ἐντύχοι	e)ntu/xoi	ἐντυγχάνω	e)ntugxa/nw	v3saoa---
ἐνέβαλλον	e)ne/ballon	ἐμβάλλω	e)mba/llw	v3piia---
ἐνέβαλλον	e)ne/ballon	ἐμβάλλω	e)mba/llw	v1siia---
ἐνέμετο	e)ne/meto	νέμω	ne/mw	v3siie---
ἐνί	e)ni/	ἐν	e)n	r--------
ἐνόμιζον	e)no/mizon	νομίζω	nomi/zw	v3piia---
ἐνόμιζον	e)no/mizon	νομίζω	nomi/zw	v1siia---
ἐνόρχην	e)no/rxhn	ἐνόρχης	e)no/rxhs	n-s---ma-
ἐξ	e)c	ἐκ	e)k	r--------
ἐξακούεται	e)cakou/etai	ἐξακούω	e)cakou/w	v3spie---
ἐξαμαρτών	e)camartw/n	ἐξαμαρτάνω	e)camarta/nw	v-sapamn-
ἐξαπατώμενος	e)capatw/menos	ἐξαπατάω	e)capata/w	v-sppemn-
ἐξαπατώμενος	e)capatw/menos	ἐξαπατάω	e)capata/w	v-sppemn-
ἐξαπατᾷ	e)capata=|	ἐξαπατάω	e)capata/w	v2spse---
ἐξαπατᾷ	e)capata=|	ἐξαπατάω	e)capata/w	v2spie---
ἐξαπατᾷ	e)capata=|	ἐξαπατάω	e)capata/w	v3spsa---
ἐξαπατᾷ	e)capata=|	ἐξαπατάω	e)capata/w	v3spia---
ἐξαπατᾷ	e)capata=|	ἐξαπατάω	e)capata/w	v2spse---
ἐξαπατᾷ	e)capata=|	ἐξαπατάω	e)capata/w	v2spie---
ἐξαπατᾷ	e)capata=|	ἐξαπατάω	e)capata/w	v3spsa---
ἐξαπατᾷ	e)capata=|	ἐξαπατάω	e)capata/w	v3spia---
ἐξεγραψάμην	e)cegraya/mhn	ἐκγράφω	e)kgra/fw	v1saim---
ἐξεγρήγορεν	e)cegrh/goren	ἐξεγείρω	e)cegei/rw	v3sria---
ἐξεγρήγορεν	e)cegrh/goren	ἐξεγείρω	e)cegei/rw	v3plia---
ἐξειπών	e)ceipw/n	ἐξεῖπον	e)cei=pon	v-sapamn-
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	v2spse---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	v2spie---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	v3spsa---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	v2sasm---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	v3sasa---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	v2spse---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	v2spie---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	v3spsa---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	v2sasm---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	v3sasa---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	v2spse---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	v2spie---
ἐξελαύνῃ	e)celau/nh|	ἐξελαύνω	e)celau/nw	v3spsa---
ἐξερρύηκε	e)cerru/hke	ἐκρέω	e)kre/w	v2srma---
ἐξερρύηκε	e)cerru/hke	ἐκρέω	e)kre/w	v3sria---
ἐξεύροις	e)ceu/rois	ἐξευρίσκω	e)ceuri/skw	v2saoa---
ἐξηνάγκασεν	e)chna/gkasen	ἐξαναγκάζω	e)canagka/zw	v3saia---
ἐξηύρητο	e)chu/rhto	ἐξευρίσκω	e)ceuri/skw	v3slie---
ἐξέλαμψεν	e)ce/lamyen	ἐκλάμπω	e)kla/mpw	v3saia---
ἐξέλθοι	e)ce/lqoi	ἐξέρχομαι	e)ce/rxomai	v3saoa---
ἐξέλθω	e)ce/lqw	ἐξέρχομαι	e)ce/rxomai	v1sasa---
ἐξέλθω	e)ce/lqw	ἐξέρχομαι	e)ce/rxomai	v1sasa---
ἐξέλθω	e)ce/lqw	ἐξέρχομαι	e)ce/rxomai	v2saim---
ἐξίδισεν	e)ci/disen	ἐξιδίω	e)cidi/w	v3saia---
ἐξίδισεν	e)ci/disen	ἐξιδίω	e)cidi/w	v3saia---
ἐξόρμα	e)co/rma	ἐξορμάω	e)corma/w	v2spma---
ἐξόρμα	e)co/rma	ἐξορμάω	e)corma/w	v2spma---
ἐξόρμα	e)co/rma	ἐξορμάω	e)corma/w	v3siia---
ἐξόρμα	e)co/rma	ἐξορμάω	e)corma/w	v3siia---
ἐξότ’	e)co/t'	ἐξότε	e)co/te	d--------
ἐξῳκοδόμηταί	e)cw|kodo/mhtai/	ἐξοικοδομέω	e)coikodome/w	v3srie---
ἐοῦσιν	e)ou=sin	εἰμί	ei)mi/	v-pppamd-
ἐοῦσιν	e)ou=sin	εἰμί	ei)mi/	v-pppand-
ἐπαγέτω	e)page/tw	ἐπάγω	e)pa/gw	v3spma---
ἐπαινεῖ	e)painei=	ἐπαινέω	e)paine/w	v2spie---
ἐπαινεῖ	e)painei=	ἐπαινέω	e)paine/w	v3spia---
ἐπαινεῖ	e)painei=	ἐπαινέω	e)paine/w	v2spie---
ἐπαινεῖ	e)painei=	ἐπαινέω	e)paine/w	v3spia---
ἐπακούσωσι	e)pakou/swsi	ἐπακούω	e)pakou/w	v3pasa---
ἐπαναγορεύεται	e)panagoreu/etai	ἐπαναγορεύω	e)panagoreu/w	v3spie---
ἐπαναγορεύεται	e)panagoreu/etai	ἐπαναγορεύω	e)panagoreu/w	v3spie---
ἐπανεστήκῃ	e)panesth/kh|	ἐπανίστημι	e)pani/sthmi	v3srsa---
ἐπανιστάμενοι	e)panista/menoi	ἐπανίστημι	e)pani/sthmi	v-pppemn-
ἐπανιστάμενοι	e)panista/menoi	ἐπανίστημι	e)pani/sthmi	v-pppemv-
ἐπανάκρουσαι	e)pana/krousai	ἐπί-ἀνακρούω	e)pi/-a)nakrou/w	v2samm---
ἐπαυχήσας	e)pauxh/sas	ἐπαυχέω	e)pauxe/w	v-sapamn-
ἐπαυχήσας	e)pauxh/sas	ἐπαυχέω	e)pauxe/w	v-sapamv-
ἐπαυχήσας	e)pauxh/sas	ἐπαυχέω	e)pauxe/w	v-sapamn-
ἐπαυχήσας	e)pauxh/sas	ἐπαυχέω	e)pauxe/w	v-sapamv-
ἐπαίρει	e)pai/rei	ἐφαιρέομαι	e)faire/omai	v2spma---
ἐπαίρει	e)pai/rei	ἐφαιρέομαι	e)faire/omai	v3siia---
ἐπαίρει	e)pai/rei	ἐπαίρω	e)pai/rw	v2spie---
ἐπαίρει	e)pai/rei	ἐπαίρω	e)pai/rw	v3spia---
ἐπαίρεταί	e)pai/retai/	ἐπαίρω	e)pai/rw	v3spie---
ἐπεγερῶ	e)pegerw=	ἐπεγείρω	e)pegei/rw	v1sfia---
ἐπειδή	e)peidh/	ἐπεί	e)pei/	c--------
ἐπειδήπερ	e)peidh/per	ἐπεί	e)pei/	c--------
ἐπεκτύπησ’	e)pektu/phs'	ἐπικτυπέω	e)piktupe/w	v1saia---
ἐπεκτύπησ’	e)pektu/phs'	ἐπικτυπέω	e)piktupe/w	v2slie---
ἐπεκτύπησ’	e)pektu/phs'	ἐπικτυπέω	e)piktupe/w	v2srme---
ἐπεκτύπησ’	e)pektu/phs'	ἐπικτυπέω	e)piktupe/w	v3saia---
ἐπεκτύπησ’	e)pektu/phs'	ἐπικτυπέω	e)piktupe/w	v2srie---
ἐπενόησας	e)peno/hsas	ἐπινοέω	e)pinoe/w	v2saia---
ἐπεπτόμεσθα	e)pepto/mesqa	ἐφίπταμαι	e)fi/ptamai	v1paim---
ἐπεπτόμεσθα	e)pepto/mesqa	πέσσω	pe/ssw	v1piie---
ἐπεπύσμην	e)pepu/smhn	πυνθάνομαι	punqa/nomai	v1slie---
ἐπείνων	e)pei/nwn	πεινάω	peina/w	v3piia---
ἐπείνων	e)pei/nwn	πεινάω	peina/w	v1siia---
ἐπηλοφόρουν	e)phlofo/roun	πηλοφορέω	phlofore/w	v3piia---
ἐπηλοφόρουν	e)phlofo/roun	πηλοφορέω	phlofore/w	v1siia---
ἐπηπείλησα	e)phpei/lhsa	ἐπαπειλέω	e)papeile/w	v1saia---
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	v-sppamv-
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	v-sppann-
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	v-sppanv-
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	v-sppana-
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	v-sppamn-
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	v--pna---
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	v--pna---
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	v-sppamv-
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	v-sppann-
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	v-sppanv-
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	v-sppana-
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	v-sppamn-
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	v--pna---
ἐπιβοᾶν	e)piboa=n	ἐπιβοάω	e)piboa/w	v--pna---
ἐπιβοᾶν	e)piboa=n	ἐπιβοή	e)piboh/	n-p---fg-
ἐπιβάλλειν	e)piba/llein	ἐπιβάλλω	e)piba/llw	v--pna---
ἐπιδείκνυ	e)pidei/knu	ἐπιδείκνυμι	e)pidei/knumi	v2spma---
ἐπιδείκνυ	e)pidei/knu	ἐπιδείκνυμι	e)pidei/knumi	v3siia---
ἐπιδείξω	e)pidei/cw	ἐπιδείκνυμι	e)pidei/knumi	v1sasa---
ἐπιδείξω	e)pidei/cw	ἐπιδείκνυμι	e)pidei/knumi	v1sfia---
ἐπιδείξω	e)pidei/cw	ἐπιδείκνυμι	e)pidei/knumi	v2saim---
ἐπιδέξια	e)pide/cia	ἐπιδέξιος	e)pide/cios	n-p---nn-
ἐπιδέξια	e)pide/cia	ἐπιδέξιος	e)pide/cios	n-p---nv-
ἐπιδέξια	e)pide/cia	ἐπιδέξιος	e)pide/cios	n-p---na-
ἐπιθυμεῖ	e)piqumei=	ἐπιθυμέω	e)piqume/w	v2spie---
ἐπιθυμεῖ	e)piqumei=	ἐπιθυμέω	e)piqume/w	v3spia---
ἐπιθυμεῖ	e)piqumei=	ἐπιθυμέω	e)piqume/w	v2spie---
ἐπιθυμεῖ	e)piqumei=	ἐπιθυμέω	e)piqume/w	v3spia---
ἐπιθυμῇ	e)piqumh=|	ἐπιθυμέω	e)piqume/w	v2spse---
ἐπιθυμῇ	e)piqumh=|	ἐπιθυμέω	e)piqume/w	v2spie---
ἐπιθυμῇ	e)piqumh=|	ἐπιθυμέω	e)piqume/w	v3spsa---
ἐπιθυμῇ	e)piqumh=|	ἐπιθυμέω	e)piqume/w	v2spse---
ἐπιθυμῇ	e)piqumh=|	ἐπιθυμέω	e)piqume/w	v2spie---
ἐπιθυμῇ	e)piqumh=|	ἐπιθυμέω	e)piqume/w	v3spsa---
ἐπιθυμῶ	e)piqumw=	ἐπιθυμέω	e)piqume/w	v1spsa---
ἐπιθυμῶ	e)piqumw=	ἐπιθυμέω	e)piqume/w	v1spia---
ἐπιθυμῶ	e)piqumw=	ἐπιθυμέω	e)piqume/w	v1spsa---
ἐπιθυμῶ	e)piqumw=	ἐπιθυμέω	e)piqume/w	v1spia---
ἐπικνῶ	e)piknw=	ἐπικνάω	e)pikna/w	v2spme---
ἐπικνῶ	e)piknw=	ἐπικνάω	e)pikna/w	v1spsa---
ἐπικνῶ	e)piknw=	ἐπικνάω	e)pikna/w	v1spia---
ἐπικνῶ	e)piknw=	ἐπικνάω	e)pikna/w	v1spsa---
ἐπικνῶ	e)piknw=	ἐπικνάω	e)pikna/w	v1spia---
ἐπικνῶ	e)piknw=	ἐπικνάω	e)pikna/w	v1spsa---
ἐπικνῶ	e)piknw=	ἐπικνάω	e)pikna/w	v1spia---
ἐπικνῶ	e)piknw=	ἐπικνάω	e)pikna/w	v2siie---
ἐπικνῶσιν	e)piknw=sin	ἐπικνάω	e)pikna/w	v-pppamd-
ἐπικνῶσιν	e)piknw=sin	ἐπικνάω	e)pikna/w	v-pppand-
ἐπικνῶσιν	e)piknw=sin	ἐπικνάω	e)pikna/w	v3ppsa---
ἐπικνῶσιν	e)piknw=sin	ἐπικνάω	e)pikna/w	v3ppia---
ἐπικνῶσιν	e)piknw=sin	ἐπικνάω	e)pikna/w	v3ppsa---
ἐπικνῶσιν	e)piknw=sin	ἐπικνάω	e)pikna/w	v-pppamd-
ἐπικνῶσιν	e)piknw=sin	ἐπικνάω	e)pikna/w	v-pppand-
ἐπικνῶσιν	e)piknw=sin	ἐπικνάω	e)pikna/w	v3ppsa---
ἐπικνῶσιν	e)piknw=sin	ἐπικνάω	e)pikna/w	v3ppia---
ἐπιλείψουσι	e)pilei/yousi	ἐπιλείβω	e)pilei/bw	v3pasa---
ἐπιλείψουσι	e)pilei/yousi	ἐπιλείπω	e)pilei/pw	v-pfpamd-
ἐπιλείψουσι	e)pilei/yousi	ἐπιλείπω	e)pilei/pw	v-pfpand-
ἐπιλείψουσι	e)pilei/yousi	ἐπιλείπω	e)pilei/pw	v3pfia---
ἐπιορκοῦσιν	e)piorkou=sin	ἐπιορκέω	e)piorke/w	v-pppamd-
ἐπιορκοῦσιν	e)piorkou=sin	ἐπιορκέω	e)piorke/w	v-pppand-
ἐπιορκοῦσιν	e)piorkou=sin	ἐπιορκέω	e)piorke/w	v3ppia---
ἐπιορκοῦσιν	e)piorkou=sin	ἐπιορκέω	e)piorke/w	v-pppamd-
ἐπιορκοῦσιν	e)piorkou=sin	ἐπιορκέω	e)piorke/w	v-pppand-
ἐπιορκοῦσιν	e)piorkou=sin	ἐπιορκέω	e)piorke/w	v3ppia---
ἐπιπλῆσαι	e)piplh=sai	ἐπιπίμπλημι	e)pipi/mplhmi	v--ana---
ἐπιπλῆσαι	e)piplh=sai	ἐπιπλέω	e)piple/w	v--ana---
ἐπιστρατεύσειν	e)pistrateu/sein	ἐπιστρατεύω	e)pistrateu/w	v--fna---
ἐπιστρατεύσειν	e)pistrateu/sein	ἐπιστρατεύω	e)pistrateu/w	v--fna---
ἐπιτρίψει	e)pitri/yei	ἐπίτριψις	e)pi/triyis	n-d---fn-
ἐπιτρίψει	e)pitri/yei	ἐπίτριψις	e)pi/triyis	n-d---fv-
ἐπιτρίψει	e)pitri/yei	ἐπίτριψις	e)pi/triyis	n-d---fa-
ἐπιτρίψει	e)pitri/yei	ἐπίτριψις	e)pi/triyis	n-s---fd-
ἐπιτρίψει	e)pitri/yei	ἐπίτριψις	e)pi/triyis	n-s---fd-
ἐπιτρίψει	e)pitri/yei	ἐπιτρίβω	e)pitri/bw	v3sasa---
ἐπιτρίψει	e)pitri/yei	ἐπιτρίβω	e)pitri/bw	v2sfim---
ἐπιτρίψει	e)pitri/yei	ἐπιτρίβω	e)pitri/bw	v3sfia---
ἐπιτρῖψαί	e)pitri=yai/	ἐπιτρίβω	e)pitri/bw	v--ana---
ἐπιτέλλω	e)pite/llw	ἐπιτέλλω	e)pite/llw	v1sasa---
ἐπιτέλλω	e)pite/llw	ἐπιτέλλω	e)pite/llw	v1spsa---
