Αἰγύπτιος	*ai)gu/ptios	Αἰγύπτιος	*ai)gu/ptios	urn:cite2:hmt:lsj.chicago_md:n2219	a-s---mn-
ζητοῦντε	zhtou=nte	ζητέω	zhte/w	urn:cite2:hmt:lsj.chicago_md:n46249	v-dppama-
ζητοῦντε	zhtou=nte	ζητέω	zhte/w	urn:cite2:hmt:lsj.chicago_md:n46249	v-dppann-
ζητοῦντε	zhtou=nte	ζητέω	zhte/w	urn:cite2:hmt:lsj.chicago_md:n46249	v-dppanv-
ζητοῦντε	zhtou=nte	ζητέω	zhte/w	urn:cite2:hmt:lsj.chicago_md:n46249	v-dppana-
ζητοῦντες	zhtou=ntes	ζητέω	zhte/w	urn:cite2:hmt:lsj.chicago_md:n46249	v-pppamn-
ζητοῦντες	zhtou=ntes	ζητέω	zhte/w	urn:cite2:hmt:lsj.chicago_md:n46249	v-pppamv-
ζητῶ	zhtw=	ζητέω	zhte/w	urn:cite2:hmt:lsj.chicago_md:n46249	v1spsa---
ζητῶ	zhtw=	ζητέω	zhte/w	urn:cite2:hmt:lsj.chicago_md:n46249	v1spia---
ζητῶν	zhtw=n	ζητέω	zhte/w	urn:cite2:hmt:lsj.chicago_md:n46249	v-sppamn-
ζώει	zw/ei	ζώω	zw/w	urn:cite2:hmt:lsj.chicago_md:n46562	v2spie---
ζώει	zw/ei	ζώω	zw/w	urn:cite2:hmt:lsj.chicago_md:n46562	v3spia---
ζῆν	zh=n	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v--pna---
ζῆν	zh=n	ζέω	ze/w	urn:cite2:hmt:lsj.chicago_md:n46204	v--pna---
ζῆτε	zh=te	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v2ppma---
ζῆτε	zh=te	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v2ppsa---
ζῆτε	zh=te	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v2ppia---
ζῆτε	zh=te	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v2piia---
ζῆτε	zh=te	ζέω	ze/w	urn:cite2:hmt:lsj.chicago_md:n46204	v2ppma---
ζῆτε	zh=te	ζέω	ze/w	urn:cite2:hmt:lsj.chicago_md:n46204	v2ppsa---
ζῆτε	zh=te	ζέω	ze/w	urn:cite2:hmt:lsj.chicago_md:n46204	v2ppia---
ζῶν	zw=n	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v-sppamv-
ζῶν	zw=n	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v-sppann-
ζῶν	zw=n	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v-sppanv-
ζῶν	zw=n	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v-sppana-
ζῶν	zw=n	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v-sppamn-
ζῶν	zw=n	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v3piia---
ζῶν	zw=n	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v1siia---
ζῶν	zw=n	ζέω	ze/w	urn:cite2:hmt:lsj.chicago_md:n46204	v-sppamn-
ζῶντά	zw=nta/	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v-pppann-
ζῶντά	zw=nta/	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v-pppanv-
ζῶντά	zw=nta/	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v-pppana-
ζῶντά	zw=nta/	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v-sppama-
ζῶντ’	zw=nt'	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v-pppann-
ζῶντ’	zw=nt'	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v-pppanv-
ζῶντ’	zw=nt'	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v-pppana-
ζῶντ’	zw=nt'	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v-sppama-
ζῶντ’	zw=nt'	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v-sppamd-
ζῶντ’	zw=nt'	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v-sppand-
ζῶντ’	zw=nt'	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v3ppia---
ζῶντ’	zw=nt'	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v-dppamn-
ζῶντ’	zw=nt'	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v-dppamv-
ζῶντ’	zw=nt'	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v-dppama-
ζῶντ’	zw=nt'	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v-dppann-
ζῶντ’	zw=nt'	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v-dppanv-
ζῶντ’	zw=nt'	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v-dppana-
ζῶντ’	zw=nt'	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v3ppse---
ζῶντ’	zw=nt'	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v3ppie---
ζῶντ’	zw=nt'	ζάω	za/w	urn:cite2:hmt:lsj.chicago_md:n46123	v3piie---
ζῶντ’	zw=nt'	ζέω	ze/w	urn:cite2:hmt:lsj.chicago_md:n46204	v3ppsa---
ζῶντ’	zw=nt'	ζέω	ze/w	urn:cite2:hmt:lsj.chicago_md:n46204	v3ppse---
ηὔθυνε	hu)/qune	εὐθύνω	eu)qu/nw	urn:cite2:hmt:lsj.chicago_md:n44077	v3siia---
ηὔθυνε	hu)/qune	εὐθύνω	eu)qu/nw	urn:cite2:hmt:lsj.chicago_md:n44077	v3saia---
ηὔξατο	hu)/cato	εὔχομαι	eu)/xomai	urn:cite2:hmt:lsj.chicago_md:n45499	v3saim---
ηὗρες	hu(=res	εὑρίσκω	eu(ri/skw	urn:cite2:hmt:lsj.chicago_md:n44964	v2saia---
θαλάσσης	qala/sshs	θάλασσα	qa/lassa	urn:cite2:hmt:lsj.chicago_md:n47735	n-s---fg-
θαλάττι’	qala/tti'	θαλάσσιος	qala/ssios	urn:cite2:hmt:lsj.chicago_md:n47745	a-p---nn-
θαλάττι’	qala/tti'	θαλάσσιος	qala/ssios	urn:cite2:hmt:lsj.chicago_md:n47745	a-p---nv-
θαλάττι’	qala/tti'	θαλάσσιος	qala/ssios	urn:cite2:hmt:lsj.chicago_md:n47745	a-p---na-
θαλάττι’	qala/tti'	θαλάσσιος	qala/ssios	urn:cite2:hmt:lsj.chicago_md:n47745	n-p---nn-
θαλάττι’	qala/tti'	θαλάσσιος	qala/ssios	urn:cite2:hmt:lsj.chicago_md:n47745	n-p---nv-
θαλάττι’	qala/tti'	θαλάσσιος	qala/ssios	urn:cite2:hmt:lsj.chicago_md:n47745	n-p---na-
θαλάττι’	qala/tti'	θαλάσσιος	qala/ssios	urn:cite2:hmt:lsj.chicago_md:n47745	a-s---mv-
θαλάττι’	qala/tti'	θαλάσσιος	qala/ssios	urn:cite2:hmt:lsj.chicago_md:n47745	n-s---mv-
θαλάττι’	qala/tti'	θαλάσσιος	qala/ssios	urn:cite2:hmt:lsj.chicago_md:n47745	n-s---fv-
θαλάττι’	qala/tti'	θαλάσσιος	qala/ssios	urn:cite2:hmt:lsj.chicago_md:n47745	a-p---fn-
θαλάττι’	qala/tti'	θαλάσσιος	qala/ssios	urn:cite2:hmt:lsj.chicago_md:n47745	a-p---fv-
θαλίας	qali/as	θαλία	qali/a	urn:cite2:hmt:lsj.chicago_md:n47797	n-p---fa-
θαλίας	qali/as	θαλία	qali/a	urn:cite2:hmt:lsj.chicago_md:n47797	n-s---fg-
θαμά	qama/	θαμά	qama/	urn:cite2:hmt:lsj.chicago_md:n47828	d--------
θαρρήσας	qarrh/sas	θαρσέω	qarse/w	urn:cite2:hmt:lsj.chicago_md:n47897	v-sapamn-
θαρρήσας	qarrh/sas	θαρσέω	qarse/w	urn:cite2:hmt:lsj.chicago_md:n47897	v-sapamv-
θατέρου	qate/rou	ἕτερος	e(/teros	urn:cite2:hmt:lsj.chicago_md:n43206	a-s---mg-
θατέρου	qate/rou	ἕτερος	e(/teros	urn:cite2:hmt:lsj.chicago_md:n43206	a-s---ng-
θαυμάζειν	qauma/zein	θαυμάζω	qauma/zw	urn:cite2:hmt:lsj.chicago_md:n47917	v--pna---
θαυμάζεις	qauma/zeis	θαυμάζω	qauma/zw	urn:cite2:hmt:lsj.chicago_md:n47917	v2spia---
θαυμάστ’	qauma/st'	θαυμαστής	qaumasth/s	urn:cite2:hmt:lsj.chicago_md:n47928	n-d---mn-
θαυμάστ’	qauma/st'	θαυμαστής	qaumasth/s	urn:cite2:hmt:lsj.chicago_md:n47928	n-d---mv-
θαυμάστ’	qauma/st'	θαυμαστής	qaumasth/s	urn:cite2:hmt:lsj.chicago_md:n47928	n-d---ma-
θαυμάστ’	qauma/st'	θαυμαστής	qaumasth/s	urn:cite2:hmt:lsj.chicago_md:n47928	n-s---mv-
θαυμάστ’	qauma/st'	θαυμαστής	qaumasth/s	urn:cite2:hmt:lsj.chicago_md:n47928	n-s---mn-
θαυμάστ’	qauma/st'	θαυμαστής	qaumasth/s	urn:cite2:hmt:lsj.chicago_md:n47928	n-p---mn-
θαυμάστ’	qauma/st'	θαυμαστής	qaumasth/s	urn:cite2:hmt:lsj.chicago_md:n47928	n-p---mv-
θαυμάστ’	qauma/st'	θαυμαστός	qaumasto/s	urn:cite2:hmt:lsj.chicago_md:n47931	a-p---nn-
θαυμάστ’	qauma/st'	θαυμαστός	qaumasto/s	urn:cite2:hmt:lsj.chicago_md:n47931	a-p---nv-
θαυμάστ’	qauma/st'	θαυμαστός	qaumasto/s	urn:cite2:hmt:lsj.chicago_md:n47931	a-p---na-
θαυμάστ’	qauma/st'	θαυμαστός	qaumasto/s	urn:cite2:hmt:lsj.chicago_md:n47931	a-d---fn-
θαυμάστ’	qauma/st'	θαυμαστός	qaumasto/s	urn:cite2:hmt:lsj.chicago_md:n47931	a-d---fv-
θαυμάστ’	qauma/st'	θαυμαστός	qaumasto/s	urn:cite2:hmt:lsj.chicago_md:n47931	a-d---fa-
θαυμάστ’	qauma/st'	θαυμαστός	qaumasto/s	urn:cite2:hmt:lsj.chicago_md:n47931	a-s---fn-
θαυμάστ’	qauma/st'	θαυμαστός	qaumasto/s	urn:cite2:hmt:lsj.chicago_md:n47931	a-s---fv-
θαυμάστ’	qauma/st'	θαυμαστός	qaumasto/s	urn:cite2:hmt:lsj.chicago_md:n47931	a-s---mv-
θαυμάστ’	qauma/st'	θαυμαστός	qaumasto/s	urn:cite2:hmt:lsj.chicago_md:n47931	a-p---fn-
θαυμάστ’	qauma/st'	θαυμαστός	qaumasto/s	urn:cite2:hmt:lsj.chicago_md:n47931	a-p---fv-
θαῦμα	qau=ma	θαῦμα	qau=ma	urn:cite2:hmt:lsj.chicago_md:n47916	n-s---nn-
θαῦμα	qau=ma	θαῦμα	qau=ma	urn:cite2:hmt:lsj.chicago_md:n47916	n-s---nv-
θαῦμα	qau=ma	θαῦμα	qau=ma	urn:cite2:hmt:lsj.chicago_md:n47916	n-s---na-
θεασώμεσθα	qeasw/mesqa	θεάομαι	qea/omai	urn:cite2:hmt:lsj.chicago_md:n47964	v1pase---
θεασώμεσθα	qeasw/mesqa	θεάομαι	qea/omai	urn:cite2:hmt:lsj.chicago_md:n47964	v1pase---
θεασώμεσθα	qeasw/mesqa	θεάω	qea/w	urn:cite2:hmt:lsj.chicago_md:n47998	v1pasm---
θεασώμεσθα	qeasw/mesqa	θεάω	qea/w	urn:cite2:hmt:lsj.chicago_md:n47998	v1pasm---
θεαταί	qeatai/	θεατής	qeath/s	urn:cite2:hmt:lsj.chicago_md:n47973	n-p---mn-
θεαταί	qeatai/	θεατής	qeath/s	urn:cite2:hmt:lsj.chicago_md:n47973	n-p---mv-
θεαταί	qeatai/	θεατός	qeato/s	urn:cite2:hmt:lsj.chicago_md:n47975	a-p---fn-
θεαταί	qeatai/	θεατός	qeato/s	urn:cite2:hmt:lsj.chicago_md:n47975	a-p---fv-
θεαταῖς	qeatai=s	θεατής	qeath/s	urn:cite2:hmt:lsj.chicago_md:n47973	n-p---md-
θεαταῖς	qeatai=s	θεατός	qeato/s	urn:cite2:hmt:lsj.chicago_md:n47975	a-p---fd-
θεατῶν	qeatw=n	θεατής	qeath/s	urn:cite2:hmt:lsj.chicago_md:n47973	n-p---mg-
θεατῶν	qeatw=n	θεατός	qeato/s	urn:cite2:hmt:lsj.chicago_md:n47975	a-p---fg-
θεατῶν	qeatw=n	θεατός	qeato/s	urn:cite2:hmt:lsj.chicago_md:n47975	a-p---mg-
θεατῶν	qeatw=n	θεατός	qeato/s	urn:cite2:hmt:lsj.chicago_md:n47975	a-p---ng-
θεμελίους	qemeli/ous	θεμέλιος	qeme/lios	urn:cite2:hmt:lsj.chicago_md:n48106	n-p---ma-
θεμελίους	qemeli/ous	θεμέλιος	qeme/lios	urn:cite2:hmt:lsj.chicago_md:n48106	n-p---fa-
θεμελίους	qemeli/ous	θεμελιόω	qemelio/w	urn:cite2:hmt:lsj.chicago_md:n48108	v2siia---
θενών	qenw/n	θείνω	qei/nw	urn:cite2:hmt:lsj.chicago_md:n48038	v-sapamn-
θεομισής	qeomish/s	θεομισής	qeomish/s	urn:cite2:hmt:lsj.chicago_md:n48234	n-s---mn-
θεομισής	qeomish/s	θεομισής	qeomish/s	urn:cite2:hmt:lsj.chicago_md:n48234	n-s---fn-
θεοσεβές	qeosebe/s	θεοσεβής	qeosebh/s	urn:cite2:hmt:lsj.chicago_md:n48296	n-s---mv-
θεοσεβές	qeosebe/s	θεοσεβής	qeosebh/s	urn:cite2:hmt:lsj.chicago_md:n48296	n-s---fv-
θεοσεβές	qeosebe/s	θεοσεβής	qeosebh/s	urn:cite2:hmt:lsj.chicago_md:n48296	n-s---nn-
θεοσεβές	qeosebe/s	θεοσεβής	qeosebh/s	urn:cite2:hmt:lsj.chicago_md:n48296	n-s---nv-
θεοσεβές	qeosebe/s	θεοσεβής	qeosebh/s	urn:cite2:hmt:lsj.chicago_md:n48296	n-s---na-
θεοί	qeoi/	θεός	qeo/s	urn:cite2:hmt:lsj.chicago_md:n48291	n-p---mn-
θεοί	qeoi/	θεός	qeo/s	urn:cite2:hmt:lsj.chicago_md:n48291	n-p---mv-
θεούς	qeou/s	θεός	qeo/s	urn:cite2:hmt:lsj.chicago_md:n48291	n-p---ma-
θεοῖς	qeoi=s	θεάω	qea/w	urn:cite2:hmt:lsj.chicago_md:n47998	v2spoa---
θεοῖς	qeoi=s	θεός	qeo/s	urn:cite2:hmt:lsj.chicago_md:n48291	n-p---md-
θεοῖσι	qeoi=si	θεάω	qea/w	urn:cite2:hmt:lsj.chicago_md:n47998	v-pppamd-
θεοῖσι	qeoi=si	θεάω	qea/w	urn:cite2:hmt:lsj.chicago_md:n47998	v-pppand-
θεοῖσι	qeoi=si	θεός	qeo/s	urn:cite2:hmt:lsj.chicago_md:n48291	n-p---md-
θεοῖσιν	qeoi=sin	θεάω	qea/w	urn:cite2:hmt:lsj.chicago_md:n47998	v-pppamd-
θεοῖσιν	qeoi=sin	θεάω	qea/w	urn:cite2:hmt:lsj.chicago_md:n47998	v-pppand-
θεοῖσιν	qeoi=sin	θεός	qeo/s	urn:cite2:hmt:lsj.chicago_md:n48291	n-p---md-
θεοῦ	qeou=	θεάομαι	qea/omai	urn:cite2:hmt:lsj.chicago_md:n47964	v2spme---
θεοῦ	qeou=	θεάομαι	qea/omai	urn:cite2:hmt:lsj.chicago_md:n47964	v2siie---
θεοῦ	qeou=	θεάω	qea/w	urn:cite2:hmt:lsj.chicago_md:n47998	v2spme---
θεοῦ	qeou=	θεάω	qea/w	urn:cite2:hmt:lsj.chicago_md:n47998	v2siie---
θεοῦ	qeou=	θεός	qeo/s	urn:cite2:hmt:lsj.chicago_md:n48291	n-s---mg-
θερμή	qermh/	θερμός	qermo/s	urn:cite2:hmt:lsj.chicago_md:n48479	a-s---fn-
θερμή	qermh/	θερμός	qermo/s	urn:cite2:hmt:lsj.chicago_md:n48479	a-s---fv-
θερμόν	qermo/n	θερμός	qermo/s	urn:cite2:hmt:lsj.chicago_md:n48479	a-s---ma-
θερμόν	qermo/n	θερμός	qermo/s	urn:cite2:hmt:lsj.chicago_md:n48479	a-s---nn-
θερμόν	qermo/n	θερμός	qermo/s	urn:cite2:hmt:lsj.chicago_md:n48479	a-s---nv-
θερμόν	qermo/n	θερμός	qermo/s	urn:cite2:hmt:lsj.chicago_md:n48479	a-s---na-
θερμόν	qermo/n	θερμός	qermo/s	urn:cite2:hmt:lsj.chicago_md:n48479	n-s---ma-
θερμόν	qermo/n	θερμός	qermo/s	urn:cite2:hmt:lsj.chicago_md:n48479	n-s---fa-
θερμόν	qermo/n	θερμός	qermo/s	urn:cite2:hmt:lsj.chicago_md:n48479	n-s---nn-
θερμόν	qermo/n	θερμός	qermo/s	urn:cite2:hmt:lsj.chicago_md:n48479	n-s---nv-
θερμόν	qermo/n	θερμός	qermo/s	urn:cite2:hmt:lsj.chicago_md:n48479	n-s---na-
θεράποντες	qera/pontes	θεράπων	qera/pwn	urn:cite2:hmt:lsj.chicago_md:n48395	n-p---mn-
θεράποντες	qera/pontes	θεράπων	qera/pwn	urn:cite2:hmt:lsj.chicago_md:n48395	n-p---mv-
θεράποντ’	qera/pont'	θεράπων	qera/pwn	urn:cite2:hmt:lsj.chicago_md:n48395	n-s---ma-
θεράποντ’	qera/pont'	θεράπων	qera/pwn	urn:cite2:hmt:lsj.chicago_md:n48395	n-s---md-
θεράποντ’	qera/pont'	θεράπων	qera/pwn	urn:cite2:hmt:lsj.chicago_md:n48395	n-d---mn-
θεράποντ’	qera/pont'	θεράπων	qera/pwn	urn:cite2:hmt:lsj.chicago_md:n48395	n-d---mv-
θεράποντ’	qera/pont'	θεράπων	qera/pwn	urn:cite2:hmt:lsj.chicago_md:n48395	n-d---ma-
θεράπων	qera/pwn	θέραψ	qe/ray	urn:cite2:hmt:lsj.chicago_md:n48396	n-p---mg-
θεράπων	qera/pwn	θεράπων	qera/pwn	urn:cite2:hmt:lsj.chicago_md:n48395	n-s---mn-
θερίζουσίν	qeri/zousi/n	θερίζω	qeri/zw	urn:cite2:hmt:lsj.chicago_md:n48411	v-pppamd-
θερίζουσίν	qeri/zousi/n	θερίζω	qeri/zw	urn:cite2:hmt:lsj.chicago_md:n48411	v-pppand-
θερίζουσίν	qeri/zousi/n	θερίζω	qeri/zw	urn:cite2:hmt:lsj.chicago_md:n48411	v3ppia---
θεσμούς	qesmou/s	θεσμός	qesmo/s	urn:cite2:hmt:lsj.chicago_md:n48515	n-p---ma-
θεσπέσιος	qespe/sios	θεσπέσιος	qespe/sios	urn:cite2:hmt:lsj.chicago_md:n48530	a-s---mn-
θεσπέσιος	qespe/sios	θεσπέσιος	qespe/sios	urn:cite2:hmt:lsj.chicago_md:n48530	n-s---mn-
θεσπέσιος	qespe/sios	θεσπέσιος	qespe/sios	urn:cite2:hmt:lsj.chicago_md:n48530	n-s---fn-
θεία	qei/a	θεία	qei/a	urn:cite2:hmt:lsj.chicago_md:n48021	n-d---fn-
θεία	qei/a	θεία	qei/a	urn:cite2:hmt:lsj.chicago_md:n48021	n-d---fv-
θεία	qei/a	θεία	qei/a	urn:cite2:hmt:lsj.chicago_md:n48021	n-d---fa-
θεία	qei/a	θεία	qei/a	urn:cite2:hmt:lsj.chicago_md:n48021	n-s---fn-
θεία	qei/a	θεία	qei/a	urn:cite2:hmt:lsj.chicago_md:n48021	n-s---fv-
θεία	qei/a	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48051	a-d---fn-
θεία	qei/a	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48052	a-d---fn-
θεία	qei/a	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48051	a-d---fv-
θεία	qei/a	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48052	a-d---fv-
θεία	qei/a	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48051	a-d---fa-
θεία	qei/a	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48052	a-d---fa-
θεία	qei/a	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48051	a-s---fn-
θεία	qei/a	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48052	a-s---fn-
θεία	qei/a	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48051	a-s---fv-
θεία	qei/a	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48052	a-s---fv-
θείμην	qei/mhn	θέω	qe/w	urn:cite2:hmt:lsj.chicago_md:n48574	v1spom---
θείμην	qei/mhn	θέω	qe/w	urn:cite2:hmt:lsj.chicago_md:n48575	v1spom---
θείμην	qei/mhn	τίθημι	ti/qhmi	urn:cite2:hmt:lsj.chicago_md:n103922	v1saom---
θείου	qei/ou	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48051	a-s---mg-
θείου	qei/ou	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48052	a-s---mg-
θείου	qei/ou	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48051	a-s---ng-
θείου	qei/ou	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48052	a-s---ng-
θείου	qei/ou	θεῖοσ2	qei=os	urn:cite2:hmt:lsj.chicago_md:n48051	n-s---mg-
θείου	qei/ou	θεῖοσ2	qei=os	urn:cite2:hmt:lsj.chicago_md:n48052	n-s---mg-
θείου	qei/ou	θειόω	qeio/w	urn:cite2:hmt:lsj.chicago_md:n48057	v2spma---
θείου	qei/ou	θειόω	qeio/w	urn:cite2:hmt:lsj.chicago_md:n48057	v3siia---
θεόν	qeo/n	θεός	qeo/s	urn:cite2:hmt:lsj.chicago_md:n48291	n-s---ma-
θεός	qeo/s	θεός	qeo/s	urn:cite2:hmt:lsj.chicago_md:n48291	n-s---mn-
θεύσονται	qeu/sontai	θέω	qe/w	urn:cite2:hmt:lsj.chicago_md:n48574	v3pfim---
θεύσονται	qeu/sontai	θέω	qe/w	urn:cite2:hmt:lsj.chicago_md:n48575	v3pfim---
θεᾶς	qea=s	θεά	qea/	urn:cite2:hmt:lsj.chicago_md:n47950	n-s---fg-
θεᾶς	qea=s	θεάω	qea/w	urn:cite2:hmt:lsj.chicago_md:n47998	v2spia---
θεῖα	qei=a	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48051	a-p---nn-
θεῖα	qei=a	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48052	a-p---nn-
θεῖα	qei=a	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48051	a-p---nv-
θεῖα	qei=a	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48052	a-p---nv-
θεῖα	qei=a	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48051	a-p---na-
θεῖα	qei=a	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48052	a-p---na-
θεῖον	qei=on	θέω	qe/w	urn:cite2:hmt:lsj.chicago_md:n48574	v-sppamv-
θεῖον	qei=on	θέω	qe/w	urn:cite2:hmt:lsj.chicago_md:n48575	v-sppamv-
θεῖον	qei=on	θέω	qe/w	urn:cite2:hmt:lsj.chicago_md:n48574	v-sppann-
θεῖον	qei=on	θέω	qe/w	urn:cite2:hmt:lsj.chicago_md:n48575	v-sppann-
θεῖον	qei=on	θέω	qe/w	urn:cite2:hmt:lsj.chicago_md:n48574	v-sppanv-
θεῖον	qei=on	θέω	qe/w	urn:cite2:hmt:lsj.chicago_md:n48575	v-sppanv-
θεῖον	qei=on	θέω	qe/w	urn:cite2:hmt:lsj.chicago_md:n48574	v-sppana-
θεῖον	qei=on	θέω	qe/w	urn:cite2:hmt:lsj.chicago_md:n48575	v-sppana-
θεῖον	qei=on	θέω	qe/w	urn:cite2:hmt:lsj.chicago_md:n48574	v3piia---
θεῖον	qei=on	θέω	qe/w	urn:cite2:hmt:lsj.chicago_md:n48575	v3piia---
θεῖον	qei=on	θέω	qe/w	urn:cite2:hmt:lsj.chicago_md:n48574	v1siia---
θεῖον	qei=on	θέω	qe/w	urn:cite2:hmt:lsj.chicago_md:n48575	v1siia---
θεῖον	qei=on	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48051	a-s---ma-
θεῖον	qei=on	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48052	a-s---ma-
θεῖον	qei=on	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48051	a-s---nn-
θεῖον	qei=on	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48052	a-s---nn-
θεῖον	qei=on	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48051	a-s---nv-
θεῖον	qei=on	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48052	a-s---nv-
θεῖον	qei=on	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48051	a-s---na-
θεῖον	qei=on	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48052	a-s---na-
θεῖον	qei=on	θεῖοσ2	qei=os	urn:cite2:hmt:lsj.chicago_md:n48051	n-s---ma-
θεῖον	qei=on	θεῖοσ2	qei=os	urn:cite2:hmt:lsj.chicago_md:n48052	n-s---ma-
θεῖος	qei=os	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48051	a-s---mn-
θεῖος	qei=os	θεῖοσ1	qei=os	urn:cite2:hmt:lsj.chicago_md:n48052	a-s---mn-
θεῖος	qei=os	θεῖοσ2	qei=os	urn:cite2:hmt:lsj.chicago_md:n48051	n-s---mn-
θεῖος	qei=os	θεῖοσ2	qei=os	urn:cite2:hmt:lsj.chicago_md:n48052	n-s---mn-
θεῶν	qew=n	θέα	qe/a	urn:cite2:hmt:lsj.chicago_md:n47951	n-p---fg-
θεῶν	qew=n	θεά	qea/	urn:cite2:hmt:lsj.chicago_md:n47950	n-p---fg-
θεῶν	qew=n	θεάω	qea/w	urn:cite2:hmt:lsj.chicago_md:n47998	v-sppamv-
θεῶν	qew=n	θεάω	qea/w	urn:cite2:hmt:lsj.chicago_md:n47998	v-sppann-
θεῶν	qew=n	θεάω	qea/w	urn:cite2:hmt:lsj.chicago_md:n47998	v-sppanv-
θεῶν	qew=n	θεάω	qea/w	urn:cite2:hmt:lsj.chicago_md:n47998	v-sppana-
θεῶν	qew=n	θεάω	qea/w	urn:cite2:hmt:lsj.chicago_md:n47998	v-sppamn-
θεῶν	qew=n	θεάω	qea/w	urn:cite2:hmt:lsj.chicago_md:n47998	v-sppamn-
θεῶν	qew=n	θεός	qeo/s	urn:cite2:hmt:lsj.chicago_md:n48291	n-p---mg-
θεῷ	qew=|	θεάω	qea/w	urn:cite2:hmt:lsj.chicago_md:n47998	v3spoa---
θεῷ	qew=|	θεός	qeo/s	urn:cite2:hmt:lsj.chicago_md:n48291	n-s---md-
θηρίον	qhri/on	θηράω	qhra/w	urn:cite2:hmt:lsj.chicago_md:n48722	v-sppamv-
θηρίον	qhri/on	θηράω	qhra/w	urn:cite2:hmt:lsj.chicago_md:n48722	v-sppann-
